date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,KC_ba,KC_slg,KC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,EP%,wEP/C,vEP
2024-06-20,745734,Groundout,field_out,True,700250,663989,Ben Rice,Nick Vespi,0,3334561c-6aa2-4b44-98f9-788b96a64f91,663989.0,nickvespi,Vespi,Left,Nick Vespi,BAL,3.18,3.93,11.1,102.0,111.0,103.0,0.79,5.56,1.59,7.94,0.79,1.33,0.194,0.417,0.139,0.389,0.467,,,,,,,,,,122.0,116.0,121.0,110.0,95.0,94.0,,,0.586,0.224,,,-0.51,,0.8,,,89.6,,,84.1,,,,0.28,0.44,0.167,0.182,0.455,0.292,,,,,,,100.0,105.0,107.0,0.191,2.6,80.1,0.167,0.167,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-21,745729,Strikeout,strikeout,True,700250,519242,Ben Rice,Chris Sale,0,bde4b789-4eb9-4c2c-8a3f-ffcd84d869fc,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,0.082,0.379,,0.392,0.147,-0.27,,-0.89,2.27,4.04,94.9,,87.2,94.1,78.7,0.27,0.475,0.241,,,,0.165,0.233,0.419,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-21,745729,Flyout,field_out,True,700250,519242,Ben Rice,Chris Sale,0,5db5d31e-f08a-4e59-ae79-e275db176a77,519242.0,chrissale,Sale,Left,Chris Sale,ATL,2.7,2.7,110.0,103.0,103.0,102.0,0.711,11.45,1.96,6.63,0.57,1.51,0.262,0.449,0.194,0.228,0.454,59.0,108.0,97.0,97.0,105.0,101.0,111.0,101.0,97.0,122.0,100.0,105.0,,,,0.082,0.379,,0.392,0.147,-0.27,,-0.89,2.27,4.04,94.9,,87.2,94.1,78.7,0.27,0.475,0.241,,,,0.165,0.233,0.419,0.116,0.145,0.231,0.324,0.471,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-21,745729,Strikeout,strikeout,True,700250,669276,Ben Rice,Dylan Lee,0,29bb4467-dc6a-4c39-8403-090f4f4e54a6,669276.0,dylanlee,"Lee, D",Left,Dylan Lee,ATL,1.95,2.88,37.0,103.0,99.0,105.0,0.669,9.49,2.68,7.54,0.73,0.86,0.152,0.495,0.081,0.283,0.45,111.0,104.0,100.0,89.0,103.0,101.0,,,,102.0,104.0,109.0,,,,,0.357,,0.509,0.135,-0.52,,,1.92,1.55,92.1,,85.6,,84.0,0.319,0.574,0.124,,,,0.164,0.239,0.488,0.227,0.227,0.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-22,745731,Groundout,field_out,True,700250,450203,Ben Rice,Charlie Morton,0,171efd3a-2d4d-49f7-838b-3e18e3159b1a,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,70.0,100.0,88.0,82.0,101.0,93.0,,,,75.0,92.0,87.0,0.094,0.277,0.095,,0.123,-2.02,-1.28,0.73,,0.94,93.8,88.6,85.0,93.4,,0.292,0.563,0.182,0.304,0.739,0.159,,,,0.186,0.302,0.347,0.303,0.455,0.094,119.0,99.0,107.0,0.412,1.39,81.4,0.179,0.256,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-22,745731,Lineout,field_out,True,700250,450203,Ben Rice,Charlie Morton,0,8a174147-4da2-4bd1-bcf3-9360974b2116,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,70.0,100.0,88.0,82.0,101.0,93.0,,,,75.0,92.0,87.0,0.094,0.277,0.095,,0.123,-2.02,-1.28,0.73,,0.94,93.8,88.6,85.0,93.4,,0.292,0.563,0.182,0.304,0.739,0.159,,,,0.186,0.302,0.347,0.303,0.455,0.094,119.0,99.0,107.0,0.412,1.39,81.4,0.179,0.256,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-22,745731,Walk,walk,False,700250,450203,Ben Rice,Charlie Morton,0,b846d547-a253-473e-b87a-977085f692f7,450203.0,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.07,4.39,97.1,98.0,94.0,97.0,0.753,8.97,3.51,7.49,1.02,1.37,0.23,0.436,0.167,0.319,0.409,89.0,95.0,93.0,70.0,100.0,88.0,82.0,101.0,93.0,,,,75.0,92.0,87.0,0.094,0.277,0.095,,0.123,-2.02,-1.28,0.73,,0.94,93.8,88.6,85.0,93.4,,0.292,0.563,0.182,0.304,0.739,0.159,,,,0.186,0.302,0.347,0.303,0.455,0.094,119.0,99.0,107.0,0.412,1.39,81.4,0.179,0.256,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-22,745731,Single,single,False,700250,445926,Ben Rice,Jesse Chavez,0,caf3a2c9-80c8-4e12-99bf-0701b1778837,445926.0,jessechavez,Chavez,Right,Jesse Chavez,ATL,1.74,3.54,41.1,103.0,85.0,98.0,0.837,7.84,2.18,7.19,1.31,1.21,0.299,0.325,0.205,0.291,0.431,63.0,113.0,103.0,,,,92.0,102.0,97.0,98.0,133.0,127.0,84.0,102.0,97.0,0.263,,0.523,0.011,0.112,,1.99,-0.24,-4.71,-2.0,,88.8,85.2,90.7,81.8,,,,0.162,0.257,0.196,0.333,0.667,0.25,0.3,0.55,0.111,0.282,0.538,0.121,93.0,96.0,96.0,0.092,0.54,75.7,0.214,0.286,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-23,745727,Strikeout,strikeout,True,700250,608331,Ben Rice,Max Fried,0,0554004c-cf0c-4496-8952-8953091f6307,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.08,3.72,108.0,98.0,96.0,99.0,0.781,7.92,2.83,7.58,0.75,2.57,0.267,0.397,0.176,0.241,0.414,95.0,102.0,103.0,83.0,94.0,94.0,97.0,98.0,97.0,97.0,96.0,95.0,88.0,93.0,92.0,0.162,0.311,0.055,0.119,0.145,0.76,-0.23,1.8,0.7,1.72,93.8,89.3,86.1,93.7,82.7,0.287,0.369,0.2,0.308,0.308,0.313,0.25,0.25,0.296,0.186,0.271,0.24,0.231,0.256,0.165,110.0,102.0,106.0,0.208,0.93,74.4,0.158,0.329,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-23,745727,Single,single,False,700250,608331,Ben Rice,Max Fried,0,65802e32-fc28-4b22-abe9-5bef0a6bab44,608331.0,maxfried,Fried,Left,Max Fried,ATL,3.08,3.72,108.0,98.0,96.0,99.0,0.781,7.92,2.83,7.58,0.75,2.57,0.267,0.397,0.176,0.241,0.414,95.0,102.0,103.0,83.0,94.0,94.0,97.0,98.0,97.0,97.0,96.0,95.0,88.0,93.0,92.0,0.162,0.311,0.055,0.119,0.145,0.76,-0.23,1.8,0.7,1.72,93.8,89.3,86.1,93.7,82.7,0.287,0.369,0.2,0.308,0.308,0.313,0.25,0.25,0.296,0.186,0.271,0.24,0.231,0.256,0.165,110.0,102.0,106.0,0.208,0.93,74.4,0.158,0.329,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-23,745727,Single,single,False,700250,572955,Ben Rice,Pierce Johnson,0,54b94836-3559-42df-b63c-14217d892313,572955.0,piercejohnson,Johnson,Right,Pierce Johnson,ATL,3.13,3.12,31.2,102.0,140.0,105.0,0.709,11.65,3.69,7.39,0.57,1.32,0.182,0.325,0.156,0.325,0.439,,,,96.0,93.0,88.0,,,,,,,104.0,33.0,39.0,,0.191,0.022,,,-0.29,-0.7,,,,95.5,92.2,,,,0.2,0.2,0.188,,,,,,,,,,,,,152.0,106.0,111.0,0.787,0.86,85.6,0.228,0.347,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-25,745806,Single,single,False,700250,493603,Ben Rice,Adam Ottavino,0,6dd3e34c-e624-480d-838a-181a7ecede7f,493603.0,adamottavino,Ottavino,Right,Adam Ottavino,NYM,4.75,2.94,36.0,99.0,103.0,100.0,0.744,12.0,3.25,7.5,1.0,1.0,0.352,0.386,0.216,0.352,0.415,73.0,89.0,90.0,72.0,102.0,98.0,100.0,101.0,99.0,115.0,108.0,113.0,85.0,87.0,90.0,0.377,0.055,0.102,0.39,0.077,1.93,-1.42,0.6,-0.09,-2.3,92.9,87.9,87.2,92.1,79.2,0.0,0.0,0.429,0.286,1.0,0.351,0.3,0.6,0.222,0.364,0.545,0.222,0.217,0.25,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-25,745806,Groundout,field_out,True,700250,657585,Ben Rice,Reed Garrett,0,ae0ac3a3-7917-4d11-bb7c-4445f6f2d742,657585.0,reedgarrett,"Garrett, R",Right,Reed Garrett,NYM,3.64,3.19,42.0,92.0,118.0,97.0,0.642,13.5,4.71,8.14,1.29,1.14,0.247,0.454,0.237,0.258,0.347,,,,126.0,86.0,90.0,92.0,88.0,82.0,120.0,97.0,105.0,109.0,93.0,89.0,0.123,0.162,0.234,0.208,,-4.83,0.88,-2.61,1.05,,96.4,91.3,,96.2,84.7,0.44,0.84,0.269,0.273,0.485,0.353,0.167,0.208,0.333,,,,0.4,0.733,0.25,,,,,,,,,,,,,,,,,,,,,,122.0,93.0,101.0,0.273,1.93,87.9,0.129,0.145,0.529,,,,,,
2024-06-26,745808,Strikeout,strikeout,True,700250,640455,Ben Rice,Sean Manaea,0,f8a6b7f8-27cb-4580-98e1-158125ac5e08,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,89.0,87.0,92.0,83.0,88.0,85.0,0.397,0.1,0.119,0.255,0.128,0.32,0.62,1.2,0.11,-1.41,92.5,88.4,85.6,92.5,80.2,0.227,0.295,0.213,0.242,0.273,0.178,0.143,0.429,0.328,0.316,0.456,0.258,0.229,0.344,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26,745808,Groundout,field_out,True,700250,640455,Ben Rice,Sean Manaea,0,a4382efe-cab1-408d-9665-d1a58ed12df7,640455.0,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.73,4.36,101.1,96.0,86.0,96.0,0.779,8.62,3.64,7.55,0.89,0.86,0.262,0.383,0.138,0.348,0.435,92.0,99.0,96.0,78.0,102.0,99.0,82.0,100.0,97.0,89.0,87.0,92.0,83.0,88.0,85.0,0.397,0.1,0.119,0.255,0.128,0.32,0.62,1.2,0.11,-1.41,92.5,88.4,85.6,92.5,80.2,0.227,0.295,0.213,0.242,0.273,0.178,0.143,0.429,0.328,0.316,0.456,0.258,0.229,0.344,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26,745808,Lineout,field_out,True,700250,493603,Ben Rice,Adam Ottavino,0,75386734-6d9b-49de-94c5-4370c64217c7,493603.0,adamottavino,Ottavino,Right,Adam Ottavino,NYM,4.75,2.94,36.0,99.0,103.0,100.0,0.744,12.0,3.25,7.5,1.0,1.0,0.352,0.386,0.216,0.352,0.415,73.0,89.0,90.0,72.0,102.0,98.0,100.0,101.0,99.0,115.0,108.0,113.0,85.0,87.0,90.0,0.377,0.055,0.102,0.39,0.077,1.93,-1.42,0.6,-0.09,-2.3,92.9,87.9,87.2,92.1,79.2,0.0,0.0,0.429,0.286,1.0,0.351,0.3,0.6,0.222,0.364,0.545,0.222,0.217,0.25,0.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26,745808,Flyout,field_out,True,700250,605288,Ben Rice,Adrian Houser,0,42ddc799-d7a3-4bb5-a121-3751c35cf3c4,605288.0,adrianhouser,Houser,Right,Adrian Houser,NYM,5.89,4.96,65.2,100.0,91.0,97.0,0.83,5.76,4.25,9.59,0.96,1.37,0.258,0.415,0.143,0.29,0.435,99.0,95.0,96.0,71.0,104.0,95.0,96.0,100.0,96.0,91.0,103.0,101.0,,,,0.45,0.162,,0.176,0.128,-0.32,,0.38,-1.06,-2.42,93.5,,84.0,92.5,83.2,0.2,0.371,0.167,,,,0.268,0.488,0.226,0.316,0.474,0.338,0.252,0.378,0.124,82.0,96.0,92.0,0.085,-3.8,79.5,0.471,0.765,0.176,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,744919,Pop Out,field_out,True,700250,621244,Ben Rice,José Berríos,0,4a6b7416-2431-46de-bcd5-5da1c42bb8ec,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.175,0.031,,0.163,-1.98,-2.81,0.53,,1.45,94.0,91.7,84.5,93.5,,0.333,0.648,0.183,0.375,0.438,0.03,,,,0.153,0.376,0.241,0.288,0.378,0.124,107.0,101.0,105.0,0.301,0.16,83.0,,,,,,,,,,0.202,0.403,0.286,,,,,,,,,,,,,,,,,,
2024-06-27,744919,Groundout,field_out,True,700250,621244,Ben Rice,José Berríos,0,11f6ca75-be4f-4399-a3b9-80239fddb1e4,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.175,0.031,,0.163,-1.98,-2.81,0.53,,1.45,94.0,91.7,84.5,93.5,,0.333,0.648,0.183,0.375,0.438,0.03,,,,0.153,0.376,0.241,0.288,0.378,0.124,107.0,101.0,105.0,0.301,0.16,83.0,,,,,,,,,,0.202,0.403,0.286,,,,,,,,,,,,,,,,,,
2024-06-27,744919,Walk,walk,False,700250,621244,Ben Rice,José Berríos,0,391bf7de-6899-49cd-9021-4e84b3cbf44b,621244.0,joseberrios,Berríos,Right,José Berríos,TOR,4.01,4.96,119.0,102.0,91.0,99.0,0.828,6.58,2.5,8.17,1.59,1.12,0.261,0.416,0.16,0.34,0.411,89.0,103.0,101.0,82.0,100.0,92.0,85.0,102.0,95.0,,,,80.0,100.0,94.0,0.329,0.175,0.031,,0.163,-1.98,-2.81,0.53,,1.45,94.0,91.7,84.5,93.5,,0.333,0.648,0.183,0.375,0.438,0.03,,,,0.153,0.376,0.241,0.288,0.378,0.124,107.0,101.0,105.0,0.301,0.16,83.0,,,,,,,,,,0.202,0.403,0.286,,,,,,,,,,,,,,,,,,
2024-06-27,744919,Strikeout,strikeout,True,700250,670102,Ben Rice,Bowden Francis,0,38ee3fe6-3232-439f-88e5-9757477c6226,670102.0,bowdenfrancis,Francis,Right,Bowden Francis,TOR,5.82,4.76,38.2,100.0,101.0,103.0,0.813,7.91,3.26,10.01,1.86,0.82,0.211,0.496,0.179,0.325,0.455,,,,98.0,102.0,103.0,,,,89.0,97.0,97.0,,,,,0.536,,0.059,,0.67,,,-7.31,,93.3,,,,83.8,0.233,0.442,0.182,,,,0.4,1.1,0.294,,,,,,,103.0,95.0,100.0,0.284,-1.52,73.5,0.297,0.486,0.225,,,,,,,,,,,,,118.0,106.0,110.0,0.121,-2.38,84.5,0.348,0.348,0.205,,,,,,
2024-06-29,744921,Single,single,False,700250,605135,Ben Rice,Chris Bassitt,0,086134c3-cdef-4daa-8152-93e8793a0ca4,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,65.0,106.0,96.0,95.0,104.0,99.0,123.0,97.0,108.0,78.0,103.0,94.0,0.413,0.03,0.202,0.108,0.053,-2.99,0.96,0.24,-0.29,-0.92,92.7,89.7,84.5,92.6,77.5,0.25,0.5,0.286,0.152,0.253,0.271,0.333,0.556,0.138,0.25,0.45,0.098,0.337,0.412,0.111,106.0,88.0,100.0,0.145,0.47,70.8,0.193,0.281,0.282,,,,,,,,,,,,,97.0,90.0,88.0,0.049,-2.41,83.9,0.28,0.32,0.171,,,,,,
2024-06-29,744921,Double,double,False,700250,605135,Ben Rice,Chris Bassitt,0,24bbb3a6-f08c-4a43-a415-329b4b6204f9,605135.0,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.71,4.24,114.0,99.0,95.0,98.0,0.822,8.37,3.63,9.16,0.79,1.21,0.282,0.341,0.193,0.309,0.45,77.0,89.0,86.0,65.0,106.0,96.0,95.0,104.0,99.0,123.0,97.0,108.0,78.0,103.0,94.0,0.413,0.03,0.202,0.108,0.053,-2.99,0.96,0.24,-0.29,-0.92,92.7,89.7,84.5,92.6,77.5,0.25,0.5,0.286,0.152,0.253,0.271,0.333,0.556,0.138,0.25,0.45,0.098,0.337,0.412,0.111,106.0,88.0,100.0,0.145,0.47,70.8,0.193,0.281,0.282,,,,,,,,,,,,,97.0,90.0,88.0,0.049,-2.41,83.9,0.28,0.32,0.171,,,,,,
