date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO,ST_ba,ST_slg,ST_whiff,vKN (sc),EP%,KN%,wEP/C,wKN/C,vEP,KC_ba,KC_slg,KC_whiff
2024-04-20,746324,Double,double,False,680118,669211,Dairon Blanco,Keegan Akin,0,4e76d1b8-a118-49ab-a86c-29856d343b45,669211.0,keeganakin,Akin,Left,Keegan Akin,BAL,3.55,2.72,50.2,102.0,111.0,105.0,0.703,10.84,2.84,6.39,1.07,0.75,0.278,0.397,0.183,0.294,0.461,106.0,98.0,99.0,110.0,101.0,104.0,,,,115.0,105.0,110.0,,0.572,0.331,0.097,0.72,,0.67,1.7,93.8,85.1,,85.2,0.163,0.306,0.324,,,,0.216,0.414,0.308,0.174,0.174,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,746319,Lineout,field_out,True,680118,579328,Dairon Blanco,Yusei Kikuchi,0,8ac4ba48-c839-4d01-b7c3-98894cccf99f,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,118.0,102.0,107.0,,,,110.0,100.0,107.0,,0.491,0.158,0.107,-0.31,,-0.05,0.45,95.6,87.2,,89.2,0.241,0.31,0.297,,,,0.302,0.55,0.269,0.189,0.264,0.329,98.0,105.0,105.0,,,,,0.244,,-0.17,,82.9,,,,,,,,,,,,,0.278,0.435,0.271,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,746319,Double,double,False,680118,579328,Dairon Blanco,Yusei Kikuchi,0,b405a144-1201-449c-8eae-6ebfee613548,579328.0,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,4.42,4.07,106.0,102.0,110.0,105.0,0.743,9.93,2.21,9.51,1.36,1.05,0.271,0.405,0.114,0.343,0.452,102.0,99.0,95.0,118.0,102.0,107.0,,,,110.0,100.0,107.0,,0.491,0.158,0.107,-0.31,,-0.05,0.45,95.6,87.2,,89.2,0.241,0.31,0.297,,,,0.302,0.55,0.269,0.189,0.264,0.329,98.0,105.0,105.0,,,,,0.244,,-0.17,,82.9,,,,,,,,,,,,,0.278,0.435,0.271,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-22,746319,Strikeout,strikeout,True,680118,657024,Dairon Blanco,Erik Swanson,0,195d4906-0567-4279-b67e-c7c09a70c755,657024.0,erikswanson,"Swanson, E",Right,Erik Swanson,TOR,9.22,9.08,13.2,92.0,98.0,96.0,0.822,6.59,2.63,13.17,3.29,1.0,0.135,0.481,0.096,0.442,0.422,,,,75.0,91.0,85.0,,,,98.0,93.0,101.0,,0.488,0.156,,1.89,,-3.46,,93.6,,,85.7,0.5,0.75,0.222,,,,0.233,0.267,0.109,,,,,,,,,,,,,,,,,,,130.0,95.0,110.0,0.357,-9.05,85.0,0.393,1.071,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-23,746321,Groundout,field_out,True,680118,592332,Dairon Blanco,Kevin Gausman,0,ec4d0174-e85c-466a-844c-a076b5275018,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,,,,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,0.048,0.543,0.082,,-0.1,-1.31,-2.39,,93.9,,93.5,83.1,0.32,0.56,0.298,0.278,0.444,0.087,0.298,0.521,0.198,,,,,,,,,,,,,,,,,,,93.0,109.0,110.0,0.327,-0.61,85.7,0.207,0.343,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-23,746321,Groundout,field_out,True,680118,592332,Dairon Blanco,Kevin Gausman,1,2a6ce040-b967-4c0a-af03-a3189dd626d0,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,,,,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,0.048,0.543,0.082,,-0.1,-1.31,-2.39,,93.9,,93.5,83.1,0.32,0.56,0.298,0.278,0.444,0.087,0.298,0.521,0.198,,,,,,,,,,,,,,,,,,,93.0,109.0,110.0,0.327,-0.61,85.7,0.207,0.343,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-23,746321,Strikeout,strikeout,True,680118,592332,Dairon Blanco,Kevin Gausman,0,44651d8e-accb-496a-b8a5-9231edd1377a,592332.0,kevingausman,Gausman,Right,Kevin Gausman,TOR,4.5,5.19,104.0,105.0,97.0,106.0,0.783,9.0,2.34,9.43,1.3,1.01,0.226,0.462,0.124,0.379,0.42,,,,101.0,106.0,107.0,93.0,99.0,90.0,93.0,88.0,94.0,0.048,0.543,0.082,,-0.1,-1.31,-2.39,,93.9,,93.5,83.1,0.32,0.56,0.298,0.278,0.444,0.087,0.298,0.521,0.198,,,,,,,,,,,,,,,,,,,93.0,109.0,110.0,0.327,-0.61,85.7,0.207,0.343,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-27,746484,Fielders Choice,fielders_choice,False,680118,663554,Dairon Blanco,Casey Mize,1,e3859dfa-9636-490e-aaef-dca0f4980102,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,0.076,0.393,0.282,,-0.14,-0.36,0.58,,95.6,,95.6,85.7,0.239,0.366,0.189,0.345,0.414,0.111,0.292,0.401,0.201,,,,,,,,,,,,,,,,,,,112.0,102.0,104.0,0.172,-1.78,85.7,0.323,0.452,0.321,0.286,0.571,0.172,,,,100.0,91.0,94.0,0.077,-2.77,79.6,,,,,,,,,,,,,,,
2024-04-27,746484,Single,single,False,680118,663554,Dairon Blanco,Casey Mize,1,898a072e-7651-4fba-945f-72b74318a6fb,663554.0,caseymize,Mize,Right,Casey Mize,DET,4.23,4.39,78.2,104.0,108.0,103.0,0.815,6.64,2.4,10.64,0.8,1.64,0.23,0.396,0.162,0.298,0.434,,,,108.0,106.0,104.0,93.0,107.0,105.0,108.0,103.0,102.0,0.076,0.393,0.282,,-0.14,-0.36,0.58,,95.6,,95.6,85.7,0.239,0.366,0.189,0.345,0.414,0.111,0.292,0.401,0.201,,,,,,,,,,,,,,,,,,,112.0,102.0,104.0,0.172,-1.78,85.7,0.323,0.452,0.321,0.286,0.571,0.172,,,,100.0,91.0,94.0,0.077,-2.77,79.6,,,,,,,,,,,,,,,
2024-04-27,746484,Groundout,field_out,True,680118,656412,Dairon Blanco,Alex Faedo,0,e99df9aa-17e4-4ce1-817d-dcaddf4404b9,656412.0,alexfaedo,Faedo,Right,Alex Faedo,DET,3.5,4.24,43.2,101.0,104.0,103.0,0.704,7.83,3.92,7.42,1.24,1.36,0.248,0.456,0.128,0.336,0.359,108.0,103.0,110.0,92.0,94.0,89.0,81.0,89.0,88.0,111.0,107.0,112.0,0.051,0.318,0.424,0.207,1.28,-7.0,0.64,-1.0,94.0,89.0,93.5,83.1,0.193,0.368,0.407,0.625,0.875,0.0,0.167,0.317,0.25,0.294,0.412,0.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-27,746484,Single,single,False,680118,671345,Dairon Blanco,Jason Foley,1,79827591-45d3-4e61-8b09-66c84eb75ddf,671345.0,jasonfoley,Foley,Right,Jason Foley,DET,3.41,3.96,34.1,103.0,102.0,106.0,0.808,6.55,3.15,8.91,1.05,1.87,0.248,0.303,0.138,0.367,0.49,78.0,111.0,111.0,89.0,110.0,102.0,95.0,99.0,100.0,120.0,108.0,115.0,0.587,0.067,0.323,0.023,1.49,-1.35,3.31,-1.57,97.5,90.9,96.8,88.4,0.088,0.088,0.337,0.333,0.476,0.103,0.111,0.444,0.333,0.4,0.4,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-28,746483,Groundout,field_out,True,680118,669373,Dairon Blanco,Tarik Skubal,0,d8cf0da2-8235-4d7b-a982-e26ce1aa4f1e,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,0.21,0.317,0.154,0.272,1.19,1.96,1.72,0.42,96.8,86.0,96.7,88.7,0.16,0.26,0.386,0.17,0.27,0.171,0.195,0.333,0.264,0.217,0.37,0.468,,,,,,,,,,,,,,,,,,,,,,,,,0.143,0.143,0.214,,,,99.0,90.0,100.0,0.047,2.55,78.6,,,,,,,,,,,,,,,
2024-04-28,746483,Strikeout,strikeout,True,680118,669373,Dairon Blanco,Tarik Skubal,0,e0a253c5-3d9a-4659-afb0-1caaa2896c46,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,0.21,0.317,0.154,0.272,1.19,1.96,1.72,0.42,96.8,86.0,96.7,88.7,0.16,0.26,0.386,0.17,0.27,0.171,0.195,0.333,0.264,0.217,0.37,0.468,,,,,,,,,,,,,,,,,,,,,,,,,0.143,0.143,0.214,,,,99.0,90.0,100.0,0.047,2.55,78.6,,,,,,,,,,,,,,,
2024-04-28,746483,Single,single,False,680118,669373,Dairon Blanco,Tarik Skubal,1,e0f6b1ef-cb38-4924-a43e-a46ddd1370ae,669373.0,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.41,2.7,116.0,104.0,104.0,108.0,0.706,10.86,1.63,6.28,0.78,1.37,0.278,0.396,0.17,0.264,0.484,98.0,105.0,117.0,112.0,103.0,103.0,97.0,107.0,106.0,110.0,102.0,105.0,0.21,0.317,0.154,0.272,1.19,1.96,1.72,0.42,96.8,86.0,96.7,88.7,0.16,0.26,0.386,0.17,0.27,0.171,0.195,0.333,0.264,0.217,0.37,0.468,,,,,,,,,,,,,,,,,,,,,,,,,0.143,0.143,0.214,,,,99.0,90.0,100.0,0.047,2.55,78.6,,,,,,,,,,,,,,,
2024-04-28,746483,Strikeout,strikeout,True,680118,671345,Dairon Blanco,Jason Foley,0,81b831f4-f6a3-4045-bb48-e86c12fd99df,671345.0,jasonfoley,Foley,Right,Jason Foley,DET,3.41,3.96,34.1,103.0,102.0,106.0,0.808,6.55,3.15,8.91,1.05,1.87,0.248,0.303,0.138,0.367,0.49,78.0,111.0,111.0,89.0,110.0,102.0,95.0,99.0,100.0,120.0,108.0,115.0,0.587,0.067,0.323,0.023,1.49,-1.35,3.31,-1.57,97.5,90.9,96.8,88.4,0.088,0.088,0.337,0.333,0.476,0.103,0.111,0.444,0.333,0.4,0.4,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-03,746318,Groundout,field_out,True,680118,666720,Dairon Blanco,Yerry Rodríguez,0,4a105d20-6530-4f1a-92af-5da5cfcd34f9,666720.0,yerryrodriguez,"Rodríguez, Y",Right,Yerry Rodríguez,TEX,6.88,7.19,17.0,95.0,105.0,97.0,0.803,6.35,5.82,8.47,2.65,0.96,0.241,0.333,0.185,0.463,0.427,119.0,81.0,83.0,105.0,96.0,92.0,,,,107.0,100.0,110.0,,0.582,0.316,0.102,-0.36,,-2.38,-3.2,96.3,86.5,,83.7,0.25,0.583,0.304,,,,0.25,0.444,0.172,0.167,0.667,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-04,746311,Groundout,field_out,True,680118,642546,Dairon Blanco,Jonathan Hernández,0,3ed6ee03-62a4-40de-a290-5c6ca8452d9f,642546.0,jonathanhernandez,"Hernández, J",Right,Jonathan Hernández,TEX,4.21,4.79,36.1,96.0,107.0,99.0,0.711,8.42,5.94,7.93,0.99,1.58,0.131,0.515,0.162,0.313,0.358,88.0,102.0,102.0,,,,96.0,89.0,86.0,120.0,101.0,108.0,0.388,,0.488,0.124,,-1.73,1.26,0.25,,89.8,96.8,87.6,0.196,0.25,0.403,0.288,0.577,0.147,,,,0.25,0.333,0.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06,746313,Strikeout,strikeout,True,680118,669060,Dairon Blanco,Bryse Wilson,0,838e098f-1c9e-4e3d-ad42-1d360d0e86d1,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,88.0,111.0,105.0,90.0,106.0,96.0,,,,0.317,0.145,,0.046,-2.82,1.33,,-1.63,93.6,88.1,93.2,,,,,0.228,0.36,0.159,0.268,0.482,0.24,0.25,0.375,0.15,107.0,108.0,107.0,97.0,97.0,93.0,0.338,0.154,0.87,-1.78,88.9,80.3,0.234,0.372,0.248,,,,,,,,,,0.261,0.587,0.245,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06,746313,Flyout,field_out,True,680118,669060,Dairon Blanco,Bryse Wilson,0,49068a90-0b9e-4863-a9d5-ae570ef26b83,669060.0,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.12,5.12,83.0,103.0,93.0,98.0,0.817,7.16,3.04,8.35,1.63,0.93,0.269,0.36,0.154,0.387,0.455,56.0,94.0,83.0,88.0,111.0,105.0,90.0,106.0,96.0,,,,0.317,0.145,,0.046,-2.82,1.33,,-1.63,93.6,88.1,93.2,,,,,0.228,0.36,0.159,0.268,0.482,0.24,0.25,0.375,0.15,107.0,108.0,107.0,97.0,97.0,93.0,0.338,0.154,0.87,-1.78,88.9,80.3,0.234,0.372,0.248,,,,,,,,,,0.261,0.587,0.245,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-06,746313,Single,single,False,680118,665625,Dairon Blanco,Elvis Peguero,1,58dc8bf3-2fec-43a3-b1e1-5e5a5dd5ec20,665625.0,elvispeguero,"Peguero, E",Right,Elvis Peguero,MIL,3.29,4.02,38.1,99.0,123.0,103.0,0.726,8.22,4.7,8.92,0.7,2.18,0.255,0.373,0.164,0.318,0.391,,,,,,,99.0,97.0,96.0,145.0,101.0,110.0,0.485,,0.513,,,0.11,0.15,,,,96.8,90.2,0.259,0.362,0.413,0.264,0.379,0.148,,,,,,,53.0,40.0,52.0,,,,,0.002,,-3.42,,69.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09,746241,Home Run,home_run,False,680118,672282,Dairon Blanco,Reid Detmers,1,ff4dea42-2b51-45e3-a992-87e2f6b57ee8,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,95.0,92.0,,,,116.0,102.0,106.0,,0.458,0.235,0.158,-0.61,,-0.84,1.15,94.0,84.6,,86.0,0.247,0.383,0.343,,,,0.253,0.483,0.276,0.289,0.356,0.33,90.0,102.0,104.0,,,,,0.149,,-2.14,,75.4,,,,,,,,,,,,,0.344,0.719,0.192,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09,746241,Single,single,False,680118,672282,Dairon Blanco,Reid Detmers,0,ba79fbb8-073f-4d69-aa29-9ab714e6688f,672282.0,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.14,3.67,63.0,98.0,97.0,98.0,0.729,10.0,3.86,9.43,1.43,0.96,0.242,0.483,0.146,0.32,0.431,93.0,97.0,97.0,90.0,95.0,92.0,,,,116.0,102.0,106.0,,0.458,0.235,0.158,-0.61,,-0.84,1.15,94.0,84.6,,86.0,0.247,0.383,0.343,,,,0.253,0.483,0.276,0.289,0.356,0.33,90.0,102.0,104.0,,,,,0.149,,-2.14,,75.4,,,,,,,,,,,,,0.344,0.719,0.192,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-09,746241,Walk,walk,False,680118,607237,Dairon Blanco,Amir Garrett,0,aa5d777d-4fee-4694-8ed1-c1b79a7dafb4,607237.0,amirgarrett,"Garrett, A",Left,Amir Garrett,LAA,5.06,3.44,5.1,95.0,92.0,95.0,0.605,18.56,8.44,6.75,1.69,0.33,0.25,0.375,0.125,0.375,0.385,,,,85.0,105.0,100.0,94.0,-32.0,-39.0,98.0,95.0,99.0,0.019,0.346,0.635,,0.69,-7.09,-1.42,,95.6,,94.9,85.1,0.214,0.5,0.483,,,,0.2,0.2,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
