date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff,SV_ba,SV_slg,SV_whiff
2024-08-15,745545,Groundout,field_out,True,665953,554430,Andrés Chaparro,Zack Wheeler,0,4b3445f2-f901-42d8-a605-c42bc6f004f3,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.74,3.04,160.2,104.0,105.0,108.0,0.753,9.86,2.52,6.44,0.95,1.06,0.263,0.339,0.21,0.29,0.428,,,,100.0,107.0,110.0,110.0,104.0,108.0,126.0,107.0,115.0,0.187,0.408,0.116,,0.76,2.63,1.84,,95.2,,94.5,84.6,0.214,0.408,0.286,,,,0.189,0.259,0.153,,,,111.0,100.0,106.0,92.0,97.0,95.0,0.106,0.106,-0.08,-1.22,91.0,81.7,0.22,0.458,0.38,0.25,0.393,0.182,0.133,0.227,0.302,95.0,106.0,106.0,0.078,0.68,86.0,0.167,0.238,0.41,,,,,,,,,,,,,,,
2024-08-15,745545,Groundout,field_out,True,665953,554430,Andrés Chaparro,Zack Wheeler,0,9671a99e-7390-4914-a992-886358aac3a4,554430.0,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.74,3.04,160.2,104.0,105.0,108.0,0.753,9.86,2.52,6.44,0.95,1.06,0.263,0.339,0.21,0.29,0.428,,,,100.0,107.0,110.0,110.0,104.0,108.0,126.0,107.0,115.0,0.187,0.408,0.116,,0.76,2.63,1.84,,95.2,,94.5,84.6,0.214,0.408,0.286,,,,0.189,0.259,0.153,,,,111.0,100.0,106.0,92.0,97.0,95.0,0.106,0.106,-0.08,-1.22,91.0,81.7,0.22,0.458,0.38,0.25,0.393,0.182,0.133,0.227,0.302,95.0,106.0,106.0,0.078,0.68,86.0,0.167,0.238,0.41,,,,,,,,,,,,,,,
2024-08-15,745545,Single,single,False,665953,621383,Andrés Chaparro,Tanner Banks,1,06e72e75-e24b-4d8b-b938-07605f2daa81,621383.0,tannerbanks,Banks,Left,Tanner Banks,- - -,3.86,3.37,60.2,103.0,96.0,101.0,0.762,9.49,2.82,8.31,0.89,1.37,0.294,0.318,0.147,0.271,0.427,87.0,98.0,99.0,84.0,108.0,105.0,74.0,107.0,96.0,108.0,95.0,93.0,0.084,0.294,0.32,0.147,0.18,0.85,0.2,-2.18,93.5,86.2,92.2,88.0,0.235,0.353,0.262,0.282,0.538,0.159,0.278,0.278,0.382,0.273,0.409,0.23,116.0,111.0,109.0,,,,,0.155,,1.74,,82.2,0.158,0.237,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-16,745542,Grounded Into DP,grounded_into_double_play,True,665953,605400,Andrés Chaparro,Aaron Nola,1,71c10dde-5b3d-4501-bc01-3559127c8ce7,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,90.0,103.0,99.0,100.0,109.0,106.0,,,,0.208,0.267,,0.103,0.99,-0.37,,-1.74,92.4,85.6,91.5,,0.155,0.303,0.212,0.293,0.448,0.143,0.312,0.482,0.136,,,,,,,69.0,99.0,92.0,0.094,,-2.84,,87.4,,0.204,0.333,0.338,0.404,0.83,0.162,,,,,,,,,,,,,134.0,107.0,114.0,0.328,1.49,79.1,,,,,,,,,
2024-08-16,745542,Strikeout,strikeout,True,665953,605400,Andrés Chaparro,Aaron Nola,0,1d147c04-ab4e-4ae9-b6ef-6e000067d6e9,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,90.0,103.0,99.0,100.0,109.0,106.0,,,,0.208,0.267,,0.103,0.99,-0.37,,-1.74,92.4,85.6,91.5,,0.155,0.303,0.212,0.293,0.448,0.143,0.312,0.482,0.136,,,,,,,69.0,99.0,92.0,0.094,,-2.84,,87.4,,0.204,0.333,0.338,0.404,0.83,0.162,,,,,,,,,,,,,134.0,107.0,114.0,0.328,1.49,79.1,,,,,,,,,
2024-08-16,745542,Groundout,field_out,True,665953,605400,Andrés Chaparro,Aaron Nola,1,ef1fc623-30c9-4deb-a23c-fe7ea191b6f5,605400.0,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.3,3.86,166.1,105.0,104.0,104.0,0.789,8.28,2.27,8.17,1.24,1.29,0.203,0.474,0.161,0.303,0.407,79.0,102.0,90.0,90.0,103.0,99.0,100.0,109.0,106.0,,,,0.208,0.267,,0.103,0.99,-0.37,,-1.74,92.4,85.6,91.5,,0.155,0.303,0.212,0.293,0.448,0.143,0.312,0.482,0.136,,,,,,,69.0,99.0,92.0,0.094,,-2.84,,87.4,,0.204,0.333,0.338,0.404,0.83,0.162,,,,,,,,,,,,,134.0,107.0,114.0,0.328,1.49,79.1,,,,,,,,,
2024-08-16,745542,Pop Out,field_out,True,665953,656546,Andrés Chaparro,Jeff Hoffman,0,5810330f-72d0-4172-b249-b548d4454c73,656546.0,jeffhoffman,Hoffman,Right,Jeff Hoffman,PHI,1.92,2.71,56.1,100.0,115.0,105.0,0.682,11.82,2.4,6.39,0.8,0.96,0.209,0.463,0.172,0.284,0.445,,,,120.0,104.0,104.0,112.0,103.0,110.0,112.0,97.0,104.0,0.078,0.398,0.399,,1.06,3.81,1.31,,96.7,,96.7,86.6,0.202,0.369,0.295,,,,0.125,0.125,0.133,0.2,0.329,0.431,,,,,,,,,,,,,,,,,,,,,,109.0,103.0,108.0,0.125,-0.21,90.5,0.194,0.278,0.323,,,,,,,,,,,,,,,
2024-08-17,745537,Groundout,field_out,True,665953,650911,Andrés Chaparro,Cristopher Sánchez,0,368cd33a-4368-4e5c-88fa-8807614356c4,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,,,,93.0,100.0,98.0,99.0,100.0,103.0,0.471,,0.169,0.359,,-0.63,0.34,1.68,,85.1,94.3,84.3,,,,0.18,0.216,0.343,0.362,0.49,0.122,0.228,0.38,0.303,,,,86.0,52.0,74.0,0.001,,2.6,,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-17,745537,Strikeout,strikeout,True,665953,650911,Andrés Chaparro,Cristopher Sánchez,0,5084b7d7-ff7a-49b4-9cf4-a171e9f1f33e,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,,,,93.0,100.0,98.0,99.0,100.0,103.0,0.471,,0.169,0.359,,-0.63,0.34,1.68,,85.1,94.3,84.3,,,,0.18,0.216,0.343,0.362,0.49,0.122,0.228,0.38,0.303,,,,86.0,52.0,74.0,0.001,,2.6,,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-17,745537,Single,single,False,665953,650911,Andrés Chaparro,Cristopher Sánchez,0,622e131f-1b55-4238-9f23-763b9f85a9c7,650911.0,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.49,3.62,152.0,102.0,93.0,105.0,0.785,7.34,2.13,9.36,0.47,3.03,0.197,0.41,0.19,0.294,0.421,91.0,106.0,115.0,,,,93.0,100.0,98.0,99.0,100.0,103.0,0.471,,0.169,0.359,,-0.63,0.34,1.68,,85.1,94.3,84.3,,,,0.18,0.216,0.343,0.362,0.49,0.122,0.228,0.38,0.303,,,,86.0,52.0,74.0,0.001,,2.6,,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,745539,Flyout,field_out,True,665953,592836,Andrés Chaparro,Taijuan Walker,0,9b4c36ed-4a6e-4071-9ecd-a3054447d436,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,6.5,6.33,70.2,97.0,89.0,95.0,0.854,6.75,3.69,11.08,2.29,0.92,0.195,0.437,0.126,0.398,0.43,,,,61.0,95.0,85.0,77.0,98.0,92.0,42.0,112.0,106.0,0.286,0.119,0.169,,-1.12,-1.45,1.58,,91.4,,91.0,84.8,0.273,0.409,0.175,,,,0.329,0.573,0.09,,,,88.0,92.0,92.0,96.0,90.0,87.0,0.097,0.11,-3.91,0.69,87.2,74.6,0.227,0.409,0.143,0.381,0.952,0.102,0.173,0.308,0.27,110.0,100.0,106.0,0.22,-4.77,86.5,0.39,0.683,0.166,,,,,,,,,,,,,,,
2024-08-18,745539,Single,single,False,665953,592836,Andrés Chaparro,Taijuan Walker,0,c2e65122-7688-44f5-aca3-beff279ec85d,592836.0,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,6.5,6.33,70.2,97.0,89.0,95.0,0.854,6.75,3.69,11.08,2.29,0.92,0.195,0.437,0.126,0.398,0.43,,,,61.0,95.0,85.0,77.0,98.0,92.0,42.0,112.0,106.0,0.286,0.119,0.169,,-1.12,-1.45,1.58,,91.4,,91.0,84.8,0.273,0.409,0.175,,,,0.329,0.573,0.09,,,,88.0,92.0,92.0,96.0,90.0,87.0,0.097,0.11,-3.91,0.69,87.2,74.6,0.227,0.409,0.143,0.381,0.952,0.102,0.173,0.308,0.27,110.0,100.0,106.0,0.22,-4.77,86.5,0.39,0.683,0.166,,,,,,,,,,,,,,,
2024-08-18,745539,Flyout,field_out,True,665953,621383,Andrés Chaparro,Tanner Banks,0,520f245f-f057-4ade-9ded-874a25c555a4,621383.0,tannerbanks,Banks,Left,Tanner Banks,- - -,3.86,3.37,60.2,103.0,96.0,101.0,0.762,9.49,2.82,8.31,0.89,1.37,0.294,0.318,0.147,0.271,0.427,87.0,98.0,99.0,84.0,108.0,105.0,74.0,107.0,96.0,108.0,95.0,93.0,0.084,0.294,0.32,0.147,0.18,0.85,0.2,-2.18,93.5,86.2,92.2,88.0,0.235,0.353,0.262,0.282,0.538,0.159,0.278,0.278,0.382,0.273,0.409,0.23,116.0,111.0,109.0,,,,,0.155,,1.74,,82.2,0.158,0.237,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,745539,Walk,walk,False,665953,621381,Andrés Chaparro,Matt Strahm,1,cb728638-d3f6-4895-9139-d78a4ff242be,621381.0,mattstrahm,Strahm,Left,Matt Strahm,PHI,2.09,2.62,51.2,107.0,104.0,110.0,0.757,11.5,1.57,5.57,0.52,0.61,0.248,0.385,0.154,0.316,0.5,,,,104.0,110.0,115.0,99.0,104.0,101.0,116.0,104.0,109.0,0.136,0.55,0.193,,2.27,1.07,0.2,,93.4,,93.5,81.5,0.171,0.295,0.253,,,,0.269,0.308,0.164,0.133,0.3,0.35,,,,96.0,101.0,96.0,0.122,,2.27,,88.4,,,,,0.167,0.278,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,745539,Flyout,field_out,True,665953,656546,Andrés Chaparro,Jeff Hoffman,0,1ba5c4e4-8483-449d-98b0-56a8983a5e29,656546.0,jeffhoffman,Hoffman,Right,Jeff Hoffman,PHI,1.92,2.71,56.1,100.0,115.0,105.0,0.682,11.82,2.4,6.39,0.8,0.96,0.209,0.463,0.172,0.284,0.445,,,,120.0,104.0,104.0,112.0,103.0,110.0,112.0,97.0,104.0,0.078,0.398,0.399,,1.06,3.81,1.31,,96.7,,96.7,86.6,0.202,0.369,0.295,,,,0.125,0.125,0.133,0.2,0.329,0.431,,,,,,,,,,,,,,,,,,,,,,109.0,103.0,108.0,0.125,-0.21,90.5,0.194,0.278,0.323,,,,,,,,,,,,,,,
2024-08-20,744814,Flyout,field_out,True,665953,596295,Andrés Chaparro,Austin Gomber,0,aaeaa2b3-e9fa-48db-88e8-3a499bc614c1,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,5.18,138.0,102.0,81.0,97.0,0.826,6.39,2.28,9.33,1.7,1.01,0.217,0.435,0.128,0.368,0.437,84.0,104.0,100.0,73.0,98.0,90.0,51.0,110.0,96.0,87.0,102.0,101.0,0.001,0.412,0.155,0.209,-1.03,-42.81,0.05,-0.1,90.5,81.1,90.1,83.9,0.298,0.574,0.096,0.261,0.414,0.285,,,,0.266,0.489,0.18,,,,,,,,,,,,,0.211,0.381,0.263,,,,,,,,,,,,,,,,90.0,110.0,107.0,0.223,-0.11,77.6,,,,,,,,,
2024-08-20,744814,Groundout,field_out,True,665953,596295,Andrés Chaparro,Austin Gomber,0,520f65f3-bb33-4a89-9eee-55fef2753d80,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,5.18,138.0,102.0,81.0,97.0,0.826,6.39,2.28,9.33,1.7,1.01,0.217,0.435,0.128,0.368,0.437,84.0,104.0,100.0,73.0,98.0,90.0,51.0,110.0,96.0,87.0,102.0,101.0,0.001,0.412,0.155,0.209,-1.03,-42.81,0.05,-0.1,90.5,81.1,90.1,83.9,0.298,0.574,0.096,0.261,0.414,0.285,,,,0.266,0.489,0.18,,,,,,,,,,,,,0.211,0.381,0.263,,,,,,,,,,,,,,,,90.0,110.0,107.0,0.223,-0.11,77.6,,,,,,,,,
2024-08-20,744814,Strikeout,strikeout,True,665953,596295,Andrés Chaparro,Austin Gomber,0,4efd5d61-72f4-4554-9b6c-43150b2732d0,596295.0,austingomber,Gomber,Left,Austin Gomber,COL,4.7,5.18,138.0,102.0,81.0,97.0,0.826,6.39,2.28,9.33,1.7,1.01,0.217,0.435,0.128,0.368,0.437,84.0,104.0,100.0,73.0,98.0,90.0,51.0,110.0,96.0,87.0,102.0,101.0,0.001,0.412,0.155,0.209,-1.03,-42.81,0.05,-0.1,90.5,81.1,90.1,83.9,0.298,0.574,0.096,0.261,0.414,0.285,,,,0.266,0.489,0.18,,,,,,,,,,,,,0.211,0.381,0.263,,,,,,,,,,,,,,,,90.0,110.0,107.0,0.223,-0.11,77.6,,,,,,,,,
2024-08-20,744814,Flyout,field_out,True,665953,641755,Andrés Chaparro,Tyler Kinley,0,12956db4-2705-43a1-903f-daef7d47e7f0,641755.0,tylerkinley,Kinley,Right,Tyler Kinley,COL,6.4,4.97,57.2,97.0,88.0,95.0,0.687,9.68,4.53,9.05,1.72,0.97,0.156,0.491,0.18,0.335,0.398,68.0,85.0,80.0,76.0,89.0,87.0,16.0,56.0,52.0,95.0,103.0,101.0,0.002,0.342,0.617,0.039,-2.34,-2.96,0.04,0.48,95.9,87.3,93.9,89.5,0.368,0.539,0.117,0.0,0.0,0.643,,,,0.204,0.456,0.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-21,744812,Single,single,False,665953,685299,Andrés Chaparro,Tanner Gordon,1,7fe5e7f9-700f-4af0-9af6-67dad92a8701,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,75.0,108.0,100.0,101.0,114.0,106.0,100.0,110.0,101.0,0.011,0.487,0.272,0.191,-1.45,6.91,-0.25,-3.15,92.1,84.0,93.3,85.2,0.339,0.61,0.116,0.333,0.667,0.239,,,,0.241,0.379,0.299,79.0,113.0,89.0,,,,,0.039,,-18.97,,80.3,0.545,1.091,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-21,744812,Groundout,field_out,True,665953,685299,Andrés Chaparro,Tanner Gordon,0,2c0bd6cf-3512-4d27-93b2-19d575d0bec0,685299.0,tannergordon,Gordon,Right,Tanner Gordon,COL,7.55,5.18,31.0,107.0,88.0,100.0,0.832,7.26,1.74,12.48,2.32,0.98,0.262,0.402,0.131,0.327,0.48,86.0,105.0,102.0,75.0,108.0,100.0,101.0,114.0,106.0,100.0,110.0,101.0,0.011,0.487,0.272,0.191,-1.45,6.91,-0.25,-3.15,92.1,84.0,93.3,85.2,0.339,0.61,0.116,0.333,0.667,0.239,,,,0.241,0.379,0.299,79.0,113.0,89.0,,,,,0.039,,-18.97,,80.3,0.545,1.091,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-21,744812,Pickoff Caught Stealing Home,pickoff_caught_stealing_home,True,665953,663562,Andrés Chaparro,Noah Davis,0,aec191ac-c404-499a-a02d-ff317a73fc04,663562.0,noahdavis,Davis,Right,Noah Davis,COL,5.75,4.32,20.1,100.0,86.0,98.0,0.852,6.64,3.1,13.72,1.33,1.15,0.203,0.405,0.189,0.324,0.43,86.0,76.0,81.0,,,,80.0,101.0,96.0,108.0,197.0,149.0,0.47,,0.003,0.039,,-1.09,12.23,-0.45,,85.5,93.9,85.0,,,,,,,0.4,0.467,0.082,,,,107.0,112.0,114.0,81.0,90.0,86.0,0.207,0.249,-2.13,-1.68,88.7,79.8,0.296,0.481,0.235,0.273,0.909,0.222,,,,,,,,,,,,,,,,,,,85.3,0.033,-3.86,0.5,0.5,0.5,,,
