date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vCH,vSI,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,EP%,wEP/C,vEP,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C
2024-05-08,745584,Pop Out,field_out,True,665019,605447,Kody Clemens,Jordan Romano,0,f96b4f76-2b6f-48a0-b6fa-14729a28d4e5,605447.0,jordanromano,Romano,Right,Jordan Romano,TOR,6.59,7.46,13.2,98.0,133.0,103.0,0.765,8.56,2.63,10.54,2.63,0.67,0.227,0.432,0.159,0.341,0.456,,,,125.0,92.0,93.0,142.0,102.0,113.0,,,,0.479,,0.521,,-1.15,,-1.73,,96.4,,86.4,,0.28,0.52,0.065,0.29,0.581,0.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-10,746071,Grounded Into DP,grounded_into_double_play,True,665019,669622,Kody Clemens,Anthony Bender,1,852b0a52-ebe4-4518-9403-1fed28a591ce,669622.0,anthonybender,Bender,Right,Anthony Bender,MIA,4.1,3.74,37.1,102.0,118.0,108.0,0.786,9.16,2.89,9.16,0.48,1.53,0.202,0.349,0.174,0.284,0.435,,,,75.0,55.0,66.0,134.0,103.0,117.0,,,,0.013,,0.448,,-6.03,,1.69,,95.6,,84.9,,,,,0.172,0.25,0.338,,,,,,,152.0,115.0,126.0,101.0,101.0,98.0,,,,0.498,,0.04,,-1.02,0.88,,89.7,95.3,0.352,0.479,0.134,0.182,0.455,0.267,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-12,746068,Pop Out,field_out,True,665019,669622,Kody Clemens,Anthony Bender,0,4bc1aa29-2056-4f8b-8f3a-88b75885ba9d,669622.0,anthonybender,Bender,Right,Anthony Bender,MIA,4.1,3.74,37.1,102.0,118.0,108.0,0.786,9.16,2.89,9.16,0.48,1.53,0.202,0.349,0.174,0.284,0.435,,,,75.0,55.0,66.0,134.0,103.0,117.0,,,,0.013,,0.448,,-6.03,,1.69,,95.6,,84.9,,,,,0.172,0.25,0.338,,,,,,,152.0,115.0,126.0,101.0,101.0,98.0,,,,0.498,,0.04,,-1.02,0.88,,89.7,95.3,0.352,0.479,0.134,0.182,0.455,0.267,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-13,745826,Single,single,False,665019,621242,Kody Clemens,Edwin Díaz,0,cde36a80-564d-4525-9de2-bb79f34b23a6,621242.0,edwindiaz,Díaz,Right,Edwin Díaz,NYM,4.05,2.9,26.2,96.0,119.0,106.0,0.67,12.49,3.38,7.09,1.69,1.32,0.18,0.508,0.213,0.279,0.439,,,,115.0,92.0,97.0,123.0,99.0,113.0,,,,0.443,,0.557,,0.32,,-0.32,,97.2,,89.4,,0.2,0.371,0.373,0.226,0.403,0.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-13,745826,Strikeout,strikeout,True,665019,656887,Kody Clemens,Sean Reid-Foley,0,24dc68af-26e9-4241-a114-894249e7f60d,656887.0,seanreidfoley,Reid-Foley,Right,Sean Reid-Foley,NYM,1.66,2.83,21.2,93.0,104.0,95.0,0.735,10.38,5.82,5.4,0.0,2.38,0.275,0.353,0.137,0.353,0.41,,,,89.0,95.0,93.0,106.0,74.0,80.0,,,,0.673,,0.125,,1.41,,-0.02,,94.9,,86.6,,0.149,0.191,0.217,0.143,0.143,0.688,,,,,,,153.0,99.0,107.0,153.0,95.0,93.0,,,,0.005,,0.197,,-2.4,1.13,,88.7,95.3,,,,0.238,0.238,0.342,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,745821,Flyout,field_out,True,665019,676130,Kody Clemens,José Buttó,0,7ebae85b-6939-4eb0-9ac8-b0317bd75e6d,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,,,,97.0,94.0,93.0,98.0,89.0,94.0,,,,0.318,,0.263,,1.91,,1.27,,93.7,,84.2,,0.174,0.217,0.281,0.25,0.375,0.25,,,,,,,77.0,96.0,86.0,77.0,78.0,74.0,,,,0.228,,0.191,,2.43,-0.09,,86.6,92.9,0.111,0.222,0.151,0.146,0.341,0.411,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,745821,Flyout,field_out,True,665019,676130,Kody Clemens,José Buttó,0,fe13c721-9c01-4507-9d34-4f8b605da808,676130.0,josebutto,Buttó,Right,José Buttó,NYM,2.56,3.93,45.2,91.0,89.0,89.0,0.729,9.07,4.73,4.73,0.59,1.02,0.262,0.393,0.14,0.28,0.318,,,,97.0,94.0,93.0,98.0,89.0,94.0,,,,0.318,,0.263,,1.91,,1.27,,93.7,,84.2,,0.174,0.217,0.281,0.25,0.375,0.25,,,,,,,77.0,96.0,86.0,77.0,78.0,74.0,,,,0.228,,0.191,,2.43,-0.09,,86.6,92.9,0.111,0.222,0.151,0.146,0.341,0.411,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,745821,Strikeout,strikeout,True,665019,670990,Kody Clemens,Yohan Ramírez,0,b7a0c909-1318-4e61-a1cc-2163164b50f6,670990.0,yohanramirez,"Ramírez, Y",Right,Yohan Ramírez,- - -,4.68,4.1,42.1,94.0,120.0,100.0,0.782,8.93,2.76,8.5,0.85,1.19,0.283,0.408,0.183,0.233,0.441,104.0,93.0,103.0,98.0,91.0,92.0,150.0,98.0,108.0,,,,0.167,,0.311,0.129,1.16,,-0.66,0.34,94.9,,81.6,81.3,0.226,0.323,0.172,0.229,0.375,0.364,,,,0.125,0.25,0.419,,,,111.0,90.0,93.0,,,,0.393,,,,-0.69,,,,94.4,0.317,0.492,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-14,745821,Flyout,field_out,True,665019,605347,Kody Clemens,Jorge López,1,6d9df570-c71d-462f-9e4e-41d6a19ddd8d,605347.0,jorgelopez,"López, Jo",Right,Jorge López,- - -,3.09,4.04,35.0,99.0,108.0,100.0,0.826,6.43,3.86,8.23,0.77,1.28,0.288,0.385,0.163,0.317,0.465,,,,74.0,104.0,93.0,137.0,99.0,108.0,,,,0.18,,0.173,,3.79,,1.14,,95.4,,86.2,,0.167,0.3,0.207,0.158,0.211,0.2,,,,0.267,0.6,0.19,106.0,109.0,107.0,109.0,95.0,96.0,,,,0.403,,0.121,,-1.1,2.89,,87.2,95.2,0.4,0.556,0.12,0.1,0.1,0.278,,,,,,,,,,116.0,96.0,102.0,0.124,-2.64,82.8,,,,,,,,,
2024-05-16,745580,Strikeout,strikeout,True,665019,657585,Kody Clemens,Reed Garrett,0,3f30db83-f8d6-4e8c-83ee-84e95ebabd27,657585.0,reedgarrett,"Garrett, R",Right,Reed Garrett,NYM,3.64,3.19,42.0,92.0,118.0,97.0,0.642,13.5,4.71,8.14,1.29,1.14,0.247,0.454,0.237,0.258,0.347,,,,126.0,86.0,90.0,120.0,97.0,105.0,122.0,93.0,101.0,0.162,0.273,0.208,,-4.83,1.93,1.05,,96.4,87.9,84.7,,0.44,0.84,0.269,0.167,0.208,0.333,0.129,0.145,0.529,,,,,,,92.0,88.0,82.0,109.0,93.0,89.0,0.123,0.234,,0.88,-2.61,,91.3,,96.2,0.4,0.733,0.25,,,,0.273,0.485,0.353,,,,,,,,,,,,,,,,,,,,,
2024-05-16,745580,Strikeout,strikeout,True,665019,621242,Kody Clemens,Edwin Díaz,1,b4a7ac32-3ec8-4f48-84a2-f07c9a23d5e9,621242.0,edwindiaz,Díaz,Right,Edwin Díaz,NYM,4.05,2.9,26.2,96.0,119.0,106.0,0.67,12.49,3.38,7.09,1.69,1.32,0.18,0.508,0.213,0.279,0.439,,,,115.0,92.0,97.0,123.0,99.0,113.0,,,,0.443,,0.557,,0.32,,-0.32,,97.2,,89.4,,0.2,0.371,0.373,0.226,0.403,0.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-16,745580,Walk,walk,False,665019,518617,Kody Clemens,Jake Diekman,1,607ec162-f67c-4f87-9323-e5ed69acbba0,518617.0,jakediekman,Diekman,Left,Jake Diekman,NYM,5.53,4.33,27.2,90.0,132.0,95.0,0.752,10.73,7.16,6.18,1.63,1.83,0.294,0.309,0.191,0.265,0.417,,,,144.0,93.0,94.0,120.0,88.0,101.0,,,,0.601,,0.304,,-0.22,,0.18,,94.5,,82.8,,0.197,0.426,0.265,0.115,0.269,0.354,,,,,,,84.0,88.0,83.0,86.0,-132.0,-134.0,,,,0.002,,0.093,,-19.0,-5.1,,87.1,93.6,,,,0.364,0.727,0.286,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-18,745581,Single,single,False,665019,571670,Kody Clemens,Dylan Floro,0,7d04b74a-2720-4ae5-93a4-7d191cf08324,571670.0,dylanfloro,Floro,Right,Dylan Floro,WSN,2.11,3.1,47.0,106.0,75.0,96.0,0.809,7.28,2.3,7.09,0.0,1.66,0.293,0.338,0.18,0.331,0.455,,,,83.0,111.0,102.0,68.0,98.0,89.0,,,,0.166,,0.28,,2.92,,2.14,,90.0,,83.6,,0.182,0.182,0.226,0.167,0.19,0.351,,,,,,,68.0,115.0,101.0,79.0,107.0,96.0,,,,0.473,,0.08,,2.15,-0.67,,84.1,90.2,0.247,0.296,0.067,0.308,0.308,0.296,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-18,745581,Home Run,home_run,False,665019,640448,Kody Clemens,Kyle Finnegan,0,7d2f1a47-7590-42df-b006-13998e1bf99d,640448.0,kylefinnegan,Finnegan,Right,Kyle Finnegan,WSN,2.43,4.27,40.2,106.0,101.0,102.0,0.78,9.3,3.1,6.2,1.33,1.22,0.29,0.346,0.168,0.374,0.513,,,,99.0,107.0,102.0,110.0,108.0,110.0,104.0,104.0,102.0,0.686,0.257,0.057,,1.45,-0.04,1.89,,97.2,89.0,85.3,,0.2,0.316,0.197,0.125,0.125,0.438,0.182,0.432,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,745577,Double,double,False,665019,592866,Kody Clemens,Trevor Williams,0,7a9b33fd-dab3-40b4-a70a-f7e0dfbedb7c,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,,,,63.0,110.0,96.0,100.0,99.0,93.0,,,,0.349,,0.346,,2.04,,0.66,,89.1,,78.9,,0.211,0.3,0.187,0.304,0.435,0.065,,,,,,,72.0,104.0,91.0,91.0,100.0,94.0,,,,0.125,,0.18,,1.03,0.28,,82.8,87.9,0.25,0.4,0.184,0.244,0.268,0.197,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,745577,Lineout,field_out,True,665019,592866,Kody Clemens,Trevor Williams,0,adca09a8-7b67-4472-8db2-c62c26433c4e,592866.0,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.22,3.29,56.2,103.0,82.0,93.0,0.804,7.46,2.54,7.15,0.32,1.23,0.298,0.41,0.161,0.329,0.377,,,,63.0,110.0,96.0,100.0,99.0,93.0,,,,0.349,,0.346,,2.04,,0.66,,89.1,,78.9,,0.211,0.3,0.187,0.304,0.435,0.065,,,,,,,72.0,104.0,91.0,91.0,100.0,94.0,,,,0.125,,0.18,,1.03,0.28,,82.8,87.9,0.25,0.4,0.184,0.244,0.268,0.197,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,745577,Double,double,False,665019,676395,Kody Clemens,Robert Garcia,1,eb3af361-cf58-4145-bb7a-104195a26153,676395.0,robertgarcia,"Garcia, Ro",Left,Robert Garcia,WSN,4.68,2.52,32.2,105.0,105.0,104.0,0.755,12.95,3.03,8.82,0.83,1.7,0.301,0.422,0.229,0.265,0.439,,,,114.0,103.0,104.0,107.0,114.0,118.0,,,,0.562,,0.175,,0.35,,-0.82,,94.4,,84.8,,0.25,0.397,0.238,0.269,0.462,0.294,,,,,,,85.0,105.0,97.0,,,,,,,,,0.264,,,1.41,,87.4,,,,,0.235,0.235,0.366,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,745577,Groundout,field_out,True,665019,607179,Kody Clemens,Jordan Weems,0,172a1b56-ed14-4138-b330-b83e47708387,607179.0,jordanweems,Weems,Right,Jordan Weems,WSN,5.54,4.36,39.0,96.0,108.0,95.0,0.814,7.62,4.38,9.46,1.15,0.98,0.281,0.306,0.207,0.355,0.432,144.0,94.0,115.0,100.0,94.0,90.0,122.0,99.0,103.0,,,,0.605,,0.358,0.009,0.22,,-0.74,-8.86,96.1,,87.7,79.7,0.247,0.371,0.173,0.241,0.466,0.289,,,,,,,104.0,82.0,96.0,,,,,,,,,0.028,,,-14.18,,87.4,,,,,0.8,1.0,0.333,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-19,745577,Strikeout,strikeout,True,665019,663432,Kody Clemens,Tanner Rainey,0,c66117d8-a45c-4268-8e06-6efcdc699e63,663432.0,tannerrainey,Rainey,Right,Tanner Rainey,WSN,6.58,6.42,26.0,93.0,107.0,96.0,0.732,7.62,6.23,9.69,1.73,0.61,0.181,0.361,0.12,0.313,0.38,,,,109.0,97.0,100.0,102.0,85.0,89.0,,,,0.68,,0.295,,-0.62,,-2.34,,93.7,,86.4,,0.253,0.518,0.22,0.286,0.286,0.5,,,,,,,87.0,76.0,73.0,,,,,,,,,0.025,,,-6.91,,85.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-21,745578,Strikeout,strikeout,True,665019,592351,Kody Clemens,Jon Gray,0,010cdf1f-60a6-4a10-a98f-93b726051899,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,98.0,96.0,103.0,72.0,103.0,91.0,94.0,105.0,104.0,,,,0.447,,0.438,0.045,-0.49,,0.93,-1.3,94.8,,88.7,78.9,0.303,0.419,0.146,0.218,0.327,0.338,,,,0.5,0.5,0.273,74.0,97.0,92.0,,,,,,,,,0.069,,,-2.38,,88.6,,,,,0.308,0.654,0.235,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-21,745578,Strikeout,strikeout,True,665019,592351,Kody Clemens,Jon Gray,1,7a97cdf8-48d5-49f8-8b97-342bbf4cfe6c,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,98.0,96.0,103.0,72.0,103.0,91.0,94.0,105.0,104.0,,,,0.447,,0.438,0.045,-0.49,,0.93,-1.3,94.8,,88.7,78.9,0.303,0.419,0.146,0.218,0.327,0.338,,,,0.5,0.5,0.273,74.0,97.0,92.0,,,,,,,,,0.069,,,-2.38,,88.6,,,,,0.308,0.654,0.235,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-21,745578,Strikeout,strikeout,True,665019,656641,Kody Clemens,Jacob Latz,0,fc03ae5e-1506-48a4-9c4d-4ace68d429a6,656641.0,jacoblatz,Latz,Left,Jacob Latz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.243,0.4,0.244,0.143,0.143,0.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.209,0.302,0.386,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-24,746558,Single,single,False,665019,683232,Kody Clemens,Nick Mears,1,7bd768ab-71c0-46bb-9b1d-9a04b2aefd6a,683232.0,nickmears,Mears,Right,Nick Mears,COL,5.95,3.29,42.1,98.0,130.0,106.0,0.758,11.06,4.46,9.99,0.43,1.18,0.281,0.322,0.149,0.347,0.435,127.0,100.0,110.0,138.0,98.0,105.0,111.0,99.0,103.0,,,,0.603,,0.19,0.207,1.1,,-0.05,-3.59,96.7,,86.4,81.4,0.242,0.319,0.192,0.257,0.343,0.522,,,,0.372,0.535,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-25,746556,Walk,walk,False,665019,680767,Kody Clemens,Victor Vodnik,0,34c91a3b-4366-4e05-b9eb-2b82bba9caf3,680767.0,victorvodnik,Vodnik,Right,Victor Vodnik,COL,4.03,4.36,51.1,99.0,122.0,102.0,0.797,8.24,4.03,8.94,0.88,1.93,0.25,0.342,0.171,0.408,0.422,,,,124.0,98.0,100.0,120.0,105.0,107.0,,,,0.643,,0.2,,-0.34,,-0.07,,97.7,,84.1,,0.271,0.426,0.196,0.268,0.341,0.268,,,,,,,114.0,99.0,100.0,,,,,,,,,0.157,,,1.35,,89.9,,,,,0.172,0.172,0.254,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-25,746556,Grounded Into DP,grounded_into_double_play,True,665019,664875,Kody Clemens,Justin Lawrence,1,f6736eed-a559-4565-9404-636bea7cf494,664875.0,justinlawrence,"Lawrence, J",Right,Justin Lawrence,COL,5.86,5.22,35.1,96.0,109.0,104.0,0.788,7.39,5.09,10.44,1.02,2.11,0.245,0.409,0.118,0.309,0.403,,,,,,,156.0,95.0,116.0,,,,,,0.421,,,,0.0,,,,84.0,,,,,0.204,0.296,0.303,,,,,,,,,,75.0,96.0,96.0,,,,0.579,,,,-1.67,,,,94.9,0.375,0.563,0.173,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-26,746557,Groundout,field_out,True,665019,683232,Kody Clemens,Nick Mears,0,c6732521-48ef-473c-af24-4011cf9516bc,683232.0,nickmears,Mears,Right,Nick Mears,COL,5.95,3.29,42.1,98.0,130.0,106.0,0.758,11.06,4.46,9.99,0.43,1.18,0.281,0.322,0.149,0.347,0.435,127.0,100.0,110.0,138.0,98.0,105.0,111.0,99.0,103.0,,,,0.603,,0.19,0.207,1.1,,-0.05,-3.59,96.7,,86.4,81.4,0.242,0.319,0.192,0.257,0.343,0.522,,,,0.372,0.535,0.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
