date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO,ST_ba,ST_slg,ST_whiff,EP%,wEP/C,vEP
2024-05-11,747041,Groundout,field_out,True,677008,657044,Heston Kjerstad,Ryan Thompson,0,fa62f32d-3742-46f4-99af-757b9552a279,657044.0,ryanthompson,"Thompson, R",Right,Ryan Thompson,ARI,1.99,3.49,40.2,104.0,113.0,109.0,0.82,6.42,1.55,7.52,0.89,2.59,0.172,0.484,0.18,0.328,0.45,,,,,,,127.0,123.0,115.0,106.0,101.0,104.0,131.0,104.0,119.0,0.668,0.094,0.238,,,0.23,1.32,0.21,,,92.4,,90.9,78.7,,0.091,0.273,0.24,,,,0.212,0.364,0.288,,,,0.248,0.381,0.161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-24,747021,Double,double,False,677008,676440,Heston Kjerstad,Tanner Bibee,1,91f2a590-ca3f-4c66-b32d-06d279f9d454,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.58,3.51,110.2,104.0,102.0,106.0,0.761,10.25,2.44,7.56,1.06,0.84,0.29,0.392,0.14,0.28,0.448,85.0,102.0,111.0,119.0,111.0,113.0,94.0,103.0,99.0,,,,116.0,104.0,112.0,0.001,0.44,0.27,0.118,0.171,-1.35,-3.42,1.69,-0.54,1.17,94.6,82.4,92.5,86.2,81.5,0.305,0.524,0.214,0.212,0.353,0.276,0.128,0.223,0.355,0.186,0.4,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-24,747021,Single,single,False,677008,676440,Heston Kjerstad,Tanner Bibee,1,93635118-7b3c-4396-a158-3bb8e0baa8f3,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.58,3.51,110.2,104.0,102.0,106.0,0.761,10.25,2.44,7.56,1.06,0.84,0.29,0.392,0.14,0.28,0.448,85.0,102.0,111.0,119.0,111.0,113.0,94.0,103.0,99.0,,,,116.0,104.0,112.0,0.001,0.44,0.27,0.118,0.171,-1.35,-3.42,1.69,-0.54,1.17,94.6,82.4,92.5,86.2,81.5,0.305,0.524,0.214,0.212,0.353,0.276,0.128,0.223,0.355,0.186,0.4,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-24,747021,Pop Out,field_out,True,677008,676440,Heston Kjerstad,Tanner Bibee,0,a96ed4ed-58da-4775-a037-1ad1c856e863,676440.0,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.58,3.51,110.2,104.0,102.0,106.0,0.761,10.25,2.44,7.56,1.06,0.84,0.29,0.392,0.14,0.28,0.448,85.0,102.0,111.0,119.0,111.0,113.0,94.0,103.0,99.0,,,,116.0,104.0,112.0,0.001,0.44,0.27,0.118,0.171,-1.35,-3.42,1.69,-0.54,1.17,94.6,82.4,92.5,86.2,81.5,0.305,0.524,0.214,0.212,0.353,0.276,0.128,0.223,0.355,0.186,0.4,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-24,747021,Flyout,field_out,True,677008,683769,Heston Kjerstad,Hunter Gaddis,0,e23ddda0-f16f-4e8e-aee2-1689f38e5060,683769.0,huntergaddis,Gaddis,Right,Hunter Gaddis,CLE,1.17,2.29,46.1,105.0,108.0,109.0,0.751,8.55,1.36,5.24,0.19,0.85,0.195,0.449,0.161,0.28,0.45,103.0,87.0,103.0,,,,99.0,107.0,105.0,,,,118.0,111.0,115.0,,0.399,0.439,,0.162,2.39,,2.5,,2.0,95.5,80.6,,88.7,,0.186,0.288,0.194,0.077,0.115,0.294,0.182,0.247,0.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-25,747022,Strikeout,strikeout,True,677008,605130,Heston Kjerstad,Scott Barlow,0,e3bf2e1b-d748-4f0a-9d52-71f3d8cf6a48,605130.0,scottbarlow,"Barlow, S",Right,Scott Barlow,CLE,3.52,3.61,38.1,91.0,115.0,93.0,0.648,12.68,5.4,7.28,0.94,1.83,0.169,0.551,0.191,0.247,0.333,,,,149.0,103.0,108.0,80.0,89.0,83.0,98.0,93.0,93.0,124.0,86.0,90.0,0.099,0.202,0.489,0.209,,-0.48,-2.08,1.33,-1.56,,91.7,,91.7,81.2,77.5,0.36,0.52,0.204,,,,0.141,0.203,0.424,0.175,0.425,0.444,0.5,0.667,0.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26,747019,Groundout,field_out,True,677008,471911,Heston Kjerstad,Carlos Carrasco,0,483f3dee-734c-426e-bdbc-6781ce49d2ea,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,106.0,102.0,105.0,63.0,94.0,85.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.243,0.283,0.062,0.222,-2.15,-1.29,-0.69,2.26,0.06,91.5,86.7,91.1,83.1,80.4,0.387,0.653,0.137,0.212,0.362,0.276,0.2,0.267,0.37,0.059,0.176,0.242,0.295,0.541,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26,747019,Strikeout,strikeout,True,677008,471911,Heston Kjerstad,Carlos Carrasco,0,027235c7-9a44-4af5-b217-ca083928fc67,471911.0,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.02,4.83,86.0,98.0,90.0,96.0,0.797,7.12,2.72,9.52,1.47,1.4,0.172,0.425,0.146,0.31,0.396,104.0,105.0,103.0,106.0,102.0,105.0,63.0,94.0,85.0,90.0,95.0,90.0,99.0,102.0,106.0,0.19,0.243,0.283,0.062,0.222,-2.15,-1.29,-0.69,2.26,0.06,91.5,86.7,91.1,83.1,80.4,0.387,0.653,0.137,0.212,0.362,0.276,0.2,0.267,0.37,0.059,0.176,0.242,0.295,0.541,0.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-26,747019,Flyout,field_out,True,677008,675540,Heston Kjerstad,Xzavion Curry,0,3b430bd9-e184-42b3-8a07-fc66e82149ff,675540.0,xzavioncurry,Curry,Right,Xzavion Curry,CLE,5.19,5.69,17.1,105.0,91.0,105.0,0.833,6.23,1.56,9.87,2.08,0.47,0.169,0.339,0.068,0.458,0.479,77.0,100.0,103.0,80.0,111.0,116.0,80.0,102.0,100.0,,,,105.0,106.0,108.0,,0.468,0.43,0.081,0.021,0.24,,-0.32,-7.71,9.12,92.7,88.1,,85.1,75.7,0.273,0.455,0.182,,,,0.289,0.474,0.253,0.222,0.889,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,747020,Single,single,False,677008,592351,Heston Kjerstad,Jon Gray,1,7134c6c4-fa8d-4e52-89c8-d34bbdbcfcdb,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,98.0,96.0,103.0,72.0,103.0,91.0,,,,94.0,105.0,104.0,,0.447,0.438,0.045,0.069,-0.49,,0.93,-1.3,-2.38,94.8,88.6,,88.7,78.9,0.303,0.419,0.146,0.308,0.654,0.235,0.218,0.327,0.338,0.5,0.5,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,747020,Home Run,home_run,False,677008,592351,Heston Kjerstad,Jon Gray,1,dccb0df5-608f-4c38-a304-c66966b88cc4,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,98.0,96.0,103.0,72.0,103.0,91.0,,,,94.0,105.0,104.0,,0.447,0.438,0.045,0.069,-0.49,,0.93,-1.3,-2.38,94.8,88.6,,88.7,78.9,0.303,0.419,0.146,0.308,0.654,0.235,0.218,0.327,0.338,0.5,0.5,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,747020,Flyout,field_out,True,677008,592351,Heston Kjerstad,Jon Gray,0,acc4e6cc-26d7-460c-af6d-b7e60449a8d1,592351.0,jongray,"Gray, Jn",Right,Jon Gray,TEX,3.96,4.83,86.1,103.0,83.0,97.0,0.769,7.61,2.4,9.49,0.83,1.0,0.239,0.386,0.136,0.382,0.447,74.0,97.0,92.0,98.0,96.0,103.0,72.0,103.0,91.0,,,,94.0,105.0,104.0,,0.447,0.438,0.045,0.069,-0.49,,0.93,-1.3,-2.38,94.8,88.6,,88.7,78.9,0.303,0.419,0.146,0.308,0.654,0.235,0.218,0.327,0.338,0.5,0.5,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-27,747020,Walk,walk,False,677008,642546,Heston Kjerstad,Jonathan Hernández,0,b2024987-143c-426e-b73c-d8e0f2e7a728,642546.0,jonathanhernandez,"Hernández, J",Right,Jonathan Hernández,TEX,4.21,4.79,36.1,96.0,107.0,99.0,0.711,8.42,5.94,7.93,0.99,1.58,0.131,0.515,0.162,0.313,0.358,88.0,102.0,102.0,,,,,,,96.0,89.0,86.0,120.0,101.0,108.0,0.388,,0.488,,0.124,,-1.73,1.26,,0.25,,89.8,96.8,87.6,,,,,0.25,0.333,0.391,0.196,0.25,0.403,,,,0.288,0.577,0.147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-29,747018,Walk,walk,False,677008,547179,Heston Kjerstad,Michael Lorenzen,0,02124c56-b7c0-46db-9bfd-da3f281891ca,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,0.205,0.27,0.145,0.072,0.197,0.95,-0.46,-1.69,0.92,1.61,94.0,84.7,93.8,84.5,81.8,0.154,0.295,0.202,0.145,0.217,0.347,0.077,0.308,0.172,0.111,0.111,0.367,0.302,0.465,0.055,,,,,,,94.0,94.0,93.0,,,,0.111,,1.38,,90.2,,,,,0.175,0.425,0.241,,,,,,,,,,,,
2024-06-29,747018,Hit By Pitch,hit_by_pitch,False,677008,547179,Heston Kjerstad,Michael Lorenzen,0,01d7fb31-cd69-4396-94e7-27d895b6f4d7,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,0.205,0.27,0.145,0.072,0.197,0.95,-0.46,-1.69,0.92,1.61,94.0,84.7,93.8,84.5,81.8,0.154,0.295,0.202,0.145,0.217,0.347,0.077,0.308,0.172,0.111,0.111,0.367,0.302,0.465,0.055,,,,,,,94.0,94.0,93.0,,,,0.111,,1.38,,90.2,,,,,0.175,0.425,0.241,,,,,,,,,,,,
2024-06-29,747018,Home Run,home_run,False,677008,547179,Heston Kjerstad,Michael Lorenzen,1,53c2cb4d-6f82-45dc-96c0-0192436dc9b0,547179.0,michaellorenzen,Lorenzen,Right,Michael Lorenzen,TEX,3.52,4.83,92.0,97.0,95.0,95.0,0.803,6.36,4.3,6.65,1.27,1.11,0.228,0.375,0.193,0.336,0.412,94.0,100.0,99.0,102.0,90.0,94.0,89.0,95.0,90.0,83.0,102.0,95.0,125.0,99.0,108.0,0.205,0.27,0.145,0.072,0.197,0.95,-0.46,-1.69,0.92,1.61,94.0,84.7,93.8,84.5,81.8,0.154,0.295,0.202,0.145,0.217,0.347,0.077,0.308,0.172,0.111,0.111,0.367,0.302,0.465,0.055,,,,,,,94.0,94.0,93.0,,,,0.111,,1.38,,90.2,,,,,0.175,0.425,0.241,,,,,,,,,,,,
2024-06-29,747018,Intent Walk,intent_walk,False,677008,641540,Heston Kjerstad,Dane Dunning,0,07470186-0616-1033-000c-f08cd117d70a,641540.0,danedunning,Dunning,Right,Dane Dunning,TEX,4.71,4.73,65.0,97.0,83.0,94.0,0.769,9.97,4.29,7.34,1.66,1.31,0.145,0.523,0.122,0.349,0.405,82.0,94.0,87.0,,,,44.0,110.0,95.0,78.0,101.0,97.0,106.0,99.0,97.0,0.349,0.031,0.245,,0.137,-3.78,0.8,-0.4,,-1.16,89.4,85.4,90.0,80.9,,0.25,0.625,0.263,0.219,0.531,0.358,0.226,0.472,0.336,0.0,0.0,0.368,0.218,0.376,0.133,60.0,92.0,100.0,0.056,-0.02,75.8,79.0,97.0,94.0,,,,0.182,,-0.59,,88.2,,,,,0.233,0.419,0.259,,,,0.001,-6.42,76.4,,,,,,
