date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,ST_ba,ST_slg,ST_whiff
2024/08/20,6:41 PM.,MIN,SD,home,Clear.,81,641927,RF,4,0,1,0,0,0,1,0,0,0,2,.263,.324,.425,.749,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,116.0,111.0,111.0,94.0,99.0,103.0,81.0,104.0,96.0,,,,74.0,100.0,101.0,84.0,104.0,100.0,,0.381,0.195,0.118,0.011,0.294,-0.01,-0.86,,2.03,4.57,1.98,91.7,86.2,83.4,,80.3,76.0,0.154,0.285,0.395,0.258,0.506,0.222,0.279,0.504,0.229,,,,0.0,0.0,0.375,0.095,0.162,0.307,,,,,,,,,,,,,,,,,,,,,
2024/08/19,6:42 PM.,MIN,SD,home,Clear.,77,805673,RF,3,0,0,0,0,0,0,0,0,0,1,.264,.326,.429,.755,805673,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,6.69,6.01,37.2,100.0,100.0,100.0,0.772,10.27,2.63,12.19,2.63,0.87,0.256,0.455,0.165,0.38,0.431,88.0,87.0,93.0,107.0,117.0,117.0,95.0,99.0,97.0,,,,114.0,100.0,105.0,96.0,101.0,95.0,,0.428,0.162,0.259,0.071,0.079,-1.19,-1.3,,-1.68,-5.76,-3.13,94.9,90.9,85.8,,87.2,81.7,0.222,0.333,0.313,0.288,0.627,0.178,0.345,0.655,0.182,,,,0.4,0.667,0.174,0.308,0.462,0.376,,,,,,,,,,,,,,,,,,,,,
2024/08/18,1:09 PM.,COL,SD,away,Sunny.,92,687134,RF,4,0,1,1,0,0,1,0,0,1,1,.269,.331,.438,.769,687134,bradleyblalock,Blalock,Right,Bradley Blalock,- - -,5.87,6.58,30.2,95.0,90.0,93.0,0.821,5.87,5.87,10.27,1.17,0.89,0.179,0.387,0.142,0.434,0.426,,,,103.0,110.0,109.0,78.0,91.0,86.0,,,,123.0,100.0,103.0,85.0,93.0,94.0,,0.474,0.038,0.204,0.115,,-1.33,-4.12,,1.78,-0.99,,93.5,88.8,,,85.3,79.4,,,,0.321,0.5,0.153,,,,,,,0.188,0.5,0.167,0.156,0.219,0.283,75.0,84.0,87.0,0.168,-2.77,85.2,0.4,0.7,0.314,,,,,,,,,,,,
2024/08/17,6:35 PM.,COL,SD,away,Partly Cloudy.,95,607536,RF,4,2,0,0,0,0,0,0,1,0,5,.269,.333,.436,.769,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.24,5.11,113.1,103.0,81.0,99.0,0.841,6.75,2.06,10.64,1.75,1.01,0.225,0.421,0.156,0.347,0.435,61.0,100.0,89.0,,,,69.0,104.0,95.0,83.0,106.0,99.0,65.0,103.0,101.0,,,,0.245,0.202,,0.227,,0.137,-1.51,,-1.33,-1.11,,-1.64,91.6,,86.1,91.4,86.9,,0.333,0.647,0.161,0.322,0.522,0.067,,,,0.31,0.556,0.074,0.194,0.276,0.42,0.316,0.589,0.162,,,,,,,,,,,,,128.0,102.0,107.0,0.188,0.07,83.5,,,
2024/08/16,6:40 PM.,COL,SD,away,Clear.,91,615698,RF,3,1,2,1,0,0,0,0,1,1,1,.276,.337,.447,.784,615698,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.98,5.31,148.1,96.0,90.0,94.0,0.81,6.67,4.19,9.47,1.4,1.33,0.219,0.425,0.133,0.367,0.407,88.0,97.0,103.0,98.0,101.0,104.0,,,,79.0,95.0,89.0,,,,76.0,96.0,93.0,0.402,,0.135,,0.126,0.018,,-0.41,-2.0,,-0.77,1.81,,87.8,84.9,93.8,,79.6,0.222,0.222,0.167,,,,0.296,0.507,0.203,0.35,0.596,0.184,0.25,0.531,0.282,,,,109.0,94.0,97.0,0.32,0.4,86.5,0.206,0.314,0.234,,,,,,,,,,,,
2024/08/14,1:13 PM.,PIT,SD,home,Sunny.,76,656605,RF,4,1,2,0,0,1,2,0,0,0,1,.268,.327,.436,.763,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,88.0,103.0,102.0,111.0,96.0,104.0,86.0,103.0,96.0,82.0,102.0,94.0,129.0,100.0,109.0,96.0,99.0,98.0,0.22,0.304,0.122,0.25,0.096,0.008,0.3,-1.0,-0.26,-1.04,-0.11,-12.5,94.4,90.4,89.8,93.4,84.7,78.4,0.667,1.333,0.0,0.257,0.4,0.24,0.272,0.593,0.195,0.266,0.405,0.125,0.233,0.442,0.293,0.338,0.636,0.248,,,,,,,,,,,,,,,,,,,0.204,0.331,0.25
2024/08/13,6:42 PM.,PIT,SD,home,Clear.,77,682847,RF,3,1,2,0,0,1,1,0,0,1,0,.262,.323,.414,.737,682847,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,PIT,3.32,4.31,135.2,100.0,104.0,99.0,0.816,7.1,2.79,7.23,1.06,0.94,0.246,0.425,0.166,0.286,0.443,66.0,87.0,88.0,,,,97.0,104.0,97.0,105.0,97.0,95.0,121.0,102.0,109.0,90.0,100.0,94.0,0.258,0.268,0.197,0.268,,0.009,1.02,0.71,1.13,-0.41,,0.21,95.9,91.0,90.6,94.9,85.8,,,,,0.187,0.331,0.208,0.273,0.416,0.168,0.237,0.374,0.129,,,,0.203,0.392,0.31,,,,,,,,,,,,,,,,,,,,,
2024/08/12,6:41 PM.,PIT,SD,home,Clear.,77,663765,RF,2,0,0,0,0,0,0,0,0,0,0,.254,.316,.387,.703,663765,jakewoodford,Woodford,Right,Jake Woodford,- - -,7.97,5.67,35.0,99.0,90.0,95.0,0.874,6.69,2.31,12.34,1.54,0.94,0.233,0.45,0.132,0.333,0.424,58.0,104.0,95.0,,,,66.0,106.0,93.0,92.0,99.0,91.0,99.0,102.0,106.0,85.0,92.0,88.0,0.448,0.029,0.191,0.282,,0.05,-0.64,-0.82,-2.26,-2.09,,-0.65,91.3,88.6,85.6,91.5,80.7,,0.2,0.2,0.091,,,,0.308,0.5,0.13,0.366,0.592,0.046,,,,,,,,,,,,,,,,,,,,,,,,,0.26,0.5,0.272
2024/08/11,1:40 PM.,MIA,SD,away,Roof Closed.,72,676974,RF,4,0,1,1,0,0,2,0,0,2,0,.257,.320,.393,.713,676974,maxmeyer,Meyer,Right,Max Meyer,MIA,5.68,4.74,57.0,98.0,98.0,101.0,0.782,7.26,3.0,9.79,2.21,1.38,0.189,0.494,0.144,0.35,0.426,86.0,88.0,88.0,,,,83.0,97.0,94.0,81.0,92.0,82.0,119.0,103.0,115.0,,,,0.021,0.394,,0.407,,0.179,-2.29,,-1.39,-0.21,,-2.48,94.1,,86.7,92.7,88.2,,0.233,0.6,0.235,0.33,0.648,0.139,,,,,,,,,,0.24,0.471,0.342,,,,,,,,,,,,,,,,,,,,,
2024/08/10,4:11 PM.,MIA,SD,away,Roof Closed.,72,682610,RF,4,2,3,2,0,0,0,0,0,1,0,.257,.322,.390,.712,682610,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.83,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,96.0,89.0,,,,96.0,97.0,94.0,93.0,94.0,91.0,103.0,94.0,100.0,89.0,96.0,90.0,0.228,0.269,0.212,0.198,,0.093,-3.28,-0.08,-0.99,-2.57,,-2.82,95.4,89.8,89.3,94.9,85.7,,0.27,0.595,0.306,0.325,0.714,0.175,0.229,0.471,0.313,0.27,0.554,0.109,,,,0.261,0.536,0.328,,,,,,,,,,,,,,,,,,,,,
2024/08/09,7:10 PM.,MIA,SD,away,Roof Closed.,72,665795,RF,4,0,1,0,0,0,0,0,0,1,3,.242,.310,.364,.674,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.95,4.78,96.1,97.0,101.0,99.0,0.738,10.0,4.67,7.66,1.4,1.45,0.199,0.465,0.137,0.348,0.393,96.0,98.0,103.0,106.0,101.0,104.0,97.0,91.0,87.0,110.0,94.0,95.0,114.0,102.0,105.0,,,,0.091,0.274,,0.085,0.217,0.332,-1.63,,0.07,1.65,-0.03,0.15,96.3,,93.0,96.7,89.2,84.8,0.206,0.321,0.338,0.304,0.543,0.164,,,,0.231,0.333,0.151,0.206,0.426,0.394,0.129,0.226,0.313,,,,,,,,,,,,,,,,,,,,,
2024/08/08,12:36 PM.,PIT,SD,away,Cloudy.,82,682847,RF,4,1,2,0,0,1,2,0,0,1,2,.242,.312,.367,.679,682847,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,PIT,3.32,4.31,135.2,100.0,104.0,99.0,0.816,7.1,2.79,7.23,1.06,0.94,0.246,0.425,0.166,0.286,0.443,66.0,87.0,88.0,,,,97.0,104.0,97.0,105.0,97.0,95.0,121.0,102.0,109.0,90.0,100.0,94.0,0.258,0.268,0.197,0.268,,0.009,1.02,0.71,1.13,-0.41,,0.21,95.9,91.0,90.6,94.9,85.8,,,,,0.187,0.331,0.208,0.273,0.416,0.168,0.237,0.374,0.129,,,,0.203,0.392,0.31,,,,,,,,,,,,,,,,,,,,,
2024/08/07,6:42 PM.,PIT,SD,away,Overcast.,78,594835,RF,1,0,0,0,0,0,0,0,2,0,0,.234,.307,.339,.646,594835,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.53,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,89.0,117.0,108.0,74.0,103.0,91.0,64.0,103.0,90.0,64.0,110.0,92.0,,,,80.0,99.0,93.0,0.092,0.315,0.238,,0.101,0.255,-1.03,0.9,-0.44,,-2.22,-1.32,89.7,85.7,80.2,90.0,,79.0,0.298,0.447,0.31,0.324,0.459,0.136,0.286,0.429,0.123,0.313,0.5,0.0,0.353,0.647,0.176,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/06,6:44 PM.,PIT,SD,away,Cloudy.,77,663559,RF,3,1,1,0,0,0,0,0,0,0,2,.236,.299,.341,.640,663559,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.81,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,,,,100.0,99.0,98.0,85.0,100.0,97.0,99.0,101.0,99.0,91.0,96.0,96.0,,,,0.142,0.484,,0.216,0.152,,0.38,,1.23,0.27,-1.24,,91.8,,,92.0,86.1,77.7,,,,0.255,0.41,0.166,,,,0.26,0.448,0.157,0.305,0.61,0.207,0.245,0.304,0.287,43.0,95.0,70.0,0.006,-7.04,86.9,0.333,1.333,0.125,,,,,,,,,,,,
2024/08/04,1:12 PM.,COL,SD,home,Sunny.,77,615698,RF,2,1,1,0,0,1,3,0,1,0,0,.233,.298,.342,.640,615698,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.98,5.31,148.1,96.0,90.0,94.0,0.81,6.67,4.19,9.47,1.4,1.33,0.219,0.425,0.133,0.367,0.407,88.0,97.0,103.0,98.0,101.0,104.0,,,,79.0,95.0,89.0,,,,76.0,96.0,93.0,0.402,,0.135,,0.126,0.018,,-0.41,-2.0,,-0.77,1.81,,87.8,84.9,93.8,,79.6,0.222,0.222,0.167,,,,0.296,0.507,0.203,0.35,0.596,0.184,0.25,0.531,0.282,,,,109.0,94.0,97.0,0.32,0.4,86.5,0.206,0.314,0.234,,,,,,,,,,,,
2024/08/03,5:43 PM.,COL,SD,home,Clear.,78,685299,RF,3,0,0,0,0,0,1,0,0,0,2,.229,.289,.314,.603,685299,tannergordon,Gordon,Right,Tanner Gordon,COL,8.65,5.94,34.1,108.0,86.0,100.0,0.834,6.82,1.57,13.89,2.62,0.94,0.232,0.448,0.12,0.328,0.479,83.0,107.0,103.0,83.0,118.0,93.0,74.0,108.0,100.0,101.0,114.0,106.0,100.0,111.0,102.0,,,,0.01,0.488,,0.267,0.044,0.191,-1.03,,6.83,-2.41,-15.33,-4.31,92.0,,83.9,93.3,85.2,80.4,0.371,0.743,0.234,0.338,0.574,0.119,,,,,,,0.545,1.091,0.2,0.324,0.618,0.284,,,,,,,,,,,,,,,,,,,,,
2024/07/30,6:41 PM.,LAD,SD,home,Clear.,73,607192,RF,4,0,0,0,0,0,0,0,0,2,0,.235,.296,.322,.618,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.65,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.17,0.293,0.469,,,,139.0,97.0,110.0,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,,,,0.087,0.45,,0.277,0.186,,1.04,,0.75,1.15,1.93,,96.3,,,96.6,90.0,83.7,,,,0.215,0.421,0.213,,,,0.233,0.395,0.171,0.098,0.174,0.475,0.2,0.333,0.404,,,,,,,,,,,,,,,,,,,,,
2024/07/28,1:37 PM.,BAL,SD,away,Partly Cloudy.,89,544150,RF,4,2,2,0,0,0,0,0,0,0,0,.243,.306,.333,.639,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,94.0,99.0,98.0,90.0,101.0,96.0,,,,,,,74.0,99.0,92.0,,0.5,0.195,,0.132,0.172,-0.36,0.73,,,0.41,-0.5,94.8,86.3,86.1,,,79.0,0.274,0.434,0.228,0.276,0.469,0.228,0.24,0.365,0.308,,,,0.174,0.348,0.252,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/27,4:06 PM.,BAL,SD,away,Partly Cloudy.,90,665152,RF,5,1,1,0,0,0,0,1,0,2,3,.234,.299,.327,.626,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,,,,92.0,98.0,96.0,91.0,100.0,99.0,79.0,105.0,97.0,,,,99.0,102.0,98.0,0.151,0.32,0.23,,0.114,,-0.18,0.33,0.67,,0.29,,93.4,86.9,,92.3,,77.0,,,,0.245,0.503,0.232,0.25,0.355,0.237,0.247,0.353,0.072,0.225,0.3,0.198,,,,72.0,99.0,99.0,0.184,0.73,84.1,0.139,0.248,0.36,,,,,,,,,,,,
2024/07/26,7:07 PM.,BAL,SD,away,Cloudy.,83,680570,RF,4,0,0,0,0,0,0,0,0,3,3,.235,.304,.333,.637,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,114.0,103.0,107.0,113.0,102.0,106.0,133.0,102.0,111.0,118.0,101.0,108.0,,,,0.012,0.465,,0.158,0.155,0.21,-0.38,,5.3,-0.96,0.29,1.63,96.1,,83.1,96.1,86.5,81.3,0.161,0.306,0.348,0.291,0.413,0.269,,,,0.167,0.333,0.294,0.26,0.38,0.241,0.25,0.563,0.361,,,,,,,,,,,,,,,,,,,,,
2024/07/24,6:45 PM.,WSH,SD,away,Cloudy.,84,680730,LF,1,0,0,0,0,0,0,0,0,0,1,.245,.315,.347,.662,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,,,,97.0,96.0,96.0,78.0,101.0,96.0,,,,106.0,107.0,110.0,,,,,0.486,,0.098,0.225,,0.07,,,-0.73,0.47,,92.5,,,,84.5,80.5,,,,0.276,0.425,0.12,,,,,,,0.252,0.36,0.263,0.238,0.429,0.364,89.0,94.0,94.0,0.191,-0.6,85.6,0.233,0.4,0.372,,,,,,,,,,,,
2024/07/21,1:40 PM.,CLE,SD,away,Partly Cloudy.,80,594902,RF,3,0,0,0,0,0,0,0,1,2,2,.247,.318,.351,.669,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,75.0,108.0,95.0,43.0,106.0,93.0,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,,,,0.29,0.314,,0.218,0.088,0.091,-0.21,,0.56,-0.01,-0.11,-0.79,89.9,,83.9,90.4,79.4,76.9,0.279,0.382,0.185,0.268,0.504,0.166,,,,0.227,0.392,0.133,0.206,0.365,0.18,0.238,0.476,0.419,,,,,,,,,,,,,,,,,,,0.231,0.413,0.241
2024/07/20,7:11 PM.,CLE,SD,away,Partly Cloudy.,77,668909,RF,3,2,2,0,0,1,1,0,1,0,1,.255,.320,.362,.682,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,4.86,4.22,76.0,101.0,99.0,102.0,0.788,9.36,3.79,8.53,0.83,1.06,0.317,0.349,0.142,0.317,0.42,66.0,96.0,101.0,121.0,101.0,105.0,97.0,102.0,102.0,,,,95.0,80.0,96.0,98.0,99.0,94.0,,0.515,0.12,0.113,0.198,0.054,0.08,0.56,,-0.16,-0.01,-3.82,96.6,91.6,89.2,,88.6,79.5,0.417,0.833,0.148,0.286,0.421,0.22,0.205,0.333,0.341,,,,0.155,0.31,0.304,0.258,0.387,0.242,,,,,,,,,,,,,,,,,,,,,
2024/07/19,7:11 PM.,CLE,SD,away,Clear.,74,676440,RF,3,0,0,0,0,0,0,0,0,0,0,.242,.303,.319,.622,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,3.47,3.78,173.2,103.0,99.0,104.0,0.76,9.69,2.28,7.77,1.14,0.78,0.285,0.408,0.153,0.297,0.445,82.0,100.0,108.0,119.0,109.0,112.0,92.0,103.0,98.0,89.0,64.0,93.0,113.0,102.0,109.0,,,,0.003,0.434,,0.278,0.105,0.18,-0.69,,-1.41,1.74,-0.9,0.13,94.6,,82.5,93.9,86.2,81.3,0.238,0.431,0.291,0.282,0.476,0.213,0.141,0.225,0.368,,,,0.208,0.458,0.184,0.196,0.411,0.299,,,,,,,,,,,,,,,,,,,,,
2024/07/14,1:12 PM.,ATL,SD,home,Sunny.,75,519242,RF,1,0,0,0,0,0,0,0,0,0,0,.250,.313,.330,.643,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,,,,96.0,105.0,101.0,113.0,100.0,96.0,105.0,100.0,104.0,,,,0.072,0.378,,0.403,,0.147,-0.12,,-1.99,2.16,,2.97,94.8,,87.1,94.2,78.6,,0.159,0.195,0.236,0.281,0.443,0.241,,,,0.327,0.551,0.133,,,,0.171,0.236,0.427,,,,,,,,,,,,,,,,,,,,,
2024/07/13,4:16 PM.,ATL,SD,home,Sunny.,74,625643,RF,4,0,3,1,0,0,2,0,0,0,1,.253,.316,.333,.649,625643,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.94,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.305,0.439,75.0,110.0,105.0,84.0,99.0,104.0,91.0,103.0,99.0,,,,113.0,100.0,105.0,,,,,0.552,,0.294,0.116,0.038,1.19,,,1.45,1.61,-3.58,95.5,,86.1,,85.0,77.0,0.263,0.737,0.349,0.266,0.369,0.165,,,,,,,0.151,0.264,0.364,0.168,0.257,0.443,,,,,,,,,,,,,,,,,,,,,
2024/07/12,6:41 PM.,ATL,SD,home,Partly Cloudy.,69,680885,RF,3,0,0,0,0,0,0,0,0,1,2,.229,.297,.301,.598,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,,,,101.0,104.0,108.0,110.0,108.0,108.0,93.0,102.0,101.0,110.0,113.0,119.0,94.0,104.0,100.0,0.068,0.291,0.168,0.199,0.146,,0.27,0.53,-0.12,0.61,0.29,,96.1,92.9,,95.1,87.3,80.6,,,,0.24,0.448,0.205,0.27,0.5,0.199,0.231,0.385,0.078,0.236,0.436,0.409,0.225,0.333,0.279,84.0,107.0,109.0,0.128,1.96,84.5,0.147,0.235,0.463,,,,,,,,,,,,
2024/07/10,3:40 PM.,SEA,SD,home,Partly Cloudy.,74,682243,RF,4,0,1,0,0,0,0,0,0,0,2,.238,.307,.313,.620,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,2.94,3.72,180.1,101.0,112.0,105.0,0.774,8.53,2.25,6.54,1.05,0.86,0.249,0.404,0.14,0.318,0.442,,,,,,,124.0,102.0,106.0,100.0,102.0,99.0,122.0,96.0,101.0,93.0,80.0,85.0,0.171,0.423,0.023,0.168,,,1.53,0.14,1.55,-0.21,,,95.2,92.1,,94.7,84.5,,,,,0.184,0.348,0.266,0.25,0.333,0.207,0.248,0.358,0.092,0.231,0.308,0.378,0.243,0.568,0.261,95.0,107.0,111.0,0.171,1.51,84.4,0.148,0.225,0.29,,,,92.0,104.0,111.0,0.044,-0.4,85.0,0.24,0.4,0.188
2024/07/09,6:40 PM.,SEA,SD,home,Clear.,72,669302,RF,3,1,1,0,0,0,0,0,0,1,0,.237,.310,.316,.626,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.23,3.14,208.2,101.0,121.0,106.0,0.705,9.49,1.6,6.38,1.12,1.2,0.236,0.45,0.135,0.325,0.429,,,,124.0,99.0,107.0,106.0,101.0,97.0,91.0,102.0,97.0,146.0,102.0,115.0,116.0,104.0,103.0,0.015,0.308,0.106,0.32,0.118,,1.41,0.14,0.32,1.72,0.81,,96.6,92.3,,95.5,88.4,83.2,,,,0.204,0.383,0.193,0.247,0.483,0.272,0.286,0.286,0.05,0.181,0.301,0.354,0.21,0.375,0.368,99.0,96.0,104.0,0.134,1.18,84.5,0.101,0.162,0.506,,,,,,,,,,,,
2024/07/07,1:10 PM.,AZ,SD,home,Sunny.,75,669194,RF,3,0,0,0,0,0,0,0,0,1,1,.233,.309,.315,.624,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,108.0,99.0,107.0,91.0,94.0,94.0,105.0,107.0,106.0,,,,111.0,112.0,110.0,78.0,107.0,96.0,,0.557,0.184,0.103,0.057,0.099,0.64,-0.85,,-0.66,1.81,-2.35,95.2,91.2,83.0,,83.8,77.8,0.302,0.587,0.203,0.249,0.418,0.195,0.317,0.508,0.154,,,,0.138,0.207,0.148,0.226,0.34,0.156,,,,,,,,,,,,,,,,,,,0.4,0.733,0.167
2024/07/06,6:41 PM.,AZ,SD,home,Clear.,73,694297,RF,2,0,1,0,0,0,0,0,0,0,1,.243,.321,.329,.650,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.78,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,92.0,102.0,96.0,106.0,102.0,104.0,95.0,106.0,103.0,89.0,106.0,104.0,143.0,109.0,119.0,,,,0.222,0.334,,0.273,0.053,0.112,0.37,,-0.09,-0.12,-1.37,0.84,93.8,,87.5,93.7,84.8,80.8,0.25,0.289,0.312,0.265,0.466,0.224,,,,0.286,0.365,0.119,0.429,0.571,0.295,,,,,,,0.006,0.45,89.6,0.2,0.8,0.0,,,,,,,,,,0.215,0.455,0.362
2024/07/05,6:41 PM.,AZ,SD,home,Clear.,70,677944,RF,3,1,2,1,0,0,1,0,0,0,0,.235,.316,.324,.640,677944,sladececconi,Cecconi,Right,Slade Cecconi,ARI,6.66,4.52,77.0,105.0,102.0,105.0,0.816,7.48,1.99,10.75,1.87,0.69,0.3,0.356,0.162,0.332,0.485,103.0,98.0,100.0,103.0,101.0,106.0,95.0,109.0,106.0,,,,117.0,100.0,105.0,,,,,0.548,0.001,0.24,0.09,0.121,-1.46,3.94,,-1.24,-1.42,-0.57,94.4,90.4,81.8,,85.1,75.4,0.227,0.432,0.269,0.329,0.582,0.164,,,,,,,0.2,0.4,0.289,0.278,0.494,0.207,,,,,,,,,,,,,,,,,,,,,
2024/07/04,1:37 PM.,TEX,SD,away,Roof Closed.,74,453286,RF,3,0,1,0,0,0,0,0,0,1,2,.215,.301,.292,.593,453286,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.95,3.86,43.1,106.0,84.0,103.0,0.732,8.31,2.08,8.31,1.45,0.7,0.278,0.437,0.175,0.286,0.422,59.0,110.0,106.0,84.0,101.0,103.0,78.0,105.0,100.0,,,,100.0,106.0,105.0,121.0,119.0,105.0,,0.439,0.061,0.221,0.139,0.139,0.05,2.89,,1.2,-2.13,-1.96,92.5,86.6,82.8,,85.0,74.7,0.192,0.462,0.255,0.262,0.492,0.222,0.222,0.278,0.143,,,,0.333,0.611,0.4,0.214,0.333,0.438,,,,,,,,,,,,,,,,,,,,,
2024/07/03,7:07 PM.,TEX,SD,away,Roof Closed.,74,592351,RF,4,1,1,0,0,1,2,0,0,1,4,.210,.300,.290,.590,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,,,,97.0,105.0,105.0,,,,,0.444,,0.439,0.046,0.071,-0.71,,,0.77,-0.7,-1.39,94.9,,88.7,,88.6,78.9,0.257,0.543,0.19,0.311,0.443,0.15,,,,,,,0.333,0.333,0.267,0.213,0.344,0.334,,,,,,,,,,,,,,,,,,,,,
