date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,SV_ba,SV_slg,SV_whiff
2024/08/24,6:11 PM.,MIN,STL,away,Partly Cloudy.,84,641154,RF,4,0,1,1,0,0,0,0,0,1,2,.234,.329,.385,.714,641154,pablolopez,"López, P",Right,Pablo López,MIN,4.08,3.67,185.1,104.0,98.0,105.0,0.749,9.62,1.99,8.74,1.26,1.19,0.245,0.438,0.134,0.298,0.432,95.0,104.0,105.0,92.0,103.0,108.0,97.0,105.0,101.0,97.0,107.0,107.0,106.0,103.0,110.0,0.073,0.407,,0.219,0.1,0.201,1.65,,-2.77,-0.84,-1.28,-0.14,95.0,,88.5,94.5,84.5,82.4,0.208,0.352,0.259,0.239,0.436,0.331,0.426,0.639,0.142,0.281,0.359,0.249,0.23,0.446,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/23,7:11 PM.,MIN,STL,away,Partly Cloudy.,79,701581,RF,5,1,2,1,0,0,2,0,0,1,2,.234,.330,.383,.713,701581,davidfesta,"Festa, D",Right,David Festa,MIN,4.9,4.14,64.1,101.0,100.0,103.0,0.735,10.77,3.22,8.67,1.26,0.9,0.229,0.451,0.166,0.331,0.405,72.0,105.0,105.0,,,,107.0,96.0,99.0,,,,118.0,103.0,105.0,,0.402,,0.318,,0.28,-0.79,,,1.48,,-1.14,94.7,,88.4,,86.1,,0.304,0.544,0.194,,,,,,,0.237,0.463,0.394,,,,,,,,,,,,,,,,0.207,0.315,0.291,,,,,,,,,,,,
2024/08/22,1:15 PM.,MIL,STL,home,Sunny.,77,642547,RF,2,0,0,0,0,0,0,0,2,0,0,.230,.329,.379,.708,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.197,0.318,0.373,84.0,92.0,88.0,104.0,106.0,110.0,112.0,99.0,101.0,,,,98.0,99.0,105.0,,0.539,,0.217,0.07,0.175,0.05,,,-0.09,0.36,0.84,94.3,,87.7,,81.4,78.1,0.239,0.424,0.252,,,,,,,0.218,0.291,0.369,0.182,0.341,0.372,,,,,,,,,,,,,0.203,0.384,0.41,,,,,,,,,,,,
2024/08/21,6:45 PM.,MIL,STL,home,Clear.,73,668964,CF,4,1,1,0,0,0,0,0,1,0,2,.232,.326,.382,.708,668964,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.22,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,92.0,106.0,103.0,0.005,0.401,,0.21,0.041,0.114,0.58,,11.28,1.43,-3.19,1.18,92.9,,81.1,91.5,85.5,77.8,0.239,0.436,0.194,,,,0.0,0.0,0.0,0.083,0.083,0.444,0.421,0.579,0.194,,,,96.0,100.0,91.0,0.23,-0.75,89.2,0.336,0.518,0.123,0.198,0.255,0.248,,,,,,,,,,,,
2024/08/20,6:46 PM.,MIL,STL,home,Partly Cloudy.,76,593423,CF,3,1,1,0,0,0,0,0,1,0,0,.232,.325,.384,.709,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,,,,,,,83.0,105.0,98.0,83.0,100.0,98.0,117.0,103.0,106.0,0.191,0.332,0.183,0.107,,,-0.02,-0.23,1.13,-1.94,,,95.6,86.0,,94.8,85.4,,0.206,0.367,0.231,,,,0.248,0.407,0.113,,,,,,,0.218,0.297,0.426,109.0,95.0,95.0,0.187,-1.4,90.4,0.326,0.609,0.223,0.288,0.577,0.325,,,,,,,119.0,99.0,105.0,,,
2024/08/18,1:16 PM.,LAD,STL,home,Partly Cloudy.,82,477132,PH,1,1,1,0,0,1,1,0,0,0,0,.231,.322,.385,.707,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,4.5,4.59,30.0,100.0,101.0,100.0,0.79,7.2,2.7,10.8,0.6,1.12,0.134,0.485,0.144,0.289,0.461,58.0,86.0,75.0,114.0,99.0,107.0,90.0,99.0,94.0,,,,108.0,103.0,104.0,0.006,0.351,0.022,0.437,0.163,0.022,-2.61,-4.62,-2.44,-0.11,0.67,3.89,89.9,82.9,84.2,90.2,86.0,72.1,0.429,0.514,0.078,,,,,,,,,,0.174,0.348,0.317,0.333,0.333,0.375,,,,,,,,,,0.281,0.421,0.264,,,,,,,61.0,72.0,74.0,,,
2024/08/17,6:17 PM.,LAD,STL,home,Clear.,86,676272,RF,3,0,1,0,0,0,0,0,1,0,0,.227,.320,.369,.689,676272,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.52,7.0,56.0,93.0,113.0,97.0,0.784,8.36,4.82,11.09,2.73,1.24,0.23,0.391,0.126,0.391,0.409,104.0,91.0,96.0,120.0,99.0,104.0,119.0,89.0,92.0,101.0,93.0,89.0,115.0,99.0,108.0,0.136,0.379,,0.096,0.19,0.199,-1.44,,-4.54,-3.17,-1.0,0.29,97.6,,86.4,97.3,88.6,79.8,0.327,0.634,0.167,,,,0.433,0.9,0.174,0.13,0.217,0.41,0.357,0.536,0.286,,,,,,,,,,,,,0.333,0.619,0.275,,,,,,,,,,,,
2024/08/14,6:41 PM.,CIN,STL,away,Partly Cloudy.,85,641941,RF,2,0,0,0,0,0,0,0,0,1,1,.226,.317,.370,.687,641941,emiliopagan,Pagán,Right,Emilio Pagán,CIN,4.5,3.97,38.0,108.0,108.0,109.0,0.735,10.42,2.61,9.47,1.42,0.67,0.233,0.388,0.146,0.408,0.457,,,,,,,117.0,105.0,111.0,,,,,,,,0.576,0.151,,,,-0.01,0.22,,,,,94.6,83.9,,,,,0.259,0.435,0.259,,,,,,,,,,,,,0.25,0.3,0.442,91.0,114.0,108.0,0.273,-0.69,86.4,0.342,0.553,0.311,,,,,,,,,,103.0,107.0,104.0,,,
2024/08/13,6:40 PM.,CIN,STL,away,Partly Cloudy.,82,668881,RF,2,0,1,0,0,0,0,0,1,1,0,.228,.319,.373,.692,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.75,3.03,150.1,99.0,124.0,104.0,0.741,10.12,3.41,5.75,0.72,0.7,0.284,0.388,0.199,0.265,0.429,,,,118.0,96.0,101.0,123.0,102.0,104.0,,,,125.0,96.0,103.0,,0.552,0.083,0.346,0.018,,1.56,-0.79,,0.62,-2.87,,97.6,87.0,,,86.8,80.9,0.184,0.273,0.248,,,,,,,,,,0.4,1.0,0.2,0.243,0.405,0.284,,,,,,,,,,0.161,0.3,0.39,,,,,,,120.0,89.0,103.0,,,
2024/08/12,6:40 PM.,CIN,STL,away,Partly Cloudy.,79,671096,PH,1,0,0,0,0,0,0,0,0,0,0,.226,.315,.372,.687,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.72,4.02,138.0,98.0,92.0,97.0,0.805,7.43,3.39,8.28,1.63,0.68,0.256,0.364,0.16,0.287,0.428,96.0,94.0,97.0,101.0,98.0,99.0,78.0,96.0,89.0,,,,125.0,106.0,112.0,,0.535,,0.186,0.116,0.163,-0.26,,,0.49,-1.56,0.23,92.8,,84.8,,82.9,80.8,0.254,0.451,0.194,0.189,0.307,0.287,,,,0.214,0.429,0.273,0.327,0.653,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/10,6:11 PM.,KC,STL,away,Clear.,77,608379,CF,4,0,1,0,0,0,0,0,0,2,2,.227,.316,.373,.689,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,72.0,89.0,92.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,0.153,0.238,,0.092,0.081,0.322,0.39,,0.29,-2.39,-1.64,2.26,93.6,,81.2,93.6,84.1,75.2,0.279,0.449,0.169,,,,0.252,0.301,0.099,0.169,0.312,0.341,0.357,0.643,0.174,,,,78.0,100.0,92.0,0.114,-0.94,88.8,0.319,0.458,0.148,0.371,0.6,0.373,,,,,,,,,,,,
2024/08/09,7:10 PM.,KC,STL,away,Partly Cloudy.,73,547179,LF,0,0,0,0,0,0,0,0,1,0,0,.226,.317,.376,.693,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,102.0,93.0,96.0,84.0,95.0,89.0,81.0,102.0,94.0,126.0,98.0,108.0,0.212,0.272,,0.149,0.079,0.188,1.0,,-0.25,-1.51,0.02,1.94,93.8,,84.6,93.6,83.9,81.7,0.155,0.309,0.184,0.19,0.429,0.291,0.291,0.441,0.062,0.122,0.173,0.373,0.217,0.348,0.352,,,,94.0,92.0,91.0,0.1,0.04,90.1,0.235,0.51,0.236,0.368,0.632,0.253,,,,,,,,,,,,
2024/08/08,6:15 PM.,TB,STL,home,Cloudy.,81,669358,RF,2,0,0,0,0,0,0,0,0,0,3,.226,.315,.376,.691,669358,shanebaz,Baz,Right,Shane Baz,TBR,3.06,3.62,79.1,100.0,115.0,103.0,0.779,7.83,3.06,6.47,1.02,0.91,0.269,0.402,0.142,0.342,0.456,85.0,97.0,94.0,119.0,104.0,109.0,121.0,101.0,104.0,,,,111.0,96.0,100.0,,0.479,,0.213,0.205,0.103,0.81,,,-0.08,1.71,2.88,95.6,,88.1,,87.3,83.6,0.252,0.37,0.221,,,,,,,0.115,0.115,0.276,0.169,0.247,0.311,,,,,,,,,,,,,0.164,0.4,0.222,,,,,,,,,,,,
2024/08/07,6:45 PM.,TB,STL,home,Overcast.,75,671737,RF,4,0,0,0,0,0,0,0,0,1,3,.228,.317,.379,.696,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,100.0,91.0,93.0,129.0,97.0,102.0,,,,,,,,0.417,0.269,,0.089,,-0.04,0.47,,,-1.5,,96.4,90.9,,,,79.1,0.269,0.5,0.21,,,,,,,,,,0.241,0.483,0.346,0.213,0.32,0.33,91.0,100.0,98.0,0.225,1.02,90.9,0.205,0.357,0.324,,,,,,,,,,123.0,102.0,114.0,,,
2024/08/06,6:46 PM.,TB,STL,home,Cloudy.,81,605488,RF,1,0,0,0,0,0,0,0,0,0,0,.233,.322,.386,.708,605488,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.27,3.7,33.0,99.0,87.0,96.0,0.733,10.09,3.0,9.27,1.36,0.9,0.226,0.441,0.151,0.344,0.351,107.0,102.0,100.0,,,,77.0,98.0,93.0,47.0,55.0,53.0,92.0,106.0,107.0,0.002,0.423,,0.235,,0.317,-0.7,,-3.5,2.84,,-1.59,89.8,,79.6,89.8,82.3,,0.216,0.49,0.17,0.0,0.0,0.571,,,,0.333,0.439,0.442,,,,,,,18.0,84.0,80.0,0.023,-1.54,85.3,,,,0.222,0.222,0.236,,,,,,,,,,,,
2024/08/04,6:10 PM.,CHC,STL,away,Partly Cloudy.,87,657006,CF,3,1,1,0,0,0,0,0,0,1,2,.234,.324,.388,.712,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,92.0,120.0,108.0,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,0.053,0.595,,0.297,0.022,0.033,0.38,,0.43,1.81,2.76,0.32,91.6,,86.2,91.6,83.3,79.9,0.253,0.396,0.223,,,,0.292,0.458,0.182,0.222,0.222,0.172,0.0,0.0,0.2,,,,,,,,,,,,,0.16,0.243,0.282,,,,,,,,,,,,
2024/08/03,1:20 PM.,CHC,STL,away,Sunny.,85,592791,CF,0,0,0,0,0,0,1,0,0,0,0,.232,.324,.389,.713,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.27,4.05,165.1,107.0,85.0,102.0,0.823,6.8,1.8,8.38,1.14,0.99,0.223,0.445,0.136,0.328,0.468,78.0,102.0,95.0,104.0,111.0,113.0,66.0,106.0,96.0,74.0,104.0,92.0,104.0,116.0,120.0,0.109,0.296,,0.155,0.147,0.043,-0.27,,1.47,0.65,-1.04,-2.45,92.3,,86.0,92.5,80.4,79.5,0.287,0.497,0.147,0.183,0.296,0.317,0.219,0.297,0.085,0.273,0.576,0.148,0.232,0.424,0.23,,,,92.0,103.0,98.0,0.251,2.12,86.5,0.252,0.31,0.191,,,,,,,,,,,,,,,
2024/08/02,1:20 PM.,CHC,STL,away,Partly Cloudy.,77,665871,CF,3,0,0,0,0,0,0,0,1,1,1,.232,.325,.389,.714,665871,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,98.0,101.0,97.0,68.0,102.0,92.0,75.0,101.0,92.0,114.0,94.0,100.0,0.357,0.158,,0.107,0.116,0.046,-0.91,,0.51,-1.54,-0.4,-1.65,91.5,,83.7,91.4,80.1,76.8,0.319,0.472,0.201,0.174,0.37,0.341,0.236,0.373,0.111,0.296,0.296,0.125,0.178,0.329,0.3,,,,96.0,97.0,92.0,0.216,-0.73,87.9,0.315,0.583,0.142,0.364,0.636,0.368,,,,,,,,,,,,
2024/08/01,7:05 PM.,CHC,STL,away,Cloudy.,84,684007,RF,4,0,1,0,0,0,0,1,0,1,1,.236,.326,.394,.720,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,70.0,96.0,97.0,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,0.021,0.52,0.306,0.077,0.032,0.039,0.36,1.39,0.77,0.14,-0.59,0.48,91.7,82.9,81.6,88.7,81.6,72.7,0.229,0.47,0.176,0.267,0.311,0.347,0.25,0.333,0.37,0.194,0.226,0.333,0.444,0.556,0.0,0.204,0.283,0.431,50.0,107.0,96.0,0.005,-6.3,89.8,0.333,1.333,0.143,,,,,,,0.0,-76.55,53.9,81.0,106.0,100.0,,,
2024/07/31,1:16 PM.,TEX,STL,home,Sunny.,94,571760,RF,1,0,0,0,0,0,0,0,0,0,0,.235,.328,.397,.725,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,126.0,105.0,103.0,77.0,102.0,98.0,34.0,82.0,74.0,79.0,100.0,103.0,0.014,0.501,,0.278,0.036,0.17,0.15,,-4.52,-0.26,-3.31,0.46,91.5,,83.7,92.2,82.5,75.6,0.23,0.412,0.213,,,,0.455,0.455,0.125,0.239,0.384,0.243,0.5,1.1,0.188,,,,20.0,51.0,51.0,0.001,-19.13,86.6,,,,0.26,0.385,0.365,,,,,,,,,,,,
2024/07/30,7:15 PM.,TEX,STL,home,Cloudy.,82,453286,RF,4,0,1,1,0,0,1,0,0,1,3,.236,.329,.399,.728,453286,maxscherzer,Scherzer,Right,Max Scherzer,TEX,3.95,3.86,43.1,106.0,84.0,103.0,0.732,8.31,2.08,8.31,1.45,0.7,0.278,0.437,0.175,0.286,0.422,59.0,110.0,106.0,84.0,101.0,103.0,78.0,105.0,100.0,,,,100.0,106.0,105.0,,0.439,,0.221,0.139,0.139,0.05,,,1.2,-2.13,-1.96,92.5,,82.8,,85.0,74.7,0.262,0.492,0.222,,,,,,,0.192,0.462,0.255,0.333,0.611,0.4,,,,121.0,119.0,105.0,0.061,2.89,86.6,0.222,0.278,0.143,0.214,0.333,0.438,,,,,,,,,,,,
2024/07/29,6:46 PM.,TEX,STL,home,Partly Cloudy.,91,543135,RF,4,0,1,0,0,0,0,0,0,1,1,.236,.330,.397,.727,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.8,3.91,170.2,104.0,98.0,103.0,0.751,8.75,2.21,7.75,1.21,1.47,0.227,0.399,0.119,0.341,0.458,,,,99.0,104.0,104.0,75.0,105.0,98.0,,,,114.0,102.0,102.0,,0.374,0.308,0.033,0.137,,0.83,1.55,,-0.69,-0.79,,95.4,88.4,,,86.3,76.7,0.212,0.335,0.178,,,,,,,,,,0.214,0.471,0.355,0.2,0.286,0.368,91.0,108.0,99.0,0.148,-1.41,91.4,0.327,0.624,0.2,0.269,0.462,0.25,,,,,,,127.0,101.0,110.0,,,
2024/07/28,1:17 PM.,WSH,STL,home,Partly Cloudy.,86,687792,RF,1,2,0,0,0,0,0,0,2,1,0,.236,.332,.400,.732,687792,djherz,Herz,Left,DJ Herz,WSN,4.16,3.26,88.2,97.0,99.0,97.0,0.734,10.76,3.65,7.71,1.12,0.82,0.254,0.436,0.14,0.326,0.429,113.0,98.0,99.0,,,,93.0,98.0,96.0,,,,105.0,95.0,100.0,,0.542,,0.179,,0.245,0.86,,,-0.96,,-0.19,93.5,,83.5,,86.1,,0.222,0.317,0.305,,,,,,,0.224,0.388,0.26,0.2,0.2,0.533,,,,,,,,,,,,,0.229,0.429,0.275,102.0,82.0,88.0,0.033,1.64,81.2,,,,,,
2024/07/27,8:19 PM.,WSH,STL,home,Overcast.,76,663623,RF,3,0,1,0,0,0,0,0,1,1,4,.237,.327,.402,.729,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.41,4.31,187.2,103.0,94.0,101.0,0.803,7.48,2.49,8.3,1.39,1.2,0.241,0.424,0.181,0.334,0.462,99.0,91.0,93.0,110.0,104.0,106.0,82.0,104.0,97.0,97.0,102.0,102.0,110.0,115.0,117.0,0.205,0.379,,0.003,0.313,0.035,0.44,,-0.64,-14.34,0.24,1.34,93.9,,88.4,93.3,85.9,81.1,0.204,0.381,0.235,,,,0.325,0.497,0.149,0.125,0.125,0.349,0.226,0.42,0.251,,,,78.0,102.0,93.0,0.065,0.06,89.9,0.283,0.522,0.204,,,,,,,,,,,,,,,
2024/07/26,7:16 PM.,WSH,STL,home,Partly Cloudy.,84,669022,CF,1,0,0,0,0,0,0,0,0,0,0,.236,.324,.403,.727,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.2,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.3,0.433,92.0,91.0,94.0,104.0,104.0,102.0,124.0,98.0,103.0,,,,89.0,92.0,92.0,,0.553,,0.158,0.196,0.093,-0.02,,,-0.77,0.62,-1.35,96.0,,85.9,,90.6,82.8,0.281,0.418,0.226,0.333,0.5,0.417,,,,0.28,0.48,0.512,0.218,0.296,0.34,,,,,,,,,,,,,0.255,0.422,0.323,,,,,,,,,,,,
2024/07/24,12:40 PM.,PIT,STL,away,Cloudy.,83,527048,LF,3,0,1,0,0,0,0,0,1,1,1,.237,.326,.405,.731,527048,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.145,0.31,0.408,71.0,109.0,99.0,74.0,102.0,98.0,56.0,92.0,86.0,78.0,101.0,93.0,70.0,111.0,119.0,0.358,0.053,,0.0,0.141,0.227,-8.23,,0.57,-51.06,0.62,-1.27,91.3,,83.4,90.7,82.8,77.9,0.458,0.917,0.043,,,,0.275,0.383,0.097,0.28,0.448,0.341,0.246,0.354,0.29,,,,70.0,101.0,93.0,0.221,-0.61,87.9,0.28,0.57,0.212,,,,,,,,,,,,,,,
2024/07/23,6:42 PM.,PIT,STL,away,Partly Cloudy.,84,694973,RF,3,0,0,0,0,0,0,0,0,2,0,.235,.322,.406,.728,694973,paulskenes,Skenes,Right,Paul Skenes,PIT,1.96,2.53,133.0,103.0,102.0,103.0,0.736,11.5,2.17,6.36,0.68,1.66,0.216,0.464,0.193,0.235,0.427,82.0,108.0,107.0,105.0,100.0,104.0,98.0,107.0,103.0,80.0,95.0,86.0,131.0,101.0,113.0,0.284,0.392,,0.162,0.108,0.054,0.64,,3.52,0.8,-0.18,2.34,98.8,,87.3,94.0,85.4,83.0,0.23,0.351,0.242,0.104,0.188,0.226,0.184,0.234,0.293,0.088,0.118,0.548,0.25,0.375,0.337,,,,,,,,,,,,,0.286,0.571,0.328,,,,,,,,,,,,
2024/07/22,6:41 PM.,PIT,STL,away,Cloudy.,70,656605,CF,4,0,1,0,0,0,0,0,0,0,1,.239,.327,.413,.740,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,88.0,103.0,102.0,111.0,96.0,104.0,86.0,103.0,96.0,82.0,102.0,94.0,129.0,100.0,109.0,0.22,0.304,,0.25,0.096,0.008,0.3,,-0.26,-1.04,-0.11,-12.5,94.4,,89.8,93.4,84.7,78.4,0.257,0.4,0.24,0.204,0.331,0.25,0.266,0.405,0.125,0.667,1.333,0.0,0.233,0.442,0.293,,,,96.0,99.0,98.0,0.122,-1.0,90.4,0.272,0.593,0.195,0.338,0.636,0.248,,,,,,,,,,,,
2024/07/21,1:36 PM.,ATL,STL,away,Partly Cloudy.,82,680885,RF,3,1,1,0,0,1,1,0,1,1,1,.239,.328,.417,.745,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,,,,101.0,104.0,108.0,110.0,108.0,108.0,93.0,102.0,101.0,110.0,113.0,119.0,0.068,0.291,0.128,0.199,0.146,,0.27,1.96,-0.12,0.61,0.29,,96.1,84.5,,95.1,87.3,80.6,0.24,0.448,0.205,,,,0.231,0.385,0.078,,,,0.236,0.436,0.409,0.147,0.235,0.463,94.0,104.0,100.0,0.168,0.53,92.9,0.27,0.5,0.199,0.225,0.333,0.279,,,,,,,84.0,107.0,109.0,,,
2024/07/20,4:20 PM.,ATL,STL,away,Cloudy.,78,693821,RF,4,0,1,1,0,0,0,1,0,1,2,.237,.325,.401,.726,693821,bryceelder,Elder,Right,Bryce Elder,ATL,6.52,5.04,49.2,99.0,94.0,98.0,0.759,8.34,3.08,11.6,1.45,1.65,0.193,0.466,0.161,0.391,0.387,129.0,91.0,90.0,,,,46.0,97.0,85.0,66.0,99.0,89.0,135.0,104.0,118.0,0.426,0.127,,0.315,,0.132,-3.26,,-1.07,-1.07,,-0.05,91.5,,85.1,90.2,83.7,,0.32,0.68,0.286,,,,0.344,0.458,0.086,0.258,0.258,0.283,,,,,,,,,,,,,,,,0.278,0.593,0.412,,,,,,,,,,,,
2024/07/20,1:20 PM.,ATL,STL,away,Cloudy.,77,450203,RF,3,0,2,0,0,0,0,0,1,0,0,.237,.327,.399,.726,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,86.0,97.0,93.0,122.0,98.0,108.0,72.0,99.0,90.0,79.0,96.0,88.0,,,,0.099,0.289,,,0.424,0.11,-1.4,,0.39,,0.78,-1.38,94.1,,85.0,93.5,,81.5,0.281,0.517,0.193,,,,0.333,0.433,0.07,0.292,0.6,0.333,0.2,0.309,0.342,,,,73.0,92.0,86.0,0.078,-0.75,88.5,0.286,0.571,0.149,,,,,,,,,,,,,,,
2024/07/14,1:16 PM.,CHC,STL,home,Sunny.,93,592791,CF,4,0,0,0,0,0,0,0,0,1,6,.229,.318,.394,.712,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.27,4.05,165.1,107.0,85.0,102.0,0.823,6.8,1.8,8.38,1.14,0.99,0.223,0.445,0.136,0.328,0.468,78.0,102.0,95.0,104.0,111.0,113.0,66.0,106.0,96.0,74.0,104.0,92.0,104.0,116.0,120.0,0.109,0.296,,0.155,0.147,0.043,-0.27,,1.47,0.65,-1.04,-2.45,92.3,,86.0,92.5,80.4,79.5,0.287,0.497,0.147,0.183,0.296,0.317,0.219,0.297,0.085,0.273,0.576,0.148,0.232,0.424,0.23,,,,92.0,103.0,98.0,0.251,2.12,86.5,0.252,0.31,0.191,,,,,,,,,,,,,,,
2024/07/13,1:15 PM.,CHC,STL,home,Sunny.,88,669713,RF,5,1,0,0,0,0,0,0,0,1,4,.235,.326,.407,.733,669713,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,3.86,4.17,67.2,101.0,92.0,99.0,0.76,8.91,2.79,7.45,1.6,1.12,0.28,0.399,0.212,0.264,0.404,92.0,102.0,104.0,,,,51.0,101.0,86.0,91.0,100.0,96.0,134.0,101.0,112.0,0.112,0.365,,0.406,,0.03,-0.68,,-0.56,0.59,,1.66,94.6,,87.2,93.5,82.4,,0.254,0.465,0.143,0.174,0.348,0.433,0.273,0.545,0.121,0.125,0.125,0.25,,,,,,,76.0,98.0,98.0,0.088,3.38,88.1,0.167,0.167,0.213,,,,,,,,,,,,,,,
2024/07/13,7:16 PM.,CHC,STL,home,Clear.,89,665871,RF,4,0,1,0,0,0,0,0,0,0,3,.235,.324,.404,.728,665871,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,98.0,101.0,97.0,68.0,102.0,92.0,75.0,101.0,92.0,114.0,94.0,100.0,0.357,0.158,,0.107,0.116,0.046,-0.91,,0.51,-1.54,-0.4,-1.65,91.5,,83.7,91.4,80.1,76.8,0.319,0.472,0.201,0.174,0.37,0.341,0.236,0.373,0.111,0.296,0.296,0.125,0.178,0.329,0.3,,,,96.0,97.0,92.0,0.216,-0.73,87.9,0.315,0.583,0.142,0.364,0.636,0.368,,,,,,,,,,,,
