date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,SV_ba,SV_slg,SV_whiff
2024/07/23,6:42 PM.,STL,PIT,home,Partly Cloudy.,84,458681,2B,4,0,1,0,0,0,1,0,0,1,4,.263,.299,.394,.693,458681,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.94,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,61.0,88.0,82.0,112.0,96.0,99.0,85.0,102.0,97.0,66.0,93.0,84.0,102.0,101.0,109.0,91.0,101.0,94.0,0.167,0.472,0.223,0.013,0.062,0.063,0.87,-1.03,-0.46,-1.62,-1.98,-2.47,92.3,88.1,84.8,91.2,82.0,80.4,0.284,0.469,0.11,0.317,0.426,0.262,0.199,0.393,0.287,0.211,0.342,0.203,0.25,0.25,0.0,0.292,0.292,0.225,,,,,,,,,,,,,,,,,,,,,
2024/07/22,6:41 PM.,STL,PIT,home,Cloudy.,70,669467,2B,4,0,1,0,0,0,1,0,0,1,2,.263,.300,.397,.697,669467,andrepallante,Pallante,Right,Andre Pallante,STL,3.78,3.46,121.1,96.0,91.0,97.0,0.82,6.97,3.56,8.16,0.59,2.71,0.23,0.416,0.184,0.266,0.434,,,,,,,87.0,91.0,92.0,85.0,98.0,89.0,111.0,105.0,110.0,,,,0.19,0.512,,0.172,,,1.34,,-0.25,-0.64,,,94.5,,,94.8,87.5,,0.265,0.373,0.132,,,,0.23,0.297,0.162,0.157,0.257,0.345,,,,,,,0.294,0.435,0.282,,,,,,,,,,0.126,0.42,79.5,88.0,102.0,109.0,,,
2024/07/21,1:37 PM.,PHI,PIT,home,Sunny.,83,663969,2B,4,0,1,0,0,0,0,0,0,0,0,.263,.301,.399,.700,663969,tylerphillips,Phillips,Right,Tyler Phillips,PHI,6.87,5.97,36.2,100.0,94.0,99.0,0.799,6.87,1.72,11.05,2.21,1.13,0.122,0.496,0.171,0.358,0.419,82.0,110.0,104.0,107.0,112.0,116.0,68.0,92.0,90.0,80.0,101.0,91.0,121.0,95.0,102.0,,,,0.311,0.187,,0.292,0.144,0.066,3.13,,-1.15,-2.49,-0.37,-9.69,92.7,,85.7,93.7,82.5,81.0,0.35,0.7,0.118,,,,0.219,0.313,0.214,0.174,0.304,0.222,0.311,0.511,0.329,0.6,1.1,0.182,,,,,,,,,,,,,,,,,,,,,
2024/07/20,6:42 PM.,PHI,PIT,home,Partly Cloudy.,85,650911,2B,4,1,1,0,0,0,0,0,0,1,3,.263,.302,.402,.704,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,,,,95.0,101.0,98.0,102.0,102.0,103.0,86.0,52.0,74.0,0.473,,0.001,0.169,,0.357,,2.59,-0.55,0.65,,1.56,,86.5,85.1,94.5,84.4,,0.345,0.481,0.131,,,,,,,,,,,,,0.177,0.22,0.348,0.219,0.368,0.308,,,,,,,,,,,,,,,,,,
2024/07/19,6:42 PM.,PHI,PIT,home,Clear.,84,605400,2B,5,0,1,0,0,0,2,0,0,1,5,.264,.303,.405,.708,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.72,199.1,105.0,104.0,103.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.305,0.399,78.0,102.0,91.0,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,69.0,99.0,92.0,0.204,0.278,0.092,,,0.096,0.81,-2.57,-0.34,,,-1.67,92.5,87.5,85.7,91.5,,,0.313,0.475,0.136,0.389,0.796,0.178,0.168,0.318,0.224,0.221,0.381,0.37,,,,0.279,0.426,0.135,,,,,,,,,,,,,0.329,0.94,79.1,135.0,106.0,113.0,,,
2024/07/14,1:10 PM.,CWS,PIT,away,Sunny.,83,694363,2B,4,1,1,0,1,0,2,0,1,0,2,.265,.305,.409,.714,694363,jaredshuster,Shuster,Left,Jared Shuster,CHW,4.3,4.71,73.1,100.0,75.0,93.0,0.779,6.87,4.05,9.08,1.1,0.77,0.284,0.401,0.147,0.263,0.408,71.0,99.0,94.0,,,,71.0,97.0,86.0,68.0,101.0,88.0,85.0,104.0,102.0,,,,0.047,0.375,,0.284,,0.294,-0.54,,-0.83,0.49,,-0.49,92.5,,84.1,91.8,86.0,,0.313,0.5,0.086,,,,0.274,0.487,0.162,,,,,,,0.244,0.372,0.312,0.25,0.316,0.288,,,,,,,,,,,,,,,,,,
2024/07/13,1:11 PM.,CWS,PIT,away,Partly Cloudy.,85,623167,2B,5,0,0,0,0,0,0,0,0,0,3,.265,.303,.403,.706,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,83.0,98.0,101.0,2.0,93.0,82.0,74.0,108.0,87.0,148.0,102.0,103.0,47.0,101.0,90.0,0.002,0.37,0.261,0.087,0.122,0.157,-0.64,-0.75,2.01,-2.65,0.43,-1.32,91.3,87.4,81.3,91.4,80.0,72.0,,,,0.319,0.536,0.218,0.261,0.473,0.132,0.246,0.393,0.308,,,,0.257,0.436,0.379,0.361,0.475,0.271,,,,,,,,,,,,,,,,,,
2024/07/12,7:10 PM.,CWS,PIT,away,Clear.,78,676979,2B,4,1,1,1,0,0,1,0,0,1,2,.272,.309,.413,.722,676979,garrettcrochet,Crochet,Left,Garrett Crochet,CHW,3.58,2.85,146.0,103.0,102.0,103.0,0.694,12.88,2.03,7.58,1.11,1.25,0.259,0.394,0.175,0.33,0.458,66.0,101.0,102.0,,,,104.0,103.0,103.0,123.0,98.0,97.0,138.0,102.0,107.0,94.0,105.0,103.0,0.021,0.537,0.284,0.098,,0.059,1.66,-0.14,4.04,-2.29,,-0.36,97.2,91.6,91.0,97.9,84.3,,0.154,0.154,0.321,0.268,0.458,0.334,0.198,0.295,0.314,,,,0.228,0.561,0.422,0.184,0.289,0.339,,,,,,,,,,,,,,,,,,,,,
2024/07/11,1:11 PM.,MIL,PIT,away,Cloudy.,77,650644,2B,4,0,1,0,0,0,0,0,0,0,3,.272,.311,.411,.722,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,104.0,104.0,109.0,68.0,102.0,96.0,71.0,93.0,83.0,152.0,101.0,112.0,91.0,100.0,101.0,0.24,0.099,0.322,0.163,0.156,,-1.7,1.08,0.06,-1.03,-1.36,,92.0,88.1,,92.6,80.5,77.1,0.241,0.421,0.158,0.232,0.394,0.233,0.294,0.49,0.095,0.25,0.479,0.275,0.267,0.467,0.272,,,,0.25,0.375,0.438,57.0,96.0,102.0,0.02,-4.86,85.6,0.375,0.625,0.261,,,,,,,,,
2024/07/10,7:10 PM.,MIL,PIT,away,Clear.,74,668964,2B,4,0,0,0,0,0,0,0,0,1,2,.273,.312,.414,.726,668964,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.22,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,71.0,92.0,74.0,92.0,106.0,103.0,96.0,100.0,91.0,0.005,0.401,0.23,0.21,0.041,0.114,0.58,-0.75,11.28,1.43,-3.19,1.18,92.9,89.2,81.1,91.5,85.5,77.8,0.0,0.0,0.0,0.336,0.518,0.123,0.239,0.436,0.194,0.421,0.579,0.194,,,,0.083,0.083,0.444,0.198,0.255,0.248,,,,,,,,,,,,,,,,,,
2024/07/09,7:10 PM.,MIL,PIT,away,Cloudy.,73,607067,2B,4,1,2,0,0,0,1,0,1,0,0,.278,.318,.423,.741,607067,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.91,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.443,,,,100.0,109.0,104.0,70.0,109.0,95.0,82.0,103.0,96.0,109.0,106.0,108.0,76.0,94.0,88.0,0.311,0.193,0.194,0.172,0.042,,0.49,-1.34,-0.28,1.41,-3.64,,92.9,87.6,,92.3,82.0,78.7,0.298,0.482,0.115,0.287,0.656,0.168,0.207,0.314,0.248,0.394,0.636,0.18,0.159,0.234,0.227,,,,,,,78.0,98.0,96.0,0.088,-2.02,86.5,0.286,0.492,0.277,,,,,,,,,
2024/07/08,12:37 PM.,NYM,PIT,home,Sunny.,88,681035,2B,4,1,2,1,0,0,1,0,0,0,0,.274,.311,.421,.732,681035,christianscott,Scott,Right,Christian Scott,NYM,4.56,4.4,47.1,97.0,97.0,101.0,0.794,7.42,2.28,8.56,1.52,0.64,0.273,0.357,0.182,0.322,0.456,,,,,,,84.0,103.0,102.0,,,,115.0,91.0,99.0,,,,,0.529,,0.367,,,0.28,,,-0.38,,,94.2,,,,85.2,,,,,,,,0.265,0.388,0.22,,,,0.194,0.516,0.235,,,,0.273,0.485,0.222,100.0,93.0,101.0,0.104,-0.95,84.8,0.222,0.444,0.156,,,,,,,,,
2024/07/07,1:36 PM.,NYM,PIT,home,Clear.,87,640455,2B,4,0,1,0,0,0,2,0,0,2,1,.269,.307,.414,.721,640455,seanmanaea,Manaea,Left,Sean Manaea,NYM,3.47,3.75,181.2,97.0,90.0,96.0,0.76,9.12,3.12,6.64,1.04,0.87,0.266,0.376,0.156,0.32,0.436,83.0,98.0,95.0,,,,88.0,103.0,99.0,95.0,100.0,97.0,88.0,88.0,93.0,84.0,88.0,85.0,0.447,0.113,0.071,0.251,,0.118,1.13,0.97,1.36,0.37,,-1.19,92.3,88.4,85.3,92.3,79.5,,0.201,0.333,0.21,0.222,0.25,0.179,0.167,0.295,0.311,,,,0.193,0.311,0.388,0.25,0.438,0.254,0.174,0.435,0.32,,,,,,,,,,,,,,,,,,
2024/07/06,4:08 PM.,NYM,PIT,home,Partly Cloudy.,86,656849,2B,4,0,1,1,0,0,0,0,0,0,1,.269,.308,.418,.726,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,97.0,90.0,93.0,83.0,102.0,100.0,70.0,103.0,94.0,102.0,98.0,95.0,115.0,99.0,104.0,,,,0.31,0.265,,0.184,0.076,0.164,0.39,,1.83,-1.81,0.11,0.03,93.1,,84.7,91.9,85.1,79.1,0.253,0.36,0.16,,,,0.22,0.266,0.287,0.207,0.345,0.259,,,,0.211,0.324,0.271,0.287,0.447,0.339,,,,,,,,,,,,,,,,,,
2024/07/05,6:43 PM.,NYM,PIT,home,Cloudy.,84,622663,2B,4,0,0,0,0,0,0,0,0,1,2,.270,.309,.416,.725,622663,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,87.0,95.0,95.0,,,,101.0,104.0,102.0,90.0,98.0,94.0,143.0,100.0,111.0,92.0,91.0,89.0,0.248,0.355,0.081,0.242,,0.075,0.15,1.05,1.24,0.26,,-3.63,96.2,92.6,86.1,95.6,85.6,,0.278,0.414,0.122,0.2,0.3,0.26,0.243,0.392,0.218,,,,0.139,0.238,0.386,0.358,0.66,0.186,0.263,0.342,0.284,,,,,,,,,,,,,,,,,,
2024/07/04,12:37 PM.,STL,PIT,home,Cloudy.,82,669467,2B,3,0,0,0,0,0,1,0,0,1,0,.276,.312,.425,.737,669467,andrepallante,Pallante,Right,Andre Pallante,STL,3.78,3.46,121.1,96.0,91.0,97.0,0.82,6.97,3.56,8.16,0.59,2.71,0.23,0.416,0.184,0.266,0.434,,,,,,,87.0,91.0,92.0,85.0,98.0,89.0,111.0,105.0,110.0,,,,0.19,0.512,,0.172,,,1.34,,-0.25,-0.64,,,94.5,,,94.8,87.5,,0.265,0.373,0.132,,,,0.23,0.297,0.162,0.157,0.257,0.345,,,,,,,0.294,0.435,0.282,,,,,,,,,,0.126,0.42,79.5,88.0,102.0,109.0,,,
2024/07/03,6:41 PM.,STL,PIT,home,Partly Cloudy.,91,571945,2B,3,1,1,0,0,0,0,0,1,1,1,.281,.319,.433,.752,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.65,171.2,109.0,87.0,103.0,0.859,6.4,1.31,10.17,1.36,1.15,0.243,0.406,0.152,0.33,0.495,85.0,103.0,98.0,94.0,109.0,106.0,65.0,107.0,98.0,80.0,111.0,99.0,116.0,112.0,114.0,,,,0.231,0.279,,0.283,0.116,0.085,0.23,,1.42,-1.19,-1.97,-4.2,93.2,,85.6,92.4,85.7,76.6,0.237,0.382,0.108,,,,0.287,0.446,0.178,0.267,0.52,0.231,0.273,0.545,0.275,0.394,0.742,0.159,0.301,0.506,0.164,,,,,,,,,,0.005,4.24,69.6,,,,,,
2024/07/02,6:42 PM.,STL,PIT,home,Clear.,87,502043,2B,4,1,1,0,0,0,0,0,0,1,1,.280,.315,.435,.750,502043,kylegibson,Gibson,Right,Kyle Gibson,STL,4.24,4.87,169.2,98.0,93.0,95.0,0.756,8.01,3.61,8.54,1.22,1.29,0.218,0.431,0.166,0.351,0.359,99.0,92.0,89.0,102.0,103.0,104.0,80.0,88.0,83.0,84.0,101.0,96.0,104.0,102.0,105.0,96.0,95.0,91.0,0.264,0.132,0.211,0.207,0.086,0.099,-1.39,0.21,0.22,0.92,-2.21,1.2,91.4,88.6,84.9,90.7,80.7,78.3,0.267,0.422,0.092,0.299,0.479,0.181,0.268,0.563,0.065,0.325,0.675,0.462,0.2,0.312,0.412,0.19,0.254,0.39,,,,,,,,,,,,,,,,,,,,,
2024/06/30,11:36 AM.,ATL,PIT,away,Partly Cloudy.,88,680885,2B,4,0,2,1,0,0,0,0,0,0,0,.280,.316,.439,.755,680885,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,3.35,3.44,123.2,107.0,101.0,108.0,0.744,9.24,1.67,7.71,1.02,1.14,0.247,0.413,0.183,0.299,0.462,,,,101.0,104.0,108.0,110.0,108.0,108.0,93.0,102.0,101.0,110.0,113.0,119.0,94.0,104.0,100.0,0.068,0.291,0.168,0.199,0.146,,0.27,0.53,-0.12,0.61,0.29,,96.1,92.9,,95.1,87.3,80.6,0.231,0.385,0.078,0.27,0.5,0.199,0.24,0.448,0.205,0.236,0.436,0.409,,,,,,,0.225,0.333,0.279,84.0,107.0,109.0,0.128,1.96,84.5,0.147,0.235,0.463,,,,,,,,,
2024/06/29,4:11 PM.,ATL,PIT,away,Partly Cloudy.,84,608331,2B,4,0,0,0,0,0,0,0,1,1,6,.275,.312,.431,.743,608331,maxfried,Fried,Left,Max Fried,ATL,3.25,3.72,174.1,98.0,94.0,99.0,0.776,8.57,2.94,7.54,0.67,2.53,0.255,0.435,0.151,0.261,0.413,91.0,101.0,103.0,116.0,103.0,108.0,78.0,93.0,93.0,90.0,98.0,94.0,102.0,97.0,98.0,93.0,96.0,94.0,0.158,0.327,0.054,0.115,0.21,0.136,0.63,-1.33,1.47,0.5,1.39,1.7,93.9,88.5,85.7,93.6,82.1,74.6,0.265,0.299,0.137,0.286,0.476,0.286,0.266,0.36,0.182,0.154,0.285,0.371,0.167,0.2,0.358,0.196,0.283,0.251,0.22,0.293,0.297,,,,,,,,,,,,,,,,,,
2024/06/28,7:21 PM.,ATL,PIT,away,Partly Cloudy.,88,450203,2B,3,0,1,1,0,0,0,1,1,1,1,.282,.315,.442,.757,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,4.19,4.49,165.1,98.0,95.0,97.0,0.753,9.09,3.54,8.38,1.25,1.42,0.235,0.437,0.144,0.327,0.408,86.0,97.0,93.0,122.0,98.0,108.0,72.0,99.0,90.0,79.0,96.0,88.0,,,,73.0,92.0,86.0,0.099,0.289,0.078,,0.424,0.11,-1.4,-0.75,0.39,,0.78,-1.38,94.1,88.5,85.0,93.5,,81.5,0.333,0.433,0.07,0.286,0.571,0.149,0.281,0.517,0.193,0.2,0.309,0.342,,,,0.292,0.6,0.333,,,,,,,,,,,,,,,,,,,,,
2024/06/26,1:11 PM.,CIN,PIT,away,Overcast.,77,668933,2B,4,1,1,0,0,0,0,0,0,1,1,.281,.311,.438,.749,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,5.24,5.18,77.1,98.0,113.0,96.0,0.795,6.63,3.14,10.36,1.28,1.54,0.273,0.369,0.154,0.285,0.43,87.0,78.0,79.0,,,,,,,71.0,100.0,83.0,119.0,98.0,109.0,125.0,99.0,92.0,0.172,,0.479,0.319,,0.03,,-1.57,-2.72,1.37,,-3.78,,95.6,90.5,94.8,88.4,,0.333,0.5,0.119,0.329,0.52,0.161,,,,,,,,,,0.333,0.333,0.2,0.145,0.217,0.372,,,,,,,,,,,,,,,,,,
2024/06/25,7:11 PM.,CIN,PIT,away,Partly Cloudy.,87,668881,2B,4,1,3,0,0,0,1,0,0,1,0,.282,.313,.443,.756,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.75,3.03,150.1,99.0,124.0,104.0,0.741,10.12,3.41,5.75,0.72,0.7,0.284,0.388,0.199,0.265,0.429,,,,118.0,96.0,101.0,123.0,102.0,104.0,,,,125.0,96.0,103.0,,,,,0.552,,0.346,0.018,,1.56,,,0.62,-2.87,,97.6,,,,86.8,80.9,,,,,,,0.184,0.273,0.248,0.4,1.0,0.2,,,,,,,0.161,0.3,0.39,120.0,89.0,103.0,0.083,-0.79,87.0,0.243,0.405,0.284,,,,,,,,,
2024/06/24,7:11 PM.,CIN,PIT,away,Partly Cloudy.,85,686730,2B,5,0,0,0,0,0,0,0,0,2,3,.269,.301,.434,.735,686730,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.46,4.84,90.2,103.0,89.0,100.0,0.805,7.94,2.68,11.12,1.99,0.79,0.265,0.413,0.195,0.339,0.452,69.0,102.0,90.0,,,,76.0,101.0,95.0,80.0,107.0,99.0,121.0,106.0,113.0,82.0,103.0,98.0,0.175,0.299,0.16,0.245,,0.121,-1.66,-0.84,0.68,-1.23,,-5.43,92.4,87.8,86.7,92.1,81.5,,0.3,0.5,0.122,0.321,0.547,0.195,0.256,0.462,0.205,,,,0.291,0.544,0.319,0.396,0.774,0.198,0.0,0.0,0.4,,,,,,,,,,,,,,,,,,
2024/06/23,1:36 PM.,TB,PIT,home,Cloudy.,84,650644,PH,1,0,0,0,0,0,0,0,0,1,1,.279,.311,.450,.761,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,104.0,104.0,109.0,68.0,102.0,96.0,71.0,93.0,83.0,152.0,101.0,112.0,91.0,100.0,101.0,0.24,0.099,0.322,0.163,0.156,,-1.7,1.08,0.06,-1.03,-1.36,,92.0,88.1,,92.6,80.5,77.1,0.241,0.421,0.158,0.232,0.394,0.233,0.294,0.49,0.095,0.25,0.479,0.275,0.267,0.467,0.272,,,,0.25,0.375,0.438,57.0,96.0,102.0,0.02,-4.86,85.6,0.375,0.625,0.261,,,,,,,,,
2024/06/22,4:06 PM.,TB,PIT,home,Partly Cloudy.,95,621107,2B,3,0,0,0,0,0,1,0,0,1,1,.281,.313,.453,.766,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,85.0,105.0,98.0,0.282,0.09,0.282,0.097,0.188,0.061,-0.64,1.54,0.0,0.46,-1.27,0.21,92.4,88.2,85.6,91.7,79.7,78.8,0.293,0.404,0.133,0.214,0.345,0.223,0.236,0.418,0.248,0.291,0.472,0.333,0.236,0.473,0.203,0.188,0.354,0.105,,,,,,,,,,,,,,,,,,,,,
2024/06/21,6:42 PM.,TB,PIT,home,Clear.,96,686752,2B,3,1,1,0,0,0,0,0,1,1,0,.287,.320,.463,.783,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,118.0,105.0,117.0,140.0,75.0,84.0,115.0,98.0,102.0,,,,119.0,95.0,106.0,100.0,103.0,100.0,,0.506,0.06,0.173,0.027,0.235,1.07,-0.88,,0.51,-1.47,-0.47,94.9,91.6,85.8,,89.0,80.6,,,,0.276,0.586,0.141,0.181,0.33,0.316,0.167,0.167,0.5,,,,0.216,0.353,0.286,0.267,0.407,0.317,,,,,,,,,,,,,,,,,,
2024/06/19,12:37 PM.,CIN,PIT,home,Partly Cloudy.,87,668881,2B,3,0,0,0,0,0,0,0,0,1,1,.286,.315,.466,.781,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.75,3.03,150.1,99.0,124.0,104.0,0.741,10.12,3.41,5.75,0.72,0.7,0.284,0.388,0.199,0.265,0.429,,,,118.0,96.0,101.0,123.0,102.0,104.0,,,,125.0,96.0,103.0,,,,,0.552,,0.346,0.018,,1.56,,,0.62,-2.87,,97.6,,,,86.8,80.9,,,,,,,0.184,0.273,0.248,0.4,1.0,0.2,,,,,,,0.161,0.3,0.39,120.0,89.0,103.0,0.083,-0.79,87.0,0.243,0.405,0.284,,,,,,,,,
2024/06/18,6:43 PM.,CIN,PIT,home,Partly Cloudy.,83,666157,2B,4,0,0,0,0,0,0,0,0,2,1,.292,.321,.477,.798,666157,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,4.76,3.72,115.1,99.0,106.0,96.0,0.742,9.52,2.89,7.88,1.01,1.25,0.247,0.421,0.142,0.285,0.428,96.0,99.0,92.0,90.0,94.0,100.0,119.0,103.0,97.0,111.0,97.0,93.0,,,,,,,0.133,0.43,,,0.273,0.164,0.11,,0.99,,-0.75,-0.21,94.1,,88.1,94.1,,81.7,0.234,0.453,0.183,,,,0.241,0.407,0.23,0.217,0.302,0.429,,,,0.232,0.39,0.259,,,,,,,,,,,,,,,,,,,,,
2024/06/17,7:12 PM.,CIN,PIT,home,Cloudy.,75,686730,2B,4,0,0,0,0,0,0,0,0,0,1,.302,.331,.492,.823,686730,carsonspiers,Spiers,Right,Carson Spiers,CIN,5.46,4.84,90.2,103.0,89.0,100.0,0.805,7.94,2.68,11.12,1.99,0.79,0.265,0.413,0.195,0.339,0.452,69.0,102.0,90.0,,,,76.0,101.0,95.0,80.0,107.0,99.0,121.0,106.0,113.0,82.0,103.0,98.0,0.175,0.299,0.16,0.245,,0.121,-1.66,-0.84,0.68,-1.23,,-5.43,92.4,87.8,86.7,92.1,81.5,,0.3,0.5,0.122,0.321,0.547,0.195,0.256,0.462,0.205,,,,0.291,0.544,0.319,0.396,0.774,0.198,0.0,0.0,0.4,,,,,,,,,,,,,,,,,,
2024/06/16,1:11 PM.,COL,PIT,away,Partly Cloudy.,82,641712,2B,5,1,2,0,0,0,0,0,0,2,2,.311,.341,.508,.849,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,6.17,6.01,89.0,95.0,84.0,91.0,0.832,4.96,5.06,10.01,1.11,1.77,0.213,0.423,0.147,0.367,0.416,84.0,94.0,93.0,103.0,97.0,100.0,64.0,89.0,76.0,71.0,96.0,86.0,99.0,96.0,97.0,,,,0.327,0.153,0.005,0.244,0.172,0.1,-2.2,-18.69,-0.07,-0.31,0.48,-4.94,89.9,86.9,83.5,90.4,84.1,80.3,0.306,0.448,0.076,,,,0.302,0.509,0.079,0.13,0.217,0.33,,,,0.379,0.69,0.146,0.289,0.361,0.318,,,,,,,,,,,,,,,,,,
2024/06/15,7:10 PM.,COL,PIT,away,Cloudy.,89,621389,2B,5,2,2,0,0,1,2,0,0,0,1,.308,.339,.513,.852,621389,tyblach,Blach,Left,Ty Blach,COL,6.94,7.32,71.1,101.0,71.0,88.0,0.875,4.54,2.27,13.0,2.14,1.17,0.248,0.374,0.104,0.356,0.463,71.0,99.0,87.0,38.0,90.0,88.0,92.0,82.0,73.0,58.0,109.0,91.0,,,,77.0,107.0,88.0,0.162,0.345,0.137,0.001,0.109,0.245,-1.64,-0.5,-5.1,-3.5,-1.07,-2.05,89.1,82.9,80.0,89.3,85.0,79.2,0.426,0.936,0.124,0.275,0.51,0.209,0.371,0.571,0.072,0.2,0.36,0.176,,,,0.342,0.507,0.208,,,,,,,,,,,,,,,,,,,,,
2024/06/14,6:41 PM.,COL,PIT,away,Partly Cloudy.,82,663372,2B,4,0,1,0,0,0,0,0,0,1,1,.304,.336,.491,.827,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.49,4.31,162.1,100.0,97.0,99.0,0.781,7.65,2.88,9.15,1.11,1.28,0.226,0.394,0.158,0.327,0.452,117.0,95.0,102.0,108.0,107.0,113.0,81.0,102.0,96.0,93.0,93.0,89.0,109.0,99.0,104.0,,,,0.128,0.37,,0.254,0.101,0.147,0.63,,-0.45,-0.87,1.28,-1.02,94.6,,85.2,94.2,87.4,79.2,0.299,0.403,0.159,,,,0.24,0.376,0.177,0.164,0.26,0.248,0.156,0.375,0.35,0.299,0.485,0.394,0.355,0.523,0.226,,,,,,,,,,,,,,,,,,
2024/06/12,6:48 PM.,STL,PIT,away,Clear.,88,543243,2B,4,1,1,1,0,0,0,0,0,1,1,.306,.339,.500,.839,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,69.0,91.0,86.0,119.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,92.0,98.0,96.0,0.178,0.239,0.178,0.201,0.139,0.064,-0.05,0.19,1.64,0.94,0.7,-2.25,92.4,87.7,88.3,92.7,84.8,80.0,0.2,0.385,0.208,0.287,0.494,0.308,0.333,0.567,0.182,0.21,0.452,0.331,0.142,0.205,0.444,0.357,0.714,0.328,,,,,,,,,,,,,0.0,-2.42,75.4,,,,,,
