date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,wFA/C,wFC/C,wSI/C,wSL/C,vFA,vFC,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024/08/10,3:07 PM.,OAK,TOR,home,Partly Cloudy.,73,674370,LF,1,0,0,0,0,0,0,0,0,1,0,.208,.297,.365,.662,674370,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.41,2.72,63.1,97.0,103.0,97.0,0.761,8.95,3.69,6.11,0.43,0.61,0.245,0.405,0.252,0.258,0.425,102.0,95.0,92.0,102.0,89.0,87.0,131.0,103.0,111.0,93.0,99.0,96.0,0.099,0.394,0.143,0.211,0.18,2.25,-0.7,1.83,94.8,86.9,94.9,85.8,0.203,0.297,0.287,0.304,0.478,0.146,0.152,0.212,0.197,,,,0.197,0.311,0.27,78.0,103.0,102.0,,,,,0.152,,1.82,88.9,,0.121,0.152,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/09,7:07 PM.,OAK,TOR,home,Clear.,79,687765,2B,3,0,0,0,0,0,0,0,0,1,0,.209,.298,.366,.664,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,,,,40.0,97.0,84.0,121.0,105.0,109.0,99.0,100.0,96.0,0.146,,0.396,0.326,,-0.41,-1.41,0.01,,90.7,91.9,84.3,,,,0.338,0.403,0.16,0.278,0.472,0.176,,,,0.278,0.493,0.276,74.0,86.0,83.0,118.0,117.0,117.0,0.121,0.011,-0.82,-7.88,88.4,80.4,0.571,0.857,0.0,0.196,0.351,0.31,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/07,7:08 PM.,BAL,TOR,home,Clear.,74,669432,LF,4,0,0,0,0,0,0,0,0,1,3,.211,.301,.370,.671,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,,,,0.24,0.317,,0.206,-0.26,,-0.36,-1.99,91.9,,91.5,82.4,0.252,0.467,0.234,0.292,0.492,0.1,,,,,,,0.312,0.506,0.259,111.0,108.0,115.0,,,,,0.238,,-1.32,85.6,,0.295,0.396,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/04,1:39 PM.,NYY,TOR,away,Cloudy.,79,543037,2B,4,0,1,0,0,0,0,0,0,1,0,.214,.304,.375,.679,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.64,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,116.0,100.0,104.0,,,,128.0,106.0,112.0,99.0,102.0,102.0,0.002,0.462,0.163,0.146,0.7,-0.7,17.25,1.25,95.9,91.4,93.7,88.2,0.189,0.365,0.234,0.0,0.0,0.143,0.32,0.56,0.22,,,,0.222,0.27,0.264,73.0,94.0,90.0,,,,,0.04,,-3.6,88.2,,0.333,0.667,0.28,0.209,0.239,0.301,102.0,99.0,106.0,0.187,2.35,82.5,,,,,,,,,,,,,,,,,,
2024/08/03,1:10 PM.,NYY,TOR,away,Partly Cloudy.,90,607074,LF,2,0,0,0,0,0,0,0,0,2,0,.214,.305,.376,.681,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,114.0,98.0,101.0,,,,144.0,104.0,113.0,100.0,83.0,82.0,,0.494,0.035,0.26,0.05,-3.11,,-0.4,95.4,91.8,,86.8,0.262,0.514,0.214,,,,0.353,0.647,0.255,,,,0.199,0.361,0.393,129.0,92.0,106.0,103.0,86.0,93.0,0.083,0.129,-1.32,1.44,85.5,81.0,0.188,0.247,0.495,0.281,0.531,0.276,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/02,8:31 PM.,NYY,TOR,away,Cloudy.,76,573186,2B,5,1,1,1,0,0,0,0,0,1,4,.215,.307,.379,.686,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,48.0,88.0,79.0,90.0,94.0,90.0,93.0,102.0,102.0,106.0,101.0,99.0,0.351,0.032,0.182,0.16,-4.01,-0.26,-0.03,-2.37,89.9,88.1,90.0,85.3,0.455,0.636,0.259,0.306,0.466,0.12,0.296,0.519,0.187,,,,0.258,0.386,0.272,,,,94.0,89.0,94.0,0.165,,-0.03,,,81.3,,,,0.0,0.0,0.265,,,,,,,82.0,99.0,93.0,0.111,-0.31,83.3,0.235,0.309,0.241,0.309,0.515,0.313,,,,,,
2024/07/31,12:37 PM.,BAL,TOR,away,Partly Cloudy.,90,680570,2B,3,0,0,0,0,0,0,0,1,2,2,.215,.308,.378,.686,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,113.0,102.0,106.0,133.0,102.0,111.0,118.0,101.0,108.0,,,,0.012,0.465,,0.158,-0.38,,5.3,-0.96,96.1,,96.1,86.5,0.291,0.413,0.269,0.167,0.333,0.294,,,,,,,0.25,0.563,0.361,140.0,101.0,108.0,114.0,103.0,107.0,0.155,0.21,0.29,1.63,83.1,81.3,0.161,0.306,0.348,0.26,0.38,0.241,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/29,3:06 PM.,BAL,TOR,away,Partly Cloudy.,90,621107,2B,4,0,1,0,0,0,0,0,0,3,2,.221,.312,.388,.700,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,85.0,105.0,98.0,0.282,0.09,0.282,0.097,-0.64,1.54,0.0,0.46,92.4,88.2,91.7,79.7,0.236,0.418,0.248,0.293,0.404,0.133,0.214,0.345,0.223,0.236,0.473,0.203,,,,87.0,101.0,103.0,108.0,112.0,108.0,0.188,0.061,-1.27,0.21,85.6,78.8,0.188,0.354,0.105,0.291,0.472,0.333,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/29,8:31 PM.,BAL,TOR,away,Partly Cloudy.,83,700249,2B,4,0,0,0,0,0,1,0,1,2,3,.218,.309,.382,.691,700249,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.11,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,81.0,97.0,93.0,80.0,98.0,90.0,113.0,107.0,108.0,97.0,94.0,94.0,0.084,0.407,0.075,0.13,0.56,-3.12,0.86,-0.43,92.4,88.3,91.5,82.6,0.223,0.379,0.185,0.2,0.24,0.103,0.333,0.81,0.288,0.232,0.411,0.276,,,,63.0,101.0,95.0,93.0,101.0,104.0,0.196,0.109,-2.26,-2.05,86.1,76.3,0.25,0.542,0.235,0.333,0.517,0.269,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/27,3:09 PM.,TEX,TOR,home,Sunny.,76,547179,2B,2,0,1,1,0,0,0,0,2,0,2,.220,.313,.390,.703,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,84.0,95.0,89.0,81.0,102.0,94.0,126.0,98.0,108.0,94.0,92.0,91.0,0.212,0.272,0.1,0.149,1.0,0.04,-0.25,-1.51,93.8,90.1,93.6,83.9,0.155,0.309,0.184,0.291,0.441,0.062,0.235,0.51,0.236,0.19,0.429,0.291,0.368,0.632,0.253,93.0,101.0,99.0,102.0,93.0,96.0,0.079,0.188,0.02,1.94,84.6,81.7,0.122,0.173,0.373,0.217,0.348,0.352,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/26,7:07 PM.,TEX,TOR,home,Clear.,75,571760,LF,3,1,1,1,0,0,0,0,0,0,1,.218,.307,.385,.692,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,77.0,102.0,98.0,34.0,82.0,74.0,79.0,100.0,103.0,20.0,51.0,51.0,0.014,0.501,0.001,0.278,0.15,-19.13,-4.52,-0.26,91.5,86.6,92.2,82.5,0.23,0.412,0.213,0.455,0.455,0.125,,,,,,,0.26,0.385,0.365,83.0,102.0,94.0,126.0,105.0,103.0,0.036,0.17,-3.31,0.46,83.7,75.6,0.239,0.384,0.243,0.5,1.1,0.188,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/25,3:09 PM.,TB,TOR,home,Partly Cloudy.,76,671737,2B,3,0,0,0,0,0,0,0,0,3,2,.217,.307,.382,.689,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,129.0,97.0,102.0,,,,,,,91.0,100.0,98.0,,0.417,0.225,,-0.04,1.02,,,96.4,90.9,,,0.269,0.5,0.21,,,,0.205,0.357,0.324,,,,,,,,,,100.0,91.0,93.0,0.089,,-1.5,,,79.1,,,,0.241,0.483,0.346,,,,,,,123.0,102.0,114.0,0.269,0.47,90.9,0.213,0.32,0.33,,,,,,,,,
2024/07/23,7:07 PM.,TB,TOR,home,Partly Cloudy.,78,542888,LF,4,0,0,0,0,0,0,0,0,1,3,.219,.310,.387,.697,542888,shawnarmstrong,Armstrong,Right,Shawn Armstrong,- - -,4.86,5.11,66.2,105.0,95.0,102.0,0.819,8.91,3.38,10.4,0.81,0.91,0.312,0.307,0.183,0.332,0.462,86.0,110.0,104.0,95.0,100.0,97.0,126.0,114.0,117.0,99.0,103.0,101.0,0.271,0.332,0.315,0.082,0.72,-1.23,-1.36,-0.2,93.3,90.5,93.6,84.5,0.198,0.341,0.333,0.388,0.459,0.107,0.314,0.557,0.205,0.214,0.357,0.25,0.167,0.333,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/21,1:39 PM.,DET,TOR,home,Partly Cloudy.,74,672456,2B,4,0,2,0,0,0,0,1,0,1,2,.223,.314,.392,.706,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,,,,0.078,0.421,,0.28,-0.19,,1.09,0.02,94.8,,94.1,83.5,0.27,0.486,0.18,0.32,0.32,0.038,,,,,,,0.235,0.391,0.259,83.0,95.0,94.0,,,,,0.109,,-2.78,86.0,,0.289,0.474,0.329,0.269,0.615,0.224,95.0,102.0,111.0,0.112,-3.94,78.8,,,,,,,,,,,,,,,,,,
2024/07/20,3:07 PM.,DET,TOR,home,Partly Cloudy.,75,681857,LF,3,0,1,0,0,0,0,0,0,0,1,.218,.311,.391,.702,681857,reeseolson,Olson,Right,Reese Olson,DET,3.53,3.64,112.1,97.0,91.0,97.0,0.729,8.09,2.64,8.01,0.56,1.62,0.214,0.462,0.128,0.306,0.365,70.0,94.0,86.0,75.0,103.0,95.0,111.0,97.0,103.0,,,,0.205,0.234,,0.278,-0.39,,1.85,2.08,94.2,,94.2,84.8,0.277,0.386,0.101,0.284,0.385,0.076,,,,,,,0.143,0.194,0.455,102.0,97.0,105.0,92.0,91.0,90.0,0.06,0.223,-3.32,-0.05,86.5,79.0,0.222,0.344,0.429,0.304,0.652,0.295,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/19,7:09 PM.,DET,TOR,home,Clear.,73,656427,2B,0,0,0,0,0,0,0,0,0,0,0,.217,.311,.391,.702,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,,,,0.023,0.441,,0.29,0.5,,-5.05,0.02,93.3,,90.6,84.7,0.245,0.401,0.238,0.6,1.2,0.4,,,,,,,0.222,0.455,0.363,87.0,83.0,81.0,,,,,0.027,,-0.55,85.7,,0.111,0.333,0.111,0.164,0.219,0.436,101.0,103.0,107.0,0.218,2.19,77.4,,,,,,,,,,,,,,,,,,
2024/07/13,7:10 PM.,AZ,TOR,away,Roof Closed.,78,700270,LF,2,0,0,0,0,0,0,0,2,0,2,.217,.311,.391,.702,700270,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,3.81,5.04,28.1,95.0,76.0,92.0,0.823,6.04,3.81,8.58,0.95,1.0,0.295,0.318,0.091,0.352,0.443,74.0,95.0,87.0,,,,88.0,108.0,110.0,,,,,0.58,,0.273,-0.95,,,1.97,96.1,,,83.6,0.301,0.521,0.112,,,,,,,,,,0.13,0.174,0.365,28.0,69.0,59.0,,,,,0.004,,0.83,86.0,,,,,0.222,0.333,0.353,62.0,69.0,78.0,0.143,-0.98,78.7,,,,,,,,,,,,,,,,,,
2024/07/12,6:40 PM.,AZ,TOR,away,Roof Closed.,78,669194,2B,0,0,0,0,0,0,0,0,0,0,0,.219,.308,.395,.703,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,105.0,107.0,106.0,,,,111.0,112.0,110.0,78.0,107.0,96.0,,0.557,0.184,0.103,0.64,-0.85,,-0.66,95.2,91.2,,83.8,0.249,0.418,0.195,,,,0.317,0.508,0.154,0.4,0.733,0.167,0.226,0.34,0.156,108.0,99.0,107.0,91.0,94.0,94.0,0.057,0.099,1.81,-2.35,83.0,77.8,0.302,0.587,0.203,0.138,0.207,0.148,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/11,12:45 PM.,SF,TOR,away,Partly Cloudy.,78,663855,LF,4,1,1,0,0,0,0,0,0,2,3,.219,.308,.395,.703,663855,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,4.1,4.91,109.2,94.0,107.0,97.0,0.765,7.88,3.86,9.19,0.98,1.64,0.219,0.422,0.125,0.337,0.403,79.0,85.0,79.0,95.0,95.0,94.0,125.0,93.0,101.0,,,,0.515,0.054,,0.241,-3.85,,-0.02,-0.1,95.4,,94.5,81.1,0.238,0.381,0.31,0.341,0.498,0.111,,,,0.152,0.329,0.376,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,92.0,106.0,0.191,-0.41,84.3,0.181,0.287,0.408,,,,,,,,,
2024/07/10,6:45 PM.,SF,TOR,away,Clear.,68,657277,LF,4,2,2,0,0,0,1,0,0,2,1,.218,.309,.397,.706,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.31,204.2,104.0,111.0,106.0,0.814,7.56,2.2,8.88,0.48,2.5,0.23,0.36,0.17,0.292,0.403,57.0,106.0,88.0,95.0,104.0,102.0,126.0,104.0,114.0,52.0,95.0,88.0,0.399,0.053,0.026,0.212,0.2,4.3,1.32,0.16,92.6,91.0,92.6,83.8,0.179,0.231,0.329,0.268,0.338,0.144,0.077,0.077,0.265,0.239,0.331,0.268,,,,137.0,105.0,112.0,,,,,0.309,,-0.13,87.4,,0.275,0.411,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/09,6:45 PM.,SF,TOR,away,Partly Cloudy.,64,605483,LF,2,0,1,0,0,0,0,0,0,1,1,.214,.307,.395,.702,605483,blakesnell,Snell,Left,Blake Snell,SFG,3.12,2.57,104.0,98.0,122.0,104.0,0.641,12.55,3.81,5.63,0.52,1.03,0.263,0.404,0.171,0.254,0.356,116.0,96.0,100.0,,,,106.0,87.0,91.0,,,,,0.464,,0.101,1.16,,,0.11,95.9,,,88.7,0.2,0.303,0.244,,,,,,,,,,0.167,0.267,0.446,110.0,108.0,116.0,148.0,99.0,109.0,0.26,0.176,2.25,0.95,85.5,81.1,0.236,0.319,0.476,0.111,0.183,0.498,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/07,1:12 PM.,SEA,TOR,away,Sunny.,74,669923,2B,1,0,0,0,0,0,0,0,0,1,2,.211,.305,.394,.699,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,102.0,107.0,101.0,106.0,108.0,108.0,110.0,104.0,110.0,97.0,99.0,93.0,0.236,0.339,0.004,0.237,0.46,0.79,1.5,1.28,96.0,92.3,96.0,87.2,0.221,0.458,0.291,0.263,0.354,0.105,,,,,,,0.226,0.316,0.271,,,,,,,,,,,,,,,,0.333,0.439,0.286,114.0,110.0,113.0,0.082,-1.95,83.4,109.0,100.0,108.0,0.102,-2.05,86.0,0.253,0.413,0.295,,,,73.9,0.0,-3.5,,,
2024/07/06,1:11 PM.,SEA,TOR,away,Sunny.,78,676106,2B,1,0,0,0,0,0,0,0,1,1,2,.212,.306,.396,.702,676106,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.75,5.94,60.2,102.0,86.0,98.0,0.809,5.79,2.82,9.2,1.78,0.82,0.272,0.411,0.198,0.317,0.436,76.0,103.0,94.0,90.0,100.0,94.0,97.0,94.0,95.0,,,,0.298,0.326,,0.165,0.6,,-1.17,-3.11,93.4,,93.2,84.1,0.253,0.443,0.226,0.323,0.538,0.149,,,,,,,0.3,0.6,0.317,86.0,108.0,105.0,,,,,0.211,,0.03,86.5,,0.185,0.323,0.239,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/05,6:42 PM.,SEA,TOR,away,Clear.,78,622491,2B,3,0,0,0,0,0,0,0,0,1,1,.213,.305,.398,.703,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,120.0,105.0,103.0,100.0,102.0,98.0,72.0,106.0,108.0,,,,0.179,0.454,,0.224,0.97,,-0.41,0.65,95.6,,95.6,85.7,0.203,0.365,0.273,0.298,0.457,0.105,,,,,,,0.207,0.357,0.358,89.0,104.0,97.0,,,,,0.143,,-1.63,88.1,,0.287,0.545,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/04,1:09 PM.,HOU,TOR,home,Sunny.,79,664285,LF,4,1,2,0,0,0,0,0,0,2,0,.216,.308,.402,.710,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,,,,0.458,0.012,,0.043,-4.64,,1.46,-0.2,94.5,,94.1,85.1,0.4,1.0,0.273,0.276,0.399,0.116,,,,,,,0.233,0.467,0.383,130.0,96.0,104.0,129.0,96.0,108.0,0.313,0.175,1.59,0.62,89.9,79.7,0.226,0.278,0.354,0.121,0.187,0.398,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/03,7:08 PM.,HOU,TOR,home,Cloudy.,79,669854,LF,3,0,0,0,0,0,0,0,0,0,1,.211,.305,.401,.706,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,85.0,95.0,90.0,,,,89.0,103.0,101.0,,,,,0.383,,0.302,-0.42,,,2.24,93.4,,,86.4,0.232,0.497,0.192,,,,,,,,,,0.18,0.284,0.333,119.0,104.0,108.0,75.0,96.0,100.0,0.094,0.221,2.55,-0.16,85.2,80.1,0.188,0.356,0.343,0.071,0.071,0.376,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/01,3:28 PM.,HOU,TOR,home,Sunny.,69,686613,2B,3,0,0,0,0,0,0,0,1,0,0,.214,.309,.406,.715,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,90.0,103.0,101.0,0.182,0.347,0.17,0.051,0.16,0.14,0.92,1.7,96.0,92.4,95.6,89.1,0.244,0.413,0.288,0.275,0.321,0.161,0.23,0.363,0.216,,,,0.2,0.2,0.236,84.0,101.0,102.0,,,,,0.126,,0.95,88.4,,0.221,0.26,0.296,0.237,0.421,0.305,127.0,100.0,106.0,0.125,-0.79,82.9,,,,,,,,,,,,,,,,,,
2024/06/30,1:39 PM.,NYY,TOR,home,Cloudy.,64,543037,2B,1,0,0,0,0,0,0,0,0,0,0,.216,.310,.411,.721,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.64,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,116.0,100.0,104.0,,,,128.0,106.0,112.0,99.0,102.0,102.0,0.002,0.462,0.163,0.146,0.7,-0.7,17.25,1.25,95.9,91.4,93.7,88.2,0.189,0.365,0.234,0.0,0.0,0.143,0.32,0.56,0.22,,,,0.222,0.27,0.264,73.0,94.0,90.0,,,,,0.04,,-3.6,88.2,,0.333,0.667,0.28,0.209,0.239,0.301,102.0,99.0,106.0,0.187,2.35,82.5,,,,,,,,,,,,,,,,,,
2024/06/29,3:08 PM.,NYY,TOR,home,Roof Closed.,68,641482,LF,2,0,0,0,0,0,0,0,0,2,3,.217,.311,.413,.724,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,99.0,103.0,100.0,86.0,116.0,113.0,99.0,98.0,101.0,109.0,100.0,102.0,0.014,0.442,0.28,0.168,0.25,1.32,1.37,-1.27,92.1,87.5,90.3,78.2,0.235,0.443,0.215,0.143,0.143,0.316,0.249,0.378,0.251,0.284,0.511,0.25,0.364,0.727,0.167,86.0,102.0,94.0,,,,,0.097,,-0.89,83.6,,0.226,0.369,0.326,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/28,7:08 PM.,NYY,TOR,home,Roof Closed.,68,573186,LF,1,0,0,0,0,0,0,0,0,1,1,.219,.313,.417,.730,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,48.0,88.0,79.0,90.0,94.0,90.0,93.0,102.0,102.0,106.0,101.0,99.0,0.351,0.032,0.182,0.16,-4.01,-0.26,-0.03,-2.37,89.9,88.1,90.0,85.3,0.455,0.636,0.259,0.306,0.466,0.12,0.296,0.519,0.187,,,,0.258,0.386,0.272,,,,94.0,89.0,94.0,0.165,,-0.03,,,81.3,,,,0.0,0.0,0.265,,,,,,,82.0,99.0,93.0,0.111,-0.31,83.3,0.235,0.309,0.241,0.309,0.515,0.313,,,,,,
2024/06/27,7:08 PM.,NYY,TOR,home,Clear.,70,607074,2B,4,0,1,0,0,0,0,0,0,3,1,.220,.314,.419,.733,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,114.0,98.0,101.0,,,,144.0,104.0,113.0,100.0,83.0,82.0,,0.494,0.035,0.26,0.05,-3.11,,-0.4,95.4,91.8,,86.8,0.262,0.514,0.214,,,,0.353,0.647,0.255,,,,0.199,0.361,0.393,129.0,92.0,106.0,103.0,86.0,93.0,0.083,0.129,-1.32,1.44,85.5,81.0,0.188,0.247,0.495,0.281,0.531,0.276,,,,,,,,,,,,,,,,,,,,,,,,
2024/06/26,7:12 PM.,BOS,TOR,away,Cloudy.,81,676710,LF,0,0,0,0,0,0,0,0,1,0,0,.220,.318,.422,.740,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,109.0,109.0,112.0,,,,100.0,99.0,102.0,114.0,104.0,104.0,,0.337,0.32,0.185,-0.43,0.55,,-0.56,92.6,87.5,,80.8,0.255,0.5,0.198,,,,0.216,0.418,0.265,0.222,0.437,0.263,,,,,,,,,,,,,,,,,,,0.143,0.171,0.219,98.0,97.0,99.0,0.072,1.14,77.3,87.0,102.0,106.0,0.086,0.47,82.4,0.192,0.26,0.404,,,,,,,,,
2024/06/25,7:12 PM.,BOS,TOR,away,Partly Cloudy.,85,678394,LF,1,0,0,0,0,0,0,0,0,1,2,.220,.315,.422,.737,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,74.0,108.0,101.0,103.0,100.0,101.0,114.0,98.0,110.0,,,,0.403,0.048,,0.28,0.25,,-0.24,-0.58,95.6,,95.7,86.8,0.12,0.16,0.218,0.309,0.44,0.111,,,,,,,0.268,0.401,0.343,88.0,99.0,97.0,,,,,0.269,,0.15,87.6,,0.177,0.354,0.369,,,,,,,,,,,,,,,,,,,,,,,,,,,
