date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,vKN (sc),Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,KC%,KN%,wFC/C,wFS/C,wKC/C,wKN/C,vFC,vFS,vKC,FS_ba,FS_slg,FS_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff
2024/08/11,1:40 PM.,OAK,TOR,home,Roof Closed.,68,676664,2B,3,0,0,0,0,0,0,0,0,1,2,.222,.312,.309,.621,676664,jpsears,Sears,Left,JP Sears,OAK,4.38,4.43,180.2,99.0,90.0,94.0,0.8,6.82,2.44,8.57,1.39,0.79,0.244,0.413,0.171,0.325,0.443,84.0,94.0,83.0,,,,70.0,102.0,92.0,84.0,100.0,87.0,118.0,100.0,105.0,0.106,0.363,0.339,,0.192,-0.8,1.37,-0.1,,-0.21,91.9,84.0,90.0,78.9,,0.276,0.395,0.104,,,,0.297,0.428,0.188,0.23,0.525,0.259,0.23,0.476,0.256,,,,,,,,,,,,,,,,,,,,,,,,,0.239,0.381,0.213,,,,,,
2024/08/10,3:07 PM.,OAK,TOR,home,Partly Cloudy.,73,674370,SS,2,0,0,0,0,0,0,0,0,0,1,.231,.322,.321,.643,674370,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.41,2.72,63.1,97.0,103.0,97.0,0.761,8.95,3.69,6.11,0.43,0.61,0.245,0.405,0.252,0.258,0.425,78.0,103.0,102.0,,,,102.0,95.0,92.0,102.0,89.0,87.0,131.0,103.0,111.0,0.099,0.394,0.211,,0.152,0.18,-0.7,1.83,,1.82,94.8,88.9,94.9,85.8,,0.304,0.478,0.146,,,,0.121,0.152,0.343,0.197,0.311,0.27,0.203,0.297,0.287,,,,,93.0,99.0,96.0,,,,0.143,,,,2.25,,,,86.9,,,,,,,,,0.152,0.212,0.197,,,
2024/08/09,7:07 PM.,OAK,TOR,home,Clear.,79,687765,SS,2,0,0,0,0,0,0,0,0,1,0,.237,.322,.329,.651,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,118.0,117.0,117.0,,,,40.0,97.0,84.0,121.0,105.0,109.0,0.146,,0.326,0.121,0.011,,-1.41,0.01,-0.82,-7.88,,88.4,91.9,84.3,80.4,0.338,0.403,0.16,0.196,0.351,0.31,0.571,0.857,0.0,0.278,0.493,0.276,,,,,,,,99.0,100.0,96.0,,,,0.396,,,,-0.41,,,,90.7,,,,,,,,,0.278,0.472,0.176,,,
2024/08/08,7:08 PM.,BAL,TOR,home,Roof Closed.,68,665152,SS,3,1,1,1,0,0,0,0,1,2,0,.243,.321,.338,.659,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,,,,92.0,98.0,96.0,91.0,100.0,99.0,79.0,105.0,97.0,,,,0.151,0.32,,0.114,,-0.18,0.67,,0.29,,93.4,,92.3,,77.0,0.247,0.353,0.072,0.225,0.3,0.198,,,,,,,0.245,0.503,0.232,,,,,99.0,102.0,98.0,72.0,99.0,99.0,0.23,0.184,,,0.33,0.73,,,86.9,84.1,,0.139,0.248,0.36,,,,0.25,0.355,0.237,,,
2024/08/07,7:08 PM.,BAL,TOR,home,Clear.,74,669432,SS,4,1,3,3,0,0,0,0,0,1,0,.239,.313,.324,.637,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.317,0.206,,0.238,-0.26,-0.36,-1.99,,-1.32,91.9,85.6,91.5,82.4,,0.292,0.492,0.1,,,,0.295,0.396,0.238,0.312,0.506,0.259,0.252,0.467,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/06,7:09 PM.,BAL,TOR,home,Roof Closed.,71,544150,2B,3,0,0,0,0,0,0,0,0,2,1,.209,.289,.254,.543,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,94.0,99.0,98.0,90.0,101.0,96.0,,,,,,,,0.5,,0.132,0.172,-0.36,,,0.41,-0.5,94.8,86.1,,,79.0,,,,0.174,0.348,0.252,0.274,0.434,0.228,,,,0.276,0.469,0.228,,,,,74.0,99.0,92.0,,,,0.195,,,,0.73,,,,86.3,,,,,,,,,0.24,0.365,0.308,,,
2024/08/03,1:10 PM.,NYY,TOR,away,Partly Cloudy.,90,607074,SS,4,0,1,0,0,0,0,0,0,3,0,.219,.301,.266,.567,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,,,,144.0,104.0,113.0,,0.494,0.26,0.083,0.129,0.05,,-0.4,-1.32,1.44,95.4,85.5,,86.8,81.0,,,,0.281,0.531,0.276,0.188,0.247,0.495,0.199,0.361,0.393,0.262,0.514,0.214,,,,,100.0,83.0,82.0,,,,0.035,,,,-3.11,,,,91.8,,,,,,,,,0.353,0.647,0.255,,,
2024/08/02,8:31 PM.,NYY,TOR,away,Cloudy.,76,573186,SS,2,0,0,0,0,0,0,0,1,0,0,.217,.304,.267,.571,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,,,,94.0,89.0,94.0,48.0,88.0,79.0,90.0,94.0,90.0,93.0,102.0,102.0,0.351,0.032,0.16,0.165,,-4.01,-0.03,-2.37,-0.03,,89.9,,90.0,85.3,81.3,0.306,0.466,0.12,0.0,0.0,0.265,,,,0.258,0.386,0.272,0.455,0.636,0.259,,,,,106.0,101.0,99.0,82.0,99.0,93.0,0.182,0.111,,,-0.26,-0.31,,,88.1,83.3,,0.235,0.309,0.241,,,,0.296,0.519,0.187,0.309,0.515,0.313
2024/07/31,12:37 PM.,BAL,TOR,away,Partly Cloudy.,90,680570,PH,1,0,0,0,0,0,0,0,0,0,1,.224,.292,.276,.568,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,114.0,103.0,107.0,113.0,102.0,106.0,133.0,102.0,111.0,118.0,101.0,108.0,0.012,0.465,0.158,0.155,0.21,-0.38,5.3,-0.96,0.29,1.63,96.1,83.1,96.1,86.5,81.3,0.167,0.333,0.294,0.26,0.38,0.241,0.161,0.306,0.348,0.25,0.563,0.361,0.291,0.413,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/30,6:36 PM.,BAL,TOR,away,Overcast.,79,669203,SS,4,0,0,0,0,0,0,0,0,2,1,.228,.297,.281,.578,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,0.078,,0.146,0.215,0.11,,-0.5,0.7,0.44,0.2,,89.2,97.0,87.2,80.3,0.235,0.412,0.157,0.2,0.326,0.378,0.194,0.339,0.377,0.196,0.268,0.463,,,,,,,,125.0,105.0,108.0,,,,0.45,,,,1.37,,,,95.3,,,,,,0.125,0.5,0.457,0.251,0.362,0.19,,,
2024/07/29,3:06 PM.,BAL,TOR,away,Partly Cloudy.,90,621107,SS,4,0,0,0,0,0,0,0,0,2,4,.229,.309,.292,.601,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,0.282,0.09,0.097,0.188,0.061,-0.64,0.0,0.46,-1.27,0.21,92.4,85.6,91.7,79.7,78.8,0.293,0.404,0.133,0.291,0.472,0.333,0.188,0.354,0.105,,,,0.236,0.418,0.248,,,,,85.0,105.0,98.0,,,,0.282,,,,1.54,,,,88.2,,,,,,0.236,0.473,0.203,0.214,0.345,0.223,,,
2024/07/29,8:31 PM.,BAL,TOR,away,Partly Cloudy.,83,700249,SS,5,1,2,0,0,0,0,0,0,1,3,.245,.317,.302,.619,700249,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.11,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,63.0,101.0,95.0,93.0,101.0,104.0,81.0,97.0,93.0,80.0,98.0,90.0,113.0,107.0,108.0,0.084,0.407,0.13,0.196,0.109,0.56,0.86,-0.43,-2.26,-2.05,92.4,86.1,91.5,82.6,76.3,0.2,0.24,0.103,0.333,0.517,0.269,0.25,0.542,0.235,,,,0.223,0.379,0.185,,,,,97.0,94.0,94.0,,,,0.075,,,,-3.12,,,,88.3,,,,,,0.232,0.411,0.276,0.333,0.81,0.288,,,
2024/07/28,1:39 PM.,TEX,TOR,home,Sunny.,81,592351,SS,2,0,0,0,0,0,1,0,0,0,1,.250,.333,.318,.651,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,,,,97.0,105.0,105.0,,0.444,0.439,0.046,0.071,-0.71,,0.77,-0.7,-1.39,94.9,88.7,,88.6,78.9,,,,0.333,0.333,0.267,0.257,0.543,0.19,0.213,0.344,0.334,0.311,0.443,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/27,3:09 PM.,TEX,TOR,home,Sunny.,76,547179,SS,0,0,0,0,0,0,0,0,0,0,0,.262,.354,.333,.687,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,102.0,93.0,96.0,84.0,95.0,89.0,81.0,102.0,94.0,126.0,98.0,108.0,0.212,0.272,0.149,0.079,0.188,1.0,-0.25,-1.51,0.02,1.94,93.8,84.6,93.6,83.9,81.7,0.291,0.441,0.062,0.217,0.348,0.352,0.122,0.173,0.373,0.368,0.632,0.253,0.155,0.309,0.184,,,,,94.0,92.0,91.0,,,,0.1,,,,0.04,,,,90.1,,,,,,0.19,0.429,0.291,0.235,0.51,0.236,,,
2024/07/26,7:07 PM.,TEX,TOR,home,Clear.,75,571760,SS,3,0,2,1,0,0,1,0,0,1,0,.262,.354,.333,.687,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,83.0,102.0,94.0,126.0,105.0,103.0,77.0,102.0,98.0,34.0,82.0,74.0,79.0,100.0,103.0,0.014,0.501,0.278,0.036,0.17,0.15,-4.52,-0.26,-3.31,0.46,91.5,83.7,92.2,82.5,75.6,0.455,0.455,0.125,0.5,1.1,0.188,0.239,0.384,0.243,0.26,0.385,0.365,0.23,0.412,0.213,,,,,20.0,51.0,51.0,,,,0.001,,,,-19.13,,,,86.6,,,,,,,,,,,,,,
2024/07/25,3:09 PM.,TB,TOR,home,Partly Cloudy.,76,671737,SS,3,0,0,0,0,0,0,0,0,3,1,.231,.318,.282,.600,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,100.0,91.0,93.0,129.0,97.0,102.0,,,,,,,,0.417,,0.089,,-0.04,,,-1.5,,96.4,,,,79.1,,,,0.241,0.483,0.346,,,,,,,0.269,0.5,0.21,,,,,91.0,100.0,98.0,123.0,102.0,114.0,0.225,0.269,,,1.02,0.47,,,90.9,90.9,,0.213,0.32,0.33,,,,0.205,0.357,0.324,,,
2024/07/24,7:09 PM.,TB,TOR,home,Partly Cloudy.,78,621107,SS,3,0,0,0,0,0,0,0,0,1,0,.250,.341,.306,.647,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,0.282,0.09,0.097,0.188,0.061,-0.64,0.0,0.46,-1.27,0.21,92.4,85.6,91.7,79.7,78.8,0.293,0.404,0.133,0.291,0.472,0.333,0.188,0.354,0.105,,,,0.236,0.418,0.248,,,,,85.0,105.0,98.0,,,,0.282,,,,1.54,,,,88.2,,,,,,0.236,0.473,0.203,0.214,0.345,0.223,,,
2024/07/23,7:07 PM.,TB,TOR,home,Partly Cloudy.,78,542888,SS,3,0,1,0,0,0,0,0,0,1,0,.273,.368,.333,.701,542888,shawnarmstrong,Armstrong,Right,Shawn Armstrong,- - -,4.86,5.11,66.2,105.0,95.0,102.0,0.819,8.91,3.38,10.4,0.81,0.91,0.312,0.307,0.183,0.332,0.462,,,,,,,86.0,110.0,104.0,95.0,100.0,97.0,126.0,114.0,117.0,0.271,0.332,0.082,,,0.72,-1.36,-0.2,,,93.3,,93.6,84.5,,0.388,0.459,0.107,,,,,,,0.167,0.333,0.273,0.198,0.341,0.333,,,,,99.0,103.0,101.0,,,,0.315,,,,-1.23,,,,90.5,,,,,,0.214,0.357,0.25,0.314,0.557,0.205,,,
2024/07/21,1:39 PM.,DET,TOR,home,Partly Cloudy.,74,672456,SS,4,0,0,0,0,0,0,0,0,0,5,.267,.371,.333,.704,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,,,,92.0,100.0,96.0,90.0,101.0,97.0,110.0,99.0,104.0,0.078,0.421,0.28,,0.109,-0.19,1.09,0.02,,-2.78,94.8,86.0,94.1,83.5,,0.32,0.32,0.038,0.269,0.615,0.224,0.289,0.474,0.329,0.235,0.391,0.259,0.27,0.486,0.18,,95.0,102.0,111.0,,,,,,,,,0.112,,,,-3.94,,,,78.8,,,,,,,,,,,,
2024/07/20,3:07 PM.,DET,TOR,home,Partly Cloudy.,75,681857,SS,3,0,0,0,0,0,0,0,0,1,1,.308,.419,.385,.804,681857,reeseolson,Olson,Right,Reese Olson,DET,3.53,3.64,112.1,97.0,91.0,97.0,0.729,8.09,2.64,8.01,0.56,1.62,0.214,0.462,0.128,0.306,0.365,102.0,97.0,105.0,92.0,91.0,90.0,70.0,94.0,86.0,75.0,103.0,95.0,111.0,97.0,103.0,0.205,0.234,0.278,0.06,0.223,-0.39,1.85,2.08,-3.32,-0.05,94.2,86.5,94.2,84.8,79.0,0.284,0.385,0.076,0.304,0.652,0.295,0.222,0.344,0.429,0.143,0.194,0.455,0.277,0.386,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/19,7:09 PM.,DET,TOR,home,Clear.,73,656427,SS,1,0,0,0,0,0,0,0,0,0,1,.348,.464,.435,.899,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,,,,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,0.023,0.441,0.29,,0.027,0.5,-5.05,0.02,,-0.55,93.3,85.7,90.6,84.7,,0.6,1.2,0.4,0.164,0.219,0.436,0.111,0.333,0.111,0.222,0.455,0.363,0.245,0.401,0.238,,101.0,103.0,107.0,,,,,,,,,0.218,,,,2.19,,,,77.4,,,,,,,,,,,,
2024/07/14,1:12 PM.,AZ,TOR,away,Roof Closed.,77,668678,SS,3,1,1,1,0,0,0,0,1,0,2,.364,.481,.455,.936,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.97,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.351,0.348,88.0,107.0,98.0,,,,101.0,95.0,96.0,132.0,80.0,80.0,107.0,102.0,102.0,0.001,0.463,0.087,,0.14,-0.55,-1.02,-0.56,,0.43,93.7,86.6,94.7,87.0,,,,,0.148,0.23,0.392,0.27,0.382,0.265,0.31,0.476,0.337,0.28,0.46,0.133,,107.0,108.0,112.0,89.0,87.0,79.0,,,,0.031,,0.277,,-0.78,,2.29,,90.3,,81.0,,,,,,,0.25,0.625,0.36,,,
2024/07/13,7:10 PM.,AZ,TOR,away,Roof Closed.,78,700270,SS,2,0,1,0,0,0,0,0,0,1,0,.368,.478,.421,.899,700270,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,3.81,5.04,28.1,95.0,76.0,92.0,0.823,6.04,3.81,8.58,0.95,1.0,0.295,0.318,0.091,0.352,0.443,28.0,69.0,59.0,,,,74.0,95.0,87.0,,,,88.0,108.0,110.0,,0.58,0.273,,0.004,-0.95,,1.97,,0.83,96.1,86.0,,83.6,,,,,0.222,0.333,0.353,,,,0.13,0.174,0.365,0.301,0.521,0.112,,62.0,69.0,78.0,,,,,,,,,0.143,,,,-0.98,,,,78.7,,,,,,,,,,,,
2024/07/12,6:40 PM.,AZ,TOR,away,Roof Closed.,78,669194,SS,3,1,1,0,0,0,0,0,0,1,1,.353,.450,.412,.862,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,4.24,4.17,150.2,106.0,100.0,104.0,0.838,7.53,2.03,9.26,1.02,1.14,0.274,0.39,0.14,0.338,0.463,108.0,99.0,107.0,91.0,94.0,94.0,105.0,107.0,106.0,,,,111.0,112.0,110.0,,0.557,0.103,0.057,0.099,0.64,,-0.66,1.81,-2.35,95.2,83.0,,83.8,77.8,,,,0.138,0.207,0.148,0.302,0.587,0.203,0.226,0.34,0.156,0.249,0.418,0.195,,,,,78.0,107.0,96.0,,,,0.184,,,,-0.85,,,,91.2,,,,,,0.4,0.733,0.167,0.317,0.508,0.154,,,
2024/07/11,12:45 PM.,SF,TOR,away,Partly Cloudy.,78,663855,SS,4,0,1,0,0,0,1,0,0,1,1,.357,.471,.429,.900,663855,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,4.1,4.91,109.2,94.0,107.0,97.0,0.765,7.88,3.86,9.19,0.98,1.64,0.219,0.422,0.125,0.337,0.403,,,,,,,79.0,85.0,79.0,95.0,95.0,94.0,125.0,93.0,101.0,0.515,0.054,0.241,,,-3.85,-0.02,-0.1,,,95.4,,94.5,81.1,,0.341,0.498,0.111,,,,,,,,,,0.238,0.381,0.31,,,,,,,,121.0,92.0,106.0,,0.191,,,,-0.41,,,,84.3,,0.181,0.287,0.408,0.152,0.329,0.376,,,,,,
2024/07/10,6:45 PM.,SF,TOR,away,Clear.,68,657277,SS,4,1,2,1,0,0,0,0,0,0,0,.400,.538,.500,1.038,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.47,4.31,204.2,104.0,111.0,106.0,0.814,7.56,2.2,8.88,0.48,2.5,0.23,0.36,0.17,0.292,0.403,137.0,105.0,112.0,,,,57.0,106.0,88.0,95.0,104.0,102.0,126.0,104.0,114.0,0.399,0.053,0.212,,0.309,0.2,1.32,0.16,,-0.13,92.6,87.4,92.6,83.8,,0.268,0.338,0.144,,,,0.275,0.411,0.216,,,,0.179,0.231,0.329,,,,,52.0,95.0,88.0,,,,0.026,,,,4.3,,,,91.0,,,,,,0.239,0.331,0.268,0.077,0.077,0.265,,,
2024/07/09,6:45 PM.,SF,TOR,away,Partly Cloudy.,64,605483,2B,2,0,0,0,0,0,0,0,1,2,1,.333,.556,.333,.889,605483,blakesnell,Snell,Left,Blake Snell,SFG,3.12,2.57,104.0,98.0,122.0,104.0,0.641,12.55,3.81,5.63,0.52,1.03,0.263,0.404,0.171,0.254,0.356,110.0,108.0,116.0,148.0,99.0,109.0,116.0,96.0,100.0,,,,106.0,87.0,91.0,,0.464,0.101,0.26,0.176,1.16,,0.11,2.25,0.95,95.9,85.5,,88.7,81.1,,,,0.111,0.183,0.498,0.236,0.319,0.476,0.167,0.267,0.446,0.2,0.303,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/07,1:12 PM.,SEA,TOR,away,Sunny.,74,669923,2B,3,1,2,0,0,0,0,0,0,0,0,.500,.667,.500,1.167,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.53,3.44,191.0,106.0,106.0,106.0,0.786,8.43,1.08,8.53,1.04,1.01,0.298,0.342,0.178,0.294,0.446,,,,,,,102.0,107.0,101.0,106.0,108.0,108.0,110.0,104.0,110.0,0.236,0.339,0.237,,,0.46,1.5,1.28,,,96.0,,96.0,87.2,,0.263,0.354,0.105,0.333,0.439,0.286,,,,0.226,0.316,0.271,0.221,0.458,0.291,73.9,114.0,110.0,113.0,97.0,99.0,93.0,109.0,100.0,108.0,0.004,0.102,0.082,0.0,0.79,-2.05,-1.95,-3.5,92.3,86.0,83.4,0.253,0.413,0.295,,,,,,,,,
2024/07/04,1:09 PM.,HOU,TOR,home,Sunny.,79,664285,SS,1,0,0,0,0,0,0,0,1,1,0,.000,.500,.000,.500,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,0.458,0.012,0.043,0.313,0.175,-4.64,1.46,-0.2,1.59,0.62,94.5,89.9,94.1,85.1,79.7,0.276,0.399,0.116,0.121,0.187,0.398,0.226,0.278,0.354,0.233,0.467,0.383,0.4,1.0,0.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
