date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,CH%,wSI/C,wSL/C,wCH/C,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FA,Loc+ FA,Pit+ FA,FA%,wFA/C,vFA,FF_ba,FF_slg,FF_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,KC%,KN%,wFC/C,wFS/C,wKC/C,wKN/C,vFC,vFS,vKC,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff,KC_ba,KC_slg,KC_whiff
2024/08/22,1:08 PM.,NYY,CLE,away,Partly Cloudy.,74,543037,PH,1,0,0,0,0,0,0,0,0,0,0,.265,.363,.446,.809,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.64,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,73.0,94.0,90.0,,,,128.0,106.0,112.0,0.002,0.146,0.04,17.25,1.25,-3.6,88.2,93.7,88.2,0.0,0.0,0.143,0.222,0.27,0.264,0.333,0.667,0.28,116.0,100.0,104.0,0.462,0.7,95.9,0.189,0.365,0.234,,,,,102.0,99.0,106.0,99.0,102.0,102.0,,,,0.163,,0.187,,-0.7,,2.35,,91.4,,82.5,,,,0.209,0.239,0.301,,,,,,,0.32,0.56,0.22,,,,,,
2024/08/21,7:09 PM.,NYY,CLE,away,Clear.,70,641482,1B,4,0,1,0,0,0,0,0,0,0,0,.266,.364,.448,.812,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,86.0,116.0,113.0,99.0,98.0,101.0,0.014,0.168,0.097,1.37,-1.27,-0.89,83.6,90.3,78.2,0.143,0.143,0.316,0.364,0.727,0.167,0.226,0.369,0.326,99.0,103.0,100.0,0.442,0.25,92.1,0.235,0.443,0.215,0.284,0.511,0.25,,,,,109.0,100.0,102.0,,,,0.28,,,,1.32,,,,87.5,,,,,,,,,,,,,,,0.249,0.378,0.251,,,,,,
2024/08/20,7:08 PM.,NYY,CLE,away,Partly Cloudy.,69,661563,DH,4,1,1,0,1,0,3,0,1,0,3,.266,.366,.450,.816,661563,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.8,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,,,,108.0,94.0,105.0,,0.259,0.253,,1.37,0.37,91.6,,87.5,,,,0.171,0.312,0.315,0.179,0.282,0.269,128.0,96.0,102.0,0.488,0.06,96.6,0.205,0.395,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/18,1:11 PM.,MIL,CLE,away,Roof Closed.,76,607067,PH,1,0,0,0,0,0,0,0,0,0,1,.266,.365,.446,.811,607067,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.91,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.443,,,,82.0,103.0,96.0,109.0,106.0,108.0,0.311,0.172,,-0.28,1.41,,,92.3,82.0,0.298,0.482,0.115,,,,,,,70.0,109.0,95.0,0.193,0.49,92.9,0.207,0.314,0.248,0.159,0.234,0.227,,,,,76.0,94.0,88.0,78.0,98.0,96.0,0.194,0.088,,,-1.34,-2.02,,,87.6,86.5,,0.286,0.492,0.277,0.394,0.636,0.18,100.0,109.0,104.0,0.042,-3.64,78.7,0.287,0.656,0.168,,,,,,
2024/08/17,6:15 PM.,MIL,CLE,away,Roof Closed.,79,642547,PH,1,0,0,0,0,0,0,0,0,1,0,.267,.366,.448,.814,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.197,0.318,0.373,84.0,92.0,88.0,,,,98.0,99.0,105.0,,0.217,0.175,,-0.09,0.84,87.7,,81.4,,,,0.203,0.384,0.41,0.218,0.291,0.369,112.0,99.0,101.0,0.539,0.05,94.3,0.239,0.424,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.182,0.341,0.372,104.0,106.0,110.0,0.07,0.36,78.1,,,,,,,,,
2024/08/16,7:11 PM.,MIL,CLE,away,Roof Closed.,79,650644,DH,4,1,1,0,0,1,1,0,0,0,1,.268,.367,.449,.816,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,71.0,93.0,83.0,152.0,101.0,112.0,0.24,0.163,,0.06,-1.03,,,92.6,80.5,0.241,0.421,0.158,0.25,0.375,0.438,,,,68.0,102.0,96.0,0.099,-1.7,92.0,0.294,0.49,0.095,0.267,0.467,0.272,,,,,91.0,100.0,101.0,57.0,96.0,102.0,0.322,0.02,,,1.08,-4.86,,,88.1,85.6,,0.375,0.625,0.261,0.25,0.479,0.275,104.0,104.0,109.0,0.156,-1.36,77.1,0.232,0.394,0.233,,,,,,
2024/08/13,6:41 PM.,CHC,CLE,home,Clear.,77,665871,DH,3,0,0,0,0,0,0,0,0,2,3,.268,.369,.441,.810,665871,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,75.0,101.0,92.0,114.0,94.0,100.0,0.357,0.107,0.046,0.51,-1.54,-1.65,83.7,91.4,80.1,0.236,0.373,0.111,0.364,0.636,0.368,0.296,0.296,0.125,68.0,102.0,92.0,0.158,-0.91,91.5,0.319,0.472,0.201,0.174,0.37,0.341,,,,,96.0,97.0,92.0,,,,0.216,,,,-0.73,,,,87.9,,,,,,0.178,0.329,0.3,98.0,101.0,97.0,0.116,-0.4,76.8,0.315,0.583,0.142,,,,,,
2024/08/12,6:41 PM.,CHC,CLE,home,Clear.,74,684007,DH,3,0,1,0,0,0,1,0,0,0,2,.271,.372,.446,.818,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,76.0,102.0,91.0,103.0,105.0,104.0,0.021,0.077,0.039,0.77,0.14,0.48,81.6,88.7,81.6,0.25,0.333,0.37,,,,0.194,0.226,0.333,96.0,104.0,106.0,0.52,0.36,91.7,0.229,0.47,0.176,0.267,0.311,0.347,,,,,50.0,107.0,96.0,81.0,106.0,100.0,0.005,0.306,0.0,,-6.3,1.39,-76.55,,89.8,82.9,53.9,0.204,0.283,0.431,0.444,0.556,0.0,70.0,96.0,97.0,0.032,-0.59,72.7,0.333,1.333,0.143,,,,,,
2024/08/11,1:10 PM.,MIN,CLE,away,Sunny.,70,701581,1B,4,1,1,0,0,1,1,0,1,0,2,.271,.373,.447,.820,701581,davidfesta,"Festa, D",Right,David Festa,MIN,4.9,4.14,64.1,101.0,100.0,103.0,0.735,10.77,3.22,8.67,1.26,0.9,0.229,0.451,0.166,0.331,0.405,72.0,105.0,105.0,,,,118.0,103.0,105.0,,0.318,0.28,,1.48,-1.14,88.4,,86.1,,,,0.207,0.315,0.291,0.237,0.463,0.394,107.0,96.0,99.0,0.402,-0.79,94.7,0.304,0.544,0.194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/08/10,6:50 PM.,MIN,CLE,away,Partly Cloudy.,72,680573,DH,4,0,0,0,0,0,0,0,0,1,3,.271,.372,.439,.811,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,103.0,106.0,113.0,,,,92.0,108.0,106.0,,0.312,0.193,,0.76,-3.33,82.8,,86.4,,,,0.214,0.313,0.239,0.311,0.622,0.205,71.0,100.0,88.0,0.403,0.82,93.1,0.258,0.356,0.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.186,0.326,0.221,106.0,103.0,102.0,0.093,1.68,76.1,,,,,,,,,
2024/08/09,7:10 PM.,MIN,CLE,away,Partly Cloudy.,65,686973,DH,3,0,1,0,0,0,0,0,0,1,0,.275,.377,.446,.823,686973,louievarland,Varland,Right,Louie Varland,MIN,7.61,5.42,49.2,100.0,101.0,100.0,0.781,8.88,2.9,12.32,2.17,1.23,0.296,0.361,0.112,0.379,0.473,93.0,93.0,97.0,94.0,107.0,102.0,,,,0.038,,0.104,-5.1,,-0.65,89.4,93.8,,0.5,0.875,0.059,,,,0.294,0.294,0.105,107.0,105.0,105.0,0.425,-0.34,96.3,0.306,0.553,0.242,,,,,108.0,93.0,99.0,91.0,93.0,92.0,,,,0.277,,0.155,,-3.42,,-1.27,,90.1,,84.6,,,,0.293,0.366,0.288,,,,,,,0.333,0.603,0.246,,,,,,
2024/08/07,4:30 PM.,AZ,CLE,home,Cloudy.,75,593958,1B,3,1,1,0,0,1,1,0,0,0,0,.275,.375,.447,.822,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.04,5.53,50.0,104.0,76.0,96.0,0.808,8.46,3.42,10.08,1.44,0.98,0.204,0.439,0.14,0.338,0.405,97.0,103.0,101.0,84.0,111.0,99.0,105.0,109.0,105.0,0.076,0.066,0.225,-3.84,-0.19,-0.27,86.7,91.6,83.9,0.318,0.455,0.182,0.167,0.417,0.095,0.269,0.385,0.256,60.0,101.0,90.0,0.44,-0.04,92.0,0.257,0.486,0.268,,,,,,,,77.0,105.0,97.0,,,,0.193,,,,-1.76,,,,88.8,,,,,,,,,,,,,,,0.333,0.595,0.133,,,,,,
2024/08/05,6:40 PM.,AZ,CLE,home,Partly Cloudy.,81,668678,DH,5,0,0,0,0,0,0,0,0,1,5,.274,.376,.437,.813,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.97,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.351,0.348,88.0,107.0,98.0,132.0,80.0,80.0,107.0,102.0,102.0,0.001,0.087,0.14,-1.02,-0.56,0.43,86.6,94.7,87.0,,,,0.31,0.476,0.337,0.27,0.382,0.265,101.0,95.0,96.0,0.463,-0.55,93.7,0.28,0.46,0.133,,,,,107.0,108.0,112.0,89.0,87.0,79.0,,,,0.031,,0.277,,-0.78,,2.29,,90.3,,81.0,,,,0.148,0.23,0.392,,,,,,,0.25,0.625,0.36,,,,,,
2024/08/04,1:41 PM.,BAL,CLE,home,Sunny.,83,669203,DH,4,0,0,0,0,0,0,0,0,0,0,.279,.382,.445,.827,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,104.0,95.0,89.0,133.0,105.0,120.0,0.078,0.146,0.11,-0.5,0.7,0.2,89.2,97.0,87.2,0.235,0.412,0.157,0.196,0.268,0.463,0.194,0.339,0.377,,,,,,,,,,0.125,0.5,0.457,,,,,125.0,105.0,108.0,,,,0.45,,,,1.37,,,,95.3,,,,,,0.2,0.326,0.378,109.0,101.0,106.0,0.215,0.44,80.3,0.251,0.362,0.19,,,,,,
2024/08/03,7:15 PM.,BAL,CLE,home,Partly Cloudy.,80,621107,PH,1,0,0,0,0,0,0,0,0,1,1,.284,.388,.453,.841,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,91.0,109.0,105.0,122.0,107.0,113.0,0.282,0.097,0.061,0.0,0.46,0.21,85.6,91.7,79.7,0.293,0.404,0.133,,,,0.188,0.354,0.105,61.0,105.0,94.0,0.09,-0.64,92.4,0.236,0.418,0.248,0.236,0.473,0.203,,,,,85.0,105.0,98.0,,,,0.282,,,,1.54,,,,88.2,,,,,,0.291,0.472,0.333,108.0,112.0,108.0,0.188,-1.27,78.8,0.214,0.345,0.223,,,,,,
2024/08/02,7:10 PM.,BAL,CLE,home,Partly Cloudy.,80,665152,DH,3,1,1,0,0,0,0,0,1,0,2,.285,.389,.455,.844,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,,,,79.0,105.0,97.0,,,,0.151,,,0.67,,,,92.3,,0.247,0.353,0.072,,,,,,,91.0,100.0,99.0,0.32,-0.18,93.4,0.245,0.503,0.232,,,,,,,,99.0,102.0,98.0,72.0,99.0,99.0,0.23,0.184,,,0.33,0.73,,,86.9,84.1,,0.139,0.248,0.36,0.225,0.3,0.198,92.0,98.0,96.0,0.114,0.29,77.0,0.25,0.355,0.237,,,,,,
2024/08/01,6:40 PM.,BAL,CLE,home,Partly Cloudy.,84,669432,DH,5,1,1,0,0,1,3,0,0,3,4,.285,.387,.456,.843,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,111.0,108.0,115.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.206,0.238,-0.36,-1.99,-1.32,85.6,91.5,82.4,0.292,0.492,0.1,0.312,0.506,0.259,0.295,0.396,0.238,66.0,101.0,93.0,0.317,-0.26,91.9,0.252,0.467,0.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/29,6:40 PM.,DET,CLE,away,Partly Cloudy.,83,689225,DH,3,0,0,0,0,0,0,0,1,2,2,.286,.391,.449,.840,689225,beaubrieske,Brieske,Right,Beau Brieske,DET,3.59,3.31,67.2,101.0,110.0,102.0,0.778,9.18,3.99,7.32,0.67,0.87,0.21,0.348,0.177,0.298,0.406,103.0,108.0,110.0,84.0,106.0,97.0,122.0,93.0,100.0,0.159,0.173,0.265,2.22,-1.62,0.26,88.4,95.5,86.1,0.235,0.294,0.116,0.241,0.552,0.271,0.212,0.4,0.319,120.0,99.0,101.0,0.404,0.99,95.9,0.222,0.272,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/28,1:36 PM.,PHI,CLE,away,Partly Cloudy.,87,663465,1B,4,1,1,0,0,0,0,0,0,0,3,.290,.393,.455,.848,663465,kolbyallard,Allard,Left,Kolby Allard,PHI,5.0,4.34,27.0,102.0,65.0,98.0,0.801,7.67,2.67,11.33,1.67,1.11,0.198,0.36,0.174,0.372,0.47,74.0,108.0,102.0,38.0,115.0,101.0,,,,0.06,,0.243,-8.18,,1.97,82.0,90.3,,0.75,1.5,0.0,,,,0.263,0.316,0.234,56.0,100.0,93.0,0.401,-1.8,90.0,0.333,0.611,0.162,,,,,,,,69.0,102.0,100.0,,,,0.174,,,,-2.26,,,,84.4,,,,,,0.2,0.467,0.217,85.0,96.0,101.0,0.122,1.27,71.7,0.375,0.625,0.341,,,,,,
2024/07/27,6:06 PM.,PHI,CLE,away,Partly Cloudy.,85,663969,DH,3,0,1,0,0,0,0,0,0,0,1,.291,.395,.458,.853,663969,tylerphillips,Phillips,Right,Tyler Phillips,PHI,6.87,5.97,36.2,100.0,94.0,99.0,0.799,6.87,1.72,11.05,2.21,1.13,0.122,0.496,0.171,0.358,0.419,82.0,110.0,104.0,80.0,101.0,91.0,121.0,95.0,102.0,0.311,0.292,0.066,-1.15,-2.49,-9.69,85.7,93.7,82.5,0.35,0.7,0.118,,,,0.6,1.1,0.182,68.0,92.0,90.0,0.187,3.13,92.7,0.219,0.313,0.214,0.311,0.511,0.329,,,,,,,,,,,,,,,,,,,,,,,,,0.174,0.304,0.222,107.0,112.0,116.0,0.144,-0.37,81.0,,,,,,,,,
2024/07/26,6:42 PM.,PHI,CLE,away,Partly Cloudy.,83,650911,DH,3,0,2,0,0,0,1,0,1,1,1,.290,.396,.460,.856,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,95.0,101.0,98.0,102.0,102.0,103.0,0.473,0.169,0.357,-0.55,0.65,1.56,85.1,94.5,84.4,0.345,0.481,0.131,0.219,0.368,0.308,0.177,0.22,0.348,,,,,,,,,,,,,,,,,86.0,52.0,74.0,,,,0.001,,,,2.59,,,,86.5,,,,,,,,,,,,,,,,,,,,,,,
2024/07/25,1:11 PM.,DET,CLE,home,Cloudy.,75,663947,DH,2,0,0,0,0,0,0,0,0,2,1,.285,.390,.457,.847,663947,tylerholton,Holton,Left,Tyler Holton,DET,2.19,2.78,94.1,103.0,83.0,99.0,0.767,7.35,1.62,5.44,0.67,1.3,0.207,0.371,0.172,0.262,0.417,59.0,104.0,101.0,77.0,105.0,97.0,113.0,97.0,105.0,0.216,0.155,0.189,2.61,1.73,0.4,83.6,91.5,80.6,0.156,0.338,0.094,,,,0.25,0.382,0.289,79.0,100.0,91.0,0.152,4.5,92.1,0.105,0.14,0.257,0.13,0.174,0.379,,,,,85.0,105.0,101.0,,,,0.273,,,,1.85,,,,87.6,,,,,,,,,109.0,94.0,100.0,0.015,1.83,79.2,0.194,0.292,0.253,,,,,,
2024/07/23,6:41 PM.,DET,CLE,home,Partly Cloudy.,78,663947,C,4,0,1,0,0,0,0,0,0,1,2,.288,.393,.461,.854,663947,tylerholton,Holton,Left,Tyler Holton,DET,2.19,2.78,94.1,103.0,83.0,99.0,0.767,7.35,1.62,5.44,0.67,1.3,0.207,0.371,0.172,0.262,0.417,59.0,104.0,101.0,77.0,105.0,97.0,113.0,97.0,105.0,0.216,0.155,0.189,2.61,1.73,0.4,83.6,91.5,80.6,0.156,0.338,0.094,,,,0.25,0.382,0.289,79.0,100.0,91.0,0.152,4.5,92.1,0.105,0.14,0.257,0.13,0.174,0.379,,,,,85.0,105.0,101.0,,,,0.273,,,,1.85,,,,87.6,,,,,,,,,109.0,94.0,100.0,0.015,1.83,79.2,0.194,0.292,0.253,,,,,,
2024/07/22,6:40 PM.,DET,CLE,home,Cloudy.,76,669373,DH,5,1,2,0,0,0,0,0,0,1,5,.288,.395,.465,.860,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,95.0,105.0,104.0,111.0,99.0,103.0,0.205,0.149,0.271,1.25,0.78,1.13,86.3,96.6,88.7,0.207,0.305,0.16,0.169,0.364,0.346,0.216,0.322,0.461,112.0,104.0,103.0,0.332,1.84,96.8,0.197,0.286,0.277,,,,,95.0,91.0,101.0,,,,,,,,,0.042,,,,1.26,,,,78.5,,,,0.158,0.316,0.175,,,,,,,,,,,,,,,
2024/07/21,1:40 PM.,SD,CLE,home,Partly Cloudy.,80,650633,PH,0,0,0,0,0,0,0,0,1,0,0,.286,.395,.467,.862,650633,michaelking,"King, M",Right,Michael King,SDP,2.95,3.59,173.2,102.0,95.0,100.0,0.735,10.42,3.26,7.46,0.88,1.1,0.233,0.426,0.202,0.264,0.415,88.0,103.0,97.0,88.0,105.0,98.0,115.0,97.0,102.0,0.279,0.234,0.246,0.68,-0.19,1.61,86.7,92.9,82.9,0.2,0.376,0.189,0.281,0.5,0.284,0.207,0.286,0.362,86.0,103.0,101.0,0.241,-0.15,93.7,0.265,0.402,0.261,0.206,0.304,0.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024/07/20,7:11 PM.,SD,CLE,home,Partly Cloudy.,77,656302,3B,3,0,0,0,0,0,0,0,0,2,0,.286,.393,.467,.860,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,,,,112.0,100.0,105.0,,0.471,0.009,,1.98,-4.13,69.7,,87.2,,,,0.159,0.257,0.447,0.25,1.0,0.2,123.0,95.0,102.0,0.435,0.22,96.9,0.235,0.39,0.203,0.2,0.267,0.385,,105.0,95.0,102.0,113.0,89.0,90.0,,,,0.006,,0.079,,-5.11,,-0.95,,91.8,,82.3,,,,0.28,0.44,0.286,,,,,,,0.25,1.0,0.0,,,,,,
2024/07/19,7:11 PM.,SD,CLE,home,Clear.,74,663362,DH,3,2,3,0,0,0,1,0,1,0,0,.290,.398,.473,.871,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,73.0,108.0,102.0,115.0,101.0,107.0,0.144,0.198,,0.64,0.5,,,90.0,79.3,0.303,0.404,0.067,,,,,,,57.0,108.0,91.0,0.19,-0.77,90.6,0.265,0.513,0.224,0.227,0.454,0.201,77.6,,,,83.0,98.0,90.0,,,,0.086,,,0.382,1.88,,,-1.09,87.0,,,,,,,,,,,,,,,0.231,0.385,0.144,,,,0.246,0.394,0.275
2024/07/16,7:19 PM.,NL,AL,home,Roof Closed.,74,694973,DH,2,0,1,0,0,0,1,0,0,0,0,.500,.500,.500,1.000,694973,paulskenes,Skenes,Right,Paul Skenes,PIT,1.96,2.53,133.0,103.0,102.0,103.0,0.736,11.5,2.17,6.36,0.68,1.66,0.216,0.464,0.193,0.235,0.427,82.0,108.0,107.0,80.0,95.0,86.0,131.0,101.0,113.0,0.284,0.162,0.054,3.52,0.8,2.34,87.3,94.0,85.4,0.184,0.234,0.293,0.286,0.571,0.328,0.088,0.118,0.548,98.0,107.0,103.0,0.392,0.64,98.8,0.23,0.351,0.242,0.104,0.188,0.226,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.375,0.337,105.0,100.0,104.0,0.108,-0.18,83.0,,,,,,,,,
2024/07/14,1:40 PM.,TB,CLE,away,Dome.,72,686752,RF,2,0,0,0,0,0,0,0,0,0,2,.279,.388,.466,.854,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,118.0,105.0,117.0,,,,119.0,95.0,106.0,,0.173,0.235,,0.51,-0.47,85.8,,89.0,,,,0.267,0.407,0.317,0.216,0.353,0.286,115.0,98.0,102.0,0.506,1.07,94.9,0.181,0.33,0.316,,,,,,,,100.0,103.0,100.0,,,,0.06,,,,-0.88,,,,91.6,,,,,,0.167,0.167,0.5,140.0,75.0,84.0,0.027,-1.47,80.6,0.276,0.586,0.141,,,,,,
2024/07/13,4:10 PM.,TB,CLE,away,Dome.,72,641793,DH,3,0,0,0,0,0,0,0,0,1,4,.282,.391,.470,.861,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,67.0,103.0,91.0,102.0,99.0,98.0,0.148,0.399,,-0.6,0.45,,,91.6,85.7,0.265,0.439,0.141,0.257,0.427,0.227,,,,54.0,110.0,91.0,0.221,0.58,92.4,0.245,0.358,0.191,0.406,0.594,0.115,,,,,,,,104.0,106.0,112.0,,0.232,,,,-0.84,,,,83.0,,0.258,0.423,0.344,,,,,,,,,,,,,,,,,,
2024/07/12,6:50 PM.,TB,CLE,away,Dome.,72,671737,PH,1,0,0,0,0,0,0,0,0,1,1,.286,.393,.477,.870,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.0,97.0,102.0,0.417,-0.04,96.4,0.269,0.5,0.21,,,,,,,,91.0,100.0,98.0,123.0,102.0,114.0,0.225,0.269,,,1.02,0.47,,,90.9,90.9,,0.213,0.32,0.33,0.241,0.483,0.346,100.0,91.0,93.0,0.089,-1.5,79.1,0.205,0.357,0.324,,,,,,
2024/07/11,1:09 PM.,DET,CLE,away,Sunny.,83,656427,1B,4,0,0,0,0,0,0,0,0,1,1,.288,.395,.480,.875,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,75.0,85.0,72.0,95.0,102.0,102.0,0.023,0.29,0.027,-5.05,0.02,-0.55,85.7,90.6,84.7,0.6,1.2,0.4,0.222,0.455,0.363,0.111,0.333,0.111,92.0,104.0,101.0,0.441,0.5,93.3,0.245,0.401,0.238,,,,,101.0,103.0,107.0,,,,,,,,,0.218,,,,2.19,,,,77.4,,,,0.164,0.219,0.436,,,,,,,,,,,,,,,
2024/07/10,6:40 PM.,DET,CLE,away,Overcast.,67,681857,1B,3,0,0,0,0,0,0,0,1,0,1,.294,.402,.490,.892,681857,reeseolson,Olson,Right,Reese Olson,DET,3.53,3.64,112.1,97.0,91.0,97.0,0.729,8.09,2.64,8.01,0.56,1.62,0.214,0.462,0.128,0.306,0.365,102.0,97.0,105.0,75.0,103.0,95.0,111.0,97.0,103.0,0.205,0.278,0.223,1.85,2.08,-0.05,86.5,94.2,84.8,0.284,0.385,0.076,0.143,0.194,0.455,0.222,0.344,0.429,70.0,94.0,86.0,0.234,-0.39,94.2,0.277,0.386,0.101,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.304,0.652,0.295,92.0,91.0,90.0,0.06,-3.32,79.0,,,,,,,,,
