date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SV_ba,SV_slg,SV_whiff,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-08-28,1:11 PM.,KC,CLE,home,Cloudy.,83,608379,RF,3,1,2,0,0,0,1,0,0,1,0,0.264,0.338,0.603,0.941,608379,michaelwacha,Wacha,Right,Michael Wacha,KCR,3.35,4.05,166.2,102.0,91.0,99.0,0.784,7.83,2.43,8.32,0.92,0.93,0.258,0.429,0.213,0.282,0.436,111.0,109.0,112.0,72.0,89.0,92.0,83.0,103.0,99.0,78.0,103.0,89.0,97.0,89.0,90.0,0.153,0.238,0.092,0.081,0.322,0.39,0.29,-2.39,-1.64,2.26,93.6,81.2,93.6,84.1,75.2,0.279,0.449,0.169,0.169,0.312,0.341,0.371,0.6,0.373,0.357,0.643,0.174,0.252,0.301,0.099,78.0,100.0,92.0,0.114,-0.94,88.8,0.319,0.458,0.148,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-26,1:10 PM.,KC,CLE,home,Sunny.,84,666142,RF,3,1,0,0,0,0,0,0,1,1,3,0.261,0.328,0.617,0.945,666142,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.31,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.3,0.409,114.0,98.0,103.0,,,,105.0,101.0,106.0,,,,132.0,106.0,114.0,,0.418,0.128,,0.237,0.85,,-0.34,,1.43,95.4,84.8,,86.0,,0.213,0.361,0.231,0.183,0.28,0.478,0.21,0.305,0.337,0.14,0.256,0.352,,,,88.0,94.0,91.0,0.113,0.26,90.7,0.348,0.455,0.228,,,,101.0,97.0,101.0,0.104,0.9,80.8,,,,,,,,,,,,,,,,,,
2024-08-26,6:40 PM.,KC,CLE,home,Clear.,85,679525,RF,3,0,0,0,0,0,0,0,1,3,2,0.254,0.326,0.602,0.928,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.53,4.97,129.0,99.0,100.0,99.0,0.789,8.58,2.72,8.58,1.33,0.92,0.249,0.42,0.182,0.329,0.429,88.0,95.0,94.0,103.0,105.0,103.0,93.0,98.0,95.0,98.0,99.0,97.0,117.0,99.0,107.0,0.138,0.37,0.228,0.164,0.1,0.34,-1.16,-0.57,-1.2,0.84,94.2,86.3,93.6,86.5,82.8,0.208,0.383,0.223,0.204,0.296,0.177,0.29,0.462,0.294,0.263,0.5,0.274,0.317,0.524,0.099,,,,,,,,,,0.2,0.433,0.464,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-25,1:40 PM.,TEX,CLE,home,Cloudy.,80,674003,RF,3,2,1,0,0,1,1,0,0,1,0,0.268,0.331,0.634,0.965,674003,codybradford,Bradford,Left,Cody Bradford,TEX,3.54,3.54,76.1,105.0,94.0,100.0,0.793,8.25,1.53,7.55,1.18,0.82,0.263,0.357,0.138,0.304,0.427,105.0,104.0,109.0,96.0,103.0,104.0,94.0,105.0,93.0,,,,49.0,114.0,107.0,,0.523,0.07,0.128,0.273,1.75,,-0.79,-2.32,0.86,89.8,80.9,,82.7,74.9,0.185,0.344,0.213,0.21,0.333,0.338,0.32,0.48,0.182,0.306,0.556,0.129,,,,70.0,112.0,85.0,0.007,-3.68,86.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-24,7:10 PM.,TEX,CLE,home,Partly Cloudy.,77,592351,RF,5,3,3,1,0,1,3,0,0,1,0,0.266,0.331,0.615,0.946,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,,,,97.0,105.0,105.0,,0.444,0.439,0.046,0.071,-0.71,,0.77,-0.7,-1.39,94.9,88.7,,88.6,78.9,0.311,0.443,0.15,0.257,0.543,0.19,0.213,0.344,0.334,0.333,0.333,0.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-22,1:08 PM.,NYY,CLE,away,Partly Cloudy.,74,543037,DH,3,0,0,0,0,0,0,0,1,1,2,0.25,0.319,0.577,0.896,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.64,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,73.0,94.0,90.0,,,,116.0,100.0,104.0,,,,128.0,106.0,112.0,0.002,0.462,0.146,,0.04,0.7,17.25,1.25,,-3.6,95.9,88.2,93.7,88.2,,0.189,0.365,0.234,0.333,0.667,0.28,0.222,0.27,0.264,0.209,0.239,0.301,0.0,0.0,0.143,99.0,102.0,102.0,0.163,-0.7,91.4,0.32,0.56,0.22,,,,102.0,99.0,106.0,0.187,2.35,82.5,,,,,,,,,,,,,,,,,,
2024-08-21,7:09 PM.,NYY,CLE,away,Clear.,70,641482,RF,3,1,2,0,0,1,1,0,0,0,0,0.257,0.321,0.594,0.915,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,86.0,102.0,94.0,,,,99.0,103.0,100.0,86.0,116.0,113.0,99.0,98.0,101.0,0.014,0.442,0.168,,0.097,0.25,1.37,-1.27,,-0.89,92.1,83.6,90.3,78.2,,0.235,0.443,0.215,0.226,0.369,0.326,0.364,0.727,0.167,,,,0.143,0.143,0.316,109.0,100.0,102.0,0.28,1.32,87.5,0.249,0.378,0.251,0.284,0.511,0.25,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-20,7:08 PM.,NYY,CLE,away,Partly Cloudy.,69,661563,1B,6,2,2,1,0,0,1,0,1,2,2,0.245,0.312,0.561,0.873,661563,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.8,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,,,,128.0,96.0,102.0,,,,108.0,94.0,105.0,,0.488,0.259,,0.253,0.06,,1.37,,0.37,96.6,91.6,,87.5,,0.205,0.395,0.285,0.179,0.282,0.269,0.171,0.312,0.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-18,1:11 PM.,MIL,CLE,away,Roof Closed.,76,607067,RF,1,0,0,0,0,0,0,0,0,0,0,0.239,0.304,0.565,0.869,607067,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.91,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.443,,,,100.0,109.0,104.0,70.0,109.0,95.0,82.0,103.0,96.0,109.0,106.0,108.0,0.311,0.193,0.172,0.042,,0.49,-0.28,1.41,-3.64,,92.9,,92.3,82.0,78.7,0.207,0.314,0.248,,,,,,,0.394,0.636,0.18,0.298,0.482,0.115,76.0,94.0,88.0,0.194,-1.34,87.6,0.287,0.656,0.168,0.159,0.234,0.227,,,,,,,78.0,98.0,96.0,0.088,-2.02,86.5,,,,0.286,0.492,0.277,,,,,,
2024-08-17,6:15 PM.,MIL,CLE,away,Roof Closed.,79,642547,RF,1,0,0,0,0,0,0,0,0,1,0,0.242,0.293,0.571,0.864,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.197,0.318,0.373,84.0,92.0,88.0,104.0,106.0,110.0,112.0,99.0,101.0,,,,98.0,99.0,105.0,,0.539,0.217,0.07,0.175,0.05,,-0.09,0.36,0.84,94.3,87.7,,81.4,78.1,0.239,0.424,0.252,0.218,0.291,0.369,0.203,0.384,0.41,0.182,0.341,0.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-16,7:11 PM.,MIL,CLE,away,Roof Closed.,79,650644,RF,3,0,0,0,0,0,0,0,1,2,2,0.244,0.296,0.578,0.874,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,4.36,4.0,161.0,100.0,96.0,100.0,0.801,8.33,2.91,8.83,1.62,0.83,0.253,0.411,0.145,0.315,0.399,,,,104.0,104.0,109.0,68.0,102.0,96.0,71.0,93.0,83.0,152.0,101.0,112.0,0.24,0.099,0.163,0.156,,-1.7,0.06,-1.03,-1.36,,92.0,,92.6,80.5,77.1,0.294,0.49,0.095,,,,0.25,0.375,0.438,0.25,0.479,0.275,0.241,0.421,0.158,91.0,100.0,101.0,0.322,1.08,88.1,0.232,0.394,0.233,0.267,0.467,0.272,,,,,,,57.0,96.0,102.0,0.02,-4.86,85.6,,,,0.375,0.625,0.261,,,,,,
2024-08-14,6:40 PM.,CHC,CLE,home,Clear.,78,592791,RF,4,0,0,0,0,0,0,0,0,3,4,0.253,0.298,0.598,0.896,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.27,4.05,165.1,107.0,85.0,102.0,0.823,6.8,1.8,8.38,1.14,0.99,0.223,0.445,0.136,0.328,0.468,78.0,102.0,95.0,104.0,111.0,113.0,66.0,106.0,96.0,74.0,104.0,92.0,104.0,116.0,120.0,0.109,0.296,0.155,0.147,0.043,-0.27,1.47,0.65,-1.04,-2.45,92.3,86.0,92.5,80.4,79.5,0.287,0.497,0.147,0.273,0.576,0.148,,,,0.232,0.424,0.23,0.219,0.297,0.085,92.0,103.0,98.0,0.251,2.12,86.5,0.252,0.31,0.191,0.183,0.296,0.317,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-13,6:41 PM.,CHC,CLE,home,Clear.,77,665871,RF,3,1,2,0,0,1,1,0,0,0,0,0.265,0.311,0.627,0.938,665871,javierassad,Assad,Right,Javier Assad,CHC,3.73,4.97,147.0,99.0,85.0,94.0,0.843,7.59,3.86,8.76,1.22,1.13,0.263,0.373,0.146,0.301,0.422,69.0,91.0,88.0,98.0,101.0,97.0,68.0,102.0,92.0,75.0,101.0,92.0,114.0,94.0,100.0,0.357,0.158,0.107,0.116,0.046,-0.91,0.51,-1.54,-0.4,-1.65,91.5,83.7,91.4,80.1,76.8,0.319,0.472,0.201,0.296,0.296,0.125,0.364,0.636,0.368,0.178,0.329,0.3,0.236,0.373,0.111,96.0,97.0,92.0,0.216,-0.73,87.9,0.315,0.583,0.142,0.174,0.37,0.341,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-12,6:41 PM.,CHC,CLE,home,Clear.,74,684007,RF,4,2,2,0,0,2,4,0,0,1,2,0.25,0.299,0.588,0.887,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,70.0,96.0,97.0,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,0.021,0.52,0.077,0.032,0.039,0.36,0.77,0.14,-0.59,0.48,91.7,81.6,88.7,81.6,72.7,0.229,0.47,0.176,0.194,0.226,0.333,,,,0.444,0.556,0.0,0.25,0.333,0.37,50.0,107.0,96.0,0.005,-6.3,89.8,0.333,1.333,0.143,0.267,0.311,0.347,,,,0.0,-76.55,53.9,81.0,106.0,100.0,0.306,1.39,82.9,,,,0.204,0.283,0.431,,,,,,
2024-08-10,6:50 PM.,MIN,CLE,away,Partly Cloudy.,72,680573,RF,3,0,0,0,0,0,0,0,0,0,1,0.237,0.289,0.513,0.802,680573,simeonwoodsrichardson,Woods Richardson,Right,Simeon Woods Richardson,MIN,4.17,4.05,133.2,104.0,87.0,100.0,0.807,7.88,3.23,8.42,1.08,0.8,0.289,0.421,0.155,0.282,0.436,103.0,106.0,113.0,106.0,103.0,102.0,71.0,100.0,88.0,,,,92.0,108.0,106.0,,0.403,0.312,0.093,0.193,0.82,,0.76,1.68,-3.33,93.1,82.8,,86.4,76.1,0.258,0.356,0.219,0.311,0.622,0.205,0.214,0.313,0.239,0.186,0.326,0.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-09,7:10 PM.,MIN,CLE,away,Partly Cloudy.,65,686973,RF,1,0,0,0,0,0,0,0,0,1,0,0.247,0.3,0.534,0.834,686973,louievarland,Varland,Right,Louie Varland,MIN,7.61,5.42,49.2,100.0,101.0,100.0,0.781,8.88,2.9,12.32,2.17,1.23,0.296,0.361,0.112,0.379,0.473,93.0,93.0,97.0,,,,107.0,105.0,105.0,94.0,107.0,102.0,,,,0.038,0.425,,,0.104,-0.34,-5.1,,,-0.65,96.3,89.4,93.8,,,0.306,0.553,0.242,0.294,0.294,0.105,,,,0.293,0.366,0.288,0.5,0.875,0.059,91.0,93.0,92.0,0.277,-3.42,90.1,0.333,0.603,0.246,,,,108.0,93.0,99.0,0.155,-1.27,84.6,,,,,,,,,,,,,,,,,,
2024-08-07,4:30 PM.,AZ,CLE,home,Cloudy.,75,593958,1B,4,0,2,0,0,0,0,0,0,0,0,0.25,0.304,0.542,0.846,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,ARI,5.04,5.53,50.0,104.0,76.0,96.0,0.808,8.46,3.42,10.08,1.44,0.98,0.204,0.439,0.14,0.338,0.405,97.0,103.0,101.0,,,,60.0,101.0,90.0,84.0,111.0,99.0,105.0,109.0,105.0,0.076,0.44,0.066,,0.225,-0.04,-3.84,-0.19,,-0.27,92.0,86.7,91.6,83.9,,0.257,0.486,0.268,0.269,0.385,0.256,0.167,0.417,0.095,,,,0.318,0.455,0.182,77.0,105.0,97.0,0.193,-1.76,88.8,0.333,0.595,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-04,1:41 PM.,BAL,CLE,home,Sunny.,83,669203,PH,1,0,0,0,0,0,0,0,0,0,1,0.235,0.293,0.544,0.837,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,0.078,,0.146,0.215,0.11,,-0.5,0.7,0.44,0.2,,89.2,97.0,87.2,80.3,,,,0.194,0.339,0.377,0.196,0.268,0.463,0.2,0.326,0.378,0.235,0.412,0.157,125.0,105.0,108.0,0.45,1.37,95.3,0.251,0.362,0.19,0.125,0.5,0.457,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-03,7:15 PM.,BAL,CLE,home,Partly Cloudy.,80,621107,RF,1,0,0,0,0,0,0,0,0,0,1,0.239,0.297,0.552,0.849,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,0.282,0.09,0.097,0.188,0.061,-0.64,0.0,0.46,-1.27,0.21,92.4,85.6,91.7,79.7,78.8,0.236,0.418,0.248,0.188,0.354,0.105,,,,0.291,0.472,0.333,0.293,0.404,0.133,85.0,105.0,98.0,0.282,1.54,88.2,0.214,0.345,0.223,0.236,0.473,0.203,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-01,6:40 PM.,BAL,CLE,home,Partly Cloudy.,84,669432,RF,3,0,0,0,0,0,0,0,1,1,2,0.242,0.301,0.561,0.862,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.317,0.206,,0.238,-0.26,-0.36,-1.99,,-1.32,91.9,85.6,91.5,82.4,,0.252,0.467,0.234,0.295,0.396,0.238,0.312,0.506,0.259,,,,0.292,0.492,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-29,6:40 PM.,DET,CLE,away,Partly Cloudy.,83,689225,RF,3,1,1,0,0,0,1,0,0,0,0,0.254,0.304,0.587,0.891,689225,beaubrieske,Brieske,Right,Beau Brieske,DET,3.59,3.31,67.2,101.0,110.0,102.0,0.778,9.18,3.99,7.32,0.67,0.87,0.21,0.348,0.177,0.298,0.406,103.0,108.0,110.0,,,,120.0,99.0,101.0,84.0,106.0,97.0,122.0,93.0,100.0,0.159,0.404,0.173,,0.265,0.99,2.22,-1.62,,0.26,95.9,88.4,95.5,86.1,,0.222,0.272,0.212,0.212,0.4,0.319,0.241,0.552,0.271,,,,0.235,0.294,0.116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-28,1:36 PM.,PHI,CLE,away,Partly Cloudy.,87,663465,RF,4,1,3,0,0,1,3,0,0,1,1,0.25,0.292,0.6,0.892,663465,kolbyallard,Allard,Left,Kolby Allard,PHI,5.0,4.34,27.0,102.0,65.0,98.0,0.801,7.67,2.67,11.33,1.67,1.11,0.198,0.36,0.174,0.372,0.47,74.0,108.0,102.0,85.0,96.0,101.0,56.0,100.0,93.0,38.0,115.0,101.0,,,,0.06,0.401,,0.122,0.243,-1.8,-8.18,,1.27,1.97,90.0,82.0,90.3,,71.7,0.333,0.611,0.162,0.263,0.316,0.234,,,,0.2,0.467,0.217,0.75,1.5,0.0,69.0,102.0,100.0,0.174,-2.26,84.4,0.375,0.625,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27,6:06 PM.,PHI,CLE,away,Partly Cloudy.,85,663969,1B,3,0,0,0,0,0,0,0,0,0,1,0.214,0.262,0.536,0.798,663969,tylerphillips,Phillips,Right,Tyler Phillips,PHI,6.87,5.97,36.2,100.0,94.0,99.0,0.799,6.87,1.72,11.05,2.21,1.13,0.122,0.496,0.171,0.358,0.419,82.0,110.0,104.0,107.0,112.0,116.0,68.0,92.0,90.0,80.0,101.0,91.0,121.0,95.0,102.0,0.311,0.187,0.292,0.144,0.066,3.13,-1.15,-2.49,-0.37,-9.69,92.7,85.7,93.7,82.5,81.0,0.219,0.313,0.214,0.6,1.1,0.182,,,,0.174,0.304,0.222,0.35,0.7,0.118,,,,,,,,,,0.311,0.511,0.329,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-26,6:42 PM.,PHI,CLE,away,Partly Cloudy.,83,650911,1B,4,0,0,0,0,0,0,0,0,1,4,0.226,0.276,0.566,0.842,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,97.0,105.0,116.0,,,,,,,95.0,101.0,98.0,102.0,102.0,103.0,0.473,,0.169,,0.357,,-0.55,0.65,,1.56,,85.1,94.5,84.4,,,,,0.177,0.22,0.348,0.219,0.368,0.308,,,,0.345,0.481,0.131,86.0,52.0,74.0,0.001,2.59,86.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-25,1:11 PM.,DET,CLE,home,Cloudy.,75,663947,RF,2,0,1,1,0,0,0,0,0,1,0,0.245,0.296,0.612,0.908,663947,tylerholton,Holton,Left,Tyler Holton,DET,2.19,2.78,94.1,103.0,83.0,99.0,0.767,7.35,1.62,5.44,0.67,1.3,0.207,0.371,0.172,0.262,0.417,59.0,104.0,101.0,109.0,94.0,100.0,79.0,100.0,91.0,77.0,105.0,97.0,113.0,97.0,105.0,0.216,0.152,0.155,0.015,0.189,4.5,2.61,1.73,1.83,0.4,92.1,83.6,91.5,80.6,79.2,0.105,0.14,0.257,0.25,0.382,0.289,,,,,,,0.156,0.338,0.094,85.0,105.0,101.0,0.273,1.85,87.6,0.194,0.292,0.253,0.13,0.174,0.379,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-24,6:42 PM.,DET,CLE,home,Cloudy.,77,656427,DH,4,0,0,0,0,0,0,0,0,2,4,0.234,0.288,0.596,0.884,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,,,,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,0.023,0.441,0.29,,0.027,0.5,-5.05,0.02,,-0.55,93.3,85.7,90.6,84.7,,0.245,0.401,0.238,0.111,0.333,0.111,0.222,0.455,0.363,0.164,0.219,0.436,0.6,1.2,0.4,,,,,,,,,,,,,101.0,103.0,107.0,0.218,2.19,77.4,,,,,,,,,,,,,,,,,,
2024-07-23,6:41 PM.,DET,CLE,home,Partly Cloudy.,78,663947,RF,4,1,2,1,0,1,1,0,0,1,1,0.256,0.313,0.651,0.964,663947,tylerholton,Holton,Left,Tyler Holton,DET,2.19,2.78,94.1,103.0,83.0,99.0,0.767,7.35,1.62,5.44,0.67,1.3,0.207,0.371,0.172,0.262,0.417,59.0,104.0,101.0,109.0,94.0,100.0,79.0,100.0,91.0,77.0,105.0,97.0,113.0,97.0,105.0,0.216,0.152,0.155,0.015,0.189,4.5,2.61,1.73,1.83,0.4,92.1,83.6,91.5,80.6,79.2,0.105,0.14,0.257,0.25,0.382,0.289,,,,,,,0.156,0.338,0.094,85.0,105.0,101.0,0.273,1.85,87.6,0.194,0.292,0.253,0.13,0.174,0.379,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-22,6:40 PM.,DET,CLE,home,Cloudy.,76,669373,RF,3,0,0,0,0,0,0,0,1,1,1,0.231,0.295,0.564,0.859,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,,,,112.0,104.0,103.0,95.0,105.0,104.0,111.0,99.0,103.0,0.205,0.332,0.149,,0.271,1.84,1.25,0.78,,1.13,96.8,86.3,96.6,88.7,,0.197,0.286,0.277,0.216,0.322,0.461,0.169,0.364,0.346,0.158,0.316,0.175,0.207,0.305,0.16,,,,,,,,,,,,,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,,,,,,,,,,,,,
2024-07-20,7:11 PM.,SD,CLE,home,Partly Cloudy.,77,656302,1B,0,0,0,0,0,0,0,0,0,0,0,0.25,0.3,0.611,0.911,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,,,,123.0,95.0,102.0,,,,112.0,100.0,105.0,,0.435,0.471,,0.009,0.22,,1.98,,-4.13,96.9,69.7,,87.2,,0.235,0.39,0.203,0.25,1.0,0.2,0.159,0.257,0.447,0.28,0.44,0.286,,,,113.0,89.0,90.0,0.006,-5.11,91.8,0.25,1.0,0.0,0.2,0.267,0.385,105.0,95.0,102.0,0.079,-0.95,82.3,,,,,,,,,,,,,,,,,,
2024-07-19,7:11 PM.,SD,CLE,home,Clear.,74,663362,PH,1,0,0,0,0,0,0,0,0,1,1,0.25,0.3,0.611,0.911,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,,,,57.0,108.0,91.0,73.0,108.0,102.0,115.0,101.0,107.0,0.144,0.19,0.198,,,-0.77,0.64,0.5,,,90.6,,90.0,79.3,,0.265,0.513,0.224,,,,,,,,,,0.303,0.404,0.067,83.0,98.0,90.0,0.086,1.88,87.0,0.231,0.385,0.144,0.227,0.454,0.201,,,,,,,,,,,,,,,,,,,77.6,0.382,-1.09,0.246,0.394,0.275
2024-07-13,4:10 PM.,TB,CLE,away,Dome.,72,641793,PH,1,1,1,0,0,1,2,0,0,0,0,0.257,0.308,0.629,0.937,641793,zacklittell,Littell,Right,Zack Littell,TBR,3.63,4.34,156.1,104.0,81.0,99.0,0.785,8.12,1.78,9.44,1.27,0.8,0.218,0.414,0.14,0.293,0.453,,,,,,,54.0,110.0,91.0,67.0,103.0,91.0,102.0,99.0,98.0,0.148,0.221,0.399,,,0.58,-0.6,0.45,,,92.4,,91.6,85.7,,0.245,0.358,0.191,,,,0.257,0.427,0.227,,,,0.265,0.439,0.141,,,,,,,,,,0.406,0.594,0.115,,,,,,,104.0,106.0,112.0,0.232,-0.84,83.0,,,,0.258,0.423,0.344,,,,,,
2024-07-12,6:50 PM.,TB,CLE,away,Dome.,72,671737,RF,4,0,1,0,0,0,0,0,0,2,2,0.235,0.289,0.529,0.818,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,100.0,91.0,93.0,129.0,97.0,102.0,,,,,,,,0.417,,0.089,,-0.04,,,-1.5,,96.4,,,,79.1,0.269,0.5,0.21,,,,,,,0.241,0.483,0.346,,,,91.0,100.0,98.0,0.225,1.02,90.9,0.205,0.357,0.324,,,,,,,,,,123.0,102.0,114.0,0.269,0.47,90.9,,,,0.213,0.32,0.33,,,,,,
2024-07-11,1:09 PM.,DET,CLE,away,Sunny.,83,656427,LF,1,0,0,0,0,0,0,0,0,0,0,0.233,0.294,0.567,0.861,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,3.17,3.54,162.0,102.0,94.0,102.0,0.712,10.78,2.11,7.5,1.33,1.05,0.223,0.436,0.157,0.3,0.38,87.0,83.0,81.0,,,,92.0,104.0,101.0,75.0,85.0,72.0,95.0,102.0,102.0,0.023,0.441,0.29,,0.027,0.5,-5.05,0.02,,-0.55,93.3,85.7,90.6,84.7,,0.245,0.401,0.238,0.111,0.333,0.111,0.222,0.455,0.363,0.164,0.219,0.436,0.6,1.2,0.4,,,,,,,,,,,,,101.0,103.0,107.0,0.218,2.19,77.4,,,,,,,,,,,,,,,,,,
