date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SV_ba,SV_slg,SV_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2024-08-18,1:20 PM.,CHC,TOR,away,Cloudy.,74,684007,3B,4,0,0,0,0,0,0,0,0,3,2,0.17,0.207,0.311,0.518,684007,shotaimanaga,Imanaga,Left,Shota Imanaga,CHC,2.91,3.39,173.1,105.0,90.0,103.0,0.739,9.03,1.45,7.74,1.4,0.82,0.217,0.45,0.166,0.309,0.438,82.0,105.0,104.0,70.0,96.0,97.0,96.0,104.0,106.0,76.0,102.0,91.0,103.0,105.0,104.0,0.021,0.52,0.077,0.032,0.039,0.36,0.77,0.14,-0.59,0.48,91.7,81.6,88.7,81.6,72.7,0.229,0.47,0.176,0.25,0.333,0.37,,,,0.444,0.556,0.0,0.194,0.226,0.333,0.267,0.311,0.347,50.0,107.0,96.0,0.005,-6.3,89.8,0.333,1.333,0.143,81.0,106.0,100.0,0.306,1.39,82.9,,,,0.204,0.283,0.431,,,,0.0,-76.55,53.9
2024-08-17,1:20 PM.,CHC,TOR,away,Cloudy.,78,657006,3B,4,1,1,0,0,1,1,0,0,0,1,0.176,0.215,0.324,0.539,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,70.0,92.0,94.0,92.0,120.0,108.0,89.0,102.0,100.0,64.0,104.0,95.0,130.0,105.0,109.0,0.053,0.595,0.297,0.022,0.033,0.38,0.43,1.81,2.76,0.32,91.6,86.2,91.6,83.3,79.9,0.253,0.396,0.223,0.292,0.458,0.182,0.16,0.243,0.282,0.0,0.0,0.2,0.222,0.222,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-14,6:38 PM.,LAA,TOR,away,Clear.,82,542881,3B,3,0,0,0,0,0,0,0,0,1,2,0.173,0.214,0.296,0.51,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,3.81,4.37,179.1,99.0,96.0,99.0,0.741,7.13,3.66,7.93,1.2,0.88,0.193,0.51,0.157,0.267,0.396,105.0,100.0,105.0,,,,89.0,99.0,96.0,66.0,95.0,83.0,80.0,141.0,142.0,0.033,0.396,0.013,0.001,0.371,-0.73,-3.87,-0.06,-3.14,1.32,89.4,78.9,88.1,81.3,71.6,0.272,0.494,0.183,0.261,0.696,0.152,0.0,0.0,0.357,,,,0.185,0.259,0.396,,,,99.0,100.0,96.0,0.185,-0.41,84.3,0.264,0.455,0.247,,,,,,,,,,,,,,,,,,
2024-08-13,6:39 PM.,LAA,TOR,away,Clear.,81,608334,RF,2,0,0,0,0,0,0,0,0,1,0,0.179,0.212,0.305,0.517,608334,carsonfulmer,"Fulmer, C",Right,Carson Fulmer,LAA,4.15,4.74,86.2,101.0,94.0,98.0,0.772,8.41,4.15,8.41,1.14,1.04,0.214,0.429,0.115,0.361,0.393,90.0,104.0,102.0,109.0,102.0,103.0,85.0,105.0,103.0,88.0,100.0,94.0,114.0,96.0,98.0,0.237,0.234,0.204,0.056,0.27,0.19,0.39,1.22,-7.73,-0.64,93.1,87.8,92.6,87.0,82.4,0.224,0.447,0.195,0.299,0.39,0.118,0.157,0.294,0.284,0.471,1.118,0.393,0.228,0.347,0.367,0.286,0.714,0.458,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-10,3:07 PM.,OAK,TOR,home,Partly Cloudy.,73,674370,RF,3,0,0,0,0,0,0,0,0,1,2,0.183,0.216,0.312,0.528,674370,osvaldobido,Bido,Right,Osvaldo Bido,OAK,3.41,2.72,63.1,97.0,103.0,97.0,0.761,8.95,3.69,6.11,0.43,0.61,0.245,0.405,0.252,0.258,0.425,78.0,103.0,102.0,,,,102.0,95.0,92.0,102.0,89.0,87.0,131.0,103.0,111.0,0.099,0.394,0.211,,0.152,0.18,-0.7,1.83,,1.82,94.8,88.9,94.9,85.8,,0.203,0.297,0.287,0.304,0.478,0.146,0.197,0.311,0.27,,,,0.121,0.152,0.343,,,,93.0,99.0,96.0,0.143,2.25,86.9,0.152,0.212,0.197,,,,,,,,,,,,,,,,,,
2024-08-08,7:08 PM.,BAL,TOR,home,Roof Closed.,68,665152,RF,4,0,0,0,0,0,0,0,0,2,0,0.189,0.223,0.322,0.545,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,,,,92.0,98.0,96.0,91.0,100.0,99.0,79.0,105.0,97.0,,,,0.151,0.32,,0.114,,-0.18,0.67,,0.29,,93.4,,92.3,,77.0,0.245,0.503,0.232,0.247,0.353,0.072,,,,0.225,0.3,0.198,,,,,,,99.0,102.0,98.0,0.23,0.33,86.9,0.25,0.355,0.237,72.0,99.0,99.0,0.184,0.73,84.1,,,,0.139,0.248,0.36,,,,,,
2024-08-07,7:08 PM.,BAL,TOR,home,Clear.,74,669432,PH,1,0,0,0,0,0,0,0,0,0,1,0.198,0.233,0.337,0.57,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,111.0,108.0,115.0,,,,66.0,101.0,93.0,86.0,97.0,92.0,74.0,93.0,91.0,0.24,0.317,0.206,,0.238,-0.26,-0.36,-1.99,,-1.32,91.9,85.6,91.5,82.4,,0.252,0.467,0.234,0.292,0.492,0.1,0.312,0.506,0.259,,,,0.295,0.396,0.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-06,7:09 PM.,BAL,TOR,home,Roof Closed.,71,544150,3B,4,0,1,1,0,0,2,0,0,3,2,0.2,0.236,0.341,0.577,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,94.0,99.0,98.0,90.0,101.0,96.0,,,,,,,,0.5,,0.132,0.172,-0.36,,,0.41,-0.5,94.8,86.1,,,79.0,0.276,0.469,0.228,,,,,,,0.174,0.348,0.252,0.274,0.434,0.228,,,,74.0,99.0,92.0,0.195,0.73,86.3,0.24,0.365,0.308,,,,,,,,,,,,,,,,,,
2024-08-04,1:39 PM.,NYY,TOR,away,Cloudy.,79,543037,3B,4,1,1,1,0,0,1,0,0,2,2,0.198,0.235,0.333,0.568,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.64,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,73.0,94.0,90.0,,,,116.0,100.0,104.0,,,,128.0,106.0,112.0,0.002,0.462,0.146,,0.04,0.7,17.25,1.25,,-3.6,95.9,88.2,93.7,88.2,,0.189,0.365,0.234,0.0,0.0,0.143,0.222,0.27,0.264,0.209,0.239,0.301,0.333,0.667,0.28,,,,99.0,102.0,102.0,0.163,-0.7,91.4,0.32,0.56,0.22,,,,,,,,,,,,,102.0,99.0,106.0,0.187,2.35,82.5
2024-08-03,1:10 PM.,NYY,TOR,away,Partly Cloudy.,90,607074,RF,1,0,0,0,0,0,0,0,1,0,3,0.195,0.235,0.325,0.56,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,,,,144.0,104.0,113.0,,0.494,0.26,0.083,0.129,0.05,,-0.4,-1.32,1.44,95.4,85.5,,86.8,81.0,0.262,0.514,0.214,,,,0.199,0.361,0.393,0.281,0.531,0.276,0.188,0.247,0.495,,,,100.0,83.0,82.0,0.035,-3.11,91.8,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,
2024-07-31,12:37 PM.,BAL,TOR,away,Partly Cloudy.,90,680570,RF,3,1,2,1,0,1,2,0,1,1,1,0.197,0.228,0.329,0.557,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,140.0,101.0,108.0,114.0,103.0,107.0,113.0,102.0,106.0,133.0,102.0,111.0,118.0,101.0,108.0,0.012,0.465,0.158,0.155,0.21,-0.38,5.3,-0.96,0.29,1.63,96.1,83.1,96.1,86.5,81.3,0.291,0.413,0.269,0.167,0.333,0.294,0.25,0.563,0.361,0.26,0.38,0.241,0.161,0.306,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-30,6:36 PM.,BAL,TOR,away,Overcast.,79,669203,RF,4,0,1,0,0,0,0,0,0,1,2,0.178,0.2,0.26,0.46,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,0.078,,0.146,0.215,0.11,,-0.5,0.7,0.44,0.2,,89.2,97.0,87.2,80.3,,,,0.235,0.412,0.157,0.196,0.268,0.463,0.2,0.326,0.378,0.194,0.339,0.377,0.125,0.5,0.457,125.0,105.0,108.0,0.45,1.37,95.3,0.251,0.362,0.19,,,,,,,,,,,,,,,,,,
2024-07-29,3:06 PM.,BAL,TOR,away,Partly Cloudy.,90,621107,RF,4,1,1,0,0,1,3,0,0,1,1,0.174,0.197,0.261,0.458,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,108.0,112.0,108.0,61.0,105.0,94.0,91.0,109.0,105.0,122.0,107.0,113.0,0.282,0.09,0.097,0.188,0.061,-0.64,0.0,0.46,-1.27,0.21,92.4,85.6,91.7,79.7,78.8,0.236,0.418,0.248,0.293,0.404,0.133,,,,0.291,0.472,0.333,0.188,0.354,0.105,0.236,0.473,0.203,85.0,105.0,98.0,0.282,1.54,88.2,0.214,0.345,0.223,,,,,,,,,,,,,,,,,,
2024-07-28,1:39 PM.,TEX,TOR,home,Sunny.,81,592351,RF,4,0,2,1,0,0,2,0,0,0,1,0.169,0.194,0.215,0.409,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,72.0,100.0,94.0,97.0,97.0,102.0,73.0,103.0,91.0,,,,97.0,105.0,105.0,,0.444,0.439,0.046,0.071,-0.71,,0.77,-0.7,-1.39,94.9,88.7,,88.6,78.9,0.311,0.443,0.15,,,,0.213,0.344,0.334,0.333,0.333,0.267,0.257,0.543,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-27,3:09 PM.,TEX,TOR,home,Sunny.,76,547179,DH,0,0,0,0,0,0,0,0,0,0,0,0.148,0.175,0.18,0.355,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,3.31,4.59,130.1,97.0,93.0,95.0,0.796,6.7,4.14,6.97,1.17,1.03,0.249,0.386,0.188,0.322,0.411,93.0,101.0,99.0,102.0,93.0,96.0,84.0,95.0,89.0,81.0,102.0,94.0,126.0,98.0,108.0,0.212,0.272,0.149,0.079,0.188,1.0,-0.25,-1.51,0.02,1.94,93.8,84.6,93.6,83.9,81.7,0.155,0.309,0.184,0.291,0.441,0.062,0.368,0.632,0.253,0.217,0.348,0.352,0.122,0.173,0.373,0.19,0.429,0.291,94.0,92.0,91.0,0.1,0.04,90.1,0.235,0.51,0.236,,,,,,,,,,,,,,,,,,
2024-07-25,3:09 PM.,TB,TOR,home,Partly Cloudy.,76,671737,3B,1,0,0,0,0,0,0,0,0,1,1,0.148,0.175,0.18,0.355,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,100.0,91.0,93.0,129.0,97.0,102.0,,,,,,,,0.417,,0.089,,-0.04,,,-1.5,,96.4,,,,79.1,0.269,0.5,0.21,,,,,,,0.241,0.483,0.346,,,,,,,91.0,100.0,98.0,0.225,1.02,90.9,0.205,0.357,0.324,123.0,102.0,114.0,0.269,0.47,90.9,,,,0.213,0.32,0.33,,,,,,
2024-07-05,6:42 PM.,SEA,TOR,away,Clear.,78,622491,LF,3,0,0,0,0,0,0,0,0,1,0,0.15,0.177,0.183,0.36,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.64,3.91,175.1,105.0,101.0,102.0,0.768,8.98,2.41,8.11,1.28,0.94,0.26,0.409,0.159,0.319,0.406,89.0,104.0,97.0,,,,120.0,105.0,103.0,100.0,102.0,98.0,72.0,106.0,108.0,0.179,0.454,0.224,,0.143,0.97,-0.41,0.65,,-1.63,95.6,88.1,95.6,85.7,,0.203,0.365,0.273,0.298,0.457,0.105,0.207,0.357,0.358,,,,0.287,0.545,0.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-04,1:09 PM.,HOU,TOR,home,Sunny.,79,664285,3B,1,0,0,0,0,0,0,0,0,1,0,0.158,0.186,0.193,0.379,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,2.91,3.41,176.1,97.0,114.0,102.0,0.744,8.63,2.81,7.15,0.66,3.02,0.205,0.416,0.129,0.321,0.425,130.0,96.0,104.0,129.0,96.0,108.0,60.0,102.0,94.0,98.0,99.0,97.0,107.0,102.0,110.0,0.458,0.012,0.043,0.313,0.175,-4.64,1.46,-0.2,1.59,0.62,94.5,89.9,94.1,85.1,79.7,0.4,1.0,0.273,0.276,0.399,0.116,0.233,0.467,0.383,0.121,0.187,0.398,0.226,0.278,0.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-03,7:08 PM.,HOU,TOR,home,Cloudy.,79,669854,RF,3,0,0,0,0,0,0,0,0,0,0,0.161,0.19,0.196,0.386,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,75.0,96.0,100.0,85.0,95.0,90.0,,,,89.0,103.0,101.0,,0.383,0.302,0.094,0.221,-0.42,,2.24,2.55,-0.16,93.4,85.2,,86.4,80.1,0.232,0.497,0.192,,,,0.18,0.284,0.333,0.071,0.071,0.376,0.188,0.356,0.343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-02,7:08 PM.,HOU,TOR,home,Cloudy.,68,681293,LF,3,0,1,1,0,0,1,0,0,1,0,0.17,0.2,0.208,0.408,681293,spencerarrighetti,Arrighetti,Right,Spencer Arrighetti,HOU,4.53,4.05,145.0,99.0,95.0,99.0,0.739,10.61,4.03,8.63,1.3,0.85,0.247,0.437,0.147,0.314,0.444,89.0,97.0,90.0,118.0,98.0,104.0,91.0,100.0,99.0,,,,117.0,93.0,101.0,,0.41,0.108,0.2,0.086,-1.33,,0.99,0.8,-2.52,94.1,85.5,,80.8,78.4,0.303,0.528,0.198,,,,,,,0.171,0.282,0.424,0.395,0.512,0.378,0.113,0.226,0.386,66.0,98.0,96.0,0.196,0.57,88.2,0.248,0.444,0.228,,,,,,,,,,,,,,,,,,
2024-07-01,3:28 PM.,HOU,TOR,home,Sunny.,69,686613,LF,1,0,0,0,0,0,0,0,1,0,0,0.16,0.192,0.18,0.372,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,,,,110.0,101.0,102.0,93.0,102.0,98.0,110.0,103.0,107.0,0.182,0.347,0.051,,0.126,0.16,0.92,1.7,,0.95,96.0,88.4,95.6,89.1,,0.244,0.413,0.288,0.275,0.321,0.161,0.2,0.2,0.236,0.237,0.421,0.305,0.221,0.26,0.296,,,,90.0,103.0,101.0,0.17,0.14,92.4,0.23,0.363,0.216,,,,,,,,,,,,,127.0,100.0,106.0,0.125,-0.79,82.9
2024-06-28,7:08 PM.,NYY,TOR,home,Roof Closed.,68,573186,RF,4,0,0,0,0,0,0,0,0,1,1,0.163,0.18,0.184,0.364,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,,,,94.0,89.0,94.0,48.0,88.0,79.0,90.0,94.0,90.0,93.0,102.0,102.0,0.351,0.032,0.16,0.165,,-4.01,-0.03,-2.37,-0.03,,89.9,,90.0,85.3,81.3,0.455,0.636,0.259,0.306,0.466,0.12,0.258,0.386,0.272,0.0,0.0,0.265,,,,,,,106.0,101.0,99.0,0.182,-0.26,88.1,0.296,0.519,0.187,82.0,99.0,93.0,0.111,-0.31,83.3,0.309,0.515,0.313,0.235,0.309,0.241,,,,,,
2024-06-27,7:08 PM.,NYY,TOR,home,Clear.,70,607074,RF,0,0,0,0,0,0,0,0,0,0,0,0.178,0.196,0.2,0.396,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,103.0,86.0,93.0,114.0,98.0,101.0,,,,144.0,104.0,113.0,,0.494,0.26,0.083,0.129,0.05,,-0.4,-1.32,1.44,95.4,85.5,,86.8,81.0,0.262,0.514,0.214,,,,0.199,0.361,0.393,0.281,0.531,0.276,0.188,0.247,0.495,,,,100.0,83.0,82.0,0.035,-3.11,91.8,0.353,0.647,0.255,,,,,,,,,,,,,,,,,,
2024-06-25,7:12 PM.,BOS,TOR,away,Partly Cloudy.,85,678394,LF,4,0,0,0,0,0,0,0,0,2,2,0.178,0.196,0.2,0.396,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,,,,74.0,108.0,101.0,103.0,100.0,101.0,114.0,98.0,110.0,0.403,0.048,0.28,,0.269,0.25,-0.24,-0.58,,0.15,95.6,87.6,95.7,86.8,,0.12,0.16,0.218,0.309,0.44,0.111,0.268,0.401,0.343,,,,0.177,0.354,0.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-24,7:11 PM.,BOS,TOR,away,Partly Cloudy.,77,656557,3B,3,1,0,0,0,0,0,0,0,1,0,0.195,0.214,0.22,0.434,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,0.324,,0.414,,,,0.67,0.54,,,,,93.5,83.2,,,,,0.27,0.325,0.142,,,,,,,,,,0.23,0.357,0.302,95.0,93.0,93.0,0.015,-0.95,87.1,0.2,0.4,0.235,116.0,103.0,109.0,0.248,1.74,88.4,,,,0.195,0.265,0.208,,,,,,
2024-06-23,1:41 PM.,CLE,TOR,away,Cloudy.,78,663474,3B,3,0,1,0,0,0,1,0,0,2,3,0.211,0.231,0.237,0.468,663474,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.11,5.67,75.2,90.0,99.0,90.0,0.784,8.8,5.83,8.21,2.26,0.68,0.251,0.386,0.149,0.321,0.406,,,,97.0,102.0,100.0,98.0,86.0,87.0,,,,106.0,87.0,90.0,,0.524,0.21,0.266,,-2.18,,1.48,-0.16,,91.1,,,85.4,77.7,0.303,0.652,0.103,,,,0.143,0.143,0.376,0.176,0.341,0.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-21,7:11 PM.,CLE,TOR,away,Clear.,85,471911,3B,3,0,0,0,0,0,0,0,0,1,0,0.2,0.222,0.229,0.451,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.71,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.322,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,89.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.84,-1.96,-0.96,1.49,-1.09,91.6,86.8,91.1,83.5,80.4,0.337,0.554,0.146,0.304,0.609,0.13,0.284,0.52,0.288,0.053,0.158,0.213,0.241,0.472,0.282,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-19,7:08 PM.,BOS,TOR,home,Clear.,84,678394,3B,4,1,2,1,0,0,0,0,0,0,1,0.219,0.242,0.25,0.492,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,88.0,99.0,97.0,,,,74.0,108.0,101.0,103.0,100.0,101.0,114.0,98.0,110.0,0.403,0.048,0.28,,0.269,0.25,-0.24,-0.58,,0.15,95.6,87.6,95.7,86.8,,0.12,0.16,0.218,0.309,0.44,0.111,0.268,0.401,0.343,,,,0.177,0.354,0.369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-18,7:09 PM.,BOS,TOR,home,Partly Cloudy.,72,656557,RF,3,1,1,0,0,0,0,0,0,0,2,0.179,0.207,0.179,0.386,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,0.324,,0.414,,,,0.67,0.54,,,,,93.5,83.2,,,,,0.27,0.325,0.142,,,,,,,,,,0.23,0.357,0.302,95.0,93.0,93.0,0.015,-0.95,87.1,0.2,0.4,0.235,116.0,103.0,109.0,0.248,1.74,88.4,,,,0.195,0.265,0.208,,,,,,
2024-06-16,1:38 PM.,CLE,TOR,home,Sunny.,64,594902,RF,4,1,2,0,0,0,1,1,0,2,0,0.16,0.192,0.16,0.352,594902,benlively,Lively,Right,Ben Lively,CLE,3.81,4.0,151.0,102.0,67.0,92.0,0.83,7.03,2.92,8.28,1.37,1.02,0.228,0.407,0.128,0.309,0.433,75.0,108.0,95.0,43.0,106.0,93.0,57.0,94.0,83.0,57.0,108.0,94.0,105.0,102.0,101.0,0.29,0.314,0.218,0.088,0.091,-0.21,0.56,-0.01,-0.11,-0.79,89.9,83.9,90.4,79.4,76.9,0.268,0.504,0.166,0.227,0.392,0.133,0.238,0.476,0.419,0.206,0.365,0.18,0.279,0.382,0.185,0.231,0.413,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-15,3:07 PM.,CLE,TOR,home,Sunny.,66,471911,3B,3,0,1,0,0,0,1,0,1,0,1,0.095,0.136,0.095,0.231,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,CLE,5.64,4.71,103.2,100.0,88.0,97.0,0.79,7.73,2.86,9.72,1.65,1.32,0.184,0.431,0.141,0.322,0.392,101.0,108.0,105.0,103.0,103.0,105.0,62.0,95.0,86.0,90.0,95.0,89.0,96.0,104.0,108.0,0.165,0.26,0.278,0.067,0.23,-0.84,-1.96,-0.96,1.49,-1.09,91.6,86.8,91.1,83.5,80.4,0.337,0.554,0.146,0.304,0.609,0.13,0.284,0.52,0.288,0.053,0.158,0.213,0.241,0.472,0.282,0.25,0.313,0.357,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01,3:08 PM.,KC,TOR,home,Roof Closed.,68,607625,LF,3,0,0,0,0,0,0,0,0,2,0,0.056,0.056,0.056,0.112,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,126.0,100.0,110.0,75.0,103.0,95.0,68.0,101.0,92.0,125.0,97.0,105.0,0.185,0.24,0.135,0.262,0.069,0.7,0.65,-0.67,1.44,0.08,92.2,87.4,92.1,85.2,79.4,0.234,0.392,0.176,0.274,0.381,0.129,0.213,0.387,0.2,0.178,0.271,0.339,0.208,0.333,0.291,0.375,0.75,0.109,97.0,103.0,103.0,0.082,2.86,90.1,0.228,0.228,0.23,93.0,107.0,106.0,0.026,0.07,85.7,0.215,0.28,0.285,0.105,0.421,0.351,,,,,,
2024-04-29,7:07 PM.,KC,TOR,home,Roof Closed.,68,680742,3B,4,1,1,0,0,0,0,0,0,1,3,0.067,0.067,0.067,0.134,680742,jonathanbowlan,Bowlan,Right,Jonathan Bowlan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,1.0,0.353,0.667,1.667,0.25,0.75,1.5,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-27,3:07 PM.,LAD,TOR,home,Roof Closed.,68,607192,RF,3,0,0,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.0,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.65,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.17,0.293,0.469,,,,139.0,97.0,110.0,118.0,101.0,103.0,101.0,106.0,108.0,108.0,104.0,109.0,0.087,0.45,0.277,0.186,,1.04,0.75,1.15,1.93,,96.3,,96.6,90.0,83.7,0.215,0.421,0.213,0.233,0.395,0.171,0.2,0.333,0.404,0.098,0.174,0.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
