date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vCH,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FS%,CU%,wFS/C,wSI/C,wCU/C,vFS,vSI,vCU,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,FO%,wFO/C,vFO,ST_ba,ST_slg,ST_whiff
2023-05-29,3:10 PM.,HOU,MIN,away,Roof Closed.,73,641585,DH,2,1,2,0,0,0,0,0,3,0,0,0.297,0.423,0.484,0.907,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,75.0,102.0,112.0,101.0,97.0,98.0,109.0,99.0,105.0,116.0,108.0,103.0,0.431,0.189,0.091,0.152,-0.26,0.33,-2.09,2.51,93.0,86.8,81.8,80.1,0.308,0.481,0.106,0.25,0.533,0.298,0.183,0.237,0.308,0.317,0.446,0.22,116.0,98.0,100.0,,,,,,,,,0.137,,,0.16,,,76.0,,,,,,,0.145,0.273,0.422,,,,,,,,,,,,,,,,,,
2023-05-28,1:12 PM.,TOR,MIN,home,Partly Cloudy.,78,621244,LF,2,0,0,0,0,0,0,0,2,1,2,0.274,0.384,0.468,0.852,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,96.0,103.0,99.0,,,,,,,0.204,,,0.185,0.72,,,-0.38,94.3,,84.1,,0.254,0.456,0.276,,,,0.245,0.409,0.33,,,,116.0,104.0,110.0,92.0,104.0,99.0,,,,0.315,,0.296,,0.61,0.31,,93.8,82.6,0.255,0.398,0.131,,,,,,,0.216,0.357,0.305,,,,,,,,,,,,,,,
2023-05-27,1:11 PM.,TOR,MIN,home,Sunny.,79,605135,LF,5,1,2,0,0,0,1,0,0,2,2,0.283,0.377,0.483,0.86,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,72.0,93.0,91.0,74.0,106.0,98.0,106.0,93.0,102.0,95.0,105.0,102.0,0.093,0.153,0.136,0.065,-3.9,-1.13,-0.72,1.71,92.4,87.8,84.1,75.6,0.333,0.652,0.206,0.227,0.636,0.191,0.189,0.351,0.1009999999999999,0.274,0.496,0.253,93.0,92.0,100.0,92.0,104.0,98.0,78.0,84.0,84.0,0.393,0.033,0.126,-3.07,2.11,0.67,82.6,91.9,70.7,0.22,0.336,0.144,0.375,0.563,0.226,0.192,0.295,0.318,,,,,,,,,,,,,,,,,,
2023-05-26,7:10 PM.,TOR,MIN,home,Clear.,79,592332,LF,2,1,0,0,0,0,0,0,1,2,2,0.273,0.375,0.491,0.866,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,110.0,104.0,105.0,89.0,89.0,94.0,,,,0.509,,0.108,,1.13,,-0.97,,94.7,,,83.6,0.243,0.409,0.172,0.348,0.565,0.353,,,,,,,,,,,,,105.0,108.0,109.0,,0.384,,0.3,,,86.3,,,,,,0.201,0.307,0.432,,,,,,,,,,,,,,,,,,,,,
2023-05-24,12:11 PM.,SF,MIN,home,Cloudy.,70,543101,1B,4,0,0,0,0,0,0,0,0,2,2,0.283,0.377,0.509,0.886,543101,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,SFG,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.417,75.0,92.0,86.0,86.0,88.0,84.0,101.0,97.0,101.0,,,,0.126,,0.448,0.098,-1.8,,0.88,-1.71,93.1,,86.4,87.4,0.306,0.528,0.132,0.257,0.429,0.2689999999999999,0.344,0.5,0.15,,,,,,,90.0,106.0,99.0,,,,0.277,,,,-0.66,,,93.1,,0.283,0.5,0.1119999999999999,,,,0.16,0.28,0.278,,,,106.0,109.0,109.0,0.05,-0.59,82.2,,,,,,,,,
2023-05-23,6:41 PM.,SF,MIN,home,Clear.,83,502171,1B,4,0,0,0,0,0,0,0,0,1,1,0.306,0.404,0.551,0.955,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,,,,61.0,79.0,76.0,113.0,111.0,115.0,,,,0.003,,0.051,,-3.47,,-1.31,,95.8,,,86.2,,,,0.333,0.542,0.306,,,,,,,,,,92.0,103.0,96.0,78.0,103.0,103.0,0.397,0.388,,0.2,0.33,,89.5,94.5,,0.28,0.435,0.129,0.239,0.386,0.246,0.379,0.638,0.32,,,,115.0,95.0,103.0,0.162,-1.38,83.6,,,,,,,,,
2023-05-22,6:41 PM.,SF,MIN,home,Clear.,81,605154,RF,1,0,0,0,0,0,0,0,0,1,0,0.333,0.434,0.6,1.034,605154,johnbrebbia,Brebbia,Right,John Brebbia,SFG,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,114.0,-42.0,-5.0,107.0,104.0,104.0,108.0,107.0,107.0,,,,0.458,,0.539,0.003,1.09,,-0.13,6.56,94.5,,89.2,82.8,0.2,0.236,0.297,0.227,0.511,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-21,1:08 PM.,LAA,MIN,away,Partly Cloudy.,73,660271,1B,4,1,1,0,0,1,1,0,0,2,1,0.341,0.442,0.614,1.056,660271,shoheiohtani,Ohtani,Right,Shohei Ohtani,LAA,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.343,0.457,,,,114.0,99.0,100.0,136.0,97.0,112.0,96.0,89.0,88.0,0.33,0.156,0.356,,1.64,-0.82,1.81,,96.8,88.6,,83.7,0.164,0.236,0.27,0.146,0.339,0.365,,,,0.31,0.606,0.228,87.0,97.0,105.0,104.0,94.0,95.0,129.0,93.0,108.0,0.06,0.062,0.036,-0.25,-0.53,1.15,88.6,94.5,75.7,0.273,0.409,0.225,0.179,0.205,0.411,0.111,0.167,0.417,,,,,,,,,,,,,,,,,,
2023-05-20,7:09 PM.,LAA,MIN,away,Partly Cloudy.,67,663776,1B,2,0,1,0,0,0,0,0,0,0,0,0.35,0.458,0.575,1.033,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,98.0,100.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,,0.285,0.258,-1.22,,0.02,0.3,93.0,,83.0,86.5,0.336,0.507,0.156,0.2,0.5,0.306,0.184,0.33,0.432,,,,99.0,96.0,101.0,69.0,97.0,86.0,,,,0.111,,0.09,,0.36,0.27,,93.2,76.5,0.269,0.327,0.129,,,,0.286,0.286,0.237,,,,,,,,,,,,,,,,,,
2023-05-19,6:39 PM.,LAA,MIN,away,Cloudy.,66,672282,1B,2,0,1,1,0,0,2,0,0,0,1,0.342,0.457,0.579,1.036,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,87.0,101.0,95.0,124.0,100.0,102.0,,,,0.432,,0.319,0.054,-0.38,,0.91,-2.03,94.3,,84.8,88.7,0.291,0.505,0.212,0.0,0.0,0.267,0.242,0.424,0.246,,,,93.0,94.0,105.0,,,,,,,,,0.194,,,0.14,,,74.7,,,,,,,0.191,0.326,0.286,,,,,,,,,,,,,,,,,,
2023-05-17,12:11 PM.,LAD,MIN,away,Sunny.,69,669160,LF,4,0,2,0,0,0,0,0,0,1,1,0.333,0.455,0.556,1.011,669160,dustinmay,May,Right,Dustin May,LAD,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.459,66.0,93.0,97.0,117.0,103.0,106.0,,,,113.0,111.0,107.0,0.269,0.148,,0.045,0.48,3.03,,2.6,97.3,93.0,90.9,,0.22,0.341,0.178,,,,0.1,0.1,0.077,0.161,0.226,0.143,149.0,102.0,118.0,117.0,102.0,108.0,,,,0.335,,0.203,,3.59,0.6,,96.6,86.3,0.161,0.25,0.125,,,,0.167,0.2,0.226,,,,,,,,,,,,,,,,,,
2023-05-16,7:10 PM.,LAD,MIN,away,Clear.,63,477132,1B,3,0,0,0,0,0,0,0,0,2,3,0.313,0.45,0.563,1.013,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,34.0,98.0,91.0,96.0,97.0,96.0,112.0,102.0,104.0,,,,0.369,,0.434,0.017,0.23,,2.06,-0.46,90.7,,84.6,86.5,0.281,0.451,0.0969999999999999,0.167,0.338,0.362,0.2,0.2,0.6,,,,94.0,100.0,106.0,90.0,115.0,107.0,116.0,127.0,165.0,0.002,0.002,0.175,13.51,14.84,0.13,84.4,90.9,73.4,0.0,0.0,0.0,0.0,0.0,0.0,0.212,0.338,0.3379999999999999,,,,,,,,,,,,,,,,,,
2023-05-15,7:11 PM.,LAD,MIN,away,Partly Cloudy.,65,592789,LF,7,0,1,0,0,0,0,0,0,2,6,0.345,0.457,0.621,1.078,592789,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,- - -,6.5,6.48,88.2,104.0,80.0,99.0,0.834,5.68,1.93,10.56,2.23,0.94,0.203,0.438,0.147,0.363,0.468,72.0,104.0,100.0,65.0,109.0,95.0,88.0,99.0,97.0,85.0,103.0,98.0,0.181,0.126,0.067,0.222,0.68,-0.49,-2.33,-2.71,92.2,89.5,87.3,85.0,0.208,0.354,0.182,0.24,0.72,0.083,0.286,0.571,0.218,0.333,0.489,0.1889999999999999,95.0,104.0,107.0,87.0,102.0,96.0,43.0,87.0,84.0,0.261,0.003,0.141,1.25,-1.16,-0.93,87.7,92.3,77.9,0.363,0.593,0.138,,,,0.233,0.512,0.22,,,,,,,,,,,,,,,,,,
2023-05-14,1:11 PM.,CHC,MIN,home,Cloudy.,60,573186,1B,6,2,2,1,0,0,0,0,0,2,0,0.409,0.536,0.773,1.309,573186,marcusstroman,Stroman,Right,Marcus Stroman,CHC,3.95,4.27,136.2,100.0,101.0,99.0,0.793,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,58.0,106.0,91.0,78.0,111.0,109.0,105.0,96.0,98.0,0.082,0.096,0.051,,0.34,0.96,-0.41,,92.0,89.7,,86.1,0.154,0.256,0.32,0.184,0.237,0.322,,,,0.26,0.42,0.242,139.0,103.0,111.0,102.0,97.0,95.0,46.0,95.0,91.0,0.464,0.077,0.23,0.12,1.08,0.34,86.6,91.4,84.6,0.245,0.332,0.143,0.205,0.308,0.324,,,,0.24,0.38,0.301,,,,,,,,,,,,,,,
2023-05-13,2:31 PM.,CHC,MIN,home,Overcast.,63,669713,DH,3,3,3,1,0,2,2,0,0,0,0,0.438,0.591,0.875,1.466,669713,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,4.63,5.23,89.1,101.0,101.0,102.0,0.796,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,77.0,102.0,103.0,80.0,105.0,94.0,123.0,98.0,110.0,100.0,98.0,104.0,0.296,0.1,0.366,0.049,-1.9,-0.42,1.49,0.65,94.3,88.8,84.5,82.0,0.327,0.636,0.165,0.14,0.231,0.376,0.188,0.188,0.133,0.308,0.654,0.2,,,,92.0,96.0,91.0,,,,0.189,,,,-0.38,,,92.9,,0.273,0.545,0.145,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-12,7:11 PM.,CHC,MIN,home,Overcast.,69,592767,1B,1,0,0,0,0,0,0,0,0,0,0,0.308,0.526,0.308,0.834,592767,drewsmyly,Smyly,Left,Drew Smyly,CHC,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.229,0.428,0.182,0.31,0.382,,,,,,,,,,86.0,94.0,82.0,,0.117,,,,-0.51,,,,88.6,,,,,,,,,,,,0.293,0.463,0.216,,,,77.0,94.0,88.0,,,,0.389,,,,-1.32,,,91.9,,0.314,0.6,0.173,,,,0.229,0.399,0.36,,,,105.0,102.0,103.0,0.494,-0.09,78.6,,,,,,,,,
2023-05-11,12:11 PM.,SD,MIN,home,Partly Cloudy.,71,506433,1B,3,1,1,0,0,0,0,0,1,2,0,0.333,0.556,0.333,0.889,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.236,0.39,0.181,0.306,0.453,180.0,50.0,53.0,122.0,110.0,114.0,125.0,98.0,108.0,93.0,95.0,99.0,0.167,0.089,0.363,0.001,-1.74,2.4,-0.68,-1.35,94.7,90.9,82.3,84.0,0.253,0.538,0.159,0.432,0.703,0.244,,,,0.2,0.32,0.196,97.0,94.0,104.0,101.0,106.0,102.0,95.0,104.0,100.0,0.186,0.077,0.051,1.21,0.46,1.37,89.2,94.3,72.3,0.319,0.418,0.157,0.167,0.217,0.4,0.13,0.203,0.391,,,,105.0,111.0,112.0,0.066,3.06,79.3,,,,,,,,,
2023-05-10,6:41 PM.,SD,MIN,home,Partly Cloudy.,77,607625,LF,4,0,2,0,0,0,1,0,1,0,1,0.333,0.571,0.333,0.904,607625,sethlugo,"Lugo, S",Right,Seth Lugo,SDP,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.438,0.139,0.351,0.459,85.0,96.0,97.0,87.0,108.0,103.0,114.0,96.0,108.0,,,,0.318,,0.111,0.059,0.36,,-0.6,-2.89,93.4,,86.3,85.2,0.246,0.464,0.214,0.25,0.417,0.286,0.303,0.576,0.3429999999999999,,,,122.0,100.0,105.0,97.0,102.0,97.0,,,,0.199,,0.313,,1.87,0.26,,93.2,79.6,0.208,0.36,0.089,,,,0.287,0.384,0.265,0.0,0.0,0.226,,,,,,,,,,,,,,,
2023-05-09,6:40 PM.,SD,MIN,home,Overcast.,66,608379,1B,2,0,0,0,0,0,0,0,2,0,0,0.2,0.556,0.2,0.756,608379,michaelwacha,Wacha,Right,Michael Wacha,SDP,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,101.0,106.0,110.0,73.0,104.0,94.0,,,,96.0,100.0,96.0,0.288,0.124,,0.345,1.23,-2.13,,1.06,92.0,86.9,81.6,,0.188,0.323,0.1669999999999999,,,,0.207,0.346,0.359,0.364,0.582,0.165,86.0,92.0,94.0,84.0,103.0,103.0,,,,0.133,,0.11,,-0.36,1.04,,91.9,74.0,0.25,0.45,0.111,,,,0.172,0.31,0.27,,,,,,,,,,,,,,,,,,
2023-05-07,1:40 PM.,CLE,MIN,away,Cloudy.,68,615698,1B,2,0,1,0,0,0,0,0,2,1,0,0.333,0.6,0.333,0.933,615698,calquantrill,Quantrill,Right,Cal Quantrill,CLE,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.224,0.451,0.186,0.311,0.384,85.0,94.0,91.0,75.0,77.0,73.0,,,,103.0,94.0,93.0,0.01,0.241,,0.101,-2.44,-0.89,,-2.42,93.8,88.1,86.1,,0.333,0.667,0.2,,,,0.344,0.625,0.182,0.33,0.495,0.221,103.0,110.0,111.0,86.0,96.0,90.0,113.0,104.0,104.0,0.416,0.123,0.109,-1.13,0.18,1.28,86.8,93.7,82.0,0.277,0.428,0.1689999999999999,0.241,0.362,0.225,0.188,0.313,0.158,,,,,,,,,,,,,,,,,,
2023-05-06,6:10 PM.,CLE,MIN,away,Cloudy.,62,671106,1B,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.432,0.155,0.337,0.414,60.0,104.0,105.0,82.0,101.0,95.0,108.0,98.0,101.0,110.0,97.0,98.0,0.451,0.089,0.247,0.213,-0.12,-2.1,-0.74,1.49,91.4,86.3,82.7,79.3,0.257,0.482,0.177,0.3,0.3,0.368,0.191,0.223,0.33,0.462,0.692,0.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-11,6:40 PM.,COL,MIN,home,Clear.,82,615698,LF,4,0,0,0,0,0,0,0,0,3,3,0.201,0.27,0.384,0.654,615698,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.98,5.31,148.1,96.0,90.0,94.0,0.81,6.67,4.19,9.47,1.4,1.33,0.219,0.425,0.133,0.367,0.407,88.0,97.0,103.0,,,,,,,76.0,96.0,93.0,,0.135,,0.018,,-0.41,,1.81,,87.8,84.9,,,,,,,,0.222,0.222,0.167,0.296,0.507,0.203,98.0,101.0,104.0,79.0,95.0,89.0,109.0,94.0,97.0,0.402,0.32,0.126,0.4,-2.0,-0.77,86.5,93.8,79.6,0.35,0.596,0.184,0.206,0.314,0.234,0.25,0.531,0.282,,,,,,,,,,,,,,,,,,
2024-06-10,6:40 PM.,COL,MIN,home,Partly Cloudy.,75,641712,DH,2,0,0,0,0,0,0,0,1,0,0,0.206,0.276,0.394,0.67,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,COL,6.17,6.01,89.0,95.0,84.0,91.0,0.832,4.96,5.06,10.01,1.11,1.77,0.213,0.423,0.147,0.367,0.416,84.0,94.0,93.0,64.0,89.0,76.0,99.0,96.0,97.0,,,,0.153,0.005,0.244,0.1,-2.2,-18.69,-0.31,-4.94,89.9,86.9,83.5,84.1,0.302,0.509,0.079,0.289,0.361,0.318,0.379,0.69,0.146,,,,103.0,97.0,100.0,71.0,96.0,86.0,,,,0.327,,0.172,,-0.07,0.48,,90.4,80.3,0.306,0.448,0.076,,,,0.13,0.217,0.33,,,,,,,,,,,,,,,,,,
2024-06-09,1:36 PM.,PIT,MIN,away,Partly Cloudy.,74,683003,LF,3,0,0,0,0,0,1,0,0,0,5,0.209,0.275,0.399,0.674,683003,jaredjones,Jones,Right,Jared Jones,PIT,4.14,4.05,121.2,102.0,127.0,108.0,0.726,9.76,2.88,7.84,1.33,0.93,0.238,0.39,0.149,0.335,0.458,113.0,99.0,106.0,132.0,102.0,109.0,130.0,103.0,111.0,,,,0.493,,0.348,0.066,0.15,,1.12,-2.91,97.3,,89.9,88.8,0.224,0.425,0.257,0.208,0.354,0.373,0.317,0.561,0.229,,,,95.0,96.0,98.0,,,,,,,,,0.093,,,-2.53,,,81.5,,,,,,,0.348,0.87,0.327,,,,,,,,,,,,,,,,,,
2024-06-08,4:09 PM.,PIT,MIN,away,Partly Cloudy.,79,669387,LF,1,0,0,0,0,0,0,0,1,0,0,0.213,0.28,0.407,0.687,669387,carmenmlodzinski,Mlodzinski,Right,Carmen Mlodzinski,PIT,3.38,3.34,50.2,100.0,102.0,103.0,0.774,8.17,3.38,7.28,0.53,1.23,0.275,0.458,0.134,0.282,0.418,114.0,81.0,85.0,95.0,100.0,98.0,118.0,99.0,114.0,93.0,101.0,97.0,0.398,0.2,0.398,0.003,1.09,1.68,-0.03,-28.1,96.2,92.5,88.6,86.7,0.174,0.304,0.255,0.228,0.246,0.321,,,,0.235,0.353,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.304,0.391,0.339
2024-06-07,6:43 PM.,PIT,MIN,away,Partly Cloudy.,72,656605,PH,1,0,0,0,0,0,0,0,0,1,0,0.215,0.277,0.409,0.686,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,88.0,103.0,102.0,86.0,103.0,96.0,129.0,100.0,109.0,96.0,99.0,98.0,0.304,0.122,0.25,0.008,0.3,-1.0,-1.04,-12.5,94.4,90.4,89.8,84.7,0.257,0.4,0.24,0.338,0.636,0.248,0.667,1.333,0.0,0.272,0.593,0.195,111.0,96.0,104.0,82.0,102.0,94.0,,,,0.22,,0.096,,-0.26,-0.11,,93.4,78.4,0.266,0.405,0.125,,,,0.233,0.442,0.293,,,,,,,,,,,,,,,,0.204,0.331,0.25
2024-06-06,7:08 PM.,NYY,MIN,away,Partly Cloudy.,76,573186,DH,3,1,1,1,0,0,0,0,0,1,1,0.216,0.279,0.412,0.691,573186,marcusstroman,Stroman,Right,Marcus Stroman,NYY,4.31,4.94,154.2,96.0,92.0,94.0,0.82,6.58,3.49,9.72,1.11,1.6,0.207,0.4,0.148,0.325,0.359,,,,48.0,88.0,79.0,93.0,102.0,102.0,106.0,101.0,99.0,0.032,0.182,0.16,,-4.01,-0.26,-2.37,,89.9,88.1,,85.3,0.455,0.636,0.259,0.258,0.386,0.272,,,,0.296,0.519,0.187,94.0,89.0,94.0,90.0,94.0,90.0,82.0,99.0,93.0,0.351,0.111,0.165,-0.31,-0.03,-0.03,83.3,90.0,81.3,0.306,0.466,0.12,0.235,0.309,0.241,0.0,0.0,0.265,0.309,0.515,0.313,,,,,,,,,,,,,,,
2024-06-04,7:09 PM.,NYY,MIN,away,Partly Cloudy.,75,661563,LF,3,0,0,0,0,0,0,0,0,1,2,0.214,0.278,0.407,0.685,661563,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.8,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,128.0,96.0,102.0,108.0,94.0,105.0,,,,0.488,,0.259,0.253,0.06,,1.37,0.37,96.6,,91.6,87.5,0.205,0.395,0.285,0.171,0.312,0.315,0.179,0.282,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-02,12:05 PM.,HOU,MIN,away,Roof Closed.,73,686613,DH,4,0,1,1,0,0,1,0,0,3,0,0.218,0.283,0.415,0.698,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,3.49,3.31,170.0,101.0,103.0,101.0,0.778,9.48,3.18,8.26,0.95,1.61,0.271,0.35,0.192,0.218,0.421,84.0,101.0,102.0,110.0,101.0,102.0,110.0,103.0,107.0,90.0,103.0,101.0,0.347,0.17,0.051,0.126,0.16,0.14,1.7,0.95,96.0,92.4,88.4,89.1,0.244,0.413,0.288,0.2,0.2,0.236,0.221,0.26,0.296,0.23,0.363,0.216,,,,93.0,102.0,98.0,,,,0.182,,,,0.92,,,95.6,,0.275,0.321,0.161,,,,0.237,0.421,0.305,,,,127.0,100.0,106.0,0.125,-0.79,82.9,,,,,,,,,
2024-05-31,7:10 PM.,HOU,MIN,away,Roof Closed.,73,669854,1B,1,0,0,0,0,0,1,0,0,1,0,0.217,0.284,0.413,0.697,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,2.8,4.0,167.1,100.0,94.0,98.0,0.733,8.93,3.66,6.13,1.18,0.95,0.21,0.453,0.178,0.317,0.405,119.0,104.0,108.0,85.0,95.0,90.0,89.0,103.0,101.0,,,,0.383,,0.302,0.221,-0.42,,2.24,-0.16,93.4,,85.2,86.4,0.232,0.497,0.192,0.18,0.284,0.333,0.188,0.356,0.343,,,,75.0,96.0,100.0,,,,,,,,,0.094,,,2.55,,,80.1,,,,,,,0.071,0.071,0.376,,,,,,,,,,,,,,,,,,
2024-05-29,6:41 PM.,KC,MIN,home,Partly Cloudy.,71,607625,DH,2,0,1,0,0,0,0,0,1,0,0,0.219,0.288,0.416,0.704,607625,sethlugo,"Lugo, S",Right,Seth Lugo,KCR,3.0,3.75,206.2,101.0,97.0,100.0,0.795,7.88,2.09,7.71,0.7,1.2,0.212,0.386,0.156,0.303,0.43,93.0,100.0,98.0,75.0,103.0,95.0,125.0,97.0,105.0,97.0,103.0,103.0,0.24,0.082,0.135,0.069,0.7,2.86,-0.67,0.08,92.2,90.1,87.4,85.2,0.234,0.392,0.176,0.213,0.387,0.2,0.208,0.333,0.291,0.228,0.228,0.23,126.0,100.0,110.0,68.0,101.0,92.0,93.0,107.0,106.0,0.185,0.026,0.262,0.07,0.65,1.44,85.7,92.1,79.4,0.274,0.381,0.129,0.105,0.421,0.351,0.178,0.271,0.339,0.215,0.28,0.285,,,,,,,,,,,,,0.375,0.75,0.109
2024-05-27,1:11 PM.,KC,MIN,home,Cloudy.,60,679525,1B,4,0,1,0,0,0,1,0,0,1,1,0.215,0.28,0.415,0.695,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.53,4.97,129.0,99.0,100.0,99.0,0.789,8.58,2.72,8.58,1.33,0.92,0.249,0.42,0.182,0.329,0.429,88.0,95.0,94.0,93.0,98.0,95.0,117.0,99.0,107.0,,,,0.37,,0.228,0.1,0.34,,-0.57,0.84,94.2,,86.3,86.5,0.208,0.383,0.223,0.29,0.462,0.294,0.204,0.296,0.177,,,,103.0,105.0,103.0,98.0,99.0,97.0,,,,0.138,,0.164,,-1.16,-1.2,,93.6,82.8,0.317,0.524,0.099,,,,0.263,0.5,0.274,,,,,,,,,,,,,,,,0.2,0.433,0.464
2024-05-26,1:11 PM.,TEX,MIN,home,Overcast.,68,642520,DH,1,0,0,0,0,0,0,0,1,1,1,0.214,0.281,0.42,0.701,642520,gersongarabito,Garabito,Right,Gerson Garabito,TEX,4.78,6.62,26.1,101.0,97.0,100.0,0.8,7.52,4.1,7.86,1.37,0.84,0.195,0.481,0.143,0.299,0.392,74.0,90.0,85.0,97.0,99.0,96.0,83.0,60.0,69.0,,,,0.392,,0.049,0.116,-1.82,,-2.94,-1.78,93.3,,86.6,88.7,0.333,0.7,0.163,0.0,0.0,0.111,0.2,0.467,0.222,,,,109.0,110.0,111.0,85.0,110.0,106.0,,,,0.104,,0.339,,1.24,2.75,,92.1,82.1,0.333,0.333,0.105,,,,0.171,0.171,0.297,,,,,,,,,,,,,,,,,,
