date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,FO%,wFO/C,vFO
2023/08/04,7:07 PM.,KC,PHI,home,Cloudy.,76,543475,LF,3,1,2,1,0,0,0,0,0,0,1,.280,.366,.460,.826,543475,jordanlyles,Lyles,Right,Jordan Lyles,KCR,6.28,4.93,177.2,101.0,85.0,97.0,0.817,6.08,2.28,8.92,1.98,0.69,0.217,0.463,0.139,0.332,0.402,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,76.0,103.0,88.0,0.131,0.306,0.131,0.109,1.11,-0.01,-1.6,-1.66,91.2,85.5,90.5,79.4,0.248,0.457,0.158,,,,0.26,0.481,0.257,0.227,0.444,0.154,99.0,107.0,110.0,0.247,-1.31,80.2,0.28,0.543,0.249,96.0,99.0,98.0,,,,0.076,,-0.94,,86.8,,,,,0.314,0.725,0.19,0.238,0.476,0.21899999999999997,,,,,,,,,,,,
2023/08/03,12:11 PM.,MIA,PHI,away,Roof Closed.,72,456501,LF,3,0,1,0,0,0,2,0,0,1,1,.276,.362,.455,.817,456501,johnnycueto,Cueto,Right,Johnny Cueto,MIA,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.472,0.161,0.323,0.408,73.0,106.0,102.0,120.0,47.0,56.0,87.0,116.0,112.0,89.0,103.0,100.0,0.196,0.346,0.004,0.192,-0.03,2.47,-3.06,-3.11,92.2,84.1,92.2,76.0,0.244,0.4,0.035,,,,0.286,0.595,0.278,0.242,0.53,0.245,88.0,95.0,96.0,0.234,-1.92,86.1,0.27,0.73,0.154,69.0,90.0,66.0,,,,0.028,,0.08,,88.1,,,,,0.222,0.333,0.1,,,,,,,,,,,,,,,
2023/08/02,6:41 PM.,MIA,PHI,away,Roof Closed.,72,666129,LF,2,1,1,0,0,1,2,0,0,1,1,.275,.362,.456,.818,666129,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,3.66,4.58,159.2,101.0,91.0,97.0,0.762,8.79,1.63,8.68,1.13,1.72,0.184,0.501,0.13,0.413,0.434,85.0,95.0,86.0,80.0,97.0,95.0,79.0,101.0,93.0,91.0,102.0,97.0,0.317,0.075,0.084,0.088,-1.84,1.06,-4.44,0.73,90.8,84.1,90.5,77.7,0.256,0.377,0.107,,,,0.286,0.327,0.327,0.325,0.575,0.159,100.0,102.0,102.0,0.258,0.45,82.8,0.169,0.302,0.408,95.0,100.0,97.0,,,,0.177,,1.53,,87.5,,,,,0.243,0.477,0.247,0.5,1.059,0.2,,,,,,,,,,,,
2023/08/01,6:41 PM.,MIA,PHI,away,Roof Closed.,72,645261,LF,3,0,0,0,0,0,0,0,0,1,0,.274,.361,.446,.807,645261,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,MIA,4.14,4.33,184.2,105.0,113.0,108.0,0.771,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.343,0.452,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,0.29,0.213,0.022,0.273,-0.27,1.72,-0.52,-0.43,98.0,91.1,97.6,86.1,0.237,0.366,0.124,,,,0.282,0.401,0.299,0.253,0.448,0.267,116.0,103.0,110.0,0.201,0.72,89.9,0.227,0.364,0.35200000000000004,,,,,,,,,,,,,,,,,,,0.308,0.308,0.182,,,,,,,,,,,,
2023/07/31,6:41 PM.,MIA,PHI,away,Roof Closed.,72,665795,RF,2,1,0,0,0,0,0,0,2,0,0,.277,.364,.450,.814,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.347,91.0,98.0,99.0,109.0,102.0,103.0,106.0,95.0,92.0,109.0,86.0,82.0,0.093,0.279,0.234,0.314,0.19,-0.3,-0.37,1.29,96.2,92.9,96.1,84.6,0.28,0.44,0.233,,,,0.186,0.3,0.363,0.211,0.366,0.191,115.0,98.0,104.0,0.081,-0.71,88.2,0.222,0.444,0.306,,,,,,,,,,,,,,,,,,,0.24,0.38,0.38,,,,,,,,,,,,
2023/07/30,1:38 PM.,PIT,PHI,away,Cloudy.,70,448179,LF,0,0,0,0,0,0,0,0,0,0,0,.279,.363,.453,.816,448179,richhill,Hill,Left,Rich Hill,- - -,5.41,5.66,146.1,97.0,94.0,97.0,0.832,7.93,3.57,10.15,1.41,1.01,0.196,0.459,0.14,0.336,0.448,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,0.04,0.342,0.354,0.023,-0.32,2.5,-1.16,-0.06,88.4,83.0,86.1,72.0,0.105,0.105,0.226,,,,0.263,0.421,0.037000000000000005,0.249,0.454,0.218,90.0,92.0,97.0,0.088,-2.52,71.1,0.5,0.929,0.125,85.0,97.0,93.0,,,,0.147,,-1.27,,83.3,,,,,0.39,0.701,0.19899999999999998,0.283,0.47,0.174,,,,0.008,-3.65,67.1,,,,,,
2023/07/29,7:06 PM.,PIT,PHI,away,Cloudy.,79,682990,LF,2,1,1,1,0,0,3,0,1,0,3,.279,.363,.453,.816,682990,quinnpriester,Priester,Right,Quinn Priester,PIT,7.74,6.28,50.0,98.0,95.0,96.0,0.786,6.48,4.86,10.44,2.16,1.93,0.167,0.524,0.179,0.357,0.41,69.0,90.0,86.0,113.0,98.0,104.0,76.0,95.0,91.0,99.0,101.0,95.0,0.342,0.191,0.13,0.104,-4.2,0.97,-3.03,-1.98,92.7,89.1,93.6,80.6,0.261,0.406,0.11199999999999999,,,,0.263,0.316,0.25,0.386,0.818,0.14300000000000002,106.0,99.0,101.0,0.233,-2.71,85.3,0.295,0.659,0.414,,,,,,,,,,,,,,,,,,,0.208,0.5,0.306,,,,,,,,,,,,
2023/07/28,7:07 PM.,PIT,PHI,away,Cloudy.,90,656605,CF,3,1,1,0,0,0,0,0,1,2,4,.277,.358,.449,.807,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,0.228,0.261,0.08,0.028,0.66,1.66,-1.97,-2.63,95.2,90.7,93.9,78.0,0.258,0.346,0.105,,,,0.36,0.6,0.21100000000000002,0.176,0.351,0.302,142.0,104.0,123.0,0.161,-0.5,82.8,0.221,0.324,0.272,99.0,98.0,99.0,,,,0.242,,-0.07,,89.7,,,,,0.316,0.503,0.23600000000000002,0.273,0.614,0.235,,,,,,,,,,,,
2023/07/26,6:07 PM.,BAL,PHI,home,Clear.,89,680694,RF,3,1,1,0,0,0,0,0,1,0,1,.276,.356,.451,.807,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,0.207,0.224,0.173,0.083,-1.0,1.53,3.99,-0.36,94.5,90.8,95.0,84.8,0.23,0.367,0.15,,,,0.259,0.37,0.114,0.366,0.602,0.15,171.0,105.0,116.0,0.313,1.77,88.1,0.168,0.272,0.364,,,,,,,,,,,,,,,,,,,0.142,0.165,0.35600000000000004,,,,,,,,,,,,
2023/07/25,6:44 PM.,BAL,PHI,home,Partly Cloudy.,72,502043,LF,3,0,1,0,0,0,0,0,0,2,0,.276,.355,.452,.807,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,0.261,0.134,0.084,0.17,-0.69,-0.08,0.01,-0.29,92.1,85.5,91.9,79.5,0.289,0.459,0.11,,,,0.288,0.453,0.29100000000000004,0.287,0.55,0.156,110.0,105.0,107.0,0.184,2.01,81.6,0.147,0.228,0.47100000000000003,90.0,95.0,92.0,,,,0.166,,-1.02,,89.8,,,,,0.345,0.552,0.154,0.279,0.419,0.40399999999999997,,,,,,,,,,,,
2023/07/23,1:41 PM.,CLE,PHI,away,Partly Cloudy.,82,675540,CF,5,1,1,0,1,0,0,0,0,1,1,.275,.355,.453,.808,675540,xzavioncurry,Curry,Right,Xzavion Curry,CLE,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.357,0.128,0.364,0.448,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,,,,,0.484,0.116,0.039,-0.14,,-2.04,-1.29,92.5,87.7,,75.1,,,,,,,0.278,0.5,0.0,0.283,0.478,0.191,103.0,110.0,110.0,0.361,0.89,85.1,0.238,0.361,0.23199999999999998,,,,,,,,,,,,,,,,,,,0.31,0.524,0.259,,,,,,,,,,,,
2023/07/22,7:11 PM.,CLE,PHI,away,Clear.,78,676440,CF,3,0,0,0,0,0,0,0,0,2,1,.277,.357,.450,.807,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,88.0,98.0,102.0,91.0,97.0,91.0,,,,,0.471,0.093,0.166,0.6,,-1.11,1.07,94.9,83.8,,78.3,,,,,,,0.213,0.298,0.37799999999999995,0.243,0.348,0.19,110.0,106.0,115.0,0.27,1.35,84.7,0.206,0.355,0.317,,,,,,,,,,,,,,,,,,,0.271,0.479,0.233,,,,,,,,,,,,
2023/07/21,7:10 PM.,CLE,PHI,away,Clear.,75,668909,CF,1,0,0,0,0,0,0,0,3,0,0,.280,.361,.455,.816,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,,,,,0.553,0.17,0.056,0.35,,-1.23,-3.24,95.7,88.2,,76.2,,,,,,,0.353,0.588,0.212,0.25,0.404,0.249,83.0,107.0,102.0,0.221,2.27,84.9,0.157,0.241,0.318,,,,,,,,,,,,,,,,,,,0.174,0.391,0.35200000000000004,,,,,,,,,,,,
2023/07/20,12:39 PM.,MIL,PHI,home,Partly Cloudy.,84,669203,CF,3,0,0,0,0,0,0,0,0,3,1,.281,.356,.457,.813,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,82.0,105.0,112.0,160.0,104.0,113.0,,,,103.0,97.0,90.0,0.077,,0.171,0.112,,-2.42,1.35,1.07,,89.3,95.3,79.8,0.291,0.564,0.129,,,,0.204,0.258,0.306,,,,144.0,110.0,127.0,0.085,1.12,86.0,0.159,0.275,0.43799999999999994,127.0,101.0,103.0,,,,0.554,,1.51,,94.4,,,,,0.209,0.34,0.22699999999999998,0.133,0.211,0.488,,,,,,,,,,,,
2023/07/19,6:44 PM.,MIL,PHI,home,Cloudy.,82,607067,CF,3,1,2,1,0,0,0,0,0,1,0,.284,.359,.462,.821,607067,colinrea,Rea,Right,Colin Rea,MIL,4.55,4.42,124.2,104.0,89.0,99.0,0.786,7.94,2.74,7.94,1.66,1.16,0.216,0.436,0.123,0.359,0.419,,,,101.0,105.0,105.0,82.0,111.0,99.0,96.0,105.0,99.0,0.299,0.193,0.079,,2.43,0.31,-0.94,,93.2,,92.6,78.8,0.253,0.42,0.136,,,,,,,0.135,0.27,0.264,97.0,109.0,109.0,0.109,-0.31,83.1,0.226,0.377,0.36200000000000004,87.0,99.0,95.0,62.0,96.0,91.0,0.265,0.056,-0.01,-5.76,86.7,86.0,0.44,0.84,0.184,0.245,0.519,0.293,0.242,0.455,0.231,,,,,,,,,,,,
2023/07/18,6:43 PM.,MIL,PHI,home,Cloudy.,89,527054,LF,4,0,1,0,0,0,0,1,0,0,3,.279,.356,.456,.812,527054,julioteheran,Teheran,Right,Julio Teheran,MIL,4.4,4.93,71.2,104.0,85.0,98.0,0.813,6.28,1.63,8.54,1.63,0.97,0.249,0.362,0.118,0.339,0.428,94.0,107.0,89.0,82.0,103.0,103.0,99.0,109.0,105.0,90.0,104.0,100.0,0.387,0.094,0.115,0.118,-5.82,-0.03,1.98,-0.54,89.2,83.4,90.0,77.4,0.285,0.472,0.121,,,,0.286,0.514,0.257,0.368,1.105,0.265,,,,,,,,,,79.0,101.0,96.0,,,,0.287,,0.93,,86.4,,,,,0.219,0.359,0.22,0.074,0.185,0.32799999999999996,,,,,,,,,,,,
2023/07/16,4:31 PM.,SD,PHI,home,Cloudy.,77,607625,RF,4,0,2,0,1,0,0,0,1,0,1,.280,.357,.459,.816,607625,sethlugo,"Lugo, S",Right,Seth Lugo,SDP,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.438,0.139,0.351,0.459,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,0.199,0.318,0.313,0.059,0.36,1.87,0.26,-2.89,93.4,86.3,93.2,79.6,0.208,0.36,0.08900000000000001,0.0,0.0,0.226,0.303,0.576,0.34299999999999997,0.246,0.464,0.214,114.0,96.0,108.0,0.111,-0.6,85.2,0.25,0.417,0.28600000000000003,,,,,,,,,,,,,,,,,,,0.287,0.384,0.265,,,,,,,,,,,,
2023/07/15,1:10 PM.,SD,PHI,home,Sunny.,90,605483,CF,3,1,2,1,0,0,2,0,1,0,1,.277,.353,.451,.804,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,,,,,0.486,0.198,0.184,0.07,,2.55,2.65,95.5,86.7,,81.0,,,,,,,0.185,0.266,0.46799999999999997,0.255,0.389,0.195,107.0,91.0,94.0,0.131,0.68,88.4,0.123,0.26,0.536,,,,,,,,,,,,,,,,,,,0.079,0.14,0.563,,,,,,,,,,,,
2023/07/14,6:13 PM.,SD,PHI,home,Partly Cloudy.,87,506433,CF,3,0,0,0,0,0,0,0,1,2,1,.272,.348,.444,.792,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.236,0.39,0.181,0.306,0.453,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,101.0,106.0,102.0,0.186,0.167,0.051,0.001,-1.74,0.46,1.37,-1.35,94.7,82.3,94.3,72.3,0.319,0.418,0.157,,,,,,,0.253,0.538,0.159,125.0,98.0,108.0,0.363,-0.68,84.0,0.432,0.703,0.244,93.0,95.0,99.0,95.0,104.0,100.0,0.089,0.077,2.4,1.21,90.9,89.2,0.167,0.217,0.4,0.2,0.32,0.196,0.13,0.203,0.391,105.0,111.0,112.0,0.066,3.06,79.3,,,,,,
2023/07/09,1:42 PM.,MIA,PHI,away,Roof Closed.,72,666200,LF,3,0,1,0,0,0,0,0,0,1,0,.275,.349,.450,.799,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,,,,106.0,103.0,100.0,82.0,100.0,97.0,0.04,0.457,,0.21,0.93,-0.81,,-0.09,96.7,88.3,96.5,,0.314,0.686,0.102,,,,0.248,0.429,0.361,0.232,0.384,0.19399999999999998,111.0,97.0,105.0,0.289,-0.26,85.1,0.233,0.389,0.518,68.0,87.0,76.0,,,,0.004,,0.74,,91.4,,,,,,,,,,,,,,,,,,,,,,
2023/07/07,6:42 PM.,MIA,PHI,away,Dome.,72,645261,CF,3,0,2,1,0,0,0,0,0,0,1,.275,.349,.451,.800,645261,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,MIA,4.14,4.33,184.2,105.0,113.0,108.0,0.771,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.343,0.452,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,0.29,0.213,0.022,0.273,-0.27,1.72,-0.52,-0.43,98.0,91.1,97.6,86.1,0.237,0.366,0.124,,,,0.282,0.401,0.299,0.253,0.448,0.267,116.0,103.0,110.0,0.201,0.72,89.9,0.227,0.364,0.35200000000000004,,,,,,,,,,,,,,,,,,,0.308,0.308,0.182,,,,,,,,,,,,
2023/07/06,6:40 PM.,TB,PHI,away,Dome.,72,542888,CF,4,0,0,0,0,0,0,0,0,1,1,.270,.346,.444,.790,542888,shawnarmstrong,Armstrong,Right,Shawn Armstrong,TBR,1.38,2.65,52.0,108.0,105.0,108.0,0.766,9.35,1.9,6.23,0.35,0.95,0.297,0.348,0.145,0.275,0.437,,,,,,,107.0,122.0,119.0,107.0,103.0,102.0,0.341,0.208,,,2.69,2.2,,,94.5,,94.7,,0.213,0.262,0.204,,,,,,,0.089,0.2,0.32299999999999995,109.0,123.0,132.0,0.074,-2.41,85.2,0.353,0.412,0.207,101.0,103.0,103.0,,,,0.376,,2.25,,91.4,,,,,0.191,0.294,0.29,,,,,,,,,,,,,,,
2023/07/05,6:39 PM.,TB,PHI,away,Dome.,72,641793,CF,5,0,1,0,0,0,2,1,0,1,6,.274,.351,.452,.803,641793,zacklittell,Littell,Right,Zack Littell,- - -,4.1,4.24,90.0,105.0,92.0,105.0,0.801,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,,,,,,,73.0,109.0,100.0,74.0,108.0,98.0,0.099,0.312,,,0.57,0.28,,,94.1,,92.9,,0.237,0.342,0.063,,,,,,,0.26,0.44,0.22,103.0,100.0,105.0,0.397,0.34,87.1,0.25,0.417,0.3,,,,115.0,107.0,118.0,,0.192,,-1.3,,84.3,0.268,0.415,0.281,,,,,,,,,,,,,,,,,,
2023/07/04,4:11 PM.,TB,PHI,away,Dome.,72,621107,CF,3,0,0,0,0,0,0,0,0,1,3,.276,.354,.457,.811,621107,zacheflin,Eflin,Right,Zach Eflin,TBR,3.5,3.02,177.2,108.0,98.0,106.0,0.775,9.42,1.22,8.0,0.96,1.48,0.21,0.449,0.159,0.343,0.449,75.0,99.0,94.0,100.0,110.0,107.0,83.0,123.0,112.0,98.0,107.0,105.0,0.319,0.062,0.263,0.051,2.53,1.09,1.27,-0.61,92.9,86.4,92.2,79.1,0.259,0.315,0.129,,,,0.192,0.308,0.28300000000000003,0.104,0.208,0.32,122.0,120.0,127.0,0.044,0.79,80.0,0.6,0.6,0.5,100.0,106.0,102.0,,,,0.261,,-0.01,,88.5,,,,,0.307,0.588,0.16699999999999998,0.185,0.339,0.349,,,,,,,,,,,,
2023/07/02,1:40 PM.,WSH,PHI,home,Partly Cloudy.,87,592866,CF,4,0,2,1,0,0,0,0,0,1,3,.279,.358,.463,.821,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.329,0.387,68.0,105.0,96.0,97.0,95.0,95.0,80.0,107.0,96.0,91.0,100.0,95.0,0.146,0.433,0.069,0.171,-0.77,-0.45,-1.93,-2.25,89.7,83.3,88.2,76.7,0.325,0.458,0.188,,,,0.315,0.483,0.19899999999999998,0.283,0.563,0.16699999999999998,94.0,114.0,103.0,0.182,-1.7,80.9,0.313,0.5,0.281,,,,,,,,,,,,,,,,,,,0.314,0.629,0.2,,,,,,,,,,,,
2023/07/01,4:08 PM.,WSH,PHI,home,Partly Cloudy.,86,669022,CF,2,0,0,0,0,0,0,0,0,1,0,.275,.356,.458,.814,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.42,5.2,136.1,97.0,100.0,101.0,0.749,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,,,,,0.595,0.188,0.029,-0.27,,-0.85,1.1,95.0,86.5,,83.2,,,,,,,0.188,0.25,0.382,0.279,0.503,0.21600000000000003,101.0,97.0,102.0,0.188,0.77,88.5,0.213,0.415,0.375,,,,,,,,,,,,,,,,,,,0.257,0.416,0.379,,,,,,,,,,,,
2023/06/30,6:14 PM.,WSH,PHI,home,Overcast.,85,680686,CF,4,0,0,0,0,0,0,0,0,2,2,.278,.358,.462,.820,680686,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.453,0.21,0.313,0.389,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,93.0,101.0,90.0,0.176,0.166,0.161,0.016,-1.21,0.15,0.24,0.6,93.5,88.6,93.1,82.2,0.313,0.385,0.138,,,,0.286,0.357,0.1,0.291,0.557,0.20199999999999999,84.0,92.0,96.0,0.299,-0.07,85.1,0.163,0.233,0.429,95.0,95.0,83.0,,,,0.181,,-0.09,,88.8,,,,,0.243,0.461,0.205,0.221,0.358,0.349,,,,,,,,,,,,
2023/06/29,7:05 PM.,CHC,PHI,away,Cloudy.,76,543294,CF,4,0,1,1,0,0,0,0,0,0,1,.283,.364,.470,.834,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,3.74,4.13,137.0,105.0,60.0,93.0,0.801,6.11,1.77,9.07,0.85,1.36,0.196,0.438,0.233,0.249,0.383,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,0.349,0.205,0.035,0.411,-1.61,0.04,0.0,1.43,87.8,80.7,87.5,73.3,0.318,0.46,0.08,,,,0.18,0.279,0.324,0.38,0.658,0.11199999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25,0.25,0.43799999999999994,,,,,,,,,,,,
2023/06/27,7:04 PM.,CHC,PHI,away,Overcast.,66,592791,CF,3,2,2,0,0,2,3,0,1,0,0,.283,.365,.469,.834,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.437,82.0,94.0,98.0,109.0,111.0,113.0,87.0,104.0,97.0,97.0,107.0,97.0,0.102,0.342,0.149,0.031,-0.69,0.9,-0.12,-0.22,93.7,86.5,93.9,80.5,0.296,0.394,0.133,,,,0.28,0.44,0.106,0.261,0.553,0.204,117.0,113.0,122.0,0.154,0.75,80.9,0.233,0.333,0.27399999999999997,101.0,102.0,99.0,,,,0.222,,-0.32,,88.6,,,,,0.311,0.521,0.27399999999999997,0.198,0.349,0.2,,,,,,,,,,,,
2023/06/25,1:39 PM.,NYM,PHI,home,Partly Cloudy.,88,471911,CF,3,0,0,0,0,0,1,0,1,0,2,.278,.359,.439,.798,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,NYM,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.459,0.13,0.352,0.382,108.0,103.0,104.0,88.0,103.0,104.0,75.0,95.0,85.0,91.0,90.0,87.0,0.1,0.323,0.091,0.299,-2.35,-3.88,-1.25,0.12,92.7,87.2,91.5,80.1,0.45,0.725,0.129,,,,0.22,0.314,0.311,0.358,0.651,0.166,104.0,98.0,108.0,0.184,-1.99,84.1,0.329,0.575,0.32899999999999996,86.0,88.0,95.0,,,,0.004,,-9.5,,89.5,,,,,,,,0.25,0.594,0.217,,,,,,,,,,,,
2023/06/24,4:08 PM.,NYM,PHI,home,Partly Cloudy.,78,453286,CF,4,1,2,1,0,0,0,0,0,1,0,.282,.361,.445,.806,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,,,,,0.463,0.124,0.141,0.72,,0.51,0.03,93.7,83.8,,75.4,,,,,,,0.207,0.283,0.275,0.255,0.458,0.23800000000000002,106.0,108.0,108.0,0.168,-0.21,84.0,0.25,0.545,0.364,98.0,108.0,99.0,,,,0.104,,2.12,,88.4,,,,,0.135,0.243,0.33299999999999996,0.187,0.373,0.326,,,,,,,,,,,,
2023/06/23,7:08 PM.,NYM,PHI,home,Overcast.,72,673540,CF,4,1,3,1,0,0,1,0,0,0,0,.278,.359,.440,.799,673540,kodaisenga,Senga,Right,Kodai Senga,NYM,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.416,0.161,0.333,0.382,,,,91.0,90.0,87.0,109.0,97.0,97.0,,,,,0.37,0.027,,0.17,,-0.23,,95.7,,,72.8,,,,,,,,,,0.244,0.399,0.17300000000000001,100.0,93.0,102.0,0.116,-0.96,82.7,0.333,0.952,0.245,93.0,95.0,93.0,,,,0.25,,2.52,,90.8,,0.11,0.147,0.595,0.244,0.339,0.182,0.125,0.5,0.444,,,,,,,,,,0.237,0.95,83.2
2023/06/22,1:07 PM.,ATL,PHI,home,Cloudy.,65,693821,CF,2,0,2,0,0,0,0,0,0,0,0,.269,.352,.429,.781,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,0.376,0.134,,0.137,-1.13,0.01,,1.3,90.7,85.0,89.5,,0.28,0.402,0.134,,,,0.188,0.235,0.23600000000000002,0.286,0.495,0.19399999999999998,92.0,103.0,107.0,0.353,0.97,82.7,0.21,0.393,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
