date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023/08/20,12:05 PM.,SEA,HOU,home,Roof Closed.,73,676106,LF,4,0,2,0,0,0,0,0,1,0,2,.284,.373,.525,.898,676106,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.5,3.33,12.0,105.0,84.0,100.0,0.853,4.5,2.25,9.75,0.75,1.27,0.25,0.475,0.25,0.175,0.428,89.0,95.0,102.0,,,,89.0,128.0,125.0,84.0,113.0,106.0,0.464,0.268,,0.129,1.54,3.26,,-7.29,92.5,84.5,86.7,,0.25,0.438,0.213,0.5,0.5,0.231,0.214,0.214,0.14300000000000002,,,,68.0,103.0,98.0,,,,0.139,,,1.65,,92.7,,,,0.25,0.25,0.133,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/19,6:12 PM.,SEA,HOU,home,Roof Closed.,73,669302,RF,4,0,0,0,0,0,0,0,0,1,2,.281,.370,.525,.895,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,,,,,,,88.0,103.0,99.0,133.0,101.0,99.0,0.419,0.297,,,0.01,1.84,,,95.7,,88.7,,0.28,0.491,0.177,,,,0.211,0.349,0.322,0.214,0.371,0.306,55.0,90.0,81.0,,,,0.003,,,-11.33,,93.7,,,,0.667,1.0,0.25,0.134,0.39,80.3,98.0,103.0,117.0,0.148,0.25,85.6,0.174,0.34,0.35,110.0,95.0,103.0,,,,,,,,,
2023/08/18,7:10 PM.,SEA,HOU,home,Roof Closed.,73,682243,RF,3,0,0,0,0,0,0,0,0,0,1,.285,.375,.533,.908,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,4.32,4.86,131.1,104.0,117.0,109.0,0.783,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.356,0.464,90.0,101.0,107.0,113.0,102.0,102.0,121.0,105.0,110.0,112.0,100.0,107.0,0.585,0.274,0.009,0.056,0.3,0.14,-8.41,0.66,95.1,85.0,85.0,78.2,0.256,0.45,0.271,0.167,0.433,0.179,0.3,0.475,0.174,0.667,1.333,0.125,104.0,101.0,99.0,,,,0.076,,,1.22,,95.1,,,,0.26,0.36,0.096,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/16,6:42 PM.,MIA,HOU,away,Roof Closed.,72,666200,LF,3,2,2,0,0,1,2,0,1,0,1,.288,.378,.539,.917,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,,,,106.0,103.0,100.0,111.0,97.0,105.0,0.457,0.289,,0.21,0.93,-0.26,,-0.09,96.7,88.3,85.1,,0.232,0.384,0.19399999999999998,0.248,0.429,0.361,0.233,0.389,0.518,,,,82.0,100.0,97.0,68.0,87.0,76.0,0.04,0.004,0.74,-0.81,91.4,96.5,,,,0.314,0.686,0.102,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/15,6:41 PM.,MIA,HOU,away,Roof Closed.,72,456501,LF,3,1,1,0,0,1,1,0,0,1,0,.284,.371,.526,.897,456501,johnnycueto,Cueto,Right,Johnny Cueto,MIA,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.472,0.161,0.323,0.408,73.0,106.0,102.0,120.0,47.0,56.0,87.0,116.0,112.0,88.0,95.0,96.0,0.346,0.234,0.004,0.192,-0.03,-1.92,-3.06,-3.11,92.2,84.1,86.1,76.0,0.242,0.53,0.245,0.286,0.595,0.278,0.27,0.73,0.154,,,,89.0,103.0,100.0,69.0,90.0,66.0,0.196,0.028,0.08,2.47,88.1,92.2,0.222,0.333,0.1,0.244,0.4,0.035,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/14,6:40 PM.,MIA,HOU,away,Roof Closed.,72,666129,LF,4,0,2,0,0,0,0,0,0,0,1,.283,.370,.517,.887,666129,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,3.66,4.58,159.2,101.0,91.0,97.0,0.762,8.79,1.63,8.68,1.13,1.72,0.184,0.501,0.13,0.413,0.434,85.0,95.0,86.0,80.0,97.0,95.0,79.0,101.0,93.0,100.0,102.0,102.0,0.075,0.258,0.084,0.088,-1.84,0.45,-4.44,0.73,90.8,84.1,82.8,77.7,0.325,0.575,0.159,0.286,0.327,0.327,0.169,0.302,0.408,0.5,1.059,0.2,91.0,102.0,97.0,95.0,100.0,97.0,0.317,0.177,1.53,1.06,87.5,90.5,0.243,0.477,0.247,0.256,0.377,0.107,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/13,1:11 PM.,LAA,HOU,home,Roof Closed.,73,681217,CF,4,0,2,0,0,0,0,1,0,2,1,.280,.368,.517,.885,681217,chasesilseth,Silseth,Right,Chase Silseth,LAA,3.96,4.27,52.1,97.0,93.0,97.0,0.741,9.63,4.47,7.05,1.55,1.68,0.153,0.496,0.117,0.401,0.411,,,,107.0,93.0,97.0,93.0,90.0,85.0,102.0,94.0,102.0,0.349,0.229,0.024,,-1.53,1.7,-5.15,,95.0,,82.0,79.4,0.255,0.553,0.248,,,,0.143,0.571,0.14300000000000002,0.333,1.333,0.0,82.0,105.0,97.0,99.0,92.0,92.0,0.148,0.084,3.24,1.39,90.3,94.3,0.167,0.167,0.268,0.344,0.469,0.14,,,,84.0,108.0,116.0,0.167,1.35,87.2,0.137,0.294,0.345,,,,,,,,,,,,
2023/08/12,6:16 PM.,LAA,HOU,home,Roof Closed.,73,542881,LF,4,1,1,0,0,0,0,0,0,1,2,.276,.366,.518,.884,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,105.0,76.0,95.0,0.374,0.007,0.002,0.338,-1.25,-1.06,-0.33,0.08,90.1,80.0,78.1,72.9,0.301,0.566,0.193,0.238,0.381,0.39799999999999996,0.2,0.2,0.33299999999999996,,,,92.0,93.0,81.0,104.0,103.0,98.0,0.055,0.224,0.48,-3.61,85.1,88.5,0.239,0.366,0.268,0.36,0.68,0.102,,,,,,,0.001,-4.72,90.1,,,,,,,,,,,,,,,
2023/08/11,7:11 PM.,LAA,HOU,home,Roof Closed.,73,672282,RF,1,0,1,0,0,0,0,0,0,0,0,.277,.368,.522,.890,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,124.0,100.0,102.0,0.432,0.319,0.194,0.054,-0.38,0.91,0.14,-2.03,94.3,84.8,88.7,74.7,0.291,0.505,0.212,0.242,0.424,0.24600000000000002,0.0,0.0,0.267,0.191,0.326,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/09,7:07 PM.,BAL,HOU,away,Clear.,85,656427,LF,5,1,1,1,0,0,0,0,0,3,2,.274,.366,.520,.886,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,,,,98.0,99.0,98.0,98.0,101.0,102.0,0.417,0.246,,0.033,-0.44,-1.15,,0.86,93.1,85.3,84.2,,0.29,0.411,0.20800000000000002,0.154,0.154,0.083,0.339,0.558,0.265,0.204,0.372,0.402,75.0,82.0,71.0,92.0,98.0,101.0,0.02,0.091,-1.05,-2.28,88.7,90.1,0.318,0.545,0.264,0.333,0.333,0.1,0.194,0.23,76.2,,,,,,,,,,93.0,102.0,108.0,,,,,,,,,
2023/08/06,1:38 PM.,NYY,HOU,away,Partly Cloudy.,81,607074,RF,3,1,0,0,0,0,0,0,1,3,1,.275,.368,.522,.890,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.116,0.381,0.429,84.0,67.0,81.0,102.0,92.0,96.0,106.0,101.0,100.0,126.0,95.0,104.0,0.603,0.29,0.065,0.043,-1.05,-0.06,-3.96,0.96,95.3,85.5,85.4,79.7,0.294,0.55,0.217,0.0,0.0,0.42100000000000004,0.2,0.347,0.37200000000000005,0.375,1.25,0.21100000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/05,1:07 PM.,NYY,HOU,away,Sunny.,80,641482,LF,2,0,0,0,0,0,0,0,1,1,0,.279,.370,.529,.899,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.432,0.176,0.29,0.441,92.0,111.0,110.0,,,,102.0,106.0,106.0,92.0,103.0,103.0,0.521,0.158,,0.028,0.68,-1.47,,-6.99,91.6,83.4,76.9,,0.213,0.352,0.249,0.5,0.6,0.294,0.2,0.2,0.429,,,,138.0,99.0,111.0,110.0,102.0,102.0,0.005,0.288,0.39,4.05,86.6,89.3,0.26,0.545,0.20600000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/04,7:08 PM.,NYY,HOU,away,Cloudy.,74,622663,LF,4,1,0,0,0,0,0,0,1,1,1,.281,.371,.533,.904,622663,luisseverino,"Severino, L",Right,Luis Severino,NYY,6.65,5.89,89.1,103.0,104.0,101.0,0.822,7.96,3.43,11.38,2.32,1.14,0.248,0.399,0.144,0.346,0.447,80.0,99.0,97.0,,,,103.0,104.0,98.0,126.0,109.0,117.0,0.449,0.188,,0.186,-2.42,-2.59,,-1.4,96.5,86.7,84.7,,0.355,0.692,0.196,0.279,0.441,0.21600000000000003,0.289,0.566,0.254,,,,92.0,91.0,87.0,110.0,100.0,98.0,0.028,0.15,-0.08,5.41,90.8,95.7,0.208,0.313,0.17300000000000001,0.091,0.091,0.20800000000000002,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/03,7:16 PM.,NYY,HOU,away,Clear.,74,657376,LF,4,0,1,0,0,0,0,0,0,1,4,.286,.374,.542,.916,657376,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,4.64,4.33,159.0,102.0,102.0,104.0,0.783,8.43,2.6,9.57,1.36,1.16,0.232,0.447,0.154,0.309,0.439,31.0,95.0,88.0,,,,,,,109.0,99.0,107.0,,0.274,,0.015,,-0.59,,-7.35,,89.4,86.0,,,,,0.5,0.5,0.091,0.276,0.559,0.263,0.198,0.314,0.345,68.0,103.0,88.0,96.0,106.0,105.0,0.241,0.279,0.27,-0.2,91.3,93.4,0.28,0.457,0.222,0.288,0.447,0.11,0.191,-0.46,83.7,,,,,,,,,,146.0,100.0,118.0,,,,,,,,,
2023/08/02,1:10 PM.,CLE,HOU,home,Roof Closed.,73,676440,CF,3,2,2,0,0,2,3,1,1,1,2,.286,.375,.547,.922,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,88.0,98.0,102.0,91.0,97.0,91.0,110.0,106.0,115.0,0.471,0.27,0.093,0.166,0.6,1.35,-1.11,1.07,94.9,83.8,84.7,78.3,0.243,0.348,0.19,0.213,0.298,0.37799999999999995,0.206,0.355,0.317,0.271,0.479,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/01,7:12 PM.,CLE,HOU,home,Roof Closed.,73,668909,LF,3,0,0,0,0,0,0,0,1,3,0,.281,.370,.519,.889,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,83.0,107.0,102.0,0.553,0.221,0.17,0.056,0.35,2.27,-1.23,-3.24,95.7,88.2,84.9,76.2,0.25,0.404,0.249,0.353,0.588,0.212,0.157,0.241,0.318,0.174,0.391,0.35200000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/30,1:10 PM.,TB,HOU,home,Roof Closed.,73,641793,RF,4,0,1,0,0,0,0,0,0,1,3,.285,.372,.526,.898,641793,zacklittell,Littell,Right,Zack Littell,- - -,4.1,4.24,90.0,105.0,92.0,105.0,0.801,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,,,,,,,73.0,109.0,100.0,103.0,100.0,105.0,0.312,0.397,,,0.57,0.34,,,94.1,,87.1,,0.26,0.44,0.22,,,,0.25,0.417,0.3,,,,74.0,108.0,98.0,,,,0.099,,,0.28,,92.9,,,,0.237,0.342,0.063,,,,115.0,107.0,118.0,0.192,-1.3,84.3,0.268,0.415,0.281,,,,,,,,,,,,
2023/07/29,6:16 PM.,TB,HOU,home,Roof Closed.,73,671737,DH,5,3,3,0,1,0,2,0,0,1,1,.286,.374,.531,.905,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,88.0,107.0,111.0,131.0,101.0,109.0,,,,0.449,,0.167,,-0.8,,0.04,,96.1,,,79.0,0.277,0.559,0.191,,,,,,,0.169,0.338,0.22399999999999998,,,,106.0,99.0,99.0,0.001,0.248,-1.32,0.0,88.9,97.8,0.312,0.581,0.295,,,,,,,,,,0.136,0.62,89.3,0.19,0.333,0.41,,,,,,,,,,,,
2023/07/28,7:11 PM.,TB,HOU,home,Roof Closed.,73,663556,CF,3,0,1,0,0,0,0,0,1,2,0,.279,.369,.521,.890,663556,shanemcclanahan,McClanahan,Left,Shane McClanahan,TBR,3.29,4.13,115.0,102.0,112.0,106.0,0.694,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,86.9,89.3,83.5,0.269,0.479,0.233,0.153,0.191,0.541,0.261,0.58,0.29100000000000004,0.197,0.344,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/26,7:12 PM.,TEX,HOU,home,Roof Closed.,73,571760,RF,3,1,0,0,0,0,0,0,1,2,3,.278,.367,.523,.890,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.169,0.1,-1.35,-3.87,-0.11,92.5,84.0,82.0,74.4,0.236,0.431,0.256,0.274,0.452,0.24,0.259,0.443,0.29600000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/25,7:10 PM.,TEX,HOU,home,Roof Closed.,73,666720,CF,4,0,1,1,0,0,1,0,0,1,2,.282,.369,.531,.900,666720,yerryrodriguez,"Rodríguez, Y",Right,Yerry Rodríguez,TEX,7.9,4.1,13.2,100.0,104.0,104.0,0.752,9.88,3.95,13.17,0.66,0.68,0.378,0.267,0.089,0.333,0.486,100.0,105.0,104.0,,,,104.0,102.0,102.0,103.0,97.0,108.0,0.514,0.371,,0.076,-1.12,-4.29,,3.83,97.2,85.9,84.1,,0.353,0.441,0.2,0.0,0.0,0.25,0.444,0.833,0.382,,,,112.0,101.0,102.0,,,,0.04,,,6.1,,96.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/24,7:10 PM.,TEX,HOU,home,Roof Closed.,73,592351,CF,3,1,2,1,0,1,6,0,1,1,0,.282,.371,.531,.902,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.398,0.062,0.116,-1.83,2.33,-1.69,1.71,95.7,88.8,87.2,78.2,0.346,0.551,0.179,0.211,0.268,0.213,0.105,0.211,0.324,0.263,0.737,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/23,1:07 PM.,OAK,HOU,away,Partly Cloudy.,72,665622,CF,4,0,0,0,0,0,0,0,0,1,4,.277,.366,.510,.876,665622,luismedina,Medina,Right,Luis Medina,OAK,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.352,0.416,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,106.0,97.0,100.0,0.415,0.238,0.117,0.087,-0.35,-0.8,-0.73,1.25,96.1,87.3,85.3,79.6,0.272,0.494,0.121,0.256,0.282,0.304,0.233,0.456,0.484,0.146,0.366,0.308,117.0,96.0,96.0,,,,0.142,,,-0.8,,95.5,,,,0.313,0.406,0.141,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/22,6:08 PM.,OAK,HOU,away,Partly Cloudy.,75,621112,LF,2,0,0,0,0,0,0,1,2,1,1,.282,.372,.520,.892,621112,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.246,0.38,0.166,0.297,0.346,67.0,108.0,96.0,89.0,104.0,104.0,77.0,95.0,87.0,91.0,103.0,108.0,0.146,0.181,0.117,0.112,-2.52,0.46,1.69,2.14,91.9,86.0,80.8,79.1,0.383,0.553,0.17,0.143,0.286,0.389,0.198,0.308,0.344,0.14,0.326,0.245,82.0,96.0,87.0,106.0,100.0,100.0,0.24,0.204,-2.38,-0.75,88.9,91.8,0.435,0.624,0.159,0.306,0.435,0.15,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/21,6:41 PM.,OAK,HOU,away,Clear.,71,676664,CF,4,0,1,0,0,0,0,0,0,1,1,.285,.370,.525,.895,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,83.0,100.0,102.0,,,,93.0,102.0,96.0,93.0,102.0,106.0,0.501,0.346,,0.151,-0.84,-0.06,,0.36,93.1,84.1,81.4,,0.256,0.478,0.217,0.277,0.438,0.225,0.21,0.395,0.28300000000000003,,,,,,,,,,0.001,,,0.63,,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/20,6:40 PM.,OAK,HOU,away,Clear.,71,663687,LF,3,0,1,0,0,0,0,1,1,1,1,.286,.372,.531,.903,663687,hoganharris,"Harris, H",Left,Hogan Harris,OAK,7.14,5.13,63.0,98.0,82.0,94.0,0.804,8.0,4.0,9.57,1.43,0.9,0.306,0.357,0.184,0.316,0.496,75.0,93.0,96.0,69.0,92.0,89.0,84.0,98.0,92.0,,,,0.47,0.078,0.06,0.203,-0.58,-2.5,-1.37,0.61,92.6,80.1,77.4,74.9,0.25,0.442,0.217,0.205,0.409,0.368,0.278,0.556,0.188,0.3,0.5,0.2,,,,87.0,104.0,98.0,,0.188,-1.58,,90.5,,0.351,0.544,0.16699999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/19,1:10 PM.,COL,HOU,away,Cloudy.,90,596295,RF,4,1,2,0,0,1,2,0,0,1,2,.285,.370,.534,.904,596295,austingomber,Gomber,Left,Austin Gomber,COL,5.5,5.74,139.0,99.0,78.0,94.0,0.829,5.63,2.78,10.62,1.68,1.1,0.213,0.443,0.151,0.389,0.463,73.0,100.0,98.0,,,,68.0,97.0,85.0,93.0,98.0,102.0,0.439,0.201,,0.181,-1.99,0.96,,-0.07,90.6,81.6,84.8,,0.344,0.656,0.11800000000000001,0.296,0.509,0.19899999999999998,0.275,0.383,0.247,0.226,0.358,0.28,66.0,7.0,2.0,,,,0.012,,,-5.34,,90.8,,,,0.4,1.0,0.16699999999999998,0.168,-0.75,77.6,,,,,,,,,,90.0,103.0,104.0,,,,,,,,,
2023/07/18,6:42 PM.,COL,HOU,away,Partly Cloudy.,88,656234,LF,3,1,1,0,0,0,1,0,1,1,1,.280,.367,.519,.886,656234,jakebird,Bird,Right,Jake Bird,COL,4.33,4.48,89.1,99.0,108.0,91.0,0.809,7.76,2.72,9.47,0.6,1.99,0.196,0.407,0.133,0.333,0.466,47.0,112.0,34.0,135.0,110.0,114.0,,,,105.0,98.0,103.0,,0.071,0.2,0.002,,0.95,1.82,-46.49,,87.3,86.3,81.7,,,,,,,0.222,0.278,0.325,0.133,0.265,0.38299999999999995,99.0,96.0,80.0,112.0,99.0,98.0,0.595,0.132,-1.98,-0.04,89.7,94.4,0.341,0.614,0.25,0.32,0.402,0.135,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/16,4:10 PM.,LAA,HOU,away,Sunny.,83,542881,CF,4,2,3,0,0,2,3,0,0,1,0,.280,.365,.522,.887,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,105.0,76.0,95.0,0.374,0.007,0.002,0.338,-1.25,-1.06,-0.33,0.08,90.1,80.0,78.1,72.9,0.301,0.566,0.193,0.238,0.381,0.39799999999999996,0.2,0.2,0.33299999999999996,,,,92.0,93.0,81.0,104.0,103.0,98.0,0.055,0.224,0.48,-3.61,85.1,88.5,0.239,0.366,0.268,0.36,0.68,0.102,,,,,,,0.001,-4.72,90.1,,,,,,,,,,,,,,,
2023/07/15,6:08 PM.,LAA,HOU,away,Clear.,77,672282,CF,3,4,3,0,0,1,2,0,2,0,0,.269,.354,.484,.838,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,124.0,100.0,102.0,0.432,0.319,0.194,0.054,-0.38,0.91,0.14,-2.03,94.3,84.8,88.7,74.7,0.291,0.505,0.212,0.242,0.424,0.24600000000000002,0.0,0.0,0.267,0.191,0.326,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/14,6:37 PM.,LAA,HOU,away,Clear.,85,660271,CF,4,1,1,0,0,0,0,0,1,2,5,.257,.338,.458,.796,660271,shoheiohtani,Ohtani,Right,Shohei Ohtani,LAA,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.343,0.457,,,,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,0.33,0.356,0.036,,1.64,1.81,1.15,,96.8,,83.7,75.7,0.164,0.236,0.27,,,,0.146,0.339,0.365,0.111,0.167,0.41700000000000004,104.0,94.0,95.0,96.0,89.0,88.0,0.06,0.156,-0.82,-0.53,88.6,94.5,0.31,0.606,0.228,0.273,0.409,0.225,,,,129.0,93.0,108.0,0.062,-0.25,88.6,0.179,0.205,0.41100000000000003,,,,,,,,,,,,
2023/07/09,1:10 PM.,SEA,HOU,home,Roof Closed.,73,669302,LF,2,0,1,0,0,0,0,1,0,1,0,.257,.337,.463,.800,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,,,,,,,88.0,103.0,99.0,133.0,101.0,99.0,0.419,0.297,,,0.01,1.84,,,95.7,,88.7,,0.28,0.491,0.177,,,,0.211,0.349,0.322,0.214,0.371,0.306,55.0,90.0,81.0,,,,0.003,,,-11.33,,93.7,,,,0.667,1.0,0.25,0.134,0.39,80.3,98.0,103.0,117.0,0.148,0.25,85.6,0.174,0.34,0.35,110.0,95.0,103.0,,,,,,,,,
2023/07/08,6:17 PM.,SEA,HOU,home,Roof Closed.,73,693433,CF,3,0,0,0,0,0,0,0,0,3,0,.254,.332,.462,.794,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.296,0.363,0.175,0.271,0.453,85.0,91.0,93.0,,,,101.0,105.0,106.0,110.0,96.0,105.0,0.469,0.24,,0.037,0.69,-0.83,,-2.37,95.1,89.7,86.0,,0.207,0.407,0.303,0.4,0.4,0.222,0.257,0.457,0.311,,,,109.0,102.0,103.0,,,,0.255,,,1.34,,95.0,,,,0.213,0.372,0.20800000000000002,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/07,7:11 PM.,SEA,HOU,home,Roof Closed.,73,622491,RF,3,1,1,1,0,0,0,0,0,1,0,.259,.337,.471,.808,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,,,,95.0,104.0,100.0,117.0,100.0,108.0,0.444,0.221,,0.156,1.31,-0.12,,-1.6,96.3,88.3,85.7,,0.165,0.384,0.33,0.28,0.42,0.325,0.234,0.455,0.37799999999999995,,,,82.0,103.0,95.0,,,,0.179,,,0.6,,95.9,,,,0.239,0.337,0.136,,,,,,,,,,,,,,,,,,,,,,,,
