date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,SI%,wSI/C,vSI,Stf+ SI,Loc+ SI,Pit+ SI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023/06/21,1:11 PM.,NYM,HOU,home,Roof Closed.,73,656731,2B,3,0,0,0,0,0,0,0,2,0,2,.256,.352,.433,.785,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.123,0.32,0.414,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,0.557,0.206,0.086,0.149,-0.4,-1.04,-0.05,-0.09,94.9,87.9,84.4,77.2,0.314,0.494,0.184,0.264,0.445,0.311,0.264,0.396,0.24100000000000002,0.167,0.167,0.354,,,,,,,,,,,,,116.0,83.0,118.0,,0.002,,5.58,,86.1,,,,,,,,,,,,,,,,,,,,,
2023/06/20,7:12 PM.,NYM,HOU,home,Roof Closed.,73,434378,2B,3,0,1,0,0,0,2,0,0,0,0,.264,.350,.448,.798,434378,justinverlander,Verlander,Right,Justin Verlander,- - -,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.232,0.438,0.168,0.307,0.433,102.0,107.0,113.0,105.0,103.0,106.0,97.0,100.0,100.0,127.0,112.0,111.0,0.5,0.253,0.2,0.047,0.89,0.97,0.43,-0.23,94.3,85.2,86.9,78.2,0.235,0.417,0.18100000000000002,0.201,0.325,0.292,0.214,0.286,0.28600000000000003,0.241,0.328,0.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/19,7:11 PM.,NYM,HOU,home,Roof Closed.,73,453286,2B,4,0,0,0,0,0,0,0,0,1,3,.262,.354,.452,.806,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,0.463,0.168,0.124,0.141,0.72,-0.21,0.51,0.03,93.7,83.8,84.0,75.4,0.255,0.458,0.23800000000000002,0.25,0.545,0.364,0.207,0.283,0.275,0.187,0.373,0.326,,,,,,,,,,98.0,108.0,99.0,,,,0.104,,2.12,,88.4,,0.135,0.243,0.33299999999999996,,,,,,,,,,,,,,,,,,
2023/06/18,1:10 PM.,CIN,HOU,home,Roof Closed.,73,596133,PH,1,0,0,0,0,0,0,0,0,1,0,.275,.370,.475,.845,596133,lukeweaver,Weaver,Right,Luke Weaver,- - -,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.378,0.433,83.0,103.0,100.0,,,,88.0,102.0,96.0,112.0,101.0,104.0,0.435,0.137,,0.2,-1.47,-2.22,,-2.01,94.0,86.1,85.8,,0.311,0.543,0.175,0.235,0.294,0.321,0.316,0.547,0.32299999999999995,0.255,0.691,0.16699999999999998,,,,,,,,,,99.0,103.0,102.0,,,,0.11,,0.87,,90.3,,0.218,0.473,0.252,,,,0.118,-1.56,81.7,,,,,,,,,,,,
2023/06/17,3:10 PM.,CIN,HOU,home,Roof Closed.,73,668881,2B,4,1,4,2,0,1,1,1,0,0,0,.278,.374,.481,.855,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.241,0.407,0.128,0.345,0.42,69.0,88.0,90.0,,,,127.0,103.0,105.0,126.0,104.0,112.0,0.544,0.404,,0.053,-0.95,0.16,,-2.39,98.3,91.1,87.3,,0.265,0.518,0.252,0.229,0.416,0.392,0.304,0.478,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/16,7:11 PM.,CIN,HOU,home,Roof Closed.,73,671096,2B,4,0,0,0,0,0,0,0,0,0,2,.240,.345,.387,.732,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.347,0.404,72.0,96.0,91.0,99.0,103.0,103.0,81.0,99.0,91.0,106.0,107.0,113.0,0.501,0.165,0.171,0.163,-0.02,1.61,-2.27,0.99,92.7,86.6,82.9,80.9,0.249,0.459,0.198,0.174,0.304,0.29,0.203,0.27,0.39399999999999996,0.367,0.65,0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/15,7:10 PM.,WSH,HOU,home,Roof Closed.,73,669022,2B,4,0,0,0,0,0,0,0,1,1,3,.254,.361,.408,.769,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.42,5.2,136.1,97.0,100.0,101.0,0.749,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,69.0,88.0,90.0,72.0,99.0,104.0,112.0,98.0,100.0,101.0,97.0,102.0,0.595,0.188,0.188,0.029,-0.27,0.77,-0.85,1.1,95.0,86.5,88.5,83.2,0.279,0.503,0.21600000000000003,0.213,0.415,0.375,0.188,0.25,0.382,0.257,0.416,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/14,7:11 PM.,WSH,HOU,home,Roof Closed.,73,680686,2B,3,1,1,0,0,0,0,1,0,0,0,.269,.372,.433,.805,680686,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.453,0.21,0.313,0.389,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,84.0,92.0,96.0,0.166,0.299,0.161,0.016,-1.21,-0.07,0.24,0.6,93.5,88.6,85.1,82.2,0.291,0.557,0.20199999999999999,0.163,0.233,0.429,0.286,0.357,0.1,0.221,0.358,0.349,0.176,0.15,93.1,93.0,101.0,90.0,0.313,0.385,0.138,95.0,95.0,83.0,,,,0.181,,-0.09,,88.8,,0.243,0.461,0.205,,,,,,,,,,,,,,,,,,
2023/06/13,7:10 PM.,WSH,HOU,home,Roof Closed.,73,571578,2B,3,1,1,0,0,0,1,0,2,1,0,.266,.365,.438,.803,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.411,66.0,101.0,96.0,,,,65.0,103.0,88.0,84.0,99.0,100.0,0.169,0.35,,0.064,-0.69,-0.51,,-2.07,91.8,81.2,80.5,,0.327,0.541,0.121,0.233,0.461,0.397,0.29,0.645,0.4,,,,0.417,-0.89,92.1,86.0,102.0,93.0,0.32,0.463,0.07400000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/10,6:10 PM.,CLE,HOU,away,Partly Cloudy.,75,663474,2B,4,1,2,1,0,0,0,1,1,2,2,.262,.348,.443,.791,663474,tristonmckenzie,McKenzie,Right,Triston McKenzie,CLE,5.06,4.64,16.0,94.0,100.0,94.0,0.77,9.0,7.31,6.75,0.56,0.65,0.25,0.386,0.114,0.295,0.397,,,,113.0,107.0,103.0,99.0,92.0,93.0,89.0,86.0,91.0,0.633,0.2,0.167,,-0.33,1.5,-0.41,,92.4,,85.2,78.8,0.22,0.39,0.174,0.083,0.167,0.5770000000000001,,,,0.286,0.429,0.261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/09,7:10 PM.,CLE,HOU,away,Clear.,70,671106,2B,7,3,2,1,0,0,0,1,0,0,5,.246,.328,.421,.749,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.432,0.155,0.337,0.414,60.0,104.0,105.0,,,,82.0,101.0,95.0,108.0,98.0,101.0,0.451,0.247,,0.213,-0.12,-0.74,,1.49,91.4,82.7,79.3,,0.257,0.482,0.177,0.3,0.3,0.368,0.191,0.223,0.33,,,,,,,,,,,,,110.0,97.0,98.0,,,,0.089,,-2.1,,86.3,,0.462,0.692,0.17,,,,,,,,,,,,,,,,,,
2023/06/08,7:08 PM.,TOR,HOU,away,Roof Closed.,68,621244,2B,4,0,0,0,0,0,0,0,0,0,1,.240,.333,.420,.753,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,0.204,,0.296,0.185,0.72,,0.31,-0.38,94.3,84.1,,82.6,0.254,0.456,0.276,,,,0.245,0.409,0.33,,,,0.315,0.61,93.8,92.0,104.0,99.0,0.255,0.398,0.131,,,,,,,,,,,,,,,,,,,,,,0.216,0.357,0.305,,,,,,,,,
2023/06/07,7:08 PM.,TOR,HOU,away,Roof Closed.,68,605135,2B,4,1,0,0,0,0,0,0,0,0,3,.261,.358,.457,.815,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,106.0,93.0,102.0,0.093,0.136,0.126,0.065,-3.9,-0.72,0.67,1.71,92.4,84.1,75.6,70.7,0.333,0.652,0.20600000000000002,0.227,0.636,0.191,0.189,0.351,0.10099999999999999,0.192,0.295,0.318,0.393,2.11,91.9,92.0,104.0,98.0,0.22,0.336,0.14400000000000002,95.0,105.0,102.0,78.0,84.0,84.0,0.153,0.033,-1.13,-3.07,87.8,82.6,0.274,0.496,0.253,0.375,0.563,0.226,,,,,,,,,,,,,,,
2023/06/02,7:11 PM.,LAA,HOU,home,Roof Closed.,73,660271,2B,4,0,0,0,0,0,0,0,1,2,1,.286,.388,.500,.888,660271,shoheiohtani,Ohtani,Right,Shohei Ohtani,LAA,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.343,0.457,,,,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,0.33,0.356,0.036,,1.64,1.81,1.15,,96.8,,83.7,75.7,0.164,0.236,0.27,0.146,0.339,0.365,,,,0.111,0.167,0.41700000000000004,0.06,-0.53,94.5,104.0,94.0,95.0,0.273,0.409,0.225,96.0,89.0,88.0,129.0,93.0,108.0,0.156,0.062,-0.82,-0.25,88.6,88.6,0.31,0.606,0.228,0.179,0.205,0.41100000000000003,,,,,,,,,,,,,,,
2023/06/01,7:10 PM.,LAA,HOU,home,Roof Closed.,73,672282,2B,4,1,1,0,0,0,0,0,0,1,0,.316,.409,.553,.962,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,124.0,100.0,102.0,0.432,0.319,0.194,0.054,-0.38,0.91,0.14,-2.03,94.3,84.8,88.7,74.7,0.291,0.505,0.212,0.0,0.0,0.267,0.242,0.424,0.24600000000000002,0.191,0.326,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/30,7:10 PM.,MIN,HOU,home,Roof Closed.,73,657746,2B,3,0,0,0,0,0,0,0,1,1,0,.324,.425,.588,1.013,657746,joeryan,Ryan,Right,Joe Ryan,MIN,4.51,3.53,161.2,107.0,99.0,105.0,0.749,10.97,1.89,8.63,1.78,0.63,0.232,0.423,0.147,0.326,0.455,,,,,,,102.0,112.0,108.0,102.0,88.0,94.0,0.569,0.159,,,0.89,-2.12,,,92.3,,80.3,,0.24,0.457,0.287,0.32,0.56,0.24100000000000002,,,,,,,,,,,,,,,,,,,91.0,104.0,102.0,,0.272,,-0.3,,83.9,,,,0.242,0.415,0.213,,,,,,,,,,,,,,,
2023/05/29,3:10 PM.,MIN,HOU,home,Roof Closed.,73,543243,2B,4,1,1,0,0,1,4,0,1,1,2,.355,.444,.645,1.089,543243,sonnygray,"Gray, So",Right,Sonny Gray,MIN,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.143,0.3,0.422,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,122.0,108.0,121.0,0.271,0.205,0.168,0.067,0.61,3.25,0.87,-0.63,92.9,87.9,84.3,79.6,0.301,0.422,0.16399999999999998,0.096,0.117,0.413,0.27,0.405,0.174,0.257,0.371,0.282,0.157,-0.46,92.8,82.0,99.0,94.0,0.275,0.413,0.177,118.0,102.0,102.0,,,,0.131,,1.3,,87.6,,0.265,0.368,0.278,,,,0.001,-0.41,72.9,,,,,,,,,,,,
2023/05/28,1:08 PM.,OAK,HOU,away,Overcast.,59,686610,2B,5,2,3,0,0,1,1,0,0,1,0,.370,.452,.593,1.045,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,96.0,99.0,100.0,0.543,0.271,0.02,0.166,-0.52,-0.79,-3.62,-1.4,93.3,84.2,81.1,74.5,0.275,0.493,0.17800000000000002,0.218,0.423,0.32799999999999996,0.34,0.515,0.374,0.333,0.833,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/27,1:07 PM.,OAK,HOU,away,Partly Cloudy.,62,643493,2B,5,2,2,1,0,0,0,0,0,1,1,.318,.423,.455,.878,643493,austinpruitt,Pruitt,Right,Austin Pruitt,OAK,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,60.0,105.0,88.0,127.0,108.0,112.0,73.0,97.0,90.0,149.0,103.0,114.0,0.26,0.38,0.16,0.06,-1.17,0.34,2.21,1.29,91.8,87.1,87.6,81.2,0.344,0.469,0.182,0.238,0.365,0.245,0.308,0.385,0.2,0.143,0.314,0.22,0.14,3.55,91.3,89.0,114.0,97.0,0.216,0.297,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/26,6:42 PM.,OAK,HOU,away,Partly Cloudy.,60,621076,2B,5,1,2,1,0,0,0,0,0,2,0,.294,.429,.412,.841,621076,jameskaprielian,Kaprielian,Right,James Kaprielian,OAK,6.34,4.86,61.0,102.0,88.0,99.0,0.766,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,106.0,104.0,107.0,0.414,0.307,0.061,0.078,0.35,-0.35,-1.04,-2.75,92.3,83.3,80.8,75.9,0.202,0.384,0.252,0.263,0.4,0.316,0.368,0.737,0.18,0.444,0.778,0.235,0.139,-2.81,92.0,99.0,98.0,95.0,0.412,0.529,0.14300000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/23,6:40 PM.,MIL,HOU,away,Clear.,73,607067,2B,3,0,1,0,0,0,0,0,0,1,0,.250,.438,.333,.771,607067,colinrea,Rea,Right,Colin Rea,MIL,4.55,4.42,124.2,104.0,89.0,99.0,0.786,7.94,2.74,7.94,1.66,1.16,0.216,0.436,0.123,0.359,0.419,,,,101.0,105.0,105.0,82.0,111.0,99.0,97.0,109.0,109.0,0.193,0.109,0.079,,2.43,-0.31,-0.94,,93.2,,83.1,78.8,0.135,0.27,0.264,0.226,0.377,0.36200000000000004,,,,0.242,0.455,0.231,0.299,0.31,92.6,96.0,105.0,99.0,0.253,0.42,0.136,87.0,99.0,95.0,62.0,96.0,91.0,0.265,0.056,-0.01,-5.76,86.7,86.0,0.245,0.519,0.293,0.44,0.84,0.184,,,,,,,,,,,,,,,
2023/05/21,1:12 PM.,OAK,HOU,home,Roof Closed.,73,621076,2B,2,0,1,0,0,0,1,0,2,1,0,.222,.462,.333,.795,621076,jameskaprielian,Kaprielian,Right,James Kaprielian,OAK,6.34,4.86,61.0,102.0,88.0,99.0,0.766,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,106.0,104.0,107.0,0.414,0.307,0.061,0.078,0.35,-0.35,-1.04,-2.75,92.3,83.3,80.8,75.9,0.202,0.384,0.252,0.263,0.4,0.316,0.368,0.737,0.18,0.444,0.778,0.235,0.139,-2.81,92.0,99.0,98.0,95.0,0.412,0.529,0.14300000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/20,3:10 PM.,OAK,HOU,home,Roof Closed.,73,676664,2B,3,1,1,1,0,0,0,0,1,2,0,.143,.333,.286,.619,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,83.0,100.0,102.0,,,,93.0,102.0,96.0,93.0,102.0,106.0,0.501,0.346,,0.151,-0.84,-0.06,,0.36,93.1,84.1,81.4,,0.256,0.478,0.217,0.21,0.395,0.28300000000000003,0.277,0.438,0.225,,,,0.001,0.63,92.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/19,7:10 PM.,OAK,HOU,home,Roof Closed.,73,686610,2B,4,0,0,0,0,0,0,0,1,0,5,.000,.200,.000,.200,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,96.0,99.0,100.0,0.543,0.271,0.02,0.166,-0.52,-0.79,-3.62,-1.4,93.3,84.2,81.1,74.5,0.275,0.493,0.17800000000000002,0.218,0.423,0.32799999999999996,0.34,0.515,0.374,0.333,0.833,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
