date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SV_ba,SV_slg,SV_whiff,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023/08/12,6:06 PM.,TEX,SF,home,Clear.,67,571760,C,4,0,1,0,0,0,1,0,0,1,3,.264,.312,.409,.721,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,107.0,99.0,99.0,,,,94.0,104.0,108.0,,,,,0.579,0.252,,0.169,0.1,,-1.35,,-0.11,92.5,84.0,,82.0,,0.236,0.431,0.256,0.274,0.452,0.24,0.259,0.443,0.29600000000000004,,,,,,,80.0,143.0,68.0,0.0,-3.87,74.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/11,7:16 PM.,TEX,SF,home,Partly Cloudy.,64,592351,C,2,0,1,0,0,0,0,0,1,1,1,.264,.313,.412,.725,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,77.0,96.0,97.0,82.0,100.0,92.0,,,,116.0,103.0,109.0,,,,,0.424,0.398,,0.116,-1.83,,2.33,,1.71,95.7,88.8,,87.2,,0.346,0.551,0.179,0.211,0.268,0.213,0.105,0.211,0.324,,,,0.263,0.737,0.27,99.0,90.0,98.0,0.062,-1.69,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/09,6:39 PM.,LAA,SF,away,Cloudy.,74,660271,C,3,0,0,0,0,0,0,0,1,0,1,.262,.309,.411,.720,660271,shoheiohtani,Ohtani,Right,Shohei Ohtani,LAA,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.343,0.457,,,,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,,,,0.06,0.33,0.356,,,1.64,-0.53,1.81,,,96.8,,94.5,83.7,,0.164,0.236,0.27,,,,0.146,0.339,0.365,0.273,0.409,0.225,0.111,0.167,0.41700000000000004,87.0,97.0,105.0,0.036,1.15,75.7,96.0,89.0,88.0,0.156,-0.82,88.6,0.31,0.606,0.228,129.0,93.0,108.0,0.062,-0.25,88.6,,,,0.179,0.205,0.41100000000000003,,,,,,
2023/08/08,6:39 PM.,LAA,SF,away,Partly Cloudy.,77,608337,C,1,1,1,0,0,0,0,0,0,0,0,.265,.310,.417,.727,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,,,,0.419,0.282,,0.283,-0.85,,-0.25,,-0.2,93.1,80.9,,84.0,,0.262,0.546,0.2,0.209,0.442,0.35200000000000004,0.236,0.438,0.345,,,,0.5,0.5,0.2,81.0,76.0,78.0,0.015,-3.72,77.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/07,6:38 PM.,LAA,SF,away,Clear.,78,663776,C,3,1,2,1,0,0,3,0,1,1,0,.262,.307,.414,.721,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,,,,0.111,0.256,0.285,,0.258,-1.22,0.36,0.02,,0.3,93.0,83.0,93.2,86.5,,0.336,0.507,0.156,0.184,0.33,0.43200000000000005,0.2,0.5,0.306,0.269,0.327,0.129,0.286,0.286,0.237,99.0,96.0,101.0,0.09,0.27,76.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/06,1:35 PM.,OAK,SF,away,Sunny.,81,665622,C,3,1,2,0,0,0,1,0,2,0,0,.256,.299,.406,.705,665622,luismedina,Medina,Right,Luis Medina,OAK,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.352,0.416,84.0,86.0,90.0,112.0,93.0,94.0,117.0,96.0,96.0,106.0,97.0,100.0,,,,0.142,0.415,0.238,,0.087,-0.35,-0.8,-0.8,,1.25,96.1,87.3,95.5,85.3,,0.272,0.494,0.121,0.256,0.282,0.304,0.233,0.456,0.484,0.313,0.406,0.141,0.146,0.366,0.308,99.0,96.0,98.0,0.117,-0.73,79.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/05,4:08 PM.,OAK,SF,away,Sunny.,75,621112,C,2,0,0,0,0,0,0,0,2,2,1,.250,.287,.402,.689,621112,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.246,0.38,0.166,0.297,0.346,67.0,108.0,96.0,77.0,95.0,87.0,82.0,96.0,87.0,91.0,103.0,108.0,,,,0.24,0.146,0.181,,0.112,-2.52,-0.75,0.46,,2.14,91.9,86.0,91.8,80.8,,0.383,0.553,0.17,0.143,0.286,0.389,0.198,0.308,0.344,0.306,0.435,0.15,0.14,0.326,0.245,89.0,104.0,104.0,0.117,1.69,79.1,106.0,100.0,100.0,0.204,-2.38,88.9,0.435,0.624,0.159,,,,,,,,,,,,,,,,,,
2023/08/03,12:46 PM.,AZ,SF,home,Overcast.,62,694297,C,3,0,0,0,0,0,0,0,0,1,0,.252,.283,.406,.689,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.443,0.148,0.386,0.466,90.0,100.0,97.0,97.0,105.0,102.0,97.0,108.0,100.0,119.0,106.0,117.0,,,,0.099,0.454,0.27,,0.122,-1.63,-0.03,1.21,,-3.66,93.6,86.7,93.1,83.8,,0.327,0.654,0.17600000000000002,0.4,0.711,0.33,0.18,0.323,0.337,0.313,0.563,0.188,0.294,0.529,0.294,106.0,89.0,97.0,0.055,-1.24,78.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/02,6:45 PM.,AZ,SF,home,Partly Cloudy.,61,677944,C,4,0,1,0,0,0,0,0,0,0,3,.256,.287,.412,.699,677944,sladececconi,Cecconi,Right,Slade Cecconi,ARI,4.33,4.77,27.0,99.0,96.0,99.0,0.842,6.67,1.33,9.0,1.33,0.91,0.247,0.376,0.118,0.376,0.483,102.0,78.0,85.0,90.0,103.0,98.0,,,,111.0,98.0,103.0,,,,,0.586,0.27,,0.014,0.54,,0.2,,-1.94,94.1,81.7,,83.0,,0.265,0.5,0.13,,,,0.2,0.32,0.36,,,,0.375,0.375,0.133,87.0,94.0,101.0,0.098,-1.57,73.2,,,,,,,,,,,,,0.031,-12.1,80.8,,,,0.333,1.333,0.0,,,,,,
2023/08/01,6:45 PM.,AZ,SF,home,Overcast.,60,668678,C,1,0,0,0,0,0,0,0,0,0,1,.256,.288,.415,.703,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,0.007,0.491,0.045,0.227,0.139,1.59,-3.38,0.34,0.46,1.05,93.6,86.8,93.0,87.4,82.5,0.238,0.36,0.192,0.21,0.336,0.314,0.25,0.389,0.265,0.286,0.714,0.125,0.21,0.344,0.405,,,,,,,106.0,99.0,94.0,0.092,-2.24,90.2,0.352,0.648,0.205,,,,,,,,,,,,,,,,,,
2023/07/31,6:46 PM.,AZ,SF,home,Partly Cloudy.,62,669194,C,5,0,2,1,0,0,0,0,0,0,1,.258,.289,.418,.707,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,,,,0.546,0.134,,0.133,-0.72,,0.52,,-0.16,94.4,83.3,,81.7,,0.308,0.553,0.16699999999999998,0.203,0.407,0.312,0.174,0.565,0.257,,,,0.429,0.714,0.182,99.0,94.0,98.0,0.052,-2.44,76.4,101.0,111.0,105.0,0.135,-1.72,85.6,0.326,0.539,0.218,,,,,,,,,,,,,,,,,,
2023/07/30,1:05 PM.,BOS,SF,home,Partly Cloudy.,65,657514,C,3,1,0,0,0,0,1,0,0,0,5,.254,.286,.413,.699,657514,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.343,0.149,0.321,0.457,34.0,68.0,70.0,,,,79.0,100.0,88.0,,,,,,,0.559,,,,0.014,,1.73,,,-13.88,,82.4,90.8,,,,,,0.5,2.0,0.0,,,,0.252,0.362,0.185,0.238,0.349,0.35100000000000003,101.0,93.0,93.0,0.427,-0.78,77.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/29,4:15 PM.,BOS,SF,home,Sunny.,65,572020,C,4,0,0,0,0,0,0,0,0,1,5,.258,.291,.419,.710,572020,jamespaxton,Paxton,Left,James Paxton,BOS,4.5,3.77,96.0,100.0,89.0,96.0,0.744,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.437,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,,,,87.0,93.0,94.0,0.007,0.566,,0.195,0.067,0.04,-0.01,,-0.31,-0.96,95.2,84.4,94.9,,81.3,0.269,0.498,0.217,0.316,0.421,0.467,,,,,,,0.231,0.338,0.376,,,,,,,63.0,101.0,91.0,0.165,-0.15,85.8,0.191,0.426,0.331,,,,,,,,,,,,,,,,,,
2023/07/28,7:15 PM.,BOS,SF,home,Clear.,62,676710,C,4,0,1,0,0,0,0,0,0,1,0,.264,.297,.429,.726,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,92.0,101.0,103.0,,0.391,0.132,0.119,,1.44,,1.5,-1.47,,93.6,,,82.5,79.4,0.163,0.326,0.258,,,,0.15,0.25,0.376,,,,0.34,0.642,0.2,,,,,,,108.0,94.0,95.0,0.281,0.35,88.6,0.289,0.43,0.244,88.0,95.0,103.0,0.077,-0.82,82.4,,,,0.214,0.357,0.214,,,,,,
2023/07/26,6:45 PM.,OAK,SF,home,Cloudy.,61,676206,C,4,1,1,1,0,0,1,0,0,1,1,.264,.298,.433,.731,676206,freddytarnok,Tarnok,Right,Freddy Tarnok,OAK,4.91,7.3,14.2,94.0,105.0,96.0,0.798,8.59,6.75,6.75,2.45,0.43,0.225,0.4,0.125,0.375,0.387,80.0,82.0,83.0,108.0,95.0,98.0,,,,118.0,94.0,97.0,,,,,0.516,0.258,,0.122,-1.64,,-2.68,,3.78,95.2,85.8,,86.3,,0.3,0.633,0.147,0.0,0.0,0.529,0.2,0.8,0.214,,,,0.0,0.0,0.222,83.0,108.0,97.0,0.105,5.02,79.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/25,6:46 PM.,OAK,SF,home,Partly Cloudy.,67,605463,C,4,0,1,0,0,0,0,0,0,2,3,.264,.299,.431,.730,605463,taylerscott,"Scott, Tay",Right,Tayler Scott,- - -,5.6,5.16,17.2,97.0,97.0,101.0,0.791,8.66,5.09,11.72,1.53,0.72,0.328,0.293,0.103,0.448,0.391,118.0,79.0,89.0,68.0,88.0,86.0,72.0,99.0,92.0,115.0,101.0,112.0,,,,0.325,0.089,0.473,,0.112,0.01,-4.04,-0.15,,-4.09,94.0,87.3,93.8,84.1,,0.143,0.143,0.267,0.125,0.5,0.5,0.25,0.417,0.273,0.522,0.957,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/24,1:10 PM.,DET,SF,away,Sunny.,81,669373,C,3,0,1,0,0,0,0,0,1,1,0,.265,.300,.435,.735,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,81.0,90.0,93.0,0.122,0.36,0.207,0.068,0.244,2.49,2.7,-0.49,0.54,3.25,95.8,84.3,95.9,87.6,76.4,0.206,0.299,0.256,0.167,0.205,0.506,0.224,0.448,0.24,0.229,0.286,0.17300000000000001,0.143,0.214,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/23,1:35 PM.,WSH,SF,away,Partly Cloudy.,87,669022,C,4,0,1,0,0,0,0,0,0,0,4,.263,.295,.437,.732,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.42,5.2,136.1,97.0,100.0,101.0,0.749,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,69.0,88.0,90.0,112.0,98.0,100.0,,,,101.0,97.0,102.0,,,,,0.595,0.188,,0.029,-0.27,,0.77,,1.1,95.0,86.5,,88.5,,0.279,0.503,0.21600000000000003,0.188,0.25,0.382,0.213,0.415,0.375,,,,0.257,0.416,0.379,72.0,99.0,104.0,0.188,-0.85,83.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/21,7:05 PM.,WSH,SF,away,Partly Cloudy.,87,663623,C,4,0,0,0,0,0,0,0,0,2,1,.264,.297,.442,.739,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.61,5.1,121.0,101.0,99.0,98.0,0.839,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.427,78.0,99.0,95.0,92.0,100.0,94.0,101.0,101.0,98.0,,,,,,,0.287,0.356,,,0.051,-0.01,-0.75,,,1.21,94.5,87.8,93.9,,,0.208,0.376,0.192,0.25,0.5,0.156,,,,0.348,0.525,0.09300000000000001,0.197,0.362,0.257,110.0,100.0,103.0,0.306,0.08,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/20,12:36 PM.,CIN,SF,away,Cloudy.,85,671096,C,3,0,0,0,0,0,0,0,0,1,1,.270,.304,.453,.757,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.347,0.404,72.0,96.0,91.0,81.0,99.0,91.0,,,,106.0,107.0,113.0,,,,,0.501,0.165,,0.163,-0.02,,1.61,,0.99,92.7,86.6,,82.9,,0.249,0.459,0.198,0.203,0.27,0.39399999999999996,0.174,0.304,0.29,,,,0.367,0.65,0.26,99.0,103.0,103.0,0.171,-2.27,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/18,8:31 PM.,CIN,SF,away,Cloudy.,78,596133,C,1,0,0,0,0,0,0,0,0,0,2,.276,.309,.462,.771,596133,lukeweaver,Weaver,Right,Luke Weaver,- - -,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.378,0.433,83.0,103.0,100.0,88.0,102.0,96.0,,,,112.0,101.0,104.0,,,,,0.435,0.137,0.118,0.2,-1.47,,-2.22,-1.56,-2.01,94.0,86.1,,85.8,81.7,0.311,0.543,0.175,0.316,0.547,0.32299999999999995,0.235,0.294,0.321,,,,0.255,0.691,0.16699999999999998,,,,,,,99.0,103.0,102.0,0.11,0.87,90.3,0.218,0.473,0.252,,,,,,,,,,,,,,,,,,
2023/07/17,7:11 PM.,CIN,SF,away,Partly Cloudy.,85,682227,C,4,0,0,0,0,0,0,0,0,1,2,.277,.311,.465,.776,682227,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,4.46,4.77,117.0,99.0,93.0,96.0,0.801,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,97.0,94.0,99.0,64.0,99.0,86.0,,,,132.0,104.0,113.0,,,,,0.372,0.102,,0.165,-0.15,,-1.33,,-0.51,92.8,84.0,,81.7,,0.269,0.433,0.171,0.183,0.39,0.39899999999999997,0.0,0.0,0.273,,,,0.333,0.6,0.14300000000000002,98.0,96.0,103.0,0.064,-1.75,73.1,106.0,102.0,98.0,0.298,1.71,89.3,0.252,0.433,0.185,,,,,,,,,,,,,,,,,,
2023/07/16,12:07 PM.,PIT,SF,away,Partly Cloudy.,79,674370,C,2,0,1,1,0,0,2,0,0,1,0,.285,.314,.477,.791,674370,osvaldobido,Bido,Right,Osvaldo Bido,PIT,5.86,4.7,50.2,96.0,97.0,95.0,0.803,8.53,3.73,9.77,0.71,0.98,0.283,0.39,0.201,0.302,0.421,75.0,91.0,87.0,101.0,95.0,93.0,95.0,97.0,90.0,98.0,98.0,103.0,,,,0.234,0.28,0.353,,0.099,-2.05,0.11,0.45,,0.67,94.7,89.1,94.6,84.5,,0.358,0.472,0.27,0.136,0.273,0.341,0.233,0.337,0.21,0.3,0.4,0.11699999999999999,,,,,,,,,,138.0,100.0,94.0,0.034,1.44,85.7,0.333,0.333,0.444,,,,,,,,,,,,,,,,,,
2023/07/15,7:46 PM.,PIT,SF,away,Overcast.,86,670912,C,4,0,0,0,0,0,0,0,0,4,0,.282,.312,.470,.782,670912,johanoviedo,Oviedo,Right,Johan Oviedo,PIT,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.234,0.408,0.164,0.316,0.411,75.0,84.0,82.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,,,,0.05,0.392,0.367,,0.041,-1.25,0.93,0.8,,-0.07,95.8,88.1,95.7,88.2,,0.277,0.477,0.183,0.25,0.3,0.35700000000000004,0.21,0.349,0.326,0.276,0.345,0.065,0.193,0.352,0.308,87.0,97.0,101.0,0.149,0.82,80.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/14,7:06 PM.,PIT,SF,away,Partly Cloudy.,85,448179,C,5,1,1,0,0,0,1,1,0,1,1,.290,.320,.483,.803,448179,richhill,Hill,Left,Rich Hill,- - -,5.41,5.66,146.1,97.0,94.0,97.0,0.832,7.93,3.57,10.15,1.41,1.01,0.196,0.459,0.14,0.336,0.448,80.0,81.0,80.0,77.0,102.0,94.0,98.0,101.0,98.0,90.0,92.0,97.0,,,,0.04,0.342,0.088,0.008,0.023,-0.32,2.5,-2.52,-3.65,-0.06,88.4,83.0,86.1,71.1,67.1,0.249,0.454,0.218,0.263,0.421,0.037000000000000005,0.5,0.929,0.125,0.105,0.105,0.226,0.283,0.47,0.174,116.0,94.0,103.0,0.354,-1.16,72.0,85.0,97.0,93.0,0.147,-1.27,83.3,0.39,0.701,0.19899999999999998,,,,,,,,,,,,,,,,,,
2023/07/09,1:06 PM.,COL,SF,home,Cloudy.,60,607536,C,4,0,0,0,0,0,0,0,0,0,4,.293,.324,.493,.817,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.202,0.441,0.122,0.391,0.437,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,0.283,0.184,0.236,0.176,0.122,1.13,-0.86,-0.2,-1.91,-3.3,88.8,84.2,88.7,84.1,80.6,0.239,0.431,0.127,0.435,0.681,0.139,0.246,0.549,0.2,0.349,0.529,0.091,0.261,0.41,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/08,1:06 PM.,COL,SF,home,Partly Cloudy.,62,657756,C,4,1,1,1,0,0,0,0,0,2,1,.301,.333,.507,.840,657756,connorseabold,Seabold,Right,Connor Seabold,COL,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,72.0,88.0,86.0,74.0,104.0,93.0,,,,93.0,104.0,102.0,,,,,0.544,0.305,,0.133,-1.53,,-2.41,,0.41,92.6,80.6,,85.3,,0.338,0.605,0.18600000000000003,0.204,0.265,0.22699999999999998,0.313,0.616,0.262,,,,0.5,0.6,0.231,100.0,101.0,103.0,0.018,-8.0,78.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/07,7:16 PM.,COL,SF,home,Clear.,60,596295,C,3,0,1,0,0,0,0,0,0,0,0,.303,.336,.508,.844,596295,austingomber,Gomber,Left,Austin Gomber,COL,5.5,5.74,139.0,99.0,78.0,94.0,0.829,5.63,2.78,10.62,1.68,1.1,0.213,0.443,0.151,0.389,0.463,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,90.0,103.0,104.0,0.012,0.439,0.201,0.168,0.181,-1.99,-5.34,0.96,-0.75,-0.07,90.6,81.6,90.8,84.8,77.6,0.344,0.656,0.11800000000000001,0.296,0.509,0.19899999999999998,0.275,0.383,0.247,0.4,1.0,0.16699999999999998,0.226,0.358,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/05,6:06 PM.,SEA,SF,home,Partly Cloudy.,62,543548,C,3,0,1,0,0,0,0,0,0,0,2,.302,.336,.512,.848,543548,tommymilone,Milone,Left,Tommy Milone,SEA,2.0,5.52,9.0,109.0,86.0,104.0,0.857,3.0,6.0,7.0,1.0,0.67,0.194,0.484,0.129,0.226,0.368,78.0,115.0,110.0,97.0,110.0,102.0,,,,83.0,94.0,96.0,,,,,0.374,0.19,,0.436,-0.67,,3.12,,0.07,86.6,79.0,,76.9,,0.2,0.5,0.069,0.25,0.25,0.222,0.0,0.0,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/04,1:36 PM.,SEA,SF,home,Sunny.,69,669302,C,3,0,0,0,0,0,0,0,0,1,1,.302,.331,.516,.847,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,,,,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,110.0,95.0,103.0,0.003,0.419,0.297,0.134,,0.01,-11.33,1.84,0.39,,95.7,,93.7,88.7,80.3,0.28,0.491,0.177,,,,0.211,0.349,0.322,0.667,1.0,0.25,0.214,0.371,0.306,,,,,,,,,,,,,,,,98.0,103.0,117.0,0.148,0.25,85.6,,,,0.174,0.34,0.35,,,,,,
2023/07/02,7:10 PM.,NYM,SF,away,Cloudy.,75,656849,C,5,0,1,0,0,0,0,0,0,4,1,.309,.338,.528,.866,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.422,0.13,0.338,0.378,84.0,97.0,93.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,0.273,0.197,,0.189,-0.83,0.66,-2.58,,-1.35,92.7,85.3,91.5,85.3,,0.287,0.425,0.281,0.325,0.55,0.309,0.268,0.472,0.39399999999999996,0.314,0.486,0.165,0.2,0.2,0.365,89.0,97.0,99.0,0.088,2.63,78.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/01,4:10 PM.,NYM,SF,away,Sunny.,80,434378,C,3,0,0,0,0,0,0,0,1,0,2,.314,.344,.542,.886,434378,justinverlander,Verlander,Right,Justin Verlander,- - -,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.232,0.438,0.168,0.307,0.433,102.0,107.0,113.0,97.0,100.0,100.0,,,,127.0,112.0,111.0,,,,,0.5,0.253,,0.047,0.89,,0.97,,-0.23,94.3,85.2,,86.9,,0.235,0.417,0.18100000000000002,0.214,0.286,0.28600000000000003,0.201,0.325,0.292,,,,0.241,0.328,0.244,105.0,103.0,106.0,0.2,0.43,78.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/30,7:10 PM.,NYM,SF,away,Partly Cloudy.,77,471911,C,4,1,1,0,0,1,3,0,0,2,1,.322,.347,.557,.904,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,NYM,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.459,0.13,0.352,0.382,108.0,103.0,104.0,75.0,95.0,85.0,91.0,90.0,87.0,104.0,98.0,108.0,,,,0.1,0.323,0.184,,0.299,-2.35,-3.88,-1.99,,0.12,92.7,87.2,91.5,84.1,,0.358,0.651,0.166,0.22,0.314,0.311,0.329,0.575,0.32899999999999996,0.45,0.725,0.129,0.25,0.594,0.217,88.0,103.0,104.0,0.091,-1.25,80.1,86.0,88.0,95.0,0.004,-9.5,89.5,,,,,,,,,,,,,,,,,,,,,
2023/06/29,7:08 PM.,TOR,SF,away,Clear.,74,605135,DH,4,1,2,1,0,0,0,0,0,2,2,.324,.350,.541,.891,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,72.0,93.0,91.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,,,,0.393,0.093,0.136,,0.065,-3.9,2.11,-0.72,,1.71,92.4,84.1,91.9,75.6,,0.333,0.652,0.20600000000000002,0.189,0.351,0.10099999999999999,0.227,0.636,0.191,0.22,0.336,0.14400000000000002,0.192,0.295,0.318,93.0,92.0,100.0,0.126,0.67,70.7,95.0,105.0,102.0,0.153,-1.13,87.8,0.274,0.496,0.253,78.0,84.0,84.0,0.033,-3.07,82.6,,,,0.375,0.563,0.226,,,,,,
