date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,FA%,SL%,KC%,CH%,wFA/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CU%,wFC/C,wSI/C,wCU/C,vFC,vSI,vCU,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023/08/24,1:10 PM.,BOS,HOU,home,Roof Closed.,73,678394,DH,3,0,1,0,0,0,0,0,1,0,3,.278,.384,.553,.937,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.194,0.48,0.144,0.351,0.408,80.0,103.0,99.0,83.0,102.0,93.0,103.0,94.0,103.0,,,,0.207,0.175,,0.239,-1.91,-1.86,,1.38,95.5,86.2,85.3,,0.3,0.456,0.259,0.31,0.646,0.19899999999999998,,,,0.196,0.291,0.387,,,,93.0,101.0,98.0,88.0,100.0,88.0,0.364,0.015,,-6.73,0.52,,89.1,95.0,,0.462,1.077,0.20800000000000002,0.278,0.435,0.16,,,,,,,,,,,,,,,,,,
2023/08/21,7:11 PM.,BOS,HOU,home,Roof Closed.,73,572020,DH,4,1,1,0,0,0,2,0,0,0,2,.278,.383,.556,.939,572020,jamespaxton,Paxton,Left,James Paxton,BOS,4.5,3.77,96.0,100.0,89.0,96.0,0.744,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.437,112.0,88.0,93.0,95.0,103.0,98.0,,,,87.0,93.0,94.0,0.566,,0.195,0.067,0.04,,-0.31,-0.96,95.2,84.4,,81.3,,,,0.269,0.498,0.217,0.231,0.338,0.376,0.316,0.421,0.467,,,,98.0,92.0,90.0,63.0,101.0,91.0,0.007,0.165,,-0.15,-0.01,,85.8,94.9,,0.191,0.426,0.331,,,,,,,,,,,,,,,,,,,,,
2023/08/20,12:05 PM.,SEA,HOU,home,Roof Closed.,73,676106,DH,4,1,2,0,0,0,2,0,1,2,1,.278,.386,.560,.946,676106,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.5,3.33,12.0,105.0,84.0,100.0,0.853,4.5,2.25,9.75,0.75,1.27,0.25,0.475,0.25,0.175,0.428,89.0,95.0,102.0,89.0,128.0,125.0,84.0,113.0,106.0,,,,0.464,0.268,,0.129,1.54,3.26,,-7.29,92.5,84.5,86.7,,0.214,0.214,0.14300000000000002,0.25,0.438,0.213,,,,0.5,0.5,0.231,,,,68.0,103.0,98.0,,,,0.139,,,,1.65,,,92.7,,,,,0.25,0.25,0.133,,,,,,,,,,,,,,,,,,
2023/08/19,6:12 PM.,SEA,HOU,home,Roof Closed.,73,669302,DH,4,0,0,0,0,0,0,0,0,1,2,.275,.383,.561,.944,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,,,,88.0,103.0,99.0,133.0,101.0,99.0,110.0,95.0,103.0,0.419,0.297,0.134,,0.01,1.84,0.39,,95.7,,88.7,80.3,0.211,0.349,0.322,0.28,0.491,0.177,0.214,0.371,0.306,,,,,,,55.0,90.0,81.0,,,,0.003,,,,-11.33,,,93.7,,,,,0.667,1.0,0.25,98.0,103.0,117.0,0.148,0.25,85.6,0.174,0.34,0.35,,,,,,,,,
2023/08/18,7:10 PM.,SEA,HOU,home,Roof Closed.,73,682243,LF,3,0,1,0,0,0,0,0,1,0,0,.279,.387,.569,.956,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,4.32,4.86,131.1,104.0,117.0,109.0,0.783,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.356,0.464,90.0,101.0,107.0,121.0,105.0,110.0,112.0,100.0,107.0,,,,0.585,0.274,,0.056,0.3,0.14,,0.66,95.1,85.0,85.0,,0.3,0.475,0.174,0.256,0.45,0.271,0.667,1.333,0.125,0.167,0.433,0.179,113.0,102.0,102.0,104.0,101.0,99.0,,,,0.076,,0.009,,1.22,-8.41,,95.1,78.2,,,,0.26,0.36,0.096,,,,,,,,,,,,,,,,,,
2023/08/16,6:42 PM.,MIA,HOU,away,Roof Closed.,72,666200,DH,5,2,2,0,1,0,0,0,0,0,1,.278,.386,.571,.957,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,106.0,103.0,100.0,111.0,97.0,105.0,,,,0.457,0.289,,0.21,0.93,-0.26,,-0.09,96.7,88.3,85.1,,0.233,0.389,0.518,0.232,0.384,0.19399999999999998,,,,0.248,0.429,0.361,,,,82.0,100.0,97.0,68.0,87.0,76.0,0.04,0.004,,0.74,-0.81,,91.4,96.5,,,,,0.314,0.686,0.102,,,,,,,,,,,,,,,,,,
2023/08/15,6:41 PM.,MIA,HOU,away,Roof Closed.,72,456501,DH,2,1,1,1,0,0,0,0,2,0,0,.276,.386,.567,.953,456501,johnnycueto,Cueto,Right,Johnny Cueto,MIA,6.02,5.13,52.1,107.0,84.0,103.0,0.831,6.71,2.58,8.77,2.92,0.7,0.298,0.472,0.161,0.323,0.408,73.0,106.0,102.0,87.0,116.0,112.0,88.0,95.0,96.0,,,,0.346,0.234,,0.192,-0.03,-1.92,,-3.11,92.2,84.1,86.1,,0.27,0.73,0.154,0.242,0.53,0.245,,,,0.286,0.595,0.278,120.0,47.0,56.0,89.0,103.0,100.0,69.0,90.0,66.0,0.196,0.028,0.004,0.08,2.47,-3.06,88.1,92.2,76.0,0.222,0.333,0.1,0.244,0.4,0.035,,,,,,,,,,,,,,,,,,
2023/08/14,6:40 PM.,MIA,HOU,away,Roof Closed.,72,666129,DH,3,0,1,0,0,0,0,0,1,0,1,.274,.381,.564,.945,666129,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,3.66,4.58,159.2,101.0,91.0,97.0,0.762,8.79,1.63,8.68,1.13,1.72,0.184,0.501,0.13,0.413,0.434,85.0,95.0,86.0,79.0,101.0,93.0,100.0,102.0,102.0,,,,0.075,0.258,,0.088,-1.84,0.45,,0.73,90.8,84.1,82.8,,0.169,0.302,0.408,0.325,0.575,0.159,0.5,1.059,0.2,0.286,0.327,0.327,80.0,97.0,95.0,91.0,102.0,97.0,95.0,100.0,97.0,0.317,0.177,0.084,1.53,1.06,-4.44,87.5,90.5,77.7,0.243,0.477,0.247,0.256,0.377,0.107,,,,,,,,,,,,,,,,,,
2023/08/13,1:11 PM.,LAA,HOU,home,Roof Closed.,73,681217,LF,4,0,0,0,0,0,0,0,0,1,3,.274,.379,.567,.946,681217,chasesilseth,Silseth,Right,Chase Silseth,LAA,3.96,4.27,52.1,97.0,93.0,97.0,0.741,9.63,4.47,7.05,1.55,1.68,0.153,0.496,0.117,0.401,0.411,,,,93.0,90.0,85.0,102.0,94.0,102.0,,,,0.349,0.229,,,-1.53,1.7,,,95.0,,82.0,,0.143,0.571,0.14300000000000002,0.255,0.553,0.248,0.333,1.333,0.0,,,,107.0,93.0,97.0,82.0,105.0,97.0,99.0,92.0,92.0,0.148,0.084,0.024,3.24,1.39,-5.15,90.3,94.3,79.4,0.167,0.167,0.268,0.344,0.469,0.14,84.0,108.0,116.0,0.167,1.35,87.2,0.137,0.294,0.345,,,,,,,,,
2023/08/12,6:16 PM.,LAA,HOU,home,Roof Closed.,73,542881,DH,4,2,1,0,0,0,1,0,1,2,1,.278,.384,.575,.959,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,101.0,106.0,81.0,96.0,89.0,105.0,76.0,95.0,,,,0.374,0.007,,0.338,-1.25,-1.06,,0.08,90.1,80.0,78.1,,0.2,0.2,0.33299999999999996,0.301,0.566,0.193,,,,0.238,0.381,0.39799999999999996,105.0,84.0,83.0,92.0,93.0,81.0,104.0,103.0,98.0,0.055,0.224,0.002,0.48,-3.61,-0.33,85.1,88.5,72.9,0.239,0.366,0.268,0.36,0.68,0.102,,,,0.001,-4.72,90.1,,,,,,,,,,,,
2023/08/11,7:11 PM.,LAA,HOU,home,Roof Closed.,73,672282,LF,4,0,0,0,0,0,1,0,0,0,6,.278,.384,.580,.964,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,87.0,101.0,95.0,124.0,100.0,102.0,,,,0.432,0.319,,0.054,-0.38,0.91,,-2.03,94.3,84.8,88.7,,0.0,0.0,0.267,0.291,0.505,0.212,0.191,0.326,0.28600000000000003,0.242,0.424,0.24600000000000002,93.0,94.0,105.0,,,,,,,,,0.194,,,0.14,,,74.7,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/10,12:48 PM.,BAL,HOU,away,Overcast.,79,665152,DH,4,0,1,0,0,0,0,0,1,1,4,.283,.389,.590,.979,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,106.0,103.0,102.0,116.0,98.0,105.0,,,,0.371,0.033,,0.123,0.43,-1.43,,-1.4,94.6,85.3,82.8,,0.25,0.417,0.244,0.252,0.409,0.262,0.347,0.592,0.24,0.26,0.377,0.27,93.0,94.0,98.0,84.0,106.0,99.0,104.0,106.0,102.0,0.145,0.239,0.089,0.02,1.81,-2.29,88.8,91.9,78.1,0.222,0.416,0.27699999999999997,0.269,0.38,0.081,,,,,,,,,,,,,,,,,,
2023/08/09,7:07 PM.,BAL,HOU,away,Clear.,85,656427,DH,5,0,0,0,0,0,0,0,0,2,7,.283,.389,.595,.984,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,98.0,99.0,98.0,98.0,101.0,102.0,93.0,102.0,108.0,0.417,0.246,0.194,0.033,-0.44,-1.15,0.23,0.86,93.1,85.3,84.2,76.2,0.339,0.558,0.265,0.29,0.411,0.20800000000000002,0.204,0.372,0.402,0.154,0.154,0.083,,,,75.0,82.0,71.0,92.0,98.0,101.0,0.02,0.091,,-1.05,-2.28,,88.7,90.1,,0.318,0.545,0.264,0.333,0.333,0.1,,,,,,,,,,,,,,,,,,
2023/08/08,7:07 PM.,BAL,HOU,away,Clear.,81,680570,LF,4,1,1,0,0,0,0,0,1,1,1,.289,.396,.607,1.003,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.372,0.44,110.0,102.0,115.0,116.0,104.0,106.0,126.0,103.0,114.0,,,,0.496,0.148,,0.224,-0.83,1.92,,1.7,97.4,83.9,82.4,,0.153,0.169,0.34,0.342,0.535,0.24100000000000002,0.176,0.353,0.281,0.201,0.318,0.28300000000000003,146.0,97.0,101.0,,,,76.0,90.0,86.0,,0.052,0.081,-1.59,,-0.49,90.0,,79.9,0.333,0.889,0.14300000000000002,,,,,,,,,,,,,,,,,,,,,
2023/08/06,1:38 PM.,NYY,HOU,away,Partly Cloudy.,81,607074,LF,4,1,1,0,0,1,2,0,0,1,2,.290,.396,.613,1.009,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.116,0.381,0.429,84.0,67.0,81.0,106.0,101.0,100.0,126.0,95.0,104.0,,,,0.603,0.29,,0.043,-1.05,-0.06,,0.96,95.3,85.5,85.4,,0.2,0.347,0.37200000000000005,0.294,0.55,0.217,0.375,1.25,0.21100000000000002,0.0,0.0,0.42100000000000004,102.0,92.0,96.0,,,,,,,,,0.065,,,-3.96,,,79.7,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/05,1:07 PM.,NYY,HOU,away,Sunny.,80,641482,DH,3,0,0,0,0,0,0,0,0,2,1,.291,.398,.607,1.005,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.432,0.176,0.29,0.441,92.0,111.0,110.0,102.0,106.0,106.0,92.0,103.0,103.0,,,,0.521,0.158,,0.028,0.68,-1.47,,-6.99,91.6,83.4,76.9,,0.2,0.2,0.429,0.213,0.352,0.249,,,,0.5,0.6,0.294,,,,138.0,99.0,111.0,110.0,102.0,102.0,0.005,0.288,,0.39,4.05,,86.6,89.3,,0.26,0.545,0.20600000000000002,,,,,,,,,,,,,,,,,,,,,
2023/08/04,7:08 PM.,NYY,HOU,away,Cloudy.,74,622663,DH,4,1,2,0,0,1,1,0,1,1,4,.294,.402,.615,1.017,622663,luisseverino,"Severino, L",Right,Luis Severino,NYY,6.65,5.89,89.1,103.0,104.0,101.0,0.822,7.96,3.43,11.38,2.32,1.14,0.248,0.399,0.144,0.346,0.447,80.0,99.0,97.0,103.0,104.0,98.0,126.0,109.0,117.0,,,,0.449,0.188,,0.186,-2.42,-2.59,,-1.4,96.5,86.7,84.7,,0.289,0.566,0.254,0.355,0.692,0.196,,,,0.279,0.441,0.21600000000000003,,,,92.0,91.0,87.0,110.0,100.0,98.0,0.028,0.15,,-0.08,5.41,,90.8,95.7,,0.208,0.313,0.17300000000000001,0.091,0.091,0.20800000000000002,,,,,,,,,,,,,,,,,,
2023/08/03,7:16 PM.,NYY,HOU,away,Clear.,74,657376,DH,3,1,1,0,0,0,0,0,1,0,0,.291,.399,.604,1.003,657376,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,4.64,4.33,159.0,102.0,102.0,104.0,0.783,8.43,2.6,9.57,1.36,1.16,0.232,0.447,0.154,0.309,0.439,31.0,95.0,88.0,,,,109.0,99.0,107.0,146.0,100.0,118.0,,0.274,0.191,0.015,,-0.59,-0.46,-7.35,,89.4,86.0,83.7,0.276,0.559,0.263,,,,0.198,0.314,0.345,0.5,0.5,0.091,,,,68.0,103.0,88.0,96.0,106.0,105.0,0.241,0.279,,0.27,-0.2,,91.3,93.4,,0.28,0.457,0.222,0.288,0.447,0.11,,,,,,,,,,,,,,,,,,
2023/08/02,1:10 PM.,CLE,HOU,home,Roof Closed.,73,676440,LF,4,0,2,1,0,0,0,0,0,0,3,.290,.397,.607,1.004,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,91.0,97.0,91.0,110.0,106.0,115.0,,,,0.471,0.27,,0.166,0.6,1.35,,1.07,94.9,83.8,84.7,,0.206,0.355,0.317,0.243,0.348,0.19,0.271,0.479,0.233,0.213,0.298,0.37799999999999995,88.0,98.0,102.0,,,,,,,,,0.093,,,-1.11,,,78.3,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/31,7:10 PM.,CLE,HOU,home,Roof Closed.,73,592789,LF,3,1,1,0,0,1,3,0,1,0,2,.286,.395,.605,1.000,592789,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,- - -,6.5,6.48,88.2,104.0,80.0,99.0,0.834,5.68,1.93,10.56,2.23,0.94,0.203,0.438,0.147,0.363,0.468,72.0,104.0,100.0,65.0,109.0,95.0,88.0,99.0,97.0,,,,0.181,0.067,,0.222,0.68,-2.33,,-2.71,92.2,87.3,85.0,,0.24,0.72,0.083,0.208,0.354,0.182,0.233,0.512,0.22,0.286,0.571,0.218,95.0,104.0,107.0,87.0,102.0,96.0,85.0,103.0,98.0,0.261,0.126,0.141,-0.49,-1.16,-0.93,89.5,92.3,77.9,0.333,0.489,0.18899999999999997,0.363,0.593,0.138,43.0,87.0,84.0,0.003,1.25,87.7,,,,,,,,,,,,
2023/07/30,1:10 PM.,TB,HOU,home,Roof Closed.,73,641793,DH,4,0,1,0,0,0,0,0,0,1,1,.286,.394,.594,.988,641793,zacklittell,Littell,Right,Zack Littell,- - -,4.1,4.24,90.0,105.0,92.0,105.0,0.801,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,,,,73.0,109.0,100.0,103.0,100.0,105.0,,,,0.312,0.397,,,0.57,0.34,,,94.1,,87.1,,0.25,0.417,0.3,0.26,0.44,0.22,,,,,,,,,,74.0,108.0,98.0,,,,0.099,,,,0.28,,,92.9,,,,,0.237,0.342,0.063,115.0,107.0,118.0,0.192,-1.3,84.3,0.268,0.415,0.281,,,,,,,,,
2023/07/29,6:16 PM.,TB,HOU,home,Roof Closed.,73,671737,LF,5,3,3,0,0,1,1,0,0,0,2,.286,.396,.601,.997,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,131.0,101.0,109.0,,,,,,,0.449,,,,-0.8,,,,96.1,,,,,,,0.277,0.559,0.191,0.169,0.338,0.22399999999999998,,,,88.0,107.0,111.0,,,,106.0,99.0,99.0,0.001,0.248,0.167,-1.32,0.0,0.04,88.9,97.8,79.0,0.312,0.581,0.295,,,,,,,0.136,0.62,89.3,0.19,0.333,0.41,,,,,,,,,
2023/07/28,7:11 PM.,TB,HOU,home,Roof Closed.,73,663556,DH,4,1,1,0,0,0,0,0,0,2,0,.279,.392,.587,.979,663556,shanemcclanahan,McClanahan,Left,Shane McClanahan,TBR,3.29,4.13,115.0,102.0,112.0,106.0,0.694,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,115.0,104.0,109.0,111.0,100.0,104.0,107.0,102.0,105.0,,,,0.419,0.153,,0.258,-0.34,-0.27,,2.65,96.8,86.9,89.3,,0.261,0.58,0.29100000000000004,0.269,0.479,0.233,0.197,0.344,0.314,0.153,0.191,0.541,115.0,101.0,107.0,,,,,,,,,0.17,,,1.12,,,83.5,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/26,7:12 PM.,TEX,HOU,home,Roof Closed.,73,571760,DH,2,0,1,1,0,0,0,0,1,0,0,.279,.394,.593,.987,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,107.0,99.0,99.0,94.0,104.0,108.0,,,,0.579,0.252,,0.169,0.1,-1.35,,-0.11,92.5,84.0,82.0,,0.259,0.443,0.29600000000000004,0.236,0.431,0.256,,,,0.274,0.452,0.24,80.0,143.0,68.0,,,,,,,,,0.0,,,-3.87,,,74.4,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/08,7:08 PM.,TOR,HOU,away,Roof Closed.,68,621244,DH,1,0,0,0,0,0,0,0,0,0,0,.277,.388,.589,.977,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,96.0,103.0,99.0,,,,,,,0.204,,,0.185,0.72,,,-0.38,94.3,84.1,,,,,,0.254,0.456,0.276,,,,0.245,0.409,0.33,116.0,104.0,110.0,92.0,104.0,99.0,,,,0.315,,0.296,,0.61,0.31,,93.8,82.6,,,,0.255,0.398,0.131,,,,,,,,,,0.216,0.357,0.305,,,,,,
2023/06/07,7:08 PM.,TOR,HOU,away,Roof Closed.,68,605135,DH,4,1,1,0,0,1,2,0,0,1,1,.279,.390,.592,.982,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,72.0,93.0,91.0,74.0,106.0,98.0,106.0,93.0,102.0,,,,0.093,0.136,,0.065,-3.9,-0.72,,1.71,92.4,84.1,75.6,,0.227,0.636,0.191,0.333,0.652,0.20600000000000002,0.192,0.295,0.318,0.189,0.351,0.10099999999999999,93.0,92.0,100.0,92.0,104.0,98.0,95.0,105.0,102.0,0.393,0.153,0.126,-1.13,2.11,0.67,87.8,91.9,70.7,0.274,0.496,0.253,0.22,0.336,0.14400000000000002,78.0,84.0,84.0,0.033,-3.07,82.6,0.375,0.563,0.226,,,,,,,,,
2023/06/06,7:08 PM.,TOR,HOU,away,Overcast.,72,592332,DH,3,0,0,0,0,0,0,0,1,2,1,.279,.392,.584,.976,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,110.0,104.0,105.0,89.0,89.0,94.0,,,,0.509,0.108,,,1.13,-0.97,,,94.7,,83.6,,0.348,0.565,0.353,0.243,0.409,0.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.307,0.43200000000000005,,,,,,,,,
2023/06/05,7:08 PM.,TOR,HOU,away,Overcast.,68,666201,DH,4,2,2,0,0,1,2,0,0,1,1,.284,.395,.593,.988,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.407,0.134,0.369,0.388,69.0,98.0,89.0,91.0,95.0,92.0,94.0,93.0,96.0,,,,0.29,0.3,,0.128,-2.16,-1.17,,-1.01,92.8,86.3,80.8,,0.239,0.432,0.28600000000000003,0.316,0.592,0.244,,,,0.273,0.432,0.2,,,,92.0,96.0,91.0,,,,0.282,,,,0.68,,,92.6,,,,,0.25,0.379,0.129,,,,,,,,,,,,,,,,,,
2023/06/04,1:11 PM.,LAA,HOU,home,Roof Closed.,73,656288,DH,3,0,0,0,0,0,0,0,1,1,0,.279,.393,.579,.972,656288,griffincanning,Canning,Right,Griffin Canning,LAA,4.32,4.01,127.0,102.0,96.0,101.0,0.734,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,89.0,101.0,101.0,78.0,101.0,93.0,124.0,105.0,110.0,,,,0.348,0.299,,0.213,-0.21,0.1,,1.6,94.7,90.2,88.4,,0.261,0.344,0.34,0.235,0.5,0.28300000000000003,0.271,0.667,0.252,0.213,0.339,0.248,91.0,98.0,103.0,81.0,95.0,86.0,,,,0.006,,0.134,,-8.61,-0.53,,95.0,81.8,,,,0.333,1.333,0.0,,,,,,,,,,,,,,,,,,
2023/06/03,3:11 PM.,LAA,HOU,home,Roof Closed.,73,663776,DH,4,1,1,0,0,0,1,0,1,1,2,.283,.396,.588,.984,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,98.0,100.0,63.0,94.0,89.0,123.0,100.0,107.0,,,,0.256,0.285,,0.258,-1.22,0.02,,0.3,93.0,83.0,86.5,,0.2,0.5,0.306,0.336,0.507,0.156,0.286,0.286,0.237,0.184,0.33,0.43200000000000005,99.0,96.0,101.0,69.0,97.0,86.0,,,,0.111,,0.09,,0.36,0.27,,93.2,76.5,,,,0.269,0.327,0.129,,,,,,,,,,,,,,,,,,
2023/06/02,7:11 PM.,LAA,HOU,home,Roof Closed.,73,660271,LF,4,2,2,0,0,1,2,0,0,0,1,.284,.395,.596,.991,660271,shoheiohtani,Ohtani,Right,Shohei Ohtani,LAA,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.343,0.457,,,,114.0,99.0,100.0,136.0,97.0,112.0,,,,0.33,0.356,,,1.64,1.81,,,96.8,,83.7,,0.146,0.339,0.365,0.164,0.236,0.27,0.111,0.167,0.41700000000000004,,,,87.0,97.0,105.0,104.0,94.0,95.0,96.0,89.0,88.0,0.06,0.156,0.036,-0.82,-0.53,1.15,88.6,94.5,75.7,0.31,0.606,0.228,0.273,0.409,0.225,129.0,93.0,108.0,0.062,-0.25,88.6,0.179,0.205,0.41100000000000003,,,,,,,,,
2023/06/01,7:10 PM.,LAA,HOU,home,Roof Closed.,73,672282,DH,3,0,0,0,0,0,0,0,1,1,1,.279,.394,.581,.975,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,87.0,101.0,95.0,124.0,100.0,102.0,,,,0.432,0.319,,0.054,-0.38,0.91,,-2.03,94.3,84.8,88.7,,0.0,0.0,0.267,0.291,0.505,0.212,0.191,0.326,0.28600000000000003,0.242,0.424,0.24600000000000002,93.0,94.0,105.0,,,,,,,,,0.194,,,0.14,,,74.7,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/31,7:10 PM.,MIN,HOU,home,Roof Closed.,73,686973,DH,3,0,0,0,0,0,0,0,1,1,3,.284,.396,.591,.987,686973,louievarland,Varland,Right,Louie Varland,MIN,4.63,4.58,68.0,106.0,99.0,105.0,0.767,9.4,2.25,8.74,2.12,1.12,0.263,0.376,0.082,0.381,0.467,86.0,91.0,95.0,107.0,111.0,110.0,107.0,107.0,107.0,,,,0.427,0.132,,0.113,-0.42,-2.34,,-1.07,95.3,85.9,83.9,,0.22,0.512,0.263,0.267,0.533,0.237,,,,0.267,0.6,0.264,,,,104.0,93.0,94.0,89.0,105.0,102.0,0.009,0.319,,0.85,6.39,,89.3,95.7,,0.25,0.405,0.285,,,,,,,,,,,,,,,,,,,,,
2023/05/30,7:10 PM.,MIN,HOU,home,Roof Closed.,73,657746,DH,4,1,1,0,0,0,0,0,0,2,3,.289,.399,.601,1.000,657746,joeryan,Ryan,Right,Joe Ryan,MIN,4.51,3.53,161.2,107.0,99.0,105.0,0.749,10.97,1.89,8.63,1.78,0.63,0.232,0.423,0.147,0.326,0.455,,,,102.0,112.0,108.0,102.0,88.0,94.0,,,,0.569,0.159,,,0.89,-2.12,,,92.3,,80.3,,0.32,0.56,0.24100000000000002,0.24,0.457,0.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,104.0,102.0,0.272,-0.3,83.9,0.242,0.415,0.213,,,,,,,,,
