date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,SV_ba,SV_slg,SV_whiff
2023/08/25,7:11 PM.,MIN,TEX,away,Partly Cloudy.,84,543243,SS,4,1,2,1,0,0,0,0,0,0,1,.350,.417,.662,1.079,543243,sonnygray,"Gray, So",Right,Sonny Gray,MIN,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.143,0.3,0.422,84.0,95.0,89.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,0.157,0.271,0.205,0.067,0.61,-0.46,3.25,-0.63,92.9,87.9,92.8,84.3,0.275,0.413,0.177,0.096,0.117,0.413,0.27,0.405,0.174,,,,118.0,102.0,102.0,0.131,0.001,1.3,-0.41,87.6,72.9,0.257,0.371,0.282,0.301,0.422,0.16399999999999998,0.265,0.368,0.278,91.0,98.0,101.0,0.168,0.87,79.6,,,,,,,,,,,,
2023/08/24,6:11 PM.,MIN,TEX,away,Partly Cloudy.,84,641154,SS,4,1,2,0,0,1,1,0,1,1,0,.348,.416,.661,1.077,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,90.0,108.0,109.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,0.106,0.345,0.214,0.211,0.1,2.08,1.34,-0.17,94.9,88.4,94.5,84.4,0.278,0.342,0.126,0.173,0.287,0.366,0.257,0.41,0.284,,,,,,,,,,,,,0.202,0.33,0.364,0.268,0.468,0.315,,,,93.0,110.0,114.0,0.125,0.25,82.5,,,,,,,,,,,,
2023/08/22,6:40 PM.,AZ,TEX,away,Roof Closed.,76,668678,SS,4,0,2,0,0,0,2,0,1,1,2,.346,.414,.654,1.068,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,0.007,0.491,0.045,0.139,1.59,-3.38,0.34,1.05,93.6,86.8,93.0,87.4,0.286,0.714,0.125,0.25,0.389,0.265,0.21,0.336,0.314,121.0,104.0,112.0,106.0,99.0,94.0,0.092,0.227,-2.24,0.46,90.2,82.5,0.21,0.344,0.405,0.238,0.36,0.192,0.352,0.648,0.205,,,,,,,,,,,,,,,,,,
2023/08/21,6:40 PM.,AZ,TEX,away,Roof Closed.,77,573009,SS,4,1,0,0,0,0,0,1,1,1,4,.345,.411,.655,1.066,573009,joemantiply,Mantiply,Left,Joe Mantiply,ARI,4.62,3.93,39.0,103.0,94.0,96.0,0.785,6.46,2.08,8.08,0.92,1.6,0.158,0.442,0.133,0.35,0.415,91.0,106.0,100.0,89.0,90.0,76.0,92.0,103.0,94.0,,,,0.413,0.067,,0.242,-3.59,-0.67,,2.77,90.1,81.9,89.5,,0.308,0.615,0.125,,,,0.178,0.244,0.325,,,,,,,,,,,,,0.167,0.194,0.306,0.5,1.0,0.25,,,,101.0,103.0,100.0,0.278,2.47,80.3,,,,,,,,,,,,
2023/08/20,1:37 PM.,MIL,TEX,home,Roof Closed.,74,605288,SS,4,1,2,0,0,1,1,0,1,0,2,.349,.414,.664,1.078,605288,adrianhouser,Houser,Right,Adrian Houser,MIL,4.12,4.21,111.1,103.0,83.0,97.0,0.839,7.76,2.75,9.78,1.05,1.32,0.194,0.409,0.134,0.36,0.424,88.0,92.0,93.0,80.0,103.0,92.0,86.0,104.0,100.0,83.0,102.0,99.0,0.471,0.238,0.166,0.04,0.29,0.46,-0.89,-2.07,93.4,84.3,92.1,82.3,0.296,0.396,0.129,0.258,0.484,0.284,0.294,0.471,0.2,,,,,,,,,,,,,0.269,0.538,0.127,0.227,0.34,0.237,,,,67.0,100.0,95.0,0.085,-1.08,79.4,,,,,,,,,,,,
2023/08/19,3:07 PM.,MIL,TEX,home,Roof Closed.,74,642547,SS,3,0,1,0,0,0,0,0,1,2,0,.347,.412,.656,1.068,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,50.0,97.0,85.0,117.0,104.0,110.0,,,,115.0,99.0,104.0,,0.512,0.218,0.146,0.89,,0.36,0.15,94.4,88.6,,82.4,,,,0.203,0.392,0.46,0.224,0.388,0.312,,,,,,,,,,,,,0.214,0.381,0.33799999999999997,0.213,0.387,0.292,,,,85.0,103.0,110.0,0.124,0.2,76.9,,,,,,,,,,,,
2023/08/18,7:07 PM.,MIL,TEX,home,Roof Closed.,74,605540,SS,4,2,1,1,0,0,0,0,1,0,1,.347,.411,.659,1.070,605540,brandonwoodruff,Woodruff,Right,Brandon Woodruff,MIL,2.28,2.82,67.0,107.0,114.0,110.0,0.749,9.94,2.01,5.37,1.21,0.81,0.236,0.416,0.168,0.298,0.474,111.0,104.0,118.0,125.0,112.0,115.0,108.0,100.0,96.0,108.0,107.0,108.0,0.22,0.41,0.095,0.197,0.95,2.76,-0.33,3.2,95.8,85.8,95.0,86.9,0.193,0.281,0.124,0.278,0.611,0.268,0.098,0.118,0.38,,,,,,,,,,,,,0.182,0.455,0.409,0.177,0.385,0.314,,,,89.0,103.0,105.0,0.079,-0.01,82.9,,,,,,,,,,,,
2023/08/16,7:07 PM.,LAA,TEX,home,Roof Closed.,74,672282,SS,2,0,0,0,0,0,0,0,2,0,0,.348,.411,.661,1.072,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,0.432,0.319,0.054,-0.38,,0.91,-2.03,94.3,84.8,,88.7,,,,0.0,0.0,0.267,0.242,0.424,0.24600000000000002,,,,,,,,,,,,,0.191,0.326,0.28600000000000003,0.291,0.505,0.212,,,,93.0,94.0,105.0,0.194,0.14,74.7,,,,,,,,,,,,
2023/08/15,7:08 PM.,LAA,TEX,home,Roof Closed.,74,608337,SS,5,2,3,0,0,2,5,0,0,0,0,.350,.410,.666,1.076,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,0.419,0.282,0.283,-0.85,,-0.25,-0.2,93.1,80.9,,84.0,,,,0.236,0.438,0.345,0.209,0.442,0.35200000000000004,,,,,,,,,,,,,0.5,0.5,0.2,0.262,0.546,0.2,,,,81.0,76.0,78.0,0.015,-3.72,77.9,,,,,,,,,,,,
2023/08/14,7:07 PM.,LAA,TEX,home,Roof Closed.,74,663776,SS,4,1,1,1,0,0,0,0,1,2,2,.346,.407,.647,1.054,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.258,-1.22,0.36,0.02,0.3,93.0,83.0,93.2,86.5,0.269,0.327,0.129,0.2,0.5,0.306,0.184,0.33,0.43200000000000005,,,,,,,,,,,,,0.286,0.286,0.237,0.336,0.507,0.156,,,,99.0,96.0,101.0,0.09,0.27,76.5,,,,,,,,,,,,
2023/08/13,1:05 PM.,SF,TEX,away,Sunny.,72,657277,SS,5,0,1,0,0,0,0,0,0,0,3,.348,.407,.649,1.056,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.143,0.325,0.419,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037,0.212,0.416,-1.37,0.31,0.11,2.18,92.6,87.5,92.3,84.3,0.313,0.481,0.10400000000000001,0.208,0.369,0.28600000000000003,0.225,0.309,0.228,,,,,,,,,,,,,,,,0.226,0.452,0.3,,,,,,,,,,,,,,,,,,,,,
2023/08/12,6:06 PM.,SF,TEX,away,Clear.,67,502171,SS,4,3,2,0,0,1,2,0,1,0,0,.350,.410,.657,1.067,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,0.397,0.003,0.051,,-3.47,0.33,-1.31,,95.8,,94.5,86.2,0.28,0.435,0.129,0.333,0.542,0.306,,,,115.0,95.0,103.0,,,,,0.162,,-1.38,,83.6,0.379,0.638,0.32,,,,,,,,,,,,,0.388,0.2,89.5,0.239,0.386,0.24600000000000002,78.0,103.0,103.0,,,
2023/08/11,7:16 PM.,SF,TEX,away,Partly Cloudy.,64,518397,SS,4,0,0,0,0,0,0,0,0,1,2,.348,.407,.648,1.055,518397,scottalexander,Alexander,Left,Scott Alexander,SFG,4.66,3.61,48.1,101.0,87.0,97.0,0.82,5.77,2.05,10.24,0.37,3.19,0.176,0.43,0.158,0.333,0.465,68.0,92.0,87.0,,,,84.0,101.0,97.0,110.0,103.0,103.0,0.758,,0.16,0.082,,0.64,1.06,0.57,,85.9,92.8,83.0,0.306,0.389,0.146,0.192,0.308,0.396,0.167,0.25,0.34600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/08,6:41 PM.,OAK,TEX,away,Clear.,66,676664,SS,5,1,3,1,0,1,2,0,0,1,3,.353,.412,.657,1.069,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,83.0,100.0,102.0,93.0,102.0,96.0,,,,93.0,102.0,106.0,0.001,0.501,0.346,0.151,-0.84,0.63,-0.06,0.36,93.1,84.1,92.1,81.4,,,,0.21,0.395,0.28300000000000003,0.277,0.438,0.225,,,,,,,,,,,,,,,,0.256,0.478,0.217,,,,,,,,,,,,,,,,,,,,,
2023/08/07,6:42 PM.,OAK,TEX,away,Clear.,70,686610,SS,5,1,2,1,0,0,0,0,0,1,2,.349,.409,.644,1.053,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,92.0,90.0,88.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,0.543,0.271,0.166,-0.52,,-0.79,-1.4,93.3,84.2,,81.1,,,,0.218,0.423,0.32799999999999996,0.34,0.515,0.374,,,,,,,,,,,,,0.333,0.833,0.0,0.275,0.493,0.17800000000000002,,,,93.0,77.0,85.0,0.02,-3.62,74.5,,,,,,,,,,,,
2023/08/05,3:09 PM.,MIA,TEX,home,Roof Closed.,74,666277,SS,4,2,2,0,0,1,2,0,1,1,3,.348,.410,.645,1.055,666277,georgesoriano,"Soriano, G",Right,George Soriano,MIA,3.81,4.51,52.0,95.0,98.0,95.0,0.735,9.0,3.98,7.96,1.04,1.07,0.203,0.453,0.149,0.351,0.429,93.0,96.0,98.0,87.0,90.0,82.0,,,,111.0,100.0,108.0,,0.405,0.379,0.215,-0.11,,0.68,0.64,94.6,88.9,,83.3,,,,0.162,0.365,0.38,0.22,0.32,0.32899999999999996,,,,,,,,,,,,,,,,0.315,0.411,0.177,,,,,,,,,,,,,,,,,,,,,
2023/08/04,7:08 PM.,MIA,TEX,home,Roof Closed.,74,666200,SS,4,1,1,0,0,1,1,0,0,1,2,.345,.406,.636,1.042,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,106.0,103.0,100.0,82.0,100.0,97.0,111.0,97.0,105.0,0.04,0.457,0.289,0.21,0.93,-0.81,-0.26,-0.09,96.7,88.3,96.5,85.1,0.314,0.686,0.102,0.233,0.389,0.518,0.248,0.429,0.361,,,,68.0,87.0,76.0,0.004,,0.74,,91.4,,,,,0.232,0.384,0.19399999999999998,,,,,,,,,,,,,,,,,,,,,
2023/08/03,1:07 PM.,CWS,TEX,home,Roof Closed.,74,657053,DH,4,0,0,0,0,0,0,0,0,1,1,.347,.408,.631,1.039,657053,toukitoussaint,Toussaint,Right,Touki Toussaint,- - -,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.477,0.106,0.315,0.366,,,,79.0,87.0,79.0,94.0,94.0,89.0,88.0,112.0,117.0,0.265,0.235,0.023,,-1.46,0.33,-6.26,,93.6,,92.9,86.6,0.3,0.412,0.095,0.333,1.333,0.35700000000000004,,,,,,,,,,,,,,,,0.115,0.184,0.35600000000000004,0.294,0.426,0.217,,,,108.0,99.0,104.0,0.288,1.81,76.1,0.189,-0.3,87.5,0.188,0.348,0.324,96.0,96.0,99.0,,,
2023/08/02,7:07 PM.,CWS,TEX,home,Roof Closed.,74,656302,SS,4,2,2,0,0,1,3,0,0,0,1,.352,.414,.640,1.054,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,60.0,90.0,78.0,125.0,95.0,103.0,,,,120.0,101.0,108.0,,0.432,0.386,0.03,-0.15,,0.4,1.0,95.6,74.6,,86.3,,,,0.216,0.339,0.433,0.111,0.111,0.5379999999999999,83.0,94.0,99.0,,,,,0.152,,-1.83,,80.2,0.298,0.538,0.249,0.273,0.436,0.205,,,,,,,,,,,,,,,,,,,,,
2023/07/21,7:07 PM.,LAD,TEX,home,Roof Closed.,74,664062,SS,3,2,2,1,0,1,1,0,1,1,0,.350,.413,.631,1.044,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,,,,80.0,99.0,91.0,,,,90.0,103.0,108.0,,0.395,0.183,,1.42,,-0.82,,92.4,,,86.8,,,,0.268,0.439,0.253,,,,,,,,,,,,,,,,0.313,0.656,0.209,0.221,0.436,0.157,,,,107.0,83.0,90.0,0.151,-2.12,80.9,0.272,0.21,83.0,0.181,0.315,0.27,120.0,98.0,106.0,,,
2023/07/19,1:08 PM.,TB,TEX,home,Roof Closed.,74,641793,SS,4,0,1,0,0,0,0,0,0,1,1,.346,.408,.615,1.023,641793,zacklittell,Littell,Right,Zack Littell,- - -,4.1,4.24,90.0,105.0,92.0,105.0,0.801,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,,,,73.0,109.0,100.0,74.0,108.0,98.0,103.0,100.0,105.0,0.099,0.312,0.397,,0.57,0.28,0.34,,94.1,,92.9,87.1,0.237,0.342,0.063,0.25,0.417,0.3,,,,,,,,,,,,,,,,,,,0.26,0.44,0.22,,,,,,,,,,0.192,-1.3,84.3,0.268,0.415,0.281,115.0,107.0,118.0,,,
2023/07/18,7:07 PM.,TB,TEX,home,Roof Closed.,74,671737,SS,4,1,1,0,0,1,3,0,0,3,1,.348,.410,.621,1.031,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,131.0,101.0,109.0,,,,,,,0.001,0.449,,,-0.8,0.0,,,96.1,,97.8,,,,,,,,,,,,,,106.0,99.0,99.0,0.248,,-1.32,,88.9,,0.169,0.338,0.22399999999999998,0.277,0.559,0.191,0.312,0.581,0.295,88.0,107.0,111.0,0.167,0.04,79.0,0.136,0.62,89.3,0.19,0.333,0.41,,,,,,
2023/07/17,7:07 PM.,TB,TEX,home,Roof Closed.,74,663556,SS,4,0,0,0,0,0,0,0,0,0,3,.349,.413,.615,1.028,663556,shanemcclanahan,McClanahan,Left,Shane McClanahan,TBR,3.29,4.13,115.0,102.0,112.0,106.0,0.694,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,115.0,104.0,109.0,111.0,100.0,104.0,,,,107.0,102.0,105.0,,0.419,0.153,0.258,-0.34,,-0.27,2.65,96.8,86.9,,89.3,,,,0.261,0.58,0.29100000000000004,0.153,0.191,0.541,,,,,,,,,,,,,0.197,0.344,0.314,0.269,0.479,0.233,,,,115.0,101.0,107.0,0.17,1.12,83.5,,,,,,,,,,,,
2023/07/16,1:39 PM.,CLE,TEX,home,Roof Closed.,74,676440,SS,3,1,1,0,0,0,0,0,1,0,0,.355,.418,.625,1.043,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,91.0,97.0,91.0,,,,110.0,106.0,115.0,,0.471,0.27,0.166,0.6,,1.35,1.07,94.9,83.8,,84.7,,,,0.206,0.355,0.317,0.213,0.298,0.37799999999999995,,,,,,,,,,,,,0.271,0.479,0.233,0.243,0.348,0.19,,,,88.0,98.0,102.0,0.093,-1.11,78.3,,,,,,,,,,,,
2023/07/15,3:08 PM.,CLE,TEX,home,Roof Closed.,74,668909,SS,3,0,1,1,0,0,0,0,1,1,1,.355,.417,.629,1.046,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,136.0,95.0,93.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.553,0.221,0.056,0.35,,2.27,-3.24,95.7,88.2,,84.9,,,,0.157,0.241,0.318,0.353,0.588,0.212,,,,,,,,,,,,,0.174,0.391,0.35200000000000004,0.25,0.404,0.249,,,,84.0,90.0,95.0,0.17,-1.23,76.2,,,,,,,,,,,,
2023/07/14,7:08 PM.,CLE,TEX,home,Roof Closed.,74,650644,SS,4,2,2,1,0,1,2,0,1,0,0,.355,.416,.628,1.044,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,3.46,3.69,122.1,106.0,105.0,104.0,0.786,8.53,2.43,8.02,0.88,1.0,0.212,0.458,0.149,0.307,0.413,,,,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,0.185,0.123,0.058,,-0.65,1.59,0.15,,91.8,,92.4,82.5,0.202,0.292,0.14400000000000002,0.172,0.345,0.23199999999999998,,,,,,,96.0,104.0,103.0,0.372,,1.13,,87.7,,0.188,0.323,0.273,0.359,0.436,0.243,0.261,0.406,0.23399999999999999,153.0,113.0,120.0,0.244,0.77,78.1,0.017,-6.33,85.2,0.5,0.625,0.182,58.0,95.0,95.0,,,
2023/07/11,5:23 PM.,NL,AL,home,Clear.,74,668678,SS,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,0.007,0.491,0.045,0.139,1.59,-3.38,0.34,1.05,93.6,86.8,93.0,87.4,0.286,0.714,0.125,0.25,0.389,0.265,0.21,0.336,0.314,121.0,104.0,112.0,106.0,99.0,94.0,0.092,0.227,-2.24,0.46,90.2,82.5,0.21,0.344,0.405,0.238,0.36,0.192,0.352,0.648,0.205,,,,,,,,,,,,,,,,,,
2023/07/09,12:05 PM.,WSH,TEX,away,Cloudy.,83,571578,SS,4,1,1,0,0,0,0,0,0,1,2,.353,.413,.613,1.026,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.411,66.0,101.0,96.0,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,0.417,0.169,0.35,0.064,-0.69,-0.89,-0.51,-2.07,91.8,81.2,92.1,80.5,0.32,0.463,0.07400000000000001,0.233,0.461,0.397,0.29,0.645,0.4,,,,,,,,,,,,,,,,0.327,0.541,0.121,,,,,,,,,,,,,,,,,,,,,
2023/07/08,4:06 PM.,WSH,TEX,away,Cloudy.,87,663623,SS,4,0,0,0,0,0,0,0,0,1,2,.355,.415,.620,1.035,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.61,5.1,121.0,101.0,99.0,98.0,0.839,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.427,78.0,99.0,95.0,92.0,100.0,94.0,101.0,101.0,98.0,,,,0.287,0.356,,0.051,-0.01,-0.75,,1.21,94.5,87.8,93.9,,0.348,0.525,0.09300000000000001,,,,0.25,0.5,0.156,,,,,,,,,,,,,0.197,0.362,0.257,0.208,0.376,0.192,,,,110.0,100.0,103.0,0.306,0.08,80.9,,,,,,,,,,,,
2023/07/07,7:04 PM.,WSH,TEX,away,Clear.,85,592866,SS,5,2,2,1,0,1,1,0,0,1,1,.361,.421,.630,1.051,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.329,0.387,68.0,105.0,96.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,0.146,0.433,0.182,0.171,-0.77,-0.45,-1.7,-2.25,89.7,83.3,88.2,80.9,0.325,0.458,0.188,0.313,0.5,0.281,0.315,0.483,0.19899999999999998,,,,,,,,,,,,,0.314,0.629,0.2,0.283,0.563,0.16699999999999998,,,,97.0,95.0,95.0,0.069,-1.93,76.7,,,,,,,,,,,,
2023/07/06,7:12 PM.,BOS,TEX,away,Partly Cloudy.,88,676710,SS,5,1,3,0,0,1,1,0,0,1,0,.360,.422,.618,1.040,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,,0.391,0.132,,1.44,,1.5,,93.6,,,82.5,,,,0.15,0.25,0.376,,,,92.0,101.0,103.0,108.0,94.0,95.0,0.281,0.119,0.35,-1.47,88.6,79.4,0.34,0.642,0.2,0.163,0.326,0.258,0.289,0.43,0.244,,,,,,,0.077,-0.82,82.4,0.214,0.357,0.214,88.0,95.0,103.0,,,
2023/07/05,7:12 PM.,BOS,TEX,away,Partly Cloudy.,80,678394,SS,4,1,3,1,0,0,0,0,0,0,0,.355,.418,.605,1.023,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.194,0.48,0.144,0.351,0.408,80.0,103.0,99.0,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,0.364,0.207,0.175,0.239,-1.91,0.52,-1.86,1.38,95.5,86.2,95.0,85.3,0.278,0.435,0.16,0.3,0.456,0.259,0.196,0.291,0.387,,,,88.0,100.0,88.0,0.015,,-6.73,,89.1,,,,,0.31,0.646,0.19899999999999998,0.462,1.077,0.20800000000000002,,,,,,,,,,,,,,,,,,
2023/07/04,1:37 PM.,BOS,TEX,away,Overcast.,73,657514,SS,4,1,1,0,0,0,0,0,1,0,0,.347,.413,.597,1.010,657514,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.343,0.149,0.321,0.457,34.0,68.0,70.0,,,,79.0,100.0,88.0,,,,0.559,,,0.014,,1.73,,-13.88,,82.4,90.8,,0.252,0.362,0.185,,,,0.5,2.0,0.0,,,,,,,,,,,,,0.238,0.349,0.35100000000000003,,,,,,,101.0,93.0,93.0,0.427,-0.78,77.6,,,,,,,,,,,,
2023/07/03,1:08 PM.,HOU,TEX,home,Roof Closed.,74,664299,SS,4,1,1,1,0,0,1,0,0,1,1,.349,.413,.604,1.017,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.399,78.0,101.0,98.0,101.0,98.0,98.0,,,,108.0,95.0,102.0,,0.584,0.3,0.041,0.44,,-0.09,-1.29,92.7,83.7,,79.5,,,,0.211,0.367,0.287,0.28,0.36,0.392,91.0,99.0,102.0,,,,,0.075,,-1.17,,76.6,0.268,0.366,0.195,0.236,0.455,0.265,,,,,,,,,,,,,,,,,,,,,
2023/07/02,1:37 PM.,HOU,TEX,home,Roof Closed.,74,681869,SS,4,2,2,1,0,0,0,0,0,0,2,.351,.418,.606,1.024,681869,shawndubin,Dubin,Right,Shawn Dubin,HOU,7.0,5.16,9.0,96.0,110.0,101.0,0.805,11.0,3.0,12.0,1.0,1.1,0.296,0.37,0.037,0.519,0.395,108.0,104.0,115.0,106.0,91.0,96.0,,,,129.0,90.0,102.0,,0.442,0.093,0.151,-2.7,,2.04,1.44,95.2,88.4,,84.5,,,,0.25,0.25,0.222,0.25,0.25,0.41200000000000003,,,,108.0,104.0,99.0,0.145,,2.12,,90.1,,0.5,0.75,0.273,0.375,0.688,0.21600000000000003,0.2,0.4,0.308,112.0,97.0,102.0,0.169,-3.74,81.8,,,,,,,,,,,,
